"protocol";"basisOfRecord";"species";"decimalLongitude";"decimalLatitude";"coordinateUncertaintyInMeters";"year";"countryCode";"gbifID";"institutionCode"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,744132;-41,189054;31;2022;"NZL";"3466263275";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";168,107742;-44,921375;154;2022;"NZL";"3466460140";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,622175;-41,177608;16;2022;"NZL";"3468936372";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,686245;-41,111834;10;2022;"NZL";"3468985271";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,44879;-41,431563;7;2022;"NZL";"3698205774";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,424913;-41,42499;8;2022;"NZL";"3698350981";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,429814;-41,418103;7;2022;"NZL";"3698397289";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";170,073338;-43,714562;8;2021;"NZL";"3032129213";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,387788;-45,759438;61;2021;"NZL";"3355139939";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";171,57651;-42,910292;15;2021;"NZL";"3039463882";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";168,270731;-44,693496;3;2021;"NZL";"3044850613";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";169,185584;-45,398691;8;2021;"NZL";"3044901935";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";168,127055;-44,816856;6;2021;"NZL";"3044933536";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,715531;-41,199977;244;2021;"NZL";"3399298618";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,540238;-45,382282;NA;2021;"NZL";"3415704454";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";169,185524;-45,379257;15;2020;"NZL";"2574160693";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,399774;-45,756916;136;2020;"NZL";"3320998357";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,393695;-45,756159;107;2020;"NZL";"3321269370";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,847735;-45,701383;15;2020;"NZL";"2573949882";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";168,434045;-45,304105;451;2020;"NZL";"2576309491";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,36043;-45,205843;NA;2020;"NZL";"2580107097";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,596039;-45,386154;35;2020;"NZL";"2596281830";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,349105;-45,200296;708;2020;"NZL";"3456031214";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";169,145477;-45,490234;175;2020;"NZL";"2868398768";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";171,217602;-43,880002;6;2020;"NZL";"2963869737";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";171,377543;-42,344334;1476;2020;"NZL";"3355216853";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";171,398658;-42,288969;31;2019;"NZL";"2006060052";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,380946;-42,384189;233;2019;"NZL";"2013716358";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,848527;-41,887654;61;2019;"NZL";"2574040763";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";172,752153;-41,88386;9;2019;"NZL";"2283080793";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";168,128049;-44,815957;26;2017;"NZL";"1562927326";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,40263;-45,758565;370;2016;"NZL";"1253308791";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,434494;-45,06498;1462;2016;"NZL";"1265552539";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";168,814329;-45,15227;3045;2016;"NZL";"1315067362";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";167,230833;-45,450833;NA;2016;"NZL";"1453134081";"iNaturalist"
"DWC_ARCHIVE";"HUMAN_OBSERVATION";"Astelia nivicola";169,187683;-45,439075;28;2016;"NZL";"1265601312";"iNaturalist"
