"cell_id";"bird.sp";"bird.sp.prob";"plant.sp";"plant.sp.prob";"metaweb_interaction"
"1419";"Acanthis_flammea";0,514;"Freycinetia_banksii";0,15;0
"1419";"Acanthis_flammea";0,514;"Fuchsia_excorticata";0,781;0
"1419";"Acanthis_flammea";0,514;"Gaultheria_antipoda";0,004;0
"1419";"Acanthis_flammea";0,514;"Gaultheria_depressa";0;0
"1419";"Acanthis_flammea";0,514;"Gaultheria_macrostigma";0;0
"1419";"Acanthis_flammea";0,514;"Geniostoma_ligustrifolium";0,208;0
"1419";"Acanthis_flammea";0,514;"Griselinia_littoralis";0,621;0
"1419";"Acanthis_flammea";0,514;"Griselinia_lucida";0,085;0
"1419";"Acanthis_flammea";0,514;"Halocarpus_biformis";0;0
"1419";"Acanthis_flammea";0,514;"Hedera_helix";0,211;0
"1419";"Acanthis_flammea";0,514;"Hedycarya_arborea";0,921;0
"1419";"Acanthis_flammea";0,514;"Hedychium_gardnerianum";0,023;0
"1419";"Acanthis_flammea";0,514;"Ileostylus_micranthus";0,059;0
"1419";"Acanthis_flammea";0,514;"Isolepis_habra";0,003;0
"1419";"Acanthis_flammea";0,514;"Knightia_excelsa";0,189;0
"1419";"Acanthis_flammea";0,514;"Lepidothamnus_intermedius";0;0
"1419";"Acanthis_flammea";0,514;"Lepidothamnus_laxifolius";0;0
"1419";"Acanthis_flammea";0,514;"Leptecophylla_juniperina";0,008;0
"1419";"Acanthis_flammea";0,514;"Leptospermum_scoparium";0,077;0
"1419";"Acanthis_flammea";0,514;"Leucopogon_fasciculatus";0,377;0
"1419";"Acanthis_flammea";0,514;"Leycesteria_formosa";0,446;0
"1419";"Acanthis_flammea";0,514;"Ligustrum_sinense";0,021;0
"1419";"Acanthis_flammea";0,514;"Litsea_calicaris";0,001;0
"1419";"Acanthis_flammea";0,514;"Lonicera_japonica";0,26;0
"1419";"Acanthis_flammea";0,514;"Lophomyrtus_bullata";0,192;0
"1419";"Acanthis_flammea";0,514;"Lophomyrtus_obcordata";0,043;0
"1419";"Acanthis_flammea";0,514;"Luzuriaga_parviflora";0;0
"1419";"Acanthis_flammea";0,514;"Macropiper_excelsum";0,688;0
"1419";"Acanthis_flammea";0,514;"Melicytus_alpinus";0,009;0
"1419";"Acanthis_flammea";0,514;"Melicytus_lanceolatus";0,048;0
"1419";"Acanthis_flammea";0,514;"Melicytus_ramiflorus";1;0
"1419";"Acanthis_flammea";0,514;"Metrosideros_umbellata";0;0
"1419";"Acanthis_flammea";0,514;"Mida_salicifolia";0;0
"1419";"Acanthis_flammea";0,514;"Muehlenbeckia_australis";0,892;0
"1419";"Acanthis_flammea";0,514;"Muehlenbeckia_axillaris";0,018;0
"1419";"Acanthis_flammea";0,514;"Muehlenbeckia_complexa";0,081;0
"1419";"Acanthis_flammea";0,514;"Myoporum_laetum";0,021;0
"1419";"Acanthis_flammea";0,514;"Myrsine_australis";0,95;0
"1419";"Acanthis_flammea";0,514;"Myrsine_divaricata";0,009;0
"1419";"Acanthis_flammea";0,514;"Myrsine_salicina";0,027;0
"1419";"Acanthis_flammea";0,514;"Neomyrtus_pedunculata";0,016;0
"1419";"Acanthis_flammea";0,514;"Neopanax_colensoi";0,001;0
"1419";"Acanthis_flammea";0,514;"Nestegis_cunninghamii";0,031;0
"1419";"Acanthis_flammea";0,514;"Nestegis_lanceolata";0,016;0
"1419";"Acanthis_flammea";0,514;"Paratrophis_microphylla";0,267;0
"1419";"Acanthis_flammea";0,514;"Parsonsia_heterophylla";0,514;0
"1419";"Acanthis_flammea";0,514;"Passiflora_tetrandra";0,202;0
"1419";"Acanthis_flammea";0,514;"Pennantia_corymbosa";0,815;0
"1419";"Acanthis_flammea";0,514;"Pentachondra_pumila";0;0
"1419";"Acanthis_flammea";0,514;"Peraxilla_colensoi";0,002;0
"1419";"Acanthis_flammea";0,514;"Peraxilla_tetrapetala";0,001;0
"1419";"Acanthis_flammea";0,514;"Phormium_colensoi";0,002;0
"1419";"Acanthis_flammea";0,514;"Phormium_tenax";0,033;0
"1419";"Acanthis_flammea";0,514;"Phyllocladus_trichomanoides";0,014;0
"1419";"Acanthis_flammea";0,514;"Pittosporum_crassifolium";0,002;0
"1419";"Acanthis_flammea";0,514;"Pittosporum_eugenioides";0,467;0
"1419";"Acanthis_flammea";0,514;"Pittosporum_tenuifolium";0,472;0
"1419";"Acanthis_flammea";0,514;"Plagianthus_regius";0,047;0
"1419";"Acanthis_flammea";0,514;"Podocarpus_cunninghamii";0,059;0
"1419";"Acanthis_flammea";0,514;"Podocarpus_nivalis";0;0
"1419";"Acanthis_flammea";0,514;"Podocarpus_totara";0,347;0
"1419";"Acanthis_flammea";0,514;"Prumnopitys_ferruginea";0,541;0
"1419";"Acanthis_flammea";0,514;"Prumnopitys_taxifolia";0,679;0
"1419";"Acanthis_flammea";0,514;"Pseudopanax_arboreus";0,461;0
"1419";"Acanthis_flammea";0,514;"Pseudopanax_crassifolius";0,94;0
"1419";"Acanthis_flammea";0,514;"Pseudowintera_axillaris";0,091;0
"1419";"Acanthis_flammea";0,514;"Pseudowintera_colorata";0,276;0
"1419";"Acanthis_flammea";0,514;"Raukaua_edgerleyi";0,043;0
"1419";"Acanthis_flammea";0,514;"Raukaua_simplex";0;0
"1419";"Acanthis_flammea";0,514;"Rhopalostylis_sapida";0,307;0
"1419";"Acanthis_flammea";0,514;"Ripogonum_scandens";0,92;0
"1419";"Acanthis_flammea";0,514;"Rosa_rubiginosa";0,123;0
"1419";"Acanthis_flammea";0,514;"Rubus_australis";0,14;0
"1419";"Acanthis_flammea";0,514;"Rubus_cissoides";0,734;0
"1419";"Acanthis_flammea";0,514;"Rubus_fruticosus";0,793;0
"1419";"Acanthis_flammea";0,514;"Sambucus_nigra";0,072;0
"1419";"Acanthis_flammea";0,514;"Schefflera_digitata";0,922;0
"1419";"Acanthis_flammea";0,514;"Solanum_nigrum";0,278;0
"1419";"Acanthis_flammea";0,514;"Styphelia_nesophila";0,002;0
"1419";"Acanthis_flammea";0,514;"Vitex_lucens";0,044;0
"1419";"Acanthisitta_chloris";0,231;"Acrothamnus_colensoi";0;0
"1419";"Acanthisitta_chloris";0,231;"Alectryon_excelsus";0,26;0
"1419";"Acanthisitta_chloris";0,231;"Alepis_flavida";0;0
"1419";"Acanthisitta_chloris";0,231;"Alseuosmia_macrophylla";0,013;0
"1419";"Acanthisitta_chloris";0,231;"Androstoma_empetrifolia";0;0
"1419";"Acanthisitta_chloris";0,231;"Aristotelia_fruticosa";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Aristotelia_serrata";0,923;0
"1419";"Acanthisitta_chloris";0,231;"Ascarina_lucida";0,023;0
"1419";"Acanthisitta_chloris";0,231;"Asparagus_scandens";0,099;0
"1419";"Acanthisitta_chloris";0,231;"Astelia_fragrans";0,156;0
"1419";"Acanthisitta_chloris";0,231;"Astelia_nervosa";0;0
"1419";"Acanthisitta_chloris";0,231;"Astelia_nivicola";0;0
"1419";"Acanthisitta_chloris";0,231;"Beilschmiedia_tawa";0,412;0
"1419";"Acanthisitta_chloris";0,231;"Berberis_glaucocarpa";0,204;0
"1419";"Acanthisitta_chloris";0,231;"Carpodetus_serratus";0,994;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_acerosa";0;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_arborea";0,004;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_areolata";0,449;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_cheesemanii";0;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_colensoi";0,003;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_crassifolia";0,169;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_cuneata";0;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_depressa";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_foetidissima";0,006;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_fowerakeri";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_linariifolia";0,042;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_lucida";0,543;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_macrocarpa";0,013;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_parviflora";0,005;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_perpusilla";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_petriei";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_propinqua";0,491;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_pseudocuneata";0;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_repens";0;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_rhamnoides";0,896;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_rigida";0,057;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_robusta";0,637;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_rotundifolia";0,591;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_rugosa";0,003;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_serrulata";0;0
"1419";"Acanthisitta_chloris";0,231;"Coprosma_tenuifolia";0;0
"1419";"Acanthisitta_chloris";0,231;"Cordyline_australis";0,303;0
"1419";"Acanthisitta_chloris";0,231;"Coriaria_arborea";0,182;0
"1419";"Acanthisitta_chloris";0,231;"Coriaria_sarmentosa";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Corokia_cotoneaster";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Corynocarpus_laevigatus";0,213;0
"1419";"Acanthisitta_chloris";0,231;"Crataegus_monogyna";0,213;0
"1419";"Acanthisitta_chloris";0,231;"Dacrycarpus_dacrydioides";0,817;0
"1419";"Acanthisitta_chloris";0,231;"Dacrydium_cupressinum";0,291;0
"1419";"Acanthisitta_chloris";0,231;"Dracophyllum_longifolium";0;0
"1419";"Acanthisitta_chloris";0,231;"Elaeocarpus_dentatus";0,234;0
"1419";"Acanthisitta_chloris";0,231;"Elaeocarpus_hookerianus";0,003;0
"1419";"Acanthisitta_chloris";0,231;"Freycinetia_banksii";0,15;0
"1419";"Acanthisitta_chloris";0,231;"Fuchsia_excorticata";0,781;0
"1419";"Acanthisitta_chloris";0,231;"Gaultheria_antipoda";0,004;0
"1419";"Acanthisitta_chloris";0,231;"Gaultheria_depressa";0;0
"1419";"Acanthisitta_chloris";0,231;"Gaultheria_macrostigma";0;0
"1419";"Acanthisitta_chloris";0,231;"Geniostoma_ligustrifolium";0,208;0
"1419";"Acanthisitta_chloris";0,231;"Griselinia_littoralis";0,621;0
"1419";"Acanthisitta_chloris";0,231;"Griselinia_lucida";0,085;0
"1419";"Acanthisitta_chloris";0,231;"Halocarpus_biformis";0;0
"1419";"Acanthisitta_chloris";0,231;"Hedera_helix";0,211;0
"1419";"Acanthisitta_chloris";0,231;"Hedycarya_arborea";0,921;0
"1419";"Acanthisitta_chloris";0,231;"Hedychium_gardnerianum";0,023;0
"1419";"Acanthisitta_chloris";0,231;"Ileostylus_micranthus";0,059;0
"1419";"Acanthisitta_chloris";0,231;"Isolepis_habra";0,003;0
"1419";"Acanthisitta_chloris";0,231;"Knightia_excelsa";0,189;0
"1419";"Acanthisitta_chloris";0,231;"Lepidothamnus_intermedius";0;0
"1419";"Acanthisitta_chloris";0,231;"Lepidothamnus_laxifolius";0;0
"1419";"Acanthisitta_chloris";0,231;"Leptecophylla_juniperina";0,008;0
"1419";"Acanthisitta_chloris";0,231;"Leptospermum_scoparium";0,077;0
"1419";"Acanthisitta_chloris";0,231;"Leucopogon_fasciculatus";0,377;0
"1419";"Acanthisitta_chloris";0,231;"Leycesteria_formosa";0,446;0
"1419";"Acanthisitta_chloris";0,231;"Ligustrum_sinense";0,021;0
"1419";"Acanthisitta_chloris";0,231;"Litsea_calicaris";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Lonicera_japonica";0,26;0
"1419";"Acanthisitta_chloris";0,231;"Lophomyrtus_bullata";0,192;0
"1419";"Acanthisitta_chloris";0,231;"Lophomyrtus_obcordata";0,043;0
"1419";"Acanthisitta_chloris";0,231;"Luzuriaga_parviflora";0;0
"1419";"Acanthisitta_chloris";0,231;"Macropiper_excelsum";0,688;0
"1419";"Acanthisitta_chloris";0,231;"Melicytus_alpinus";0,009;0
"1419";"Acanthisitta_chloris";0,231;"Melicytus_lanceolatus";0,048;0
"1419";"Acanthisitta_chloris";0,231;"Melicytus_ramiflorus";1;0
"1419";"Acanthisitta_chloris";0,231;"Metrosideros_umbellata";0;0
"1419";"Acanthisitta_chloris";0,231;"Mida_salicifolia";0;0
"1419";"Acanthisitta_chloris";0,231;"Muehlenbeckia_australis";0,892;0
"1419";"Acanthisitta_chloris";0,231;"Muehlenbeckia_axillaris";0,018;0
"1419";"Acanthisitta_chloris";0,231;"Muehlenbeckia_complexa";0,081;0
"1419";"Acanthisitta_chloris";0,231;"Myoporum_laetum";0,021;0
"1419";"Acanthisitta_chloris";0,231;"Myrsine_australis";0,95;0
"1419";"Acanthisitta_chloris";0,231;"Myrsine_divaricata";0,009;0
"1419";"Acanthisitta_chloris";0,231;"Myrsine_salicina";0,027;0
"1419";"Acanthisitta_chloris";0,231;"Neomyrtus_pedunculata";0,016;0
"1419";"Acanthisitta_chloris";0,231;"Neopanax_colensoi";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Nestegis_cunninghamii";0,031;0
"1419";"Acanthisitta_chloris";0,231;"Nestegis_lanceolata";0,016;0
"1419";"Acanthisitta_chloris";0,231;"Paratrophis_microphylla";0,267;0
"1419";"Acanthisitta_chloris";0,231;"Parsonsia_heterophylla";0,514;0
"1419";"Acanthisitta_chloris";0,231;"Passiflora_tetrandra";0,202;0
"1419";"Acanthisitta_chloris";0,231;"Pennantia_corymbosa";0,815;0
"1419";"Acanthisitta_chloris";0,231;"Pentachondra_pumila";0;0
"1419";"Acanthisitta_chloris";0,231;"Peraxilla_colensoi";0,002;0
"1419";"Acanthisitta_chloris";0,231;"Peraxilla_tetrapetala";0,001;0
"1419";"Acanthisitta_chloris";0,231;"Phormium_colensoi";0,002;0
"1419";"Acanthisitta_chloris";0,231;"Phormium_tenax";0,033;0
"1419";"Acanthisitta_chloris";0,231;"Phyllocladus_trichomanoides";0,014;0
"1419";"Acanthisitta_chloris";0,231;"Pittosporum_crassifolium";0,002;0
"1419";"Acanthisitta_chloris";0,231;"Pittosporum_eugenioides";0,467;0
"1419";"Acanthisitta_chloris";0,231;"Pittosporum_tenuifolium";0,472;0
"1419";"Acanthisitta_chloris";0,231;"Plagianthus_regius";0,047;0
"1419";"Acanthisitta_chloris";0,231;"Podocarpus_cunninghamii";0,059;0
"1419";"Acanthisitta_chloris";0,231;"Podocarpus_nivalis";0;0
"1419";"Acanthisitta_chloris";0,231;"Podocarpus_totara";0,347;0
"1419";"Acanthisitta_chloris";0,231;"Prumnopitys_ferruginea";0,541;0
"1419";"Acanthisitta_chloris";0,231;"Prumnopitys_taxifolia";0,679;0
"1419";"Acanthisitta_chloris";0,231;"Pseudopanax_arboreus";0,461;0
"1419";"Acanthisitta_chloris";0,231;"Pseudopanax_crassifolius";0,94;0
"1419";"Acanthisitta_chloris";0,231;"Pseudowintera_axillaris";0,091;0
"1419";"Acanthisitta_chloris";0,231;"Pseudowintera_colorata";0,276;0
"1419";"Acanthisitta_chloris";0,231;"Raukaua_edgerleyi";0,043;1
"1419";"Acanthisitta_chloris";0,231;"Raukaua_simplex";0;1
"1419";"Acanthisitta_chloris";0,231;"Rhopalostylis_sapida";0,307;0
"1419";"Acanthisitta_chloris";0,231;"Ripogonum_scandens";0,92;0
"1419";"Acanthisitta_chloris";0,231;"Rosa_rubiginosa";0,123;0
"1419";"Acanthisitta_chloris";0,231;"Rubus_australis";0,14;0
"1419";"Acanthisitta_chloris";0,231;"Rubus_cissoides";0,734;0
"1419";"Acanthisitta_chloris";0,231;"Rubus_fruticosus";0,793;0
"1419";"Acanthisitta_chloris";0,231;"Sambucus_nigra";0,072;0
"1419";"Acanthisitta_chloris";0,231;"Schefflera_digitata";0,922;0
"1419";"Acanthisitta_chloris";0,231;"Solanum_nigrum";0,278;0
"1419";"Acanthisitta_chloris";0,231;"Styphelia_nesophila";0,002;0
"1419";"Acanthisitta_chloris";0,231;"Vitex_lucens";0,044;0
"1419";"Acridotheres_tristis";0,095;"Acrothamnus_colensoi";0;0
"1419";"Acridotheres_tristis";0,095;"Alectryon_excelsus";0,26;0
"1419";"Acridotheres_tristis";0,095;"Alepis_flavida";0;0
"1419";"Acridotheres_tristis";0,095;"Alseuosmia_macrophylla";0,013;0
"1419";"Acridotheres_tristis";0,095;"Androstoma_empetrifolia";0;0
"1419";"Acridotheres_tristis";0,095;"Aristotelia_fruticosa";0,001;0
"1419";"Acridotheres_tristis";0,095;"Aristotelia_serrata";0,923;0
"1419";"Acridotheres_tristis";0,095;"Ascarina_lucida";0,023;0
"1419";"Acridotheres_tristis";0,095;"Asparagus_scandens";0,099;0
"1419";"Acridotheres_tristis";0,095;"Astelia_fragrans";0,156;0
"1419";"Acridotheres_tristis";0,095;"Astelia_nervosa";0;0
"1419";"Acridotheres_tristis";0,095;"Astelia_nivicola";0;0
"1419";"Acridotheres_tristis";0,095;"Beilschmiedia_tawa";0,412;0
"1419";"Acridotheres_tristis";0,095;"Berberis_glaucocarpa";0,204;0
"1419";"Acridotheres_tristis";0,095;"Carpodetus_serratus";0,994;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_acerosa";0;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_arborea";0,004;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_areolata";0,449;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_cheesemanii";0;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_colensoi";0,003;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_crassifolia";0,169;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_cuneata";0;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_depressa";0,001;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_foetidissima";0,006;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_fowerakeri";0,001;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_linariifolia";0,042;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_lucida";0,543;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_macrocarpa";0,013;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_parviflora";0,005;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_perpusilla";0,001;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_petriei";0,001;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_propinqua";0,491;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_pseudocuneata";0;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_repens";0;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_rhamnoides";0,896;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_rigida";0,057;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_robusta";0,637;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_rotundifolia";0,591;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_rugosa";0,003;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_serrulata";0;0
"1419";"Acridotheres_tristis";0,095;"Coprosma_tenuifolia";0;0
"1419";"Acridotheres_tristis";0,095;"Cordyline_australis";0,303;0
"1419";"Acridotheres_tristis";0,095;"Coriaria_arborea";0,182;0
"1419";"Acridotheres_tristis";0,095;"Coriaria_sarmentosa";0,001;0
"1419";"Acridotheres_tristis";0,095;"Corokia_cotoneaster";0,001;0
"1419";"Acridotheres_tristis";0,095;"Corynocarpus_laevigatus";0,213;0
"1419";"Acridotheres_tristis";0,095;"Crataegus_monogyna";0,213;0
"1419";"Acridotheres_tristis";0,095;"Dacrycarpus_dacrydioides";0,817;0
"1419";"Acridotheres_tristis";0,095;"Dacrydium_cupressinum";0,291;0
"1419";"Acridotheres_tristis";0,095;"Dracophyllum_longifolium";0;0
"1419";"Acridotheres_tristis";0,095;"Elaeocarpus_dentatus";0,234;0
"1419";"Acridotheres_tristis";0,095;"Elaeocarpus_hookerianus";0,003;0
"1419";"Acridotheres_tristis";0,095;"Freycinetia_banksii";0,15;0
"1419";"Acridotheres_tristis";0,095;"Fuchsia_excorticata";0,781;0
"1419";"Acridotheres_tristis";0,095;"Gaultheria_antipoda";0,004;0
"1419";"Acridotheres_tristis";0,095;"Gaultheria_depressa";0;0
"1419";"Acridotheres_tristis";0,095;"Gaultheria_macrostigma";0;0
"1419";"Acridotheres_tristis";0,095;"Geniostoma_ligustrifolium";0,208;0
"1419";"Acridotheres_tristis";0,095;"Griselinia_littoralis";0,621;0
"1419";"Acridotheres_tristis";0,095;"Griselinia_lucida";0,085;0
"1419";"Acridotheres_tristis";0,095;"Halocarpus_biformis";0;0
"1419";"Acridotheres_tristis";0,095;"Hedera_helix";0,211;0
"1419";"Acridotheres_tristis";0,095;"Hedycarya_arborea";0,921;0
"1419";"Acridotheres_tristis";0,095;"Hedychium_gardnerianum";0,023;0
"1419";"Acridotheres_tristis";0,095;"Ileostylus_micranthus";0,059;0
"1419";"Acridotheres_tristis";0,095;"Isolepis_habra";0,003;0
"1419";"Acridotheres_tristis";0,095;"Knightia_excelsa";0,189;0
"1419";"Acridotheres_tristis";0,095;"Lepidothamnus_intermedius";0;0
"1419";"Acridotheres_tristis";0,095;"Lepidothamnus_laxifolius";0;0
"1419";"Acridotheres_tristis";0,095;"Leptecophylla_juniperina";0,008;0
"1419";"Acridotheres_tristis";0,095;"Leptospermum_scoparium";0,077;0
"1419";"Acridotheres_tristis";0,095;"Leucopogon_fasciculatus";0,377;0
"1419";"Acridotheres_tristis";0,095;"Leycesteria_formosa";0,446;0
"1419";"Acridotheres_tristis";0,095;"Ligustrum_sinense";0,021;0
"1419";"Acridotheres_tristis";0,095;"Litsea_calicaris";0,001;0
"1419";"Acridotheres_tristis";0,095;"Lonicera_japonica";0,26;0
"1419";"Acridotheres_tristis";0,095;"Lophomyrtus_bullata";0,192;0
"1419";"Acridotheres_tristis";0,095;"Lophomyrtus_obcordata";0,043;0
"1419";"Acridotheres_tristis";0,095;"Luzuriaga_parviflora";0;0
"1419";"Acridotheres_tristis";0,095;"Macropiper_excelsum";0,688;0
"1419";"Acridotheres_tristis";0,095;"Melicytus_alpinus";0,009;0
"1419";"Acridotheres_tristis";0,095;"Melicytus_lanceolatus";0,048;0
"1419";"Acridotheres_tristis";0,095;"Melicytus_ramiflorus";1;0
"1419";"Acridotheres_tristis";0,095;"Metrosideros_umbellata";0;0
"1419";"Acridotheres_tristis";0,095;"Mida_salicifolia";0;0
"1419";"Acridotheres_tristis";0,095;"Muehlenbeckia_australis";0,892;0
"1419";"Acridotheres_tristis";0,095;"Muehlenbeckia_axillaris";0,018;0
"1419";"Acridotheres_tristis";0,095;"Muehlenbeckia_complexa";0,081;0
"1419";"Acridotheres_tristis";0,095;"Myoporum_laetum";0,021;0
"1419";"Acridotheres_tristis";0,095;"Myrsine_australis";0,95;0
"1419";"Acridotheres_tristis";0,095;"Myrsine_divaricata";0,009;0
"1419";"Acridotheres_tristis";0,095;"Myrsine_salicina";0,027;0
"1419";"Acridotheres_tristis";0,095;"Neomyrtus_pedunculata";0,016;0
"1419";"Acridotheres_tristis";0,095;"Neopanax_colensoi";0,001;0
"1419";"Acridotheres_tristis";0,095;"Nestegis_cunninghamii";0,031;0
"1419";"Acridotheres_tristis";0,095;"Nestegis_lanceolata";0,016;0
"1419";"Acridotheres_tristis";0,095;"Paratrophis_microphylla";0,267;0
"1419";"Acridotheres_tristis";0,095;"Parsonsia_heterophylla";0,514;0
