"cell_id";"guild";"status";"richness"
802;"birds";"Native";8
802;"plants";"Native";25
803;"birds";"Exotic";7
803;"birds";"Native";5
804;"birds";"Exotic";3
804;"birds";"Native";10
804;"plants";"Exotic";1
804;"plants";"Native";21
805;"birds";"Exotic";9
805;"birds";"Native";6
806;"birds";"Exotic";4
806;"birds";"Native";6
806;"plants";"Exotic";1
806;"plants";"Native";1
807;"birds";"Exotic";7
807;"birds";"Native";1
808;"birds";"Exotic";2
808;"birds";"Native";2
808;"plants";"Exotic";2
808;"plants";"Native";2
809;"birds";"Exotic";9
809;"birds";"Native";7
810;"birds";"Exotic";4
810;"birds";"Native";10
810;"plants";"Native";2
811;"birds";"Exotic";11
811;"birds";"Native";11
812;"birds";"Exotic";12
812;"birds";"Native";10
812;"plants";"Native";1
813;"birds";"Exotic";13
813;"birds";"Native";11
813;"plants";"Exotic";1
814;"birds";"Exotic";13
814;"birds";"Native";10
815;"birds";"Exotic";11
815;"birds";"Native";8
816;"birds";"Exotic";12
816;"birds";"Native";10
817;"birds";"Exotic";8
817;"birds";"Native";11
817;"plants";"Exotic";1
817;"plants";"Native";25
818;"birds";"Exotic";5
818;"birds";"Native";13
818;"plants";"Exotic";1
818;"plants";"Native";34
819;"birds";"Exotic";9
819;"birds";"Native";12
820;"birds";"Exotic";9
820;"birds";"Native";9
820;"plants";"Exotic";1
820;"plants";"Native";33
822;"birds";"Exotic";5
822;"birds";"Native";9
822;"plants";"Exotic";1
822;"plants";"Native";16
824;"birds";"Exotic";12
824;"birds";"Native";15
824;"plants";"Native";27
825;"birds";"Exotic";8
825;"birds";"Native";13
825;"plants";"Native";46
826;"birds";"Exotic";12
826;"birds";"Native";16
826;"plants";"Native";26
827;"birds";"Exotic";12
827;"birds";"Native";18
827;"plants";"Native";46
828;"birds";"Exotic";13
828;"birds";"Native";17
828;"plants";"Exotic";1
828;"plants";"Native";31
829;"birds";"Exotic";5
829;"birds";"Native";11
829;"plants";"Native";17
830;"birds";"Exotic";6
830;"birds";"Native";10
830;"plants";"Native";14
831;"birds";"Exotic";4
831;"birds";"Native";11
831;"plants";"Native";23
832;"birds";"Exotic";10
832;"birds";"Native";15
832;"plants";"Native";19
833;"birds";"Exotic";4
833;"birds";"Native";10
833;"plants";"Native";12
834;"birds";"Exotic";8
834;"birds";"Native";14
834;"plants";"Native";23
835;"plants";"Native";41
837;"birds";"Exotic";5
837;"birds";"Native";11
837;"plants";"Exotic";1
837;"plants";"Native";16
839;"birds";"Exotic";4
839;"birds";"Native";3
839;"plants";"Exotic";1
839;"plants";"Native";1
840;"birds";"Exotic";3
840;"birds";"Native";4
841;"birds";"Exotic";8
841;"birds";"Native";4
842;"birds";"Exotic";7
842;"birds";"Native";4
843;"birds";"Exotic";9
843;"birds";"Native";10
844;"birds";"Exotic";5
844;"birds";"Native";5
845;"birds";"Exotic";10
845;"birds";"Native";9
845;"plants";"Native";1
846;"birds";"Exotic";4
846;"birds";"Native";6
847;"birds";"Exotic";12
847;"birds";"Native";12
848;"birds";"Exotic";11
848;"birds";"Native";13
848;"plants";"Exotic";2
848;"plants";"Native";33
849;"birds";"Exotic";12
849;"birds";"Native";14
850;"birds";"Exotic";12
850;"birds";"Native";8
851;"birds";"Exotic";13
851;"birds";"Native";9
851;"plants";"Native";15
852;"birds";"Exotic";7
852;"birds";"Native";11
852;"plants";"Native";2
853;"birds";"Exotic";10
853;"birds";"Native";12
853;"plants";"Native";22
854;"birds";"Exotic";5
854;"birds";"Native";9
854;"plants";"Native";1
855;"birds";"Exotic";11
855;"birds";"Native";11
855;"plants";"Exotic";1
855;"plants";"Native";19
856;"birds";"Exotic";5
856;"birds";"Native";10
856;"plants";"Exotic";1
856;"plants";"Native";25
857;"birds";"Exotic";10
857;"birds";"Native";13
857;"plants";"Exotic";1
857;"plants";"Native";23
858;"birds";"Exotic";8
858;"birds";"Native";12
859;"birds";"Exotic";10
859;"birds";"Native";12
860;"birds";"Exotic";10
860;"birds";"Native";12
861;"birds";"Exotic";8
861;"birds";"Native";13
862;"birds";"Exotic";9
862;"birds";"Native";14
862;"plants";"Native";33
863;"birds";"Exotic";12
863;"birds";"Native";13
863;"plants";"Native";50
864;"birds";"Exotic";11
864;"birds";"Native";14
864;"plants";"Native";51
865;"birds";"Exotic";6
865;"birds";"Native";13
865;"plants";"Exotic";1
865;"plants";"Native";59
866;"plants";"Native";25
867;"birds";"Exotic";4
867;"birds";"Native";14
867;"plants";"Native";16
868;"birds";"Exotic";8
868;"birds";"Native";13
868;"plants";"Native";12
870;"birds";"Exotic";7
870;"birds";"Native";11
870;"plants";"Native";16
871;"birds";"Exotic";9
871;"birds";"Native";8
872;"birds";"Exotic";10
872;"birds";"Native";16
872;"plants";"Native";29
873;"birds";"Exotic";10
873;"birds";"Native";13
873;"plants";"Exotic";2
873;"plants";"Native";46
874;"birds";"Exotic";5
874;"birds";"Native";3
875;"birds";"Exotic";8
875;"birds";"Native";11
876;"birds";"Exotic";3
876;"birds";"Native";4
877;"birds";"Exotic";9
877;"birds";"Native";10
878;"birds";"Exotic";12
878;"birds";"Native";9
879;"birds";"Exotic";12
879;"birds";"Native";10
880;"birds";"Exotic";11
880;"birds";"Native";8
881;"birds";"Exotic";10
881;"birds";"Native";9
882;"birds";"Exotic";12
882;"birds";"Native";10
883;"birds";"Exotic";8
883;"birds";"Native";5
884;"birds";"Exotic";11
884;"birds";"Native";11
885;"birds";"Exotic";12
885;"birds";"Native";14
885;"plants";"Native";46
886;"birds";"Exotic";12
886;"birds";"Native";14
886;"plants";"Exotic";1
886;"plants";"Native";41
887;"birds";"Exotic";11
887;"birds";"Native";10
888;"birds";"Exotic";12
888;"birds";"Native";9
889;"birds";"Exotic";9
889;"birds";"Native";9
890;"birds";"Exotic";11
890;"birds";"Native";11
890;"plants";"Exotic";1
890;"plants";"Native";12
891;"birds";"Exotic";7
891;"birds";"Native";9
892;"birds";"Exotic";5
892;"birds";"Native";14
892;"plants";"Exotic";1
892;"plants";"Native";25
893;"birds";"Exotic";6
893;"birds";"Native";13
893;"plants";"Exotic";1
893;"plants";"Native";29
894;"birds";"Exotic";5
894;"birds";"Native";9
894;"plants";"Native";28
895;"birds";"Exotic";7
895;"birds";"Native";11
895;"plants";"Native";21
896;"birds";"Exotic";8
896;"birds";"Native";12
896;"plants";"Native";23
897;"birds";"Exotic";13
897;"birds";"Native";13
897;"plants";"Native";26
898;"birds";"Exotic";11
898;"birds";"Native";18
898;"plants";"Native";21
899;"birds";"Exotic";13
899;"birds";"Native";15
899;"plants";"Native";7
900;"birds";"Exotic";9
900;"birds";"Native";16
900;"plants";"Native";20
901;"birds";"Exotic";6
901;"birds";"Native";15
901;"plants";"Native";36
902;"birds";"Exotic";4
902;"birds";"Native";13
902;"plants";"Native";34
903;"plants";"Native";16
904;"birds";"Exotic";6
904;"birds";"Native";12
904;"plants";"Native";25
905;"birds";"Exotic";3
905;"birds";"Native";10
905;"plants";"Native";33
906;"birds";"Exotic";5
906;"birds";"Native";12
906;"plants";"Native";40
907;"birds";"Exotic";9
907;"birds";"Native";7
908;"birds";"Exotic";10
908;"birds";"Native";9
909;"birds";"Exotic";9
909;"birds";"Native";14
909;"plants";"Native";51
910;"birds";"Exotic";11
910;"birds";"Native";17
910;"plants";"Exotic";1
910;"plants";"Native";48
911;"birds";"Exotic";8
911;"birds";"Native";7
912;"birds";"Exotic";12
912;"birds";"Native";7
913;"birds";"Exotic";10
913;"birds";"Native";9
914;"birds";"Exotic";5
915;"birds";"Exotic";2
915;"birds";"Native";6
916;"birds";"Exotic";13
916;"birds";"Native";10
916;"plants";"Native";3
917;"birds";"Exotic";9
917;"birds";"Native";5
918;"birds";"Exotic";11
918;"birds";"Native";9
919;"birds";"Exotic";10
919;"birds";"Native";7
920;"birds";"Exotic";9
920;"birds";"Native";12
920;"plants";"Exotic";1
920;"plants";"Native";42
921;"birds";"Exotic";12
921;"birds";"Native";15
921;"plants";"Native";53
922;"birds";"Exotic";11
922;"birds";"Native";12
922;"plants";"Native";26
923;"birds";"Exotic";11
923;"birds";"Native";10
924;"birds";"Exotic";10
924;"birds";"Native";9
925;"birds";"Exotic";12
925;"birds";"Native";9
926;"birds";"Exotic";10
926;"birds";"Native";10
926;"plants";"Native";1
927;"birds";"Exotic";5
927;"birds";"Native";14
927;"plants";"Exotic";1
927;"plants";"Native";25
928;"birds";"Exotic";2
928;"birds";"Native";10
928;"plants";"Exotic";1
928;"plants";"Native";42
929;"birds";"Exotic";4
929;"birds";"Native";13
929;"plants";"Exotic";1
929;"plants";"Native";20
930;"birds";"Exotic";12
930;"birds";"Native";15
930;"plants";"Exotic";1
930;"plants";"Native";15
931;"birds";"Exotic";12
931;"birds";"Native";12
931;"plants";"Native";23
932;"birds";"Exotic";6
932;"birds";"Native";11
932;"plants";"Native";42
933;"birds";"Exotic";4
933;"birds";"Native";14
933;"plants";"Native";34
934;"birds";"Exotic";11
934;"birds";"Native";17
935;"birds";"Exotic";7
935;"birds";"Native";9
935;"plants";"Native";21
936;"birds";"Exotic";2
936;"birds";"Native";4
936;"plants";"Native";16
937;"birds";"Exotic";6
937;"birds";"Native";14
937;"plants";"Native";34
938;"birds";"Exotic";3
938;"birds";"Native";5
939;"plants";"Native";19
940;"birds";"Exotic";3
940;"birds";"Native";13
940;"plants";"Native";28
941;"birds";"Exotic";7
941;"birds";"Native";15
941;"plants";"Native";46
942;"birds";"Exotic";10
942;"birds";"Native";10
942;"plants";"Native";31
943;"birds";"Exotic";12
943;"birds";"Native";12
944;"birds";"Exotic";9
944;"birds";"Native";8
944;"plants";"Exotic";2
944;"plants";"Native";23
945;"birds";"Exotic";12
945;"birds";"Native";14
945;"plants";"Exotic";2
945;"plants";"Native";27
946;"birds";"Exotic";6
946;"birds";"Native";9
948;"birds";"Exotic";2
948;"birds";"Native";6
949;"birds";"Exotic";3
949;"birds";"Native";3
949;"plants";"Native";2
950;"birds";"Exotic";11
950;"birds";"Native";7
951;"birds";"Exotic";8
951;"birds";"Native";7
952;"birds";"Exotic";8
952;"birds";"Native";10
952;"plants";"Native";37
953;"birds";"Exotic";9
953;"birds";"Native";11
953;"plants";"Exotic";1
953;"plants";"Native";43
954;"birds";"Exotic";8
954;"birds";"Native";6
954;"plants";"Exotic";1
955;"birds";"Exotic";9
955;"birds";"Native";8
956;"birds";"Exotic";9
956;"birds";"Native";9
957;"birds";"Exotic";8
957;"birds";"Native";12
957;"plants";"Native";21
958;"birds";"Exotic";4
958;"birds";"Native";11
958;"plants";"Exotic";1
958;"plants";"Native";41
959;"birds";"Exotic";3
959;"birds";"Native";12
959;"plants";"Exotic";1
959;"plants";"Native";34
960;"birds";"Exotic";3
960;"birds";"Native";11
960;"plants";"Exotic";2
960;"plants";"Native";37
961;"birds";"Exotic";8
961;"birds";"Native";13
961;"plants";"Exotic";1
961;"plants";"Native";34
962;"birds";"Exotic";10
962;"birds";"Native";12
962;"plants";"Exotic";2
962;"plants";"Native";37
963;"birds";"Exotic";9
963;"birds";"Native";9
963;"plants";"Native";1
964;"birds";"Exotic";10
964;"birds";"Native";15
964;"plants";"Native";11
965;"birds";"Exotic";5
965;"birds";"Native";15
965;"plants";"Native";35
966;"plants";"Native";27
967;"birds";"Exotic";1
967;"birds";"Native";1
967;"plants";"Native";20
968;"plants";"Exotic";2
968;"plants";"Native";1
971;"birds";"Exotic";2
971;"birds";"Native";6
971;"plants";"Native";16
972;"birds";"Exotic";7
972;"birds";"Native";11
972;"plants";"Exotic";1
972;"plants";"Native";38
973;"birds";"Exotic";5
973;"birds";"Native";8
973;"plants";"Native";53
974;"birds";"Exotic";10
974;"birds";"Native";10
974;"plants";"Native";22
975;"birds";"Exotic";8
975;"birds";"Native";6
976;"birds";"Exotic";7
976;"birds";"Native";11
977;"birds";"Exotic";10
977;"birds";"Native";11
977;"plants";"Exotic";4
977;"plants";"Native";29
978;"birds";"Exotic";10
978;"birds";"Native";10
978;"plants";"Exotic";2
978;"plants";"Native";27
979;"birds";"Exotic";2
979;"birds";"Native";3
980;"birds";"Native";3
981;"birds";"Exotic";11
981;"birds";"Native";10
981;"plants";"Exotic";2
982;"birds";"Exotic";5
982;"birds";"Native";2
983;"birds";"Exotic";6
983;"birds";"Native";2
984;"birds";"Exotic";8
984;"birds";"Native";8
985;"birds";"Exotic";10
985;"birds";"Native";8
986;"birds";"Exotic";11
986;"birds";"Native";16
986;"plants";"Exotic";1
986;"plants";"Native";28
987;"birds";"Exotic";2
987;"birds";"Native";7
987;"plants";"Exotic";3
987;"plants";"Native";28
988;"birds";"Exotic";2
988;"birds";"Native";8
988;"plants";"Exotic";1
988;"plants";"Native";33
989;"birds";"Exotic";4
989;"birds";"Native";10
989;"plants";"Exotic";1
989;"plants";"Native";40
990;"birds";"Exotic";7
990;"birds";"Native";10
990;"plants";"Native";23
991;"birds";"Exotic";8
991;"birds";"Native";12
991;"plants";"Native";25
992;"birds";"Exotic";5
992;"birds";"Native";11
992;"plants";"Exotic";2
992;"plants";"Native";36
993;"birds";"Exotic";10
993;"birds";"Native";9
993;"plants";"Exotic";2
994;"birds";"Exotic";11
994;"birds";"Native";13
995;"birds";"Exotic";10
995;"birds";"Native";14
995;"plants";"Exotic";1
995;"plants";"Native";30
996;"birds";"Exotic";9
996;"birds";"Native";9
997;"birds";"Exotic";3
997;"birds";"Native";2
1000;"birds";"Exotic";9
1000;"birds";"Native";6
1001;"birds";"Exotic";8
1001;"birds";"Native";8
1001;"plants";"Native";17
1002;"birds";"Exotic";8
1002;"birds";"Native";10
1002;"plants";"Native";17
1003;"birds";"Exotic";10
1003;"birds";"Native";13
1004;"birds";"Exotic";9
1004;"birds";"Native";8
1005;"birds";"Exotic";11
1005;"birds";"Native";9
1006;"birds";"Exotic";11
1006;"birds";"Native";8
1007;"birds";"Exotic";12
1007;"birds";"Native";11
1008;"birds";"Exotic";8
1008;"birds";"Native";4
1009;"birds";"Exotic";8
1009;"birds";"Native";9
1010;"birds";"Exotic";11
1010;"birds";"Native";8
1010;"plants";"Exotic";2
1011;"birds";"Exotic";10
1011;"birds";"Native";7
1011;"plants";"Exotic";2
1011;"plants";"Native";1
1012;"birds";"Exotic";6
1012;"birds";"Native";2
1013;"birds";"Exotic";10
1013;"birds";"Native";12
1013;"plants";"Exotic";1
1013;"plants";"Native";27
1014;"birds";"Exotic";3
1014;"birds";"Native";7
1014;"plants";"Exotic";1
1014;"plants";"Native";21
1015;"birds";"Exotic";4
1015;"birds";"Native";4
1016;"birds";"Exotic";4
1016;"birds";"Native";9
1017;"birds";"Exotic";12
1017;"birds";"Native";12
1018;"birds";"Exotic";8
1018;"birds";"Native";9
1019;"birds";"Exotic";8
1019;"birds";"Native";7
1020;"birds";"Exotic";9
1020;"birds";"Native";7
1021;"birds";"Exotic";10
1021;"birds";"Native";6
1022;"birds";"Exotic";9
1022;"birds";"Native";7
1022;"plants";"Native";4
1023;"birds";"Exotic";10
1023;"birds";"Native";14
1023;"plants";"Native";28
1024;"birds";"Exotic";8
1024;"birds";"Native";10
1025;"birds";"Exotic";9
1025;"birds";"Native";6
1028;"birds";"Exotic";3
1028;"birds";"Native";10
1028;"plants";"Native";14
1029;"birds";"Exotic";13
1029;"birds";"Native";10
1030;"birds";"Exotic";9
1030;"birds";"Native";5
1031;"birds";"Exotic";10
1031;"birds";"Native";8
1032;"birds";"Exotic";12
1032;"birds";"Native";10
1033;"birds";"Exotic";14
1033;"birds";"Native";17
1033;"plants";"Exotic";1
1033;"plants";"Native";3
1035;"birds";"Exotic";10
1035;"birds";"Native";6
1036;"birds";"Exotic";9
1036;"birds";"Native";12
1036;"plants";"Exotic";1
1036;"plants";"Native";16
1037;"birds";"Exotic";9
1037;"birds";"Native";5
1038;"birds";"Exotic";1
1038;"birds";"Native";9
1038;"plants";"Native";14
1039;"birds";"Exotic";8
1039;"birds";"Native";6
1039;"plants";"Exotic";1
1039;"plants";"Native";19
1040;"birds";"Exotic";5
1040;"birds";"Native";9
1040;"plants";"Native";16
1041;"birds";"Exotic";5
1041;"birds";"Native";9
1041;"plants";"Exotic";1
1041;"plants";"Native";27
1042;"birds";"Exotic";9
1042;"birds";"Native";11
1042;"plants";"Exotic";2
1042;"plants";"Native";18
1043;"birds";"Exotic";9
1043;"birds";"Native";8
1043;"plants";"Native";20
1044;"birds";"Exotic";9
1044;"birds";"Native";7
1045;"birds";"Exotic";10
1045;"birds";"Native";7
1046;"birds";"Exotic";9
1046;"birds";"Native";7
1047;"birds";"Exotic";10
1047;"birds";"Native";7
1047;"plants";"Exotic";1
1047;"plants";"Native";16
1048;"birds";"Exotic";10
1048;"birds";"Native";8
1048;"plants";"Exotic";1
1048;"plants";"Native";4
1049;"birds";"Exotic";10
1049;"birds";"Native";8
1049;"plants";"Native";1
1050;"birds";"Exotic";9
1050;"birds";"Native";13
1050;"plants";"Native";1
1051;"birds";"Exotic";6
1051;"birds";"Native";14
1051;"plants";"Native";22
1052;"birds";"Exotic";7
1052;"birds";"Native";11
1052;"plants";"Native";23
1053;"birds";"Exotic";10
1053;"birds";"Native";7
1054;"birds";"Exotic";12
1054;"birds";"Native";8
1055;"birds";"Exotic";12
1055;"birds";"Native";10
1056;"birds";"Exotic";11
1056;"birds";"Native";9
1057;"birds";"Exotic";12
1057;"birds";"Native";14
1058;"birds";"Exotic";11
1058;"birds";"Native";11
1059;"birds";"Exotic";4
1059;"birds";"Native";5
1061;"birds";"Exotic";10
1061;"birds";"Native";8
1061;"plants";"Native";1
1061;"plants";NA;1
1062;"birds";"Exotic";10
1062;"birds";"Native";8
1062;"plants";"Native";1
1063;"birds";"Exotic";10
1063;"birds";"Native";4
1064;"birds";"Exotic";6
1064;"birds";"Native";7
1064;"plants";"Exotic";1
1064;"plants";"Native";15
1065;"birds";"Exotic";9
1065;"birds";"Native";14
1065;"plants";"Native";1
1066;"birds";"Exotic";10
1066;"birds";"Native";12
1066;"plants";"Exotic";1
1066;"plants";"Native";34
1067;"birds";"Exotic";9
1067;"birds";"Native";11
1067;"plants";"Exotic";1
1067;"plants";"Native";15
1068;"birds";"Exotic";11
1068;"birds";"Native";10
1069;"birds";"Exotic";6
1069;"birds";"Native";6
1070;"birds";"Exotic";11
1070;"birds";"Native";7
1070;"plants";"Native";1
1071;"birds";"Exotic";9
1071;"birds";"Native";7
1072;"birds";"Exotic";6
1072;"birds";"Native";6
1073;"birds";"Exotic";11
1073;"birds";"Native";8
1073;"plants";"Exotic";1
1074;"birds";"Exotic";9
1074;"birds";"Native";8
1075;"birds";"Exotic";5
1075;"birds";"Native";13
1075;"plants";"Native";37
1076;"birds";"Exotic";9
1076;"birds";"Native";15
1076;"plants";"Native";31
1077;"birds";"Exotic";10
1077;"birds";"Native";11
1077;"plants";"Exotic";1
1077;"plants";"Native";18
1078;"birds";"Exotic";8
1078;"birds";"Native";6
1079;"birds";"Exotic";8
1079;"birds";"Native";5
1080;"birds";"Exotic";8
1080;"birds";"Native";3
1080;"plants";"Native";2
1081;"birds";"Exotic";12
1081;"birds";"Native";8
1082;"birds";"Exotic";13
1082;"birds";"Native";12
1082;"plants";"Exotic";1
1083;"birds";"Exotic";11
1083;"birds";"Native";17
1083;"plants";"Native";3
1084;"birds";"Exotic";11
1084;"birds";"Native";18
1085;"birds";"Exotic";10
1085;"birds";"Native";4
1085;"plants";"Native";2
1086;"birds";"Exotic";11
1086;"birds";"Native";7
1087;"birds";"Exotic";10
1087;"birds";"Native";8
1087;"plants";"Native";1
1088;"birds";"Exotic";13
1088;"birds";"Native";15
1088;"plants";"Exotic";6
1088;"plants";"Native";14
1089;"birds";"Exotic";11
1089;"birds";"Native";14
1089;"plants";"Exotic";2
1089;"plants";"Native";6
1090;"birds";"Exotic";11
1090;"birds";"Native";12
1090;"plants";"Native";1
1091;"birds";"Exotic";10
1091;"birds";"Native";9
1092;"birds";"Exotic";10
1092;"birds";"Native";7
1093;"birds";"Exotic";9
1093;"birds";"Native";8
1093;"plants";"Exotic";1
1094;"plants";"Exotic";1
1095;"birds";"Exotic";11
1095;"birds";"Native";9
1095;"plants";"Native";2
1096;"birds";"Exotic";12
1096;"birds";"Native";8
1096;"plants";"Native";2
1097;"birds";"Exotic";11
1097;"birds";"Native";11
1098;"birds";"Exotic";4
1098;"birds";"Native";10
1098;"plants";"Native";17
1099;"birds";"Exotic";10
1099;"birds";"Native";14
1099;"plants";"Exotic";1
1099;"plants";"Native";22
1100;"birds";"Exotic";10
1100;"birds";"Native";10
1101;"birds";"Exotic";12
1101;"birds";"Native";10
1102;"birds";"Exotic";11
1102;"birds";"Native";6
1103;"birds";"Exotic";12
1103;"birds";"Native";8
1104;"birds";"Exotic";12
1104;"birds";"Native";8
1105;"birds";"Exotic";12
1105;"birds";"Native";9
1105;"plants";"Native";1
1106;"birds";"Exotic";10
1106;"birds";"Native";9
1107;"birds";"Exotic";11
1107;"birds";"Native";12
1107;"plants";"Exotic";1
1107;"plants";"Native";2
1108;"birds";"Exotic";14
1108;"birds";"Native";12
1108;"plants";"Exotic";20
1108;"plants";"Native";14
1108;"plants";NA;1
1109;"birds";"Exotic";12
1109;"birds";"Native";10
1110;"birds";"Exotic";11
1110;"birds";"Native";10
1110;"plants";"Native";5
1111;"birds";"Exotic";11
1111;"birds";"Native";10
1111;"plants";"Native";1
1112;"birds";"Exotic";11
1112;"birds";"Native";9
1113;"birds";"Exotic";12
1113;"birds";"Native";10
1113;"plants";"Native";3
1114;"birds";"Exotic";10
1114;"birds";"Native";7
1115;"birds";"Exotic";10
1115;"birds";"Native";9
1116;"birds";"Exotic";13
1116;"birds";"Native";13
1116;"plants";"Native";15
1117;"birds";"Exotic";6
1117;"birds";"Native";13
1117;"plants";"Native";28
1118;"birds";"Exotic";6
1118;"birds";"Native";9
1118;"plants";"Native";13
1119;"birds";"Exotic";10
1119;"birds";"Native";9
1120;"birds";"Exotic";11
1120;"birds";"Native";8
1121;"birds";"Exotic";12
1121;"birds";"Native";8
1122;"birds";"Exotic";11
1122;"birds";"Native";7
1123;"birds";"Exotic";9
1123;"birds";"Native";7
1123;"plants";"Native";1
1124;"birds";"Exotic";12
1124;"birds";"Native";11
1125;"birds";"Exotic";6
1125;"birds";"Native";4
1126;"birds";"Exotic";12
1126;"birds";"Native";9
1126;"plants";"Exotic";2
1126;"plants";"Native";3
1127;"birds";"Exotic";11
1127;"birds";"Native";11
1127;"plants";"Exotic";1
1128;"birds";"Exotic";10
1128;"birds";"Native";9
1129;"birds";"Exotic";10
1129;"birds";"Native";8
1129;"plants";"Exotic";1
1129;"plants";"Native";1
1130;"birds";"Exotic";12
1130;"birds";"Native";8
1130;"plants";"Exotic";1
1130;"plants";"Native";4
1131;"birds";"Exotic";11
1131;"birds";"Native";8
1132;"birds";"Exotic";10
1132;"birds";"Native";8
1133;"birds";"Exotic";11
1133;"birds";"Native";8
1134;"birds";"Exotic";11
1134;"birds";"Native";13
1134;"plants";"Native";20
1135;"birds";"Exotic";7
1135;"birds";"Native";12
1135;"plants";"Native";21
1136;"birds";"Exotic";9
1136;"birds";"Native";6
1137;"birds";"Exotic";11
1137;"birds";"Native";8
1138;"birds";"Exotic";11
1138;"birds";"Native";8
1139;"birds";"Exotic";12
1139;"birds";"Native";10
1140;"birds";"Exotic";12
1140;"birds";"Native";8
1141;"birds";"Exotic";4
1141;"birds";"Native";6
1142;"birds";"Exotic";11
1142;"birds";"Native";7
1143;"birds";"Exotic";12
1143;"birds";"Native";9
1143;"plants";"Exotic";1
1144;"birds";"Exotic";10
1144;"birds";"Native";6
1144;"plants";"Exotic";1
1145;"birds";"Exotic";10
1145;"birds";"Native";8
1145;"plants";"Native";1
1146;"birds";"Exotic";9
1146;"birds";"Native";7
1147;"birds";"Exotic";9
1147;"birds";"Native";7
1148;"birds";"Exotic";9
1148;"birds";"Native";8
1148;"plants";"Exotic";1
1148;"plants";"Native";1
1149;"birds";"Exotic";11
1149;"birds";"Native";9
1149;"plants";"Exotic";1
1149;"plants";"Native";6
1150;"birds";"Exotic";11
1150;"birds";"Native";12
1150;"plants";"Exotic";1
1150;"plants";"Native";38
1151;"birds";"Exotic";3
1151;"birds";"Native";10
1151;"plants";"Native";13
1152;"birds";"Exotic";9
1152;"birds";"Native";7
1153;"birds";"Exotic";8
1153;"birds";"Native";1
1154;"birds";"Exotic";7
1154;"birds";"Native";4
1155;"birds";"Exotic";6
1155;"birds";"Native";3
1156;"birds";"Exotic";9
1156;"birds";"Native";6
1157;"birds";"Exotic";10
1157;"birds";"Native";8
1158;"birds";"Exotic";6
1158;"birds";"Native";5
1159;"birds";"Exotic";11
1159;"birds";"Native";6
1160;"birds";"Exotic";11
1160;"birds";"Native";5
1160;"plants";"Exotic";1
1161;"birds";"Exotic";12
1161;"birds";"Native";8
1162;"birds";"Exotic";8
1162;"birds";"Native";8
1162;"plants";"Exotic";1
1162;"plants";"Native";1
1163;"birds";"Exotic";10
1163;"birds";"Native";8
1163;"plants";"Native";1
1164;"birds";"Exotic";11
1164;"birds";"Native";9
1164;"plants";"Exotic";1
1165;"birds";"Exotic";10
1165;"birds";"Native";12
1165;"plants";"Native";40
1165;"plants";NA;1
1166;"birds";"Exotic";9
1166;"birds";"Native";9
1166;"plants";"Native";18
1167;"birds";"Exotic";11
1167;"birds";"Native";8
1168;"birds";"Exotic";4
1168;"birds";"Native";1
1169;"birds";"Exotic";6
1169;"birds";"Native";4
1170;"birds";"Exotic";8
1170;"birds";"Native";4
1171;"birds";"Exotic";9
1171;"birds";"Native";5
1171;"plants";"Exotic";1
1171;"plants";"Native";1
1172;"birds";"Exotic";9
1172;"birds";"Native";5
1173;"birds";"Exotic";11
1173;"birds";"Native";10
1174;"birds";"Exotic";8
1174;"birds";"Native";7
1175;"birds";"Exotic";12
1175;"birds";"Native";9
1176;"birds";"Exotic";10
1176;"birds";"Native";9
1177;"birds";"Exotic";10
1177;"birds";"Native";6
1178;"birds";"Exotic";11
1178;"birds";"Native";9
1179;"birds";"Exotic";10
1179;"birds";"Native";8
1180;"birds";"Exotic";14
1180;"birds";"Native";13
1180;"plants";"Native";1
1181;"birds";"Exotic";8
1181;"birds";"Native";9
1181;"plants";"Native";18
1182;"birds";"Exotic";9
1182;"birds";"Native";4
1183;"birds";"Exotic";8
1183;"birds";"Native";5
1184;"birds";"Exotic";7
1184;"birds";"Native";6
1185;"birds";"Exotic";4
1185;"birds";"Native";3
1186;"birds";"Exotic";3
1186;"birds";"Native";2
1187;"birds";"Exotic";7
1187;"birds";"Native";4
1188;"birds";"Exotic";12
1188;"birds";"Native";8
1189;"birds";"Exotic";5
1189;"birds";"Native";3
1190;"birds";"Exotic";9
1190;"birds";"Native";6
1191;"birds";"Exotic";12
1191;"birds";"Native";7
1192;"birds";"Exotic";9
1192;"birds";"Native";6
1193;"birds";"Exotic";13
1193;"birds";"Native";11
1194;"birds";"Exotic";14
1194;"birds";"Native";14
1194;"plants";"Native";1
1195;"birds";"Exotic";10
1195;"birds";"Native";12
1195;"plants";"Exotic";1
1195;"plants";"Native";26
1196;"birds";"Exotic";10
1196;"birds";"Native";8
1197;"birds";"Exotic";8
1197;"birds";"Native";8
1198;"birds";"Exotic";7
1198;"birds";"Native";6
1199;"birds";"Exotic";5
1199;"birds";"Native";4
1200;"birds";"Native";3
1201;"birds";"Exotic";4
1201;"birds";"Native";4
1202;"birds";"Exotic";9
1202;"birds";"Native";8
1202;"plants";"Exotic";1
1203;"birds";"Exotic";11
1203;"birds";"Native";7
1204;"birds";"Exotic";3
1204;"birds";"Native";3
1205;"birds";"Exotic";9
1205;"birds";"Native";15
1205;"plants";"Native";25
1206;"birds";"Exotic";9
1206;"birds";"Native";10
1206;"plants";"Exotic";3
1206;"plants";"Native";10
1207;"birds";"Exotic";6
