"plot";"x";"y";"year";"species_group";"species";"records"
"AB146";"1282053.01249999";"5067367.75409999";"2021";"mammals";"Sheep";25
"AB146";"1282053.01249999";"5067367.75409999";"2021";"mammals";"Unknown ungulate";38
"AB147";"1282050.3906";"5059359.78799999";"2016";"mammals";"Chamois";6
"AB147";"1282050.3906";"5059359.78799999";"2016";"mammals";"Hare";91
"AB147";"1282050.3906";"5059359.78799999";"2016";"mammals";"Unknown ungulate";39
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Cattle";1
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Chamois";15
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Hare";103
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Possum";5
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Rabbit";7
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Sheep";1
"AB147";"1282050.3906";"5059359.78799999";"2022";"mammals";"Unknown ungulate";15
"AB155";"1282097.333";"4995301.898";"2015";"mammals";"Hare";33
"AB155";"1282097.333";"4995301.898";"2015";"mammals";"Possum";6
"AB155";"1282097.333";"4995301.898";"2015";"mammals";"Rabbit";81
"AB155";"1282097.333";"4995301.898";"2015";"mammals";"Unknown ungulate";40
"AB155";"1282097.333";"4995301.898";"2022";"mammals";"Deer";11
"AB155";"1282097.333";"4995301.898";"2022";"mammals";"Hare";28
"AB155";"1282097.333";"4995301.898";"2022";"mammals";"Possum";10
"AB155";"1282097.333";"4995301.898";"2022";"mammals";"Unknown ungulate";70
"AB161";"1282136.37089999";"4947264.5526";"2015";"mammals";"Deer";3
"AB161";"1282136.37089999";"4947264.5526";"2015";"mammals";"Possum";62
"AB161";"1282136.37089999";"4947264.5526";"2015";"mammals";"Red deer";3
"AB161";"1282136.37089999";"4947264.5526";"2015";"mammals";"Unknown ungulate";32
"AB161";"1282136.37089999";"4947264.5526";"2022";"mammals";"Deer";3
"AB161";"1282136.37089999";"4947264.5526";"2022";"mammals";"Possum";74
"AB161";"1282136.37089999";"4947264.5526";"2022";"mammals";"Red deer";NA
"AB161";"1282136.37089999";"4947264.5526";"2022";"mammals";"Unknown ungulate";10
"AC136";"1290036.5884";"5147427.54129999";"2020";"mammals";"Unknown ungulate";2
"AC137";"1290043.7291";"5139431.38619999";"2017";"mammals";"Cattle";7
"AC137";"1290043.7291";"5139431.38619999";"2017";"mammals";"Possum";1
"AC137";"1290043.7291";"5139431.38619999";"2017";"mammals";"Unknown ungulate";3
"AC140";"1290047.92229999";"5115421.66069999";"2016";"mammals";"Deer";1
"AC140";"1290047.92229999";"5115421.66069999";"2016";"mammals";"Possum";3
"AC140";"1290047.92229999";"5115421.66069999";"2021";"mammals";"Deer";3
"AC141";"1288597.0625";"5106309.7844";"2017";"mammals";"Deer";1
"AC149";"1290079.00839999";"5043358.78689999";"2012";"mammals";"Hare";2
"AC149";"1290079.00839999";"5043358.78689999";"2012";"mammals";"Possum";4
"AC149";"1290079.00839999";"5043358.78689999";"2012";"mammals";"Rabbit";19
"AC149";"1290079.00839999";"5043358.78689999";"2015";"mammals";"Hare";11
"AC149";"1290079.00839999";"5043358.78689999";"2015";"mammals";"Possum";16
"AC149";"1290079.00839999";"5043358.78689999";"2015";"mammals";"Rabbit";16
"AC149";"1290079.00839999";"5043358.78689999";"2020";"mammals";"Hare";4
"AC149";"1290079.00839999";"5043358.78689999";"2020";"mammals";"Possum";24
"AC149";"1290079.00839999";"5043358.78689999";"2020";"mammals";"Sheep";3
"AC149";"1290079.00839999";"5043358.78689999";"2020";"mammals";"Unknown ungulate";1
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Cattle";8
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Chamois";2
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Hare";76
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Possum";1
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Rabbit";11
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Sheep";2
"AC152";"1290083.24369999";"5019331.797";"2018";"mammals";"Unknown ungulate";8
"AC160";"1292804.2346";"4954800.81709999";"2013";"mammals";"Deer";3
"AC160";"1292804.2346";"4954800.81709999";"2013";"mammals";"Possum";21
"AC160";"1292804.2346";"4954800.81709999";"2013";"mammals";"Unknown ungulate";26
"AC160";"1292804.2346";"4954800.81709999";"2019";"mammals";"Possum";3
"AC160";"1292804.2346";"4954800.81709999";"2019";"mammals";"Unknown ungulate";23
"AC161";"1288769.2908";"4949845.93099999";"2016";"mammals";"Deer";5
"AC161";"1288769.2908";"4949845.93099999";"2016";"mammals";"Possum";4
"AC161";"1288769.2908";"4949845.93099999";"2016";"mammals";"Unknown ungulate";10
"AC161";"1288769.2908";"4949845.93099999";"2021";"mammals";"Deer";1
"AC161";"1288769.2908";"4949845.93099999";"2021";"mammals";"Possum";1
"AC161";"1288769.2908";"4949845.93099999";"2021";"mammals";"Unknown ungulate";11
"AC164";"1290201.0141";"4923248.7585";"2012";"mammals";"Deer";5
"AC164";"1290201.0141";"4923248.7585";"2012";"mammals";"Hare";3
"AC164";"1290201.0141";"4923248.7585";"2012";"mammals";"Possum";9
"AC164";"1290201.0141";"4923248.7585";"2012";"mammals";"Red deer";1
"AC164";"1290201.0141";"4923248.7585";"2012";"mammals";"Unknown ungulate";47
"AC164";"1290201.0141";"4923248.7585";"2015";"mammals";"Deer";3
"AC164";"1290201.0141";"4923248.7585";"2015";"mammals";"Possum";2
"AC164";"1290201.0141";"4923248.7585";"2015";"mammals";"Red deer";3
"AC164";"1290201.0141";"4923248.7585";"2015";"mammals";"Sheep";2
"AC164";"1290201.0141";"4923248.7585";"2015";"mammals";"Unknown ungulate";44
"AC164";"1290201.0141";"4923248.7585";"2020";"mammals";"Deer";3
"AC164";"1290201.0141";"4923248.7585";"2020";"mammals";"Possum";49
"AC164";"1290201.0141";"4923248.7585";"2020";"mammals";"Unknown ungulate";92
"AD136";"1298060.1672";"5147423.46889999";"2013";"mammals";"Deer";3
"AD136";"1298060.1672";"5147423.46889999";"2013";"mammals";"Possum";1
"AD136";"1298060.1672";"5147423.46889999";"2013";"mammals";"Red deer";4
"AD136";"1298060.1672";"5147423.46889999";"2013";"mammals";"Unknown ungulate";9
"AD136";"1298060.1672";"5147423.46889999";"2018";"mammals";"Deer";3
"AD136";"1298060.1672";"5147423.46889999";"2018";"mammals";"Possum";3
"AD136";"1298060.1672";"5147423.46889999";"2018";"mammals";"Unknown ungulate";17
"AD137";"1298050.65519999";"5139432.58829999";"2014";"mammals";"Deer";1
"AD137";"1298050.65519999";"5139432.58829999";"2014";"mammals";"Unknown ungulate";2
"AD137";"1298050.65519999";"5139432.58829999";"2018";"mammals";"Deer";3
"AD137";"1298050.65519999";"5139432.58829999";"2018";"mammals";"Possum";1
"AD137";"1298050.65519999";"5139432.58829999";"2018";"mammals";"Unknown ungulate";16
"AD138";"1298050.79759999";"5131434.65739999";"2015";"mammals";"Possum";6
"AD138";"1298050.79759999";"5131434.65739999";"2015";"mammals";"Unknown ungulate";4
"AD138";"1298050.79759999";"5131434.65739999";"2020";"mammals";"Unknown ungulate";1
"AD139";"1298044.9724";"5123405.1451";"2018";"mammals";"Deer";1
"AD139";"1298044.9724";"5123405.1451";"2018";"mammals";"Possum";3
"AD139";"1298044.9724";"5123405.1451";"2018";"mammals";"Unknown ungulate";2
"AD140";"1298640.7097";"5115353.82039999";"2018";"mammals";"Deer";1
"AD140";"1298640.7097";"5115353.82039999";"2018";"mammals";"Possum";1
"AD141";"1298101.88669999";"5107277.14869999";"2016";"mammals";"Deer";1
"AD141";"1298101.88669999";"5107277.14869999";"2016";"mammals";"Possum";6
"AD141";"1298101.88669999";"5107277.14869999";"2021";"mammals";"Possum";2
"AD142";"1296201.6373";"5098323.729";"2014";"mammals";"Deer";1
"AD142";"1296201.6373";"5098323.729";"2014";"mammals";"Possum";61
"AD142";"1296201.6373";"5098323.729";"2014";"mammals";"Unknown ungulate";19
"AD142";"1296201.6373";"5098323.729";"2019";"mammals";"Deer";2
"AD142";"1296201.6373";"5098323.729";"2019";"mammals";"Possum";1
"AD142";"1296201.6373";"5098323.729";"2019";"mammals";"Unknown ungulate";1
"AD144";"1298055.08499999";"5083383.8978";"2012";"mammals";"Deer";1
"AD144";"1298055.08499999";"5083383.8978";"2012";"mammals";"Hare";23
"AD144";"1298055.08499999";"5083383.8978";"2012";"mammals";"Possum";8
"AD144";"1298055.08499999";"5083383.8978";"2012";"mammals";"Rabbit";3
"AD144";"1298055.08499999";"5083383.8978";"2012";"mammals";"Unknown ungulate";3
"AD144";"1298055.08499999";"5083383.8978";"2015";"mammals";"Chamois";1
"AD144";"1298055.08499999";"5083383.8978";"2015";"mammals";"Hare";12
"AD144";"1298055.08499999";"5083383.8978";"2015";"mammals";"Possum";41
"AD144";"1298055.08499999";"5083383.8978";"2015";"mammals";"Rabbit";4
"AD144";"1298055.08499999";"5083383.8978";"2015";"mammals";"Stoat";1
"AD144";"1298055.08499999";"5083383.8978";"2015";"mammals";"Unknown ungulate";1
"AD144";"1298055.08499999";"5083383.8978";"2021";"mammals";"Hare";26
"AD144";"1298055.08499999";"5083383.8978";"2021";"mammals";"Possum";36
"AD144";"1298055.08499999";"5083383.8978";"2021";"mammals";"Unknown ungulate";13
"AD145";"1298055.00699999";"5075385.8227";"2015";"mammals";"Hare";96
"AD145";"1298055.00699999";"5075385.8227";"2015";"mammals";"Rabbit";1
"AD145";"1298055.00699999";"5075385.8227";"2015";"mammals";"Sheep";10
"AD145";"1298055.00699999";"5075385.8227";"2015";"mammals";"Unknown ungulate";1
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Chamois";7
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Deer";3
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Hare";103
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Possum";3
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Rabbit";28
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Red deer";5
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Sheep";3
"AD152";"1298213.16779999";"5019497.44369999";"2015";"mammals";"Unknown ungulate";9
"AD152";"1298213.16779999";"5019497.44369999";"2020";"mammals";"Chamois";1
"AD152";"1298213.16779999";"5019497.44369999";"2020";"mammals";"Hare";85
"AD152";"1298213.16779999";"5019497.44369999";"2020";"mammals";"Possum";1
"AD152";"1298213.16779999";"5019497.44369999";"2020";"mammals";"Sheep";1
"AD152";"1298213.16779999";"5019497.44369999";"2020";"mammals";"Unknown ungulate";14
"AD157";"1298129.45299999";"4979306.43039999";"2017";"mammals";"Hare";81
"AD157";"1298129.45299999";"4979306.43039999";"2017";"mammals";"Possum";3
"AD157";"1298129.45299999";"4979306.43039999";"2017";"mammals";"Sheep";102
"AD157";"1298129.45299999";"4979306.43039999";"2017";"mammals";"Unknown ungulate";37
"AD157";"1298129.45299999";"4979306.43039999";"2022";"mammals";"Deer";2
"AD157";"1298129.45299999";"4979306.43039999";"2022";"mammals";"Goat";3
"AD157";"1298129.45299999";"4979306.43039999";"2022";"mammals";"Hare";74
"AD157";"1298129.45299999";"4979306.43039999";"2022";"mammals";"Pig";1
"AD157";"1298129.45299999";"4979306.43039999";"2022";"mammals";"Possum";4
"AD157";"1298129.45299999";"4979306.43039999";"2022";"mammals";"Unknown ungulate";19
"AD172";"1298333.14959999";"4859213.15689999";"2017";"mammals";"Deer";4
"AD172";"1298333.14959999";"4859213.15689999";"2017";"mammals";"Pig";6
"AD172";"1298333.14959999";"4859213.15689999";"2017";"mammals";"Possum";12
"AD172";"1298333.14959999";"4859213.15689999";"2017";"mammals";"Unknown ungulate";17
"AD175";"1298388.37719999";"4835184.33009999";"2014";"mammals";"Deer";1
"AD175";"1298388.37719999";"4835184.33009999";"2014";"mammals";"Goat";1
"AD175";"1298388.37719999";"4835184.33009999";"2014";"mammals";"Pig";2
"AD175";"1298388.37719999";"4835184.33009999";"2014";"mammals";"Possum";44
"AD175";"1298388.37719999";"4835184.33009999";"2014";"mammals";"Unknown ungulate";18
"AD175";"1298388.37719999";"4835184.33009999";"2019";"mammals";"Goat";1
"AD175";"1298388.37719999";"4835184.33009999";"2019";"mammals";"Possum";28
"AD175";"1298388.37719999";"4835184.33009999";"2019";"mammals";"Unknown ungulate";11
"AE136";"1306037.1066";"5147412.84499999";"2016";"mammals";"Deer";4
"AE136";"1306037.1066";"5147412.84499999";"2016";"mammals";"Possum";1
"AE136";"1306037.1066";"5147412.84499999";"2016";"mammals";"Unknown ungulate";2
"AE136";"1306037.1066";"5147412.84499999";"2021";"mammals";"Deer";1
"AE136";"1306037.1066";"5147412.84499999";"2021";"mammals";"Possum";1
"AE137";"1306052.43409999";"5139428.6398";"2018";"mammals";"Possum";1
"AE137";"1306052.43409999";"5139428.6398";"2018";"mammals";"Unknown ungulate";13
"AE138";"1306205.2953";"5131301.8229";"2014";"mammals";"Deer";1
"AE138";"1306205.2953";"5131301.8229";"2014";"mammals";"Hare";1
"AE138";"1306205.2953";"5131301.8229";"2014";"mammals";"Unknown ungulate";1
"AE138";"1306205.2953";"5131301.8229";"2018";"mammals";"Chamois";1
"AE138";"1306205.2953";"5131301.8229";"2018";"mammals";"Hare";1
"AE138";"1306205.2953";"5131301.8229";"2018";"mammals";"Unknown ungulate";2
"AE139";"1306051.05689999";"5123424.1166";"2017";"mammals";"Chamois";13
"AE139";"1306051.05689999";"5123424.1166";"2021";"mammals";"Chamois";12
"AE139";"1306051.05689999";"5123424.1166";"2021";"mammals";"Unknown ungulate";1
"AE140";"1306047.50989999";"5115415.17239999";"2014";"mammals";"Possum";2
"AE140";"1306047.50989999";"5115415.17239999";"2014";"mammals";"Unknown ungulate";2
"AE140";"1306047.50989999";"5115415.17239999";"2018";"mammals";"Hare";4
"AE140";"1306047.50989999";"5115415.17239999";"2018";"mammals";"Possum";7
"AE140";"1306047.50989999";"5115415.17239999";"2018";"mammals";"Unknown ungulate";4
"AE141";"1306462.7475";"5107265.75129999";"2016";"mammals";"Possum";8
"AE141";"1306462.7475";"5107265.75129999";"2016";"mammals";"Unknown ungulate";1
"AE142";"1302272.9313";"5099738.35539999";"2012";"mammals";"Deer";1
"AE142";"1302272.9313";"5099738.35539999";"2012";"mammals";"Hare";2
"AE142";"1302272.9313";"5099738.35539999";"2012";"mammals";"Possum";12
"AE142";"1302272.9313";"5099738.35539999";"2012";"mammals";"Unknown ungulate";2
"AE142";"1302272.9313";"5099738.35539999";"2015";"mammals";"Deer";1
"AE142";"1302272.9313";"5099738.35539999";"2015";"mammals";"Possum";21
"AE142";"1302272.9313";"5099738.35539999";"2015";"mammals";"Unknown ungulate";2
"AE144";"1306058.1185";"5083391.6692";"2018";"mammals";"Hare";114
"AE144";"1306058.1185";"5083391.6692";"2018";"mammals";"Unknown ungulate";3
"AE145";"1307840.67849999";"5074764.331";"2016";"mammals";"Possum";21
"AE145";"1307840.67849999";"5074764.331";"2016";"mammals";"Unknown ungulate";3
"AE145";"1307840.67849999";"5074764.331";"2021";"mammals";"Possum";35
"AE145";"1307840.67849999";"5074764.331";"2021";"mammals";"Rabbit";2
"AE145";"1307840.67849999";"5074764.331";"2021";"mammals";"Unknown ungulate";17
"AE158";"1306145.9613";"4971307.97379999";"2018";"mammals";"Hare";90
"AE158";"1306145.9613";"4971307.97379999";"2018";"mammals";"Possum";1
"AE158";"1306145.9613";"4971307.97379999";"2018";"mammals";"Unknown ungulate";83
"AE173";"1306349.81";"4851202.1885";"2015";"mammals";"Deer";2
"AE173";"1306349.81";"4851202.1885";"2015";"mammals";"Pig";2
"AE173";"1306349.81";"4851202.1885";"2015";"mammals";"Unknown ungulate";4
"AE173";"1306349.81";"4851202.1885";"2020";"mammals";"Pig";1
"AE173";"1306349.81";"4851202.1885";"2020";"mammals";"Possum";2
"AE173";"1306349.81";"4851202.1885";"2020";"mammals";"Unknown ungulate";27
"AF134";"1314052.6986";"5163446.00619999";"2013";"mammals";"Deer";4
"AF134";"1314052.6986";"5163446.00619999";"2013";"mammals";"Possum";9
"AF134";"1314052.6986";"5163446.00619999";"2013";"mammals";"Rabbit";1
"AF134";"1314052.6986";"5163446.00619999";"2013";"mammals";"Red deer";1
"AF134";"1314052.6986";"5163446.00619999";"2018";"mammals";"Possum";34
"AF134";"1314052.6986";"5163446.00619999";"2018";"mammals";"Unknown ungulate";34
"AF136";"1314055.5466";"5147439.5689";"2014";"mammals";"Possum";1
"AF136";"1314055.5466";"5147439.5689";"2018";"mammals";"Possum";2
"AF137";"1313966.32969999";"5139044.65309999";"2018";"mammals";"Chamois";5
"AF137";"1313966.32969999";"5139044.65309999";"2018";"mammals";"Hare";6
"AF137";"1313966.32969999";"5139044.65309999";"2018";"mammals";"Possum";2
"AF137";"1313966.32969999";"5139044.65309999";"2018";"mammals";"Unknown ungulate";12
"AF138";"1314055.06239999";"5131426.53899999";"2015";"mammals";"Chamois";16
"AF138";"1314055.06239999";"5131426.53899999";"2015";"mammals";"Deer";2
"AF138";"1314055.06239999";"5131426.53899999";"2015";"mammals";"Hare";31
"AF138";"1314055.06239999";"5131426.53899999";"2015";"mammals";"Possum";1
"AF138";"1314055.06239999";"5131426.53899999";"2015";"mammals";"Unknown ungulate";1
"AF138";"1314055.06239999";"5131426.53899999";"2020";"mammals";"Hare";12
"AF138";"1314055.06239999";"5131426.53899999";"2020";"mammals";"Rabbit";1
"AF138";"1314055.06239999";"5131426.53899999";"2020";"mammals";"Unknown ungulate";6
"AF139";"1314055.52619999";"5123436.03859999";"2012";"mammals";"Deer";2
"AF139";"1314055.52619999";"5123436.03859999";"2012";"mammals";"Hare";30
"AF139";"1314055.52619999";"5123436.03859999";"2012";"mammals";"Possum";1
"AF139";"1314055.52619999";"5123436.03859999";"2015";"mammals";"Hare";12
"AF139";"1314055.52619999";"5123436.03859999";"2015";"mammals";"Rabbit";7
"AF139";"1314055.52619999";"5123436.03859999";"2020";"mammals";"Hare";51
"AF139";"1314055.52619999";"5123436.03859999";"2020";"mammals";"Rabbit";1
"AF139";"1314055.52619999";"5123436.03859999";"2020";"mammals";"Unknown ungulate";2
"AF140";"1314058.85759999";"5115420.04019999";"2018";"mammals";"Hare";40
"AF140";"1314058.85759999";"5115420.04019999";"2018";"mammals";"Unknown ungulate";1
"AF141";"1314059.53609999";"5107419.0343";"2016";"mammals";"Deer";1
"AF141";"1314059.53609999";"5107419.0343";"2016";"mammals";"Hare";53
