"";"cell_id";"lat_centroid";"lon_centroid"
"278";278;5889224,14464992;1754971,00093169
"279";279;5889224,14464992;1764971,00093169
"280";280;5889224,14464992;1774971,00093169
"281";281;5889224,14464992;1784971,00093169
"282";282;5889224,14464992;1794971,00093169
"283";283;5889224,14464992;1804971,00093169
"284";284;5889224,14464992;1824971,00093169
"285";285;5889224,14464992;1834971,00093169
"286";286;5889224,14464992;1844971,00093169
"287";287;5889224,14464992;1854971,00093169
"288";288;5879224,14464992;1744971,00093169
"289";289;5879224,14464992;1754971,00093169
"290";290;5879224,14464992;1764971,00093169
"291";291;5879224,14464992;1774971,00093169
"292";292;5879224,14464992;1784971,00093169
"293";293;5879224,14464992;1794971,00093169
"294";294;5879224,14464992;1804971,00093169
"295";295;5879224,14464992;1814971,00093169
"296";296;5879224,14464992;1824971,00093169
"297";297;5879224,14464992;1834971,00093169
"298";298;5879224,14464992;1844971,00093169
"299";299;5879224,14464992;1854971,00093169
"300";300;5869224,14464992;1744971,00093169
"301";301;5869224,14464992;1754971,00093169
"302";302;5869224,14464992;1764971,00093169
"303";303;5869224,14464992;1774971,00093169
"304";304;5869224,14464992;1784971,00093169
"305";305;5869224,14464992;1794971,00093169
"306";306;5869224,14464992;1804971,00093169
"307";307;5869224,14464992;1814971,00093169
"308";308;5869224,14464992;1824971,00093169
"309";309;5869224,14464992;1834971,00093169
"310";310;5869224,14464992;1844971,00093169
"311";311;5869224,14464992;1854971,00093169
"312";312;5859224,14464992;1754971,00093169
"313";313;5859224,14464992;1764971,00093169
"314";314;5859224,14464992;1774971,00093169
"315";315;5859224,14464992;1784971,00093169
"316";316;5859224,14464992;1794971,00093169
"317";317;5859224,14464992;1804971,00093169
"318";318;5859224,14464992;1814971,00093169
"319";319;5859224,14464992;1824971,00093169
"320";320;5859224,14464992;1834971,00093169
"321";321;5859224,14464992;1844971,00093169
"322";322;5859224,14464992;1854971,00093169
"323";323;5859224,14464992;1864971,00093169
"324";324;5849224,14464992;1754971,00093169
"325";325;5849224,14464992;1764971,00093169
"326";326;5849224,14464992;1774971,00093169
"327";327;5849224,14464992;1784971,00093169
"328";328;5849224,14464992;1794971,00093169
"329";329;5849224,14464992;1804971,00093169
"330";330;5849224,14464992;1814971,00093169
"331";331;5849224,14464992;1824971,00093169
"332";332;5849224,14464992;1834971,00093169
"333";333;5849224,14464992;1844971,00093169
"334";334;5849224,14464992;1854971,00093169
"335";335;5849224,14464992;1864971,00093169
"336";336;5839224,14464992;1754971,00093169
"337";337;5839224,14464992;1764971,00093169
"338";338;5839224,14464992;1774971,00093169
"339";339;5839224,14464992;1784971,00093169
"340";340;5839224,14464992;1794971,00093169
"341";341;5839224,14464992;1804971,00093169
"342";342;5839224,14464992;1814971,00093169
"343";343;5839224,14464992;1824971,00093169
"344";344;5839224,14464992;1834971,00093169
"345";345;5839224,14464992;1844971,00093169
"346";346;5839224,14464992;1854971,00093169
"347";347;5839224,14464992;1864971,00093169
"348";348;5829224,14464992;1754971,00093169
"349";349;5829224,14464992;1764971,00093169
"350";350;5829224,14464992;1774971,00093169
"351";351;5829224,14464992;1784971,00093169
"352";352;5829224,14464992;1794971,00093169
"353";353;5829224,14464992;1804971,00093169
"354";354;5829224,14464992;1814971,00093169
"355";355;5829224,14464992;1824971,00093169
"356";356;5829224,14464992;1834971,00093169
"357";357;5829224,14464992;1844971,00093169
"358";358;5829224,14464992;1854971,00093169
"359";359;5829224,14464992;1864971,00093169
"360";360;5829224,14464992;1874971,00093169
"361";361;5829224,14464992;1884971,00093169
"362";362;5829224,14464992;2034971,00093169
"363";363;5829224,14464992;2044971,00093169
"364";364;5829224,14464992;2054971,00093169
"365";365;5829224,14464992;2064971,00093169
"366";366;5829224,14464992;2074971,00093169
"367";367;5819224,14464992;1764971,00093169
"368";368;5819224,14464992;1774971,00093169
"369";369;5819224,14464992;1784971,00093169
"370";370;5819224,14464992;1794971,00093169
"371";371;5819224,14464992;1804971,00093169
"372";372;5819224,14464992;1814971,00093169
"373";373;5819224,14464992;1824971,00093169
"374";374;5819224,14464992;1834971,00093169
"375";375;5819224,14464992;1844971,00093169
"376";376;5819224,14464992;1854971,00093169
"377";377;5819224,14464992;1864971,00093169
"378";378;5819224,14464992;1874971,00093169
"379";379;5819224,14464992;1884971,00093169
"380";380;5819224,14464992;1894971,00093169
"381";381;5819224,14464992;1904971,00093169
"382";382;5819224,14464992;2014971,00093169
"383";383;5819224,14464992;2024971,00093169
"384";384;5819224,14464992;2034971,00093169
"385";385;5819224,14464992;2044971,00093169
"386";386;5819224,14464992;2054971,00093169
"387";387;5819224,14464992;2064971,00093169
"388";388;5819224,14464992;2074971,00093169
"389";389;5819224,14464992;2084971,00093169
"390";390;5809224,14464992;1754971,00093169
"391";391;5809224,14464992;1764971,00093169
"392";392;5809224,14464992;1774971,00093169
"393";393;5809224,14464992;1784971,00093169
"394";394;5809224,14464992;1794971,00093169
"395";395;5809224,14464992;1804971,00093169
"396";396;5809224,14464992;1814971,00093169
"397";397;5809224,14464992;1824971,00093169
"398";398;5809224,14464992;1834971,00093169
"399";399;5809224,14464992;1844971,00093169
"400";400;5809224,14464992;1854971,00093169
"401";401;5809224,14464992;1864971,00093169
"402";402;5809224,14464992;1874971,00093169
"403";403;5809224,14464992;1884971,00093169
"404";404;5809224,14464992;1894971,00093169
"405";405;5809224,14464992;1904971,00093169
"406";406;5809224,14464992;1914971,00093169
"407";407;5809224,14464992;1924971,00093169
"408";408;5809224,14464992;2004971,00093169
"409";409;5809224,14464992;2014971,00093169
"410";410;5809224,14464992;2024971,00093169
"411";411;5809224,14464992;2034971,00093169
"412";412;5809224,14464992;2044971,00093169
"413";413;5809224,14464992;2054971,00093169
"414";414;5809224,14464992;2064971,00093169
"415";415;5809224,14464992;2074971,00093169
"416";416;5809224,14464992;2084971,00093169
"417";417;5799224,14464992;1754971,00093169
"418";418;5799224,14464992;1764971,00093169
"419";419;5799224,14464992;1774971,00093169
"420";420;5799224,14464992;1784971,00093169
"421";421;5799224,14464992;1794971,00093169
"422";422;5799224,14464992;1804971,00093169
"423";423;5799224,14464992;1814971,00093169
"424";424;5799224,14464992;1824971,00093169
"425";425;5799224,14464992;1834971,00093169
"426";426;5799224,14464992;1844971,00093169
"427";427;5799224,14464992;1854971,00093169
"428";428;5799224,14464992;1864971,00093169
"429";429;5799224,14464992;1874971,00093169
"430";430;5799224,14464992;1884971,00093169
"431";431;5799224,14464992;1894971,00093169
"432";432;5799224,14464992;1904971,00093169
"433";433;5799224,14464992;1914971,00093169
"434";434;5799224,14464992;1924971,00093169
"435";435;5799224,14464992;1934971,00093169
"436";436;5799224,14464992;1944971,00093169
"437";437;5799224,14464992;1994971,00093169
"438";438;5799224,14464992;2004971,00093169
"439";439;5799224,14464992;2014971,00093169
"440";440;5799224,14464992;2024971,00093169
"441";441;5799224,14464992;2034971,00093169
"442";442;5799224,14464992;2044971,00093169
"443";443;5799224,14464992;2054971,00093169
"444";444;5799224,14464992;2064971,00093169
"445";445;5799224,14464992;2074971,00093169
"446";446;5799224,14464992;2084971,00093169
"447";447;5789224,14464992;1754971,00093169
"448";448;5789224,14464992;1764971,00093169
"449";449;5789224,14464992;1774971,00093169
"450";450;5789224,14464992;1784971,00093169
"451";451;5789224,14464992;1794971,00093169
"452";452;5789224,14464992;1804971,00093169
"453";453;5789224,14464992;1814971,00093169
"454";454;5789224,14464992;1824971,00093169
"455";455;5789224,14464992;1834971,00093169
"456";456;5789224,14464992;1844971,00093169
"457";457;5789224,14464992;1854971,00093169
"458";458;5789224,14464992;1864971,00093169
"459";459;5789224,14464992;1874971,00093169
"460";460;5789224,14464992;1884971,00093169
"461";461;5789224,14464992;1894971,00093169
"462";462;5789224,14464992;1904971,00093169
"463";463;5789224,14464992;1914971,00093169
"464";464;5789224,14464992;1924971,00093169
"465";465;5789224,14464992;1934971,00093169
"466";466;5789224,14464992;1944971,00093169
"467";467;5789224,14464992;1954971,00093169
"468";468;5789224,14464992;1964971,00093169
"469";469;5789224,14464992;1974971,00093169
"470";470;5789224,14464992;1984971,00093169
"471";471;5789224,14464992;1994971,00093169
"472";472;5789224,14464992;2004971,00093169
"473";473;5789224,14464992;2014971,00093169
"474";474;5789224,14464992;2024971,00093169
"475";475;5789224,14464992;2034971,00093169
"476";476;5789224,14464992;2044971,00093169
"477";477;5789224,14464992;2054971,00093169
"478";478;5789224,14464992;2064971,00093169
"479";479;5789224,14464992;2074971,00093169
"480";480;5779224,14464992;1744971,00093169
"481";481;5779224,14464992;1754971,00093169
"482";482;5779224,14464992;1764971,00093169
"483";483;5779224,14464992;1774971,00093169
"484";484;5779224,14464992;1784971,00093169
"485";485;5779224,14464992;1794971,00093169
"486";486;5779224,14464992;1804971,00093169
"487";487;5779224,14464992;1814971,00093169
"488";488;5779224,14464992;1824971,00093169
"489";489;5779224,14464992;1834971,00093169
"490";490;5779224,14464992;1844971,00093169
"491";491;5779224,14464992;1854971,00093169
"492";492;5779224,14464992;1864971,00093169
"493";493;5779224,14464992;1874971,00093169
"494";494;5779224,14464992;1884971,00093169
"495";495;5779224,14464992;1894971,00093169
"496";496;5779224,14464992;1904971,00093169
"497";497;5779224,14464992;1914971,00093169
"498";498;5779224,14464992;1924971,00093169
"499";499;5779224,14464992;1934971,00093169
"500";500;5779224,14464992;1944971,00093169
"501";501;5779224,14464992;1954971,00093169
"502";502;5779224,14464992;1964971,00093169
"503";503;5779224,14464992;1974971,00093169
"504";504;5779224,14464992;1984971,00093169
"505";505;5779224,14464992;1994971,00093169
"506";506;5779224,14464992;2004971,00093169
"507";507;5779224,14464992;2014971,00093169
"508";508;5779224,14464992;2024971,00093169
"509";509;5779224,14464992;2034971,00093169
"510";510;5779224,14464992;2044971,00093169
"511";511;5779224,14464992;2054971,00093169
"512";512;5779224,14464992;2064971,00093169
"513";513;5779224,14464992;2074971,00093169
"514";514;5769224,14464992;1744971,00093169
"515";515;5769224,14464992;1754971,00093169
"516";516;5769224,14464992;1764971,00093169
"517";517;5769224,14464992;1774971,00093169
"518";518;5769224,14464992;1784971,00093169
"519";519;5769224,14464992;1794971,00093169
"520";520;5769224,14464992;1804971,00093169
"521";521;5769224,14464992;1814971,00093169
"522";522;5769224,14464992;1824971,00093169
"523";523;5769224,14464992;1834971,00093169
"524";524;5769224,14464992;1844971,00093169
"525";525;5769224,14464992;1854971,00093169
"526";526;5769224,14464992;1864971,00093169
"527";527;5769224,14464992;1874971,00093169
"528";528;5769224,14464992;1884971,00093169
"529";529;5769224,14464992;1894971,00093169
"530";530;5769224,14464992;1904971,00093169
"531";531;5769224,14464992;1914971,00093169
"532";532;5769224,14464992;1924971,00093169
"533";533;5769224,14464992;1934971,00093169
"534";534;5769224,14464992;1944971,00093169
"535";535;5769224,14464992;1954971,00093169
"536";536;5769224,14464992;1964971,00093169
"537";537;5769224,14464992;1974971,00093169
"538";538;5769224,14464992;1984971,00093169
"539";539;5769224,14464992;1994971,00093169
"540";540;5769224,14464992;2004971,00093169
"541";541;5769224,14464992;2014971,00093169
"542";542;5769224,14464992;2024971,00093169
"543";543;5769224,14464992;2034971,00093169
"544";544;5769224,14464992;2044971,00093169
"545";545;5769224,14464992;2054971,00093169
"546";546;5769224,14464992;2064971,00093169
"547";547;5769224,14464992;2074971,00093169
"548";548;5759224,14464992;1744971,00093169
"549";549;5759224,14464992;1754971,00093169
"550";550;5759224,14464992;1764971,00093169
"551";551;5759224,14464992;1774971,00093169
"552";552;5759224,14464992;1784971,00093169
"553";553;5759224,14464992;1794971,00093169
"554";554;5759224,14464992;1804971,00093169
"555";555;5759224,14464992;1814971,00093169
"556";556;5759224,14464992;1824971,00093169
"557";557;5759224,14464992;1834971,00093169
"558";558;5759224,14464992;1844971,00093169
"559";559;5759224,14464992;1854971,00093169
"560";560;5759224,14464992;1864971,00093169
"561";561;5759224,14464992;1874971,00093169
"562";562;5759224,14464992;1884971,00093169
"563";563;5759224,14464992;1894971,00093169
"564";564;5759224,14464992;1904971,00093169
"565";565;5759224,14464992;1914971,00093169
"566";566;5759224,14464992;1924971,00093169
"567";567;5759224,14464992;1934971,00093169
"568";568;5759224,14464992;1944971,00093169
"569";569;5759224,14464992;1954971,00093169
"570";570;5759224,14464992;1964971,00093169
"571";571;5759224,14464992;1974971,00093169
"572";572;5759224,14464992;1984971,00093169
"573";573;5759224,14464992;1994971,00093169
"574";574;5759224,14464992;2004971,00093169
"575";575;5759224,14464992;2014971,00093169
"576";576;5759224,14464992;2024971,00093169
"577";577;5759224,14464992;2034971,00093169
"578";578;5759224,14464992;2044971,00093169
"579";579;5759224,14464992;2054971,00093169
"580";580;5759224,14464992;2064971,00093169
"581";581;5759224,14464992;2074971,00093169
"582";582;5749224,14464992;1744971,00093169
"583";583;5749224,14464992;1754971,00093169
"584";584;5749224,14464992;1764971,00093169
"585";585;5749224,14464992;1774971,00093169
"586";586;5749224,14464992;1784971,00093169
"587";587;5749224,14464992;1794971,00093169
"588";588;5749224,14464992;1804971,00093169
"589";589;5749224,14464992;1814971,00093169
"590";590;5749224,14464992;1824971,00093169
"591";591;5749224,14464992;1834971,00093169
"592";592;5749224,14464992;1844971,00093169
"593";593;5749224,14464992;1854971,00093169
"594";594;5749224,14464992;1864971,00093169
"595";595;5749224,14464992;1874971,00093169
"596";596;5749224,14464992;1884971,00093169
"597";597;5749224,14464992;1894971,00093169
"598";598;5749224,14464992;1904971,00093169
"599";599;5749224,14464992;1914971,00093169
"600";600;5749224,14464992;1924971,00093169
"601";601;5749224,14464992;1934971,00093169
"602";602;5749224,14464992;1944971,00093169
"603";603;5749224,14464992;1954971,00093169
"604";604;5749224,14464992;1964971,00093169
"605";605;5749224,14464992;1974971,00093169
"606";606;5749224,14464992;1984971,00093169
"607";607;5749224,14464992;1994971,00093169
"608";608;5749224,14464992;2004971,00093169
"609";609;5749224,14464992;2014971,00093169
"610";610;5749224,14464992;2024971,00093169
"611";611;5749224,14464992;2034971,00093169
"612";612;5749224,14464992;2044971,00093169
"613";613;5749224,14464992;2054971,00093169
"614";614;5749224,14464992;2064971,00093169
"615";615;5739224,14464992;1744971,00093169
"616";616;5739224,14464992;1754971,00093169
"617";617;5739224,14464992;1764971,00093169
"618";618;5739224,14464992;1774971,00093169
"619";619;5739224,14464992;1784971,00093169
"620";620;5739224,14464992;1794971,00093169
"621";621;5739224,14464992;1804971,00093169
"622";622;5739224,14464992;1814971,00093169
"623";623;5739224,14464992;1824971,00093169
"624";624;5739224,14464992;1834971,00093169
"625";625;5739224,14464992;1844971,00093169
"626";626;5739224,14464992;1854971,00093169
"627";627;5739224,14464992;1864971,00093169
"628";628;5739224,14464992;1874971,00093169
"629";629;5739224,14464992;1884971,00093169
"630";630;5739224,14464992;1894971,00093169
"631";631;5739224,14464992;1904971,00093169
"632";632;5739224,14464992;1914971,00093169
"633";633;5739224,14464992;1924971,00093169
"634";634;5739224,14464992;1934971,00093169
"635";635;5739224,14464992;1944971,00093169
"636";636;5739224,14464992;1954971,00093169
"637";637;5739224,14464992;1964971,00093169
"638";638;5739224,14464992;1974971,00093169
"639";639;5739224,14464992;1984971,00093169
"640";640;5739224,14464992;1994971,00093169
"641";641;5739224,14464992;2004971,00093169
"642";642;5739224,14464992;2014971,00093169
"643";643;5739224,14464992;2024971,00093169
"644";644;5739224,14464992;2034971,00093169
"645";645;5739224,14464992;2044971,00093169
"646";646;5739224,14464992;2054971,00093169
"647";647;5739224,14464992;2064971,00093169
"648";648;5729224,14464992;1744971,00093169
"649";649;5729224,14464992;1754971,00093169
"650";650;5729224,14464992;1764971,00093169
"651";651;5729224,14464992;1774971,00093169
"652";652;5729224,14464992;1784971,00093169
"653";653;5729224,14464992;1794971,00093169
"654";654;5729224,14464992;1804971,00093169
"655";655;5729224,14464992;1814971,00093169
"656";656;5729224,14464992;1824971,00093169
"657";657;5729224,14464992;1834971,00093169
"658";658;5729224,14464992;1844971,00093169
"659";659;5729224,14464992;1854971,00093169
"660";660;5729224,14464992;1864971,00093169
"661";661;5729224,14464992;1874971,00093169
"662";662;5729224,14464992;1884971,00093169
"663";663;5729224,14464992;1894971,00093169
"664";664;5729224,14464992;1904971,00093169
