"cell_id";"species";"observations";"guild";"status";"record.type"
20;"Passiflora_tetrandra";5;"plants";"Native";"GBIF"
24;"Passiflora_tetrandra";1;"plants";"Native";"GBIF"
28;"Passiflora_tetrandra";22;"plants";"Native";"GBIF"
29;"Passiflora_tetrandra";27;"plants";"Native";"GBIF"
33;"Passiflora_tetrandra";2;"plants";"Native";"GBIF"
43;"Passiflora_tetrandra";3;"plants";"Native";"GBIF"
44;"Passiflora_tetrandra";3;"plants";"Native";"GBIF"
14;"Passiflora_tripartita";1;"plants";NA;"GBIF"
15;"Passiflora_tripartita";1;"plants";NA;"GBIF"
24;"Passiflora_tripartita";2;"plants";NA;"GBIF"
25;"Passiflora_tripartita";4;"plants";NA;"GBIF"
28;"Passiflora_tripartita";1;"plants";NA;"GBIF"
43;"Passiflora_tripartita";4;"plants";NA;"GBIF"
52;"Passiflora_tripartita";4;"plants";NA;"GBIF"
54;"Passiflora_tripartita";2;"plants";NA;"GBIF"
7;"Pennantia_corymbosa";7;"plants";"Native";"GBIF"
8;"Pennantia_corymbosa";1;"plants";"Native";"GBIF"
9;"Pennantia_corymbosa";3;"plants";"Native";"GBIF"
10;"Pennantia_corymbosa";3;"plants";"Native";"GBIF"
13;"Pennantia_corymbosa";2;"plants";"Native";"GBIF"
14;"Pennantia_corymbosa";2;"plants";"Native";"GBIF"
15;"Pennantia_corymbosa";13;"plants";"Native";"GBIF"
16;"Pennantia_corymbosa";1;"plants";"Native";"GBIF"
18;"Pennantia_corymbosa";22;"plants";"Native";"GBIF"
19;"Pennantia_corymbosa";38;"plants";"Native";"GBIF"
20;"Pennantia_corymbosa";29;"plants";"Native";"GBIF"
27;"Pennantia_corymbosa";18;"plants";"Native";"GBIF"
28;"Pennantia_corymbosa";31;"plants";"Native";"GBIF"
29;"Pennantia_corymbosa";49;"plants";"Native";"GBIF"
30;"Pennantia_corymbosa";10;"plants";"Native";"GBIF"
31;"Pennantia_corymbosa";9;"plants";"Native";"GBIF"
33;"Pennantia_corymbosa";26;"plants";"Native";"GBIF"
37;"Pennantia_corymbosa";19;"plants";"Native";"GBIF"
38;"Pennantia_corymbosa";1;"plants";"Native";"GBIF"
40;"Pennantia_corymbosa";11;"plants";"Native";"GBIF"
41;"Pennantia_corymbosa";4;"plants";"Native";"GBIF"
42;"Pennantia_corymbosa";1;"plants";"Native";"GBIF"
43;"Pennantia_corymbosa";41;"plants";"Native";"GBIF"
44;"Pennantia_corymbosa";6;"plants";"Native";"GBIF"
46;"Pennantia_corymbosa";16;"plants";"Native";"GBIF"
49;"Pennantia_corymbosa";1;"plants";"Native";"GBIF"
52;"Pennantia_corymbosa";1;"plants";"Native";"GBIF"
54;"Pennantia_corymbosa";3;"plants";"Native";"GBIF"
19;"Pentachondra_pumila";4;"plants";"Native";"GBIF"
25;"Pentachondra_pumila";2;"plants";"Native";"GBIF"
27;"Pentachondra_pumila";6;"plants";"Native";"GBIF"
32;"Pentachondra_pumila";15;"plants";"Native";"GBIF"
37;"Pentachondra_pumila";5;"plants";"Native";"GBIF"
38;"Pentachondra_pumila";1;"plants";"Native";"GBIF"
40;"Pentachondra_pumila";1;"plants";"Native";"GBIF"
42;"Pentachondra_pumila";15;"plants";"Native";"GBIF"
46;"Pentachondra_pumila";2;"plants";"Native";"GBIF"
49;"Pentachondra_pumila";25;"plants";"Native";"GBIF"
50;"Pentachondra_pumila";4;"plants";"Native";"GBIF"
51;"Pentachondra_pumila";8;"plants";"Native";"GBIF"
54;"Pentachondra_pumila";2;"plants";"Native";"GBIF"
32;"Peraxilla_colensoi";2;"plants";"Native";"GBIF"
40;"Peraxilla_colensoi";1;"plants";"Native";"GBIF"
41;"Peraxilla_colensoi";19;"plants";"Native";"GBIF"
46;"Peraxilla_colensoi";5;"plants";"Native";"GBIF"
49;"Peraxilla_colensoi";1;"plants";"Native";"GBIF"
19;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
30;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
37;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
40;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
41;"Peraxilla_tetrapetala";13;"plants";"Native";"GBIF"
42;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
46;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
47;"Peraxilla_tetrapetala";6;"plants";"Native";"GBIF"
49;"Peraxilla_tetrapetala";2;"plants";"Native";"GBIF"
53;"Peraxilla_tetrapetala";1;"plants";"Native";"GBIF"
2;"Petroica_australis";23;"birds";"Native";"GBIF"
3;"Petroica_australis";53;"birds";"Native";"GBIF"
4;"Petroica_australis";3;"birds";"Native";"GBIF"
5;"Petroica_australis";212;"birds";"Native";"GBIF"
7;"Petroica_australis";2308;"birds";"Native";"GBIF"
8;"Petroica_australis";321;"birds";"Native";"GBIF"
9;"Petroica_australis";7;"birds";"Native";"GBIF"
10;"Petroica_australis";231;"birds";"Native";"GBIF"
11;"Petroica_australis";14;"birds";"Native";"GBIF"
12;"Petroica_australis";3;"birds";"Native";"GBIF"
13;"Petroica_australis";44;"birds";"Native";"GBIF"
14;"Petroica_australis";1265;"birds";"Native";"GBIF"
15;"Petroica_australis";613;"birds";"Native";"GBIF"
16;"Petroica_australis";24;"birds";"Native";"GBIF"
17;"Petroica_australis";4;"birds";"Native";"GBIF"
18;"Petroica_australis";635;"birds";"Native";"GBIF"
19;"Petroica_australis";411;"birds";"Native";"GBIF"
20;"Petroica_australis";253;"birds";"Native";"GBIF"
22;"Petroica_australis";18;"birds";"Native";"GBIF"
24;"Petroica_australis";267;"birds";"Native";"GBIF"
25;"Petroica_australis";13;"birds";"Native";"GBIF"
26;"Petroica_australis";11;"birds";"Native";"GBIF"
27;"Petroica_australis";1283;"birds";"Native";"GBIF"
28;"Petroica_australis";443;"birds";"Native";"GBIF"
29;"Petroica_australis";2204;"birds";"Native";"GBIF"
30;"Petroica_australis";3;"birds";"Native";"GBIF"
31;"Petroica_australis";134;"birds";"Native";"GBIF"
32;"Petroica_australis";691;"birds";"Native";"GBIF"
33;"Petroica_australis";186;"birds";"Native";"GBIF"
36;"Petroica_australis";140;"birds";"Native";"GBIF"
37;"Petroica_australis";311;"birds";"Native";"GBIF"
38;"Petroica_australis";422;"birds";"Native";"GBIF"
39;"Petroica_australis";1;"birds";"Native";"GBIF"
40;"Petroica_australis";6;"birds";"Native";"GBIF"
41;"Petroica_australis";39;"birds";"Native";"GBIF"
43;"Petroica_australis";2;"birds";"Native";"GBIF"
45;"Petroica_australis";44;"birds";"Native";"GBIF"
46;"Petroica_australis";1883;"birds";"Native";"GBIF"
47;"Petroica_australis";3;"birds";"Native";"GBIF"
49;"Petroica_australis";939;"birds";"Native";"GBIF"
50;"Petroica_australis";142;"birds";"Native";"GBIF"
51;"Petroica_australis";25;"birds";"Native";"GBIF"
52;"Petroica_australis";391;"birds";"Native";"GBIF"
53;"Petroica_australis";209;"birds";"Native";"GBIF"
54;"Petroica_australis";100;"birds";"Native";"GBIF"
55;"Petroica_australis";1;"birds";"Native";"GBIF"
1;"Petroica_macrocephala";20;"birds";"Native";"GBIF"
2;"Petroica_macrocephala";213;"birds";"Native";"GBIF"
3;"Petroica_macrocephala";124;"birds";"Native";"GBIF"
4;"Petroica_macrocephala";159;"birds";"Native";"GBIF"
5;"Petroica_macrocephala";1027;"birds";"Native";"GBIF"
7;"Petroica_macrocephala";789;"birds";"Native";"GBIF"
8;"Petroica_macrocephala";420;"birds";"Native";"GBIF"
9;"Petroica_macrocephala";135;"birds";"Native";"GBIF"
10;"Petroica_macrocephala";325;"birds";"Native";"GBIF"
11;"Petroica_macrocephala";9;"birds";"Native";"GBIF"
12;"Petroica_macrocephala";26;"birds";"Native";"GBIF"
13;"Petroica_macrocephala";254;"birds";"Native";"GBIF"
14;"Petroica_macrocephala";1149;"birds";"Native";"GBIF"
15;"Petroica_macrocephala";935;"birds";"Native";"GBIF"
16;"Petroica_macrocephala";75;"birds";"Native";"GBIF"
17;"Petroica_macrocephala";66;"birds";"Native";"GBIF"
18;"Petroica_macrocephala";903;"birds";"Native";"GBIF"
19;"Petroica_macrocephala";1303;"birds";"Native";"GBIF"
20;"Petroica_macrocephala";337;"birds";"Native";"GBIF"
21;"Petroica_macrocephala";24;"birds";"Native";"GBIF"
22;"Petroica_macrocephala";42;"birds";"Native";"GBIF"
24;"Petroica_macrocephala";89;"birds";"Native";"GBIF"
25;"Petroica_macrocephala";1035;"birds";"Native";"GBIF"
27;"Petroica_macrocephala";2259;"birds";"Native";"GBIF"
28;"Petroica_macrocephala";809;"birds";"Native";"GBIF"
29;"Petroica_macrocephala";5063;"birds";"Native";"GBIF"
30;"Petroica_macrocephala";698;"birds";"Native";"GBIF"
31;"Petroica_macrocephala";320;"birds";"Native";"GBIF"
32;"Petroica_macrocephala";960;"birds";"Native";"GBIF"
33;"Petroica_macrocephala";273;"birds";"Native";"GBIF"
36;"Petroica_macrocephala";315;"birds";"Native";"GBIF"
37;"Petroica_macrocephala";1235;"birds";"Native";"GBIF"
38;"Petroica_macrocephala";574;"birds";"Native";"GBIF"
39;"Petroica_macrocephala";5;"birds";"Native";"GBIF"
40;"Petroica_macrocephala";319;"birds";"Native";"GBIF"
41;"Petroica_macrocephala";1441;"birds";"Native";"GBIF"
42;"Petroica_macrocephala";149;"birds";"Native";"GBIF"
43;"Petroica_macrocephala";183;"birds";"Native";"GBIF"
44;"Petroica_macrocephala";286;"birds";"Native";"GBIF"
45;"Petroica_macrocephala";221;"birds";"Native";"GBIF"
46;"Petroica_macrocephala";2589;"birds";"Native";"GBIF"
47;"Petroica_macrocephala";124;"birds";"Native";"GBIF"
48;"Petroica_macrocephala";57;"birds";"Native";"GBIF"
49;"Petroica_macrocephala";2706;"birds";"Native";"GBIF"
50;"Petroica_macrocephala";257;"birds";"Native";"GBIF"
51;"Petroica_macrocephala";168;"birds";"Native";"GBIF"
52;"Petroica_macrocephala";630;"birds";"Native";"GBIF"
53;"Petroica_macrocephala";642;"birds";"Native";"GBIF"
54;"Petroica_macrocephala";1941;"birds";"Native";"GBIF"
55;"Petroica_macrocephala";691;"birds";"Native";"GBIF"
1;"Phasianus_colchicus";31;"birds";"Exotic";"GBIF"
2;"Phasianus_colchicus";315;"birds";"Exotic";"GBIF"
3;"Phasianus_colchicus";94;"birds";"Exotic";"GBIF"
4;"Phasianus_colchicus";109;"birds";"Exotic";"GBIF"
5;"Phasianus_colchicus";1138;"birds";"Exotic";"GBIF"
6;"Phasianus_colchicus";15;"birds";"Exotic";"GBIF"
7;"Phasianus_colchicus";3502;"birds";"Exotic";"GBIF"
8;"Phasianus_colchicus";579;"birds";"Exotic";"GBIF"
9;"Phasianus_colchicus";2373;"birds";"Exotic";"GBIF"
10;"Phasianus_colchicus";1545;"birds";"Exotic";"GBIF"
11;"Phasianus_colchicus";179;"birds";"Exotic";"GBIF"
12;"Phasianus_colchicus";58;"birds";"Exotic";"GBIF"
13;"Phasianus_colchicus";207;"birds";"Exotic";"GBIF"
14;"Phasianus_colchicus";487;"birds";"Exotic";"GBIF"
15;"Phasianus_colchicus";327;"birds";"Exotic";"GBIF"
16;"Phasianus_colchicus";197;"birds";"Exotic";"GBIF"
17;"Phasianus_colchicus";164;"birds";"Exotic";"GBIF"
18;"Phasianus_colchicus";486;"birds";"Exotic";"GBIF"
19;"Phasianus_colchicus";124;"birds";"Exotic";"GBIF"
20;"Phasianus_colchicus";394;"birds";"Exotic";"GBIF"
21;"Phasianus_colchicus";83;"birds";"Exotic";"GBIF"
24;"Phasianus_colchicus";501;"birds";"Exotic";"GBIF"
25;"Phasianus_colchicus";818;"birds";"Exotic";"GBIF"
26;"Phasianus_colchicus";179;"birds";"Exotic";"GBIF"
27;"Phasianus_colchicus";5;"birds";"Exotic";"GBIF"
28;"Phasianus_colchicus";172;"birds";"Exotic";"GBIF"
29;"Phasianus_colchicus";893;"birds";"Exotic";"GBIF"
30;"Phasianus_colchicus";30;"birds";"Exotic";"GBIF"
33;"Phasianus_colchicus";13;"birds";"Exotic";"GBIF"
34;"Phasianus_colchicus";1;"birds";"Exotic";"GBIF"
38;"Phasianus_colchicus";123;"birds";"Exotic";"GBIF"
39;"Phasianus_colchicus";8;"birds";"Exotic";"GBIF"
41;"Phasianus_colchicus";42;"birds";"Exotic";"GBIF"
42;"Phasianus_colchicus";60;"birds";"Exotic";"GBIF"
43;"Phasianus_colchicus";890;"birds";"Exotic";"GBIF"
44;"Phasianus_colchicus";12;"birds";"Exotic";"GBIF"
46;"Phasianus_colchicus";22;"birds";"Exotic";"GBIF"
47;"Phasianus_colchicus";8;"birds";"Exotic";"GBIF"
48;"Phasianus_colchicus";13;"birds";"Exotic";"GBIF"
49;"Phasianus_colchicus";1;"birds";"Exotic";"GBIF"
50;"Phasianus_colchicus";4;"birds";"Exotic";"GBIF"
51;"Phasianus_colchicus";3;"birds";"Exotic";"GBIF"
52;"Phasianus_colchicus";13;"birds";"Exotic";"GBIF"
54;"Phasianus_colchicus";1;"birds";"Exotic";"GBIF"
55;"Phasianus_colchicus";82;"birds";"Exotic";"GBIF"
3;"Philesturnus_carunculatus";104;"birds";"Native";"GBIF"
5;"Philesturnus_carunculatus";631;"birds";"Native";"GBIF"
7;"Philesturnus_carunculatus";3328;"birds";"Native";"GBIF"
8;"Philesturnus_carunculatus";216;"birds";"Native";"GBIF"
11;"Philesturnus_carunculatus";8;"birds";"Native";"GBIF"
14;"Philesturnus_carunculatus";175;"birds";"Native";"GBIF"
18;"Philesturnus_carunculatus";111;"birds";"Native";"GBIF"
24;"Philesturnus_carunculatus";235;"birds";"Native";"GBIF"
28;"Philesturnus_carunculatus";9;"birds";"Native";"GBIF"
29;"Philesturnus_carunculatus";2091;"birds";"Native";"GBIF"
30;"Philesturnus_carunculatus";1;"birds";"Native";"GBIF"
49;"Philesturnus_carunculatus";134;"birds";"Native";"GBIF"
52;"Philesturnus_carunculatus";17;"birds";"Native";"GBIF"
53;"Philesturnus_carunculatus";51;"birds";"Native";"GBIF"
54;"Philesturnus_carunculatus";22;"birds";"Native";"GBIF"
20;"Phormium_colensoi";1;"plants";"Native";"GBIF"
25;"Phormium_colensoi";2;"plants";"Native";"GBIF"
27;"Phormium_colensoi";23;"plants";"Native";"GBIF"
28;"Phormium_colensoi";2;"plants";"Native";"GBIF"
29;"Phormium_colensoi";4;"plants";"Native";"GBIF"
30;"Phormium_colensoi";1;"plants";"Native";"GBIF"
31;"Phormium_colensoi";2;"plants";"Native";"GBIF"
32;"Phormium_colensoi";17;"plants";"Native";"GBIF"
33;"Phormium_colensoi";8;"plants";"Native";"GBIF"
37;"Phormium_colensoi";25;"plants";"Native";"GBIF"
40;"Phormium_colensoi";3;"plants";"Native";"GBIF"
41;"Phormium_colensoi";4;"plants";"Native";"GBIF"
42;"Phormium_colensoi";9;"plants";"Native";"GBIF"
43;"Phormium_colensoi";2;"plants";"Native";"GBIF"
46;"Phormium_colensoi";5;"plants";"Native";"GBIF"
48;"Phormium_colensoi";2;"plants";"Native";"GBIF"
49;"Phormium_colensoi";11;"plants";"Native";"GBIF"
50;"Phormium_colensoi";2;"plants";"Native";"GBIF"
51;"Phormium_colensoi";1;"plants";"Native";"GBIF"
2;"Phormium_tenax";2;"plants";"Native";"GBIF"
3;"Phormium_tenax";1;"plants";"Native";"GBIF"
7;"Phormium_tenax";7;"plants";"Native";"GBIF"
9;"Phormium_tenax";2;"plants";"Native";"GBIF"
10;"Phormium_tenax";11;"plants";"Native";"GBIF"
13;"Phormium_tenax";2;"plants";"Native";"GBIF"
20;"Phormium_tenax";1;"plants";"Native";"GBIF"
27;"Phormium_tenax";5;"plants";"Native";"GBIF"
28;"Phormium_tenax";2;"plants";"Native";"GBIF"
29;"Phormium_tenax";1;"plants";"Native";"GBIF"
31;"Phormium_tenax";14;"plants";"Native";"GBIF"
32;"Phormium_tenax";3;"plants";"Native";"GBIF"
33;"Phormium_tenax";19;"plants";"Native";"GBIF"
36;"Phormium_tenax";4;"plants";"Native";"GBIF"
37;"Phormium_tenax";22;"plants";"Native";"GBIF"
38;"Phormium_tenax";7;"plants";"Native";"GBIF"
41;"Phormium_tenax";4;"plants";"Native";"GBIF"
42;"Phormium_tenax";1;"plants";"Native";"GBIF"
43;"Phormium_tenax";42;"plants";"Native";"GBIF"
46;"Phormium_tenax";1;"plants";"Native";"GBIF"
48;"Phormium_tenax";3;"plants";"Native";"GBIF"
50;"Phormium_tenax";3;"plants";"Native";"GBIF"
51;"Phormium_tenax";2;"plants";"Native";"GBIF"
52;"Phormium_tenax";4;"plants";"Native";"GBIF"
54;"Phormium_tenax";4;"plants";"Native";"GBIF"
2;"Phyllocladus_trichomanoides";6;"plants";"Native";"GBIF"
3;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
7;"Phyllocladus_trichomanoides";3;"plants";"Native";"GBIF"
8;"Phyllocladus_trichomanoides";5;"plants";"Native";"GBIF"
9;"Phyllocladus_trichomanoides";2;"plants";"Native";"GBIF"
10;"Phyllocladus_trichomanoides";11;"plants";"Native";"GBIF"
14;"Phyllocladus_trichomanoides";7;"plants";"Native";"GBIF"
15;"Phyllocladus_trichomanoides";7;"plants";"Native";"GBIF"
16;"Phyllocladus_trichomanoides";10;"plants";"Native";"GBIF"
19;"Phyllocladus_trichomanoides";95;"plants";"Native";"GBIF"
21;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
25;"Phyllocladus_trichomanoides";4;"plants";"Native";"GBIF"
27;"Phyllocladus_trichomanoides";61;"plants";"Native";"GBIF"
28;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
31;"Phyllocladus_trichomanoides";2;"plants";"Native";"GBIF"
32;"Phyllocladus_trichomanoides";20;"plants";"Native";"GBIF"
33;"Phyllocladus_trichomanoides";3;"plants";"Native";"GBIF"
36;"Phyllocladus_trichomanoides";3;"plants";"Native";"GBIF"
37;"Phyllocladus_trichomanoides";40;"plants";"Native";"GBIF"
38;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
40;"Phyllocladus_trichomanoides";2;"plants";"Native";"GBIF"
41;"Phyllocladus_trichomanoides";2;"plants";"Native";"GBIF"
42;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
43;"Phyllocladus_trichomanoides";2;"plants";"Native";"GBIF"
46;"Phyllocladus_trichomanoides";38;"plants";"Native";"GBIF"
47;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
49;"Phyllocladus_trichomanoides";8;"plants";"Native";"GBIF"
50;"Phyllocladus_trichomanoides";2;"plants";"Native";"GBIF"
54;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
55;"Phyllocladus_trichomanoides";1;"plants";"Native";"GBIF"
7;"Phytolacca_icosandra";1;"plants";"Exotic";"GBIF"
10;"Phytolacca_icosandra";1;"plants";"Exotic";"GBIF"
12;"Phytolacca_icosandra";1;"plants";"Exotic";"GBIF"
15;"Phytolacca_icosandra";1;"plants";"Exotic";"GBIF"
28;"Phytolacca_icosandra";23;"plants";"Exotic";"GBIF"
29;"Phytolacca_icosandra";24;"plants";"Exotic";"GBIF"
33;"Phytolacca_icosandra";2;"plants";"Exotic";"GBIF"
44;"Phytolacca_icosandra";1;"plants";"Exotic";"GBIF"
3;"Pittosporum_crassifolium";1;"plants";"Native";"GBIF"
4;"Pittosporum_crassifolium";1;"plants";"Native";"GBIF"
7;"Pittosporum_crassifolium";1;"plants";"Native";"GBIF"
8;"Pittosporum_crassifolium";2;"plants";"Native";"GBIF"
10;"Pittosporum_crassifolium";2;"plants";"Native";"GBIF"
24;"Pittosporum_crassifolium";1;"plants";"Native";"GBIF"
27;"Pittosporum_crassifolium";1;"plants";"Native";"GBIF"
28;"Pittosporum_crassifolium";22;"plants";"Native";"GBIF"
29;"Pittosporum_crassifolium";26;"plants";"Native";"GBIF"
33;"Pittosporum_crassifolium";2;"plants";"Native";"GBIF"
43;"Pittosporum_crassifolium";4;"plants";"Native";"GBIF"
4;"Pittosporum_eugenioides";1;"plants";"Native";"GBIF"
9;"Pittosporum_eugenioides";1;"plants";"Native";"GBIF"
10;"Pittosporum_eugenioides";6;"plants";"Native";"GBIF"
15;"Pittosporum_eugenioides";6;"plants";"Native";"GBIF"
16;"Pittosporum_eugenioides";2;"plants";"Native";"GBIF"
17;"Pittosporum_eugenioides";2;"plants";"Native";"GBIF"
18;"Pittosporum_eugenioides";4;"plants";"Native";"GBIF"
19;"Pittosporum_eugenioides";15;"plants";"Native";"GBIF"
20;"Pittosporum_eugenioides";11;"plants";"Native";"GBIF"
27;"Pittosporum_eugenioides";12;"plants";"Native";"GBIF"
28;"Pittosporum_eugenioides";28;"plants";"Native";"GBIF"
29;"Pittosporum_eugenioides";28;"plants";"Native";"GBIF"
30;"Pittosporum_eugenioides";2;"plants";"Native";"GBIF"
33;"Pittosporum_eugenioides";22;"plants";"Native";"GBIF"
37;"Pittosporum_eugenioides";4;"plants";"Native";"GBIF"
38;"Pittosporum_eugenioides";4;"plants";"Native";"GBIF"
42;"Pittosporum_eugenioides";3;"plants";"Native";"GBIF"
43;"Pittosporum_eugenioides";76;"plants";"Native";"GBIF"
44;"Pittosporum_eugenioides";7;"plants";"Native";"GBIF"
48;"Pittosporum_eugenioides";3;"plants";"Native";"GBIF"
52;"Pittosporum_eugenioides";2;"plants";"Native";"GBIF"
54;"Pittosporum_eugenioides";2;"plants";"Native";"GBIF"
1;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
7;"Pittosporum_tenuifolium";6;"plants";"Native";"GBIF"
8;"Pittosporum_tenuifolium";2;"plants";"Native";"GBIF"
9;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
10;"Pittosporum_tenuifolium";4;"plants";"Native";"GBIF"
14;"Pittosporum_tenuifolium";6;"plants";"Native";"GBIF"
15;"Pittosporum_tenuifolium";14;"plants";"Native";"GBIF"
16;"Pittosporum_tenuifolium";3;"plants";"Native";"GBIF"
18;"Pittosporum_tenuifolium";2;"plants";"Native";"GBIF"
19;"Pittosporum_tenuifolium";10;"plants";"Native";"GBIF"
20;"Pittosporum_tenuifolium";13;"plants";"Native";"GBIF"
27;"Pittosporum_tenuifolium";8;"plants";"Native";"GBIF"
28;"Pittosporum_tenuifolium";28;"plants";"Native";"GBIF"
29;"Pittosporum_tenuifolium";26;"plants";"Native";"GBIF"
30;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
33;"Pittosporum_tenuifolium";40;"plants";"Native";"GBIF"
37;"Pittosporum_tenuifolium";5;"plants";"Native";"GBIF"
38;"Pittosporum_tenuifolium";18;"plants";"Native";"GBIF"
41;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
42;"Pittosporum_tenuifolium";5;"plants";"Native";"GBIF"
43;"Pittosporum_tenuifolium";37;"plants";"Native";"GBIF"
44;"Pittosporum_tenuifolium";4;"plants";"Native";"GBIF"
46;"Pittosporum_tenuifolium";2;"plants";"Native";"GBIF"
48;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
49;"Pittosporum_tenuifolium";4;"plants";"Native";"GBIF"
50;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
51;"Pittosporum_tenuifolium";1;"plants";"Native";"GBIF"
52;"Pittosporum_tenuifolium";5;"plants";"Native";"GBIF"
54;"Pittosporum_tenuifolium";7;"plants";"Native";"GBIF"
55;"Pittosporum_tenuifolium";7;"plants";"Native";"GBIF"
9;"Plagianthus_regius";1;"plants";"Native";"GBIF"
19;"Plagianthus_regius";4;"plants";"Native";"GBIF"
20;"Plagianthus_regius";2;"plants";"Native";"GBIF"
25;"Plagianthus_regius";2;"plants";"Native";"GBIF"
30;"Plagianthus_regius";1;"plants";"Native";"GBIF"
33;"Plagianthus_regius";1;"plants";"Native";"GBIF"
36;"Plagianthus_regius";3;"plants";"Native";"GBIF"
37;"Plagianthus_regius";1;"plants";"Native";"GBIF"
38;"Plagianthus_regius";2;"plants";"Native";"GBIF"
39;"Plagianthus_regius";2;"plants";"Native";"GBIF"
42;"Plagianthus_regius";2;"plants";"Native";"GBIF"
43;"Plagianthus_regius";23;"plants";"Native";"GBIF"
44;"Plagianthus_regius";3;"plants";"Native";"GBIF"
46;"Plagianthus_regius";1;"plants";"Native";"GBIF"
54;"Plagianthus_regius";1;"plants";"Native";"GBIF"
8;"Planchonella_costata";1;"plants";"Native";"GBIF"
1;"Platycercus_eximius";6;"birds";"Exotic";"GBIF"
2;"Platycercus_eximius";559;"birds";"Exotic";"GBIF"
3;"Platycercus_eximius";349;"birds";"Exotic";"GBIF"
4;"Platycercus_eximius";236;"birds";"Exotic";"GBIF"
5;"Platycercus_eximius";1846;"birds";"Exotic";"GBIF"
6;"Platycercus_eximius";1;"birds";"Exotic";"GBIF"
7;"Platycercus_eximius";9378;"birds";"Exotic";"GBIF"
8;"Platycercus_eximius";530;"birds";"Exotic";"GBIF"
9;"Platycercus_eximius";3750;"birds";"Exotic";"GBIF"
10;"Platycercus_eximius";1964;"birds";"Exotic";"GBIF"
11;"Platycercus_eximius";55;"birds";"Exotic";"GBIF"
13;"Platycercus_eximius";156;"birds";"Exotic";"GBIF"
14;"Platycercus_eximius";597;"birds";"Exotic";"GBIF"
15;"Platycercus_eximius";442;"birds";"Exotic";"GBIF"
16;"Platycercus_eximius";6;"birds";"Exotic";"GBIF"
17;"Platycercus_eximius";116;"birds";"Exotic";"GBIF"
18;"Platycercus_eximius";639;"birds";"Exotic";"GBIF"
19;"Platycercus_eximius";188;"birds";"Exotic";"GBIF"
20;"Platycercus_eximius";21;"birds";"Exotic";"GBIF"
21;"Platycercus_eximius";2;"birds";"Exotic";"GBIF"
24;"Platycercus_eximius";313;"birds";"Exotic";"GBIF"
25;"Platycercus_eximius";1442;"birds";"Exotic";"GBIF"
26;"Platycercus_eximius";56;"birds";"Exotic";"GBIF"
27;"Platycercus_eximius";1;"birds";"Exotic";"GBIF"
29;"Platycercus_eximius";2241;"birds";"Exotic";"GBIF"
30;"Platycercus_eximius";744;"birds";"Exotic";"GBIF"
34;"Platycercus_eximius";1;"birds";"Exotic";"GBIF"
43;"Platycercus_eximius";36;"birds";"Exotic";"GBIF"
51;"Platycercus_eximius";15;"birds";"Exotic";"GBIF"
52;"Platycercus_eximius";772;"birds";"Exotic";"GBIF"
55;"Platycercus_eximius";4;"birds";"Exotic";"GBIF"
13;"Podocarpus_cunninghamii";1;"plants";"Native";"GBIF"
27;"Podocarpus_cunninghamii";1;"plants";"Native";"GBIF"
28;"Podocarpus_cunninghamii";22;"plants";"Native";"GBIF"
29;"Podocarpus_cunninghamii";24;"plants";"Native";"GBIF"
33;"Podocarpus_cunninghamii";2;"plants";"Native";"GBIF"
37;"Podocarpus_cunninghamii";13;"plants";"Native";"GBIF"
41;"Podocarpus_cunninghamii";2;"plants";"Native";"GBIF"
44;"Podocarpus_cunninghamii";4;"plants";"Native";"GBIF"
49;"Podocarpus_cunninghamii";1;"plants";"Native";"GBIF"
52;"Podocarpus_cunninghamii";1;"plants";"Native";"GBIF"
54;"Podocarpus_cunninghamii";2;"plants";"Native";"GBIF"
19;"Podocarpus_nivalis";15;"plants";"Native";"GBIF"
32;"Podocarpus_nivalis";2;"plants";"Native";"GBIF"
37;"Podocarpus_nivalis";10;"plants";"Native";"GBIF"
38;"Podocarpus_nivalis";9;"plants";"Native";"GBIF"
40;"Podocarpus_nivalis";1;"plants";"Native";"GBIF"
41;"Podocarpus_nivalis";5;"plants";"Native";"GBIF"
42;"Podocarpus_nivalis";1;"plants";"Native";"GBIF"
43;"Podocarpus_nivalis";2;"plants";"Native";"GBIF"
46;"Podocarpus_nivalis";8;"plants";"Native";"GBIF"
