"cell_id";"species";"observations";"guild";"status";"record.type"
43;"Turdus_philomelos";2;"birds";"Exotic";"TIER1"
45;"Turdus_philomelos";11;"birds";"Exotic";"TIER1"
46;"Turdus_philomelos";33;"birds";"Exotic";"TIER1"
47;"Turdus_philomelos";11;"birds";"Exotic";"TIER1"
48;"Turdus_philomelos";2;"birds";"Exotic";"TIER1"
49;"Turdus_philomelos";47;"birds";"Exotic";"TIER1"
50;"Turdus_philomelos";27;"birds";"Exotic";"TIER1"
51;"Turdus_philomelos";11;"birds";"Exotic";"TIER1"
52;"Turdus_philomelos";4;"birds";"Exotic";"TIER1"
53;"Turdus_philomelos";10;"birds";"Exotic";"TIER1"
54;"Turdus_philomelos";6;"birds";"Exotic";"TIER1"
55;"Turdus_philomelos";8;"birds";"Exotic";"TIER1"
1;"Zosterops_lateralis";6;"birds";"Native";"TIER1"
2;"Zosterops_lateralis";17;"birds";"Native";"TIER1"
4;"Zosterops_lateralis";15;"birds";"Native";"TIER1"
5;"Zosterops_lateralis";15;"birds";"Native";"TIER1"
6;"Zosterops_lateralis";1;"birds";"Native";"TIER1"
7;"Zosterops_lateralis";2;"birds";"Native";"TIER1"
8;"Zosterops_lateralis";25;"birds";"Native";"TIER1"
9;"Zosterops_lateralis";9;"birds";"Native";"TIER1"
10;"Zosterops_lateralis";31;"birds";"Native";"TIER1"
12;"Zosterops_lateralis";6;"birds";"Native";"TIER1"
13;"Zosterops_lateralis";27;"birds";"Native";"TIER1"
14;"Zosterops_lateralis";19;"birds";"Native";"TIER1"
15;"Zosterops_lateralis";43;"birds";"Native";"TIER1"
16;"Zosterops_lateralis";23;"birds";"Native";"TIER1"
17;"Zosterops_lateralis";2;"birds";"Native";"TIER1"
18;"Zosterops_lateralis";54;"birds";"Native";"TIER1"
19;"Zosterops_lateralis";66;"birds";"Native";"TIER1"
20;"Zosterops_lateralis";19;"birds";"Native";"TIER1"
22;"Zosterops_lateralis";8;"birds";"Native";"TIER1"
25;"Zosterops_lateralis";20;"birds";"Native";"TIER1"
27;"Zosterops_lateralis";118;"birds";"Native";"TIER1"
28;"Zosterops_lateralis";56;"birds";"Native";"TIER1"
29;"Zosterops_lateralis";20;"birds";"Native";"TIER1"
30;"Zosterops_lateralis";30;"birds";"Native";"TIER1"
31;"Zosterops_lateralis";29;"birds";"Native";"TIER1"
32;"Zosterops_lateralis";215;"birds";"Native";"TIER1"
33;"Zosterops_lateralis";97;"birds";"Native";"TIER1"
36;"Zosterops_lateralis";15;"birds";"Native";"TIER1"
37;"Zosterops_lateralis";91;"birds";"Native";"TIER1"
38;"Zosterops_lateralis";88;"birds";"Native";"TIER1"
40;"Zosterops_lateralis";36;"birds";"Native";"TIER1"
41;"Zosterops_lateralis";94;"birds";"Native";"TIER1"
42;"Zosterops_lateralis";16;"birds";"Native";"TIER1"
43;"Zosterops_lateralis";1;"birds";"Native";"TIER1"
45;"Zosterops_lateralis";42;"birds";"Native";"TIER1"
46;"Zosterops_lateralis";84;"birds";"Native";"TIER1"
47;"Zosterops_lateralis";16;"birds";"Native";"TIER1"
48;"Zosterops_lateralis";4;"birds";"Native";"TIER1"
49;"Zosterops_lateralis";133;"birds";"Native";"TIER1"
50;"Zosterops_lateralis";35;"birds";"Native";"TIER1"
51;"Zosterops_lateralis";11;"birds";"Native";"TIER1"
52;"Zosterops_lateralis";4;"birds";"Native";"TIER1"
53;"Zosterops_lateralis";42;"birds";"Native";"TIER1"
54;"Zosterops_lateralis";17;"birds";"Native";"TIER1"
55;"Zosterops_lateralis";12;"birds";"Native";"TIER1"
1;"Acanthis_flammea";10;"birds";"Exotic";"GBIF"
2;"Acanthis_flammea";9;"birds";"Exotic";"GBIF"
4;"Acanthis_flammea";6;"birds";"Exotic";"GBIF"
5;"Acanthis_flammea";13;"birds";"Exotic";"GBIF"
6;"Acanthis_flammea";7;"birds";"Exotic";"GBIF"
7;"Acanthis_flammea";103;"birds";"Exotic";"GBIF"
8;"Acanthis_flammea";25;"birds";"Exotic";"GBIF"
9;"Acanthis_flammea";48;"birds";"Exotic";"GBIF"
10;"Acanthis_flammea";145;"birds";"Exotic";"GBIF"
11;"Acanthis_flammea";14;"birds";"Exotic";"GBIF"
12;"Acanthis_flammea";5;"birds";"Exotic";"GBIF"
13;"Acanthis_flammea";15;"birds";"Exotic";"GBIF"
14;"Acanthis_flammea";329;"birds";"Exotic";"GBIF"
15;"Acanthis_flammea";76;"birds";"Exotic";"GBIF"
16;"Acanthis_flammea";12;"birds";"Exotic";"GBIF"
17;"Acanthis_flammea";6;"birds";"Exotic";"GBIF"
18;"Acanthis_flammea";43;"birds";"Exotic";"GBIF"
19;"Acanthis_flammea";590;"birds";"Exotic";"GBIF"
20;"Acanthis_flammea";170;"birds";"Exotic";"GBIF"
21;"Acanthis_flammea";9;"birds";"Exotic";"GBIF"
22;"Acanthis_flammea";46;"birds";"Exotic";"GBIF"
23;"Acanthis_flammea";4;"birds";"Exotic";"GBIF"
24;"Acanthis_flammea";107;"birds";"Exotic";"GBIF"
25;"Acanthis_flammea";377;"birds";"Exotic";"GBIF"
26;"Acanthis_flammea";100;"birds";"Exotic";"GBIF"
27;"Acanthis_flammea";207;"birds";"Exotic";"GBIF"
28;"Acanthis_flammea";1760;"birds";"Exotic";"GBIF"
29;"Acanthis_flammea";598;"birds";"Exotic";"GBIF"
30;"Acanthis_flammea";329;"birds";"Exotic";"GBIF"
31;"Acanthis_flammea";102;"birds";"Exotic";"GBIF"
32;"Acanthis_flammea";434;"birds";"Exotic";"GBIF"
33;"Acanthis_flammea";830;"birds";"Exotic";"GBIF"
34;"Acanthis_flammea";96;"birds";"Exotic";"GBIF"
35;"Acanthis_flammea";3;"birds";"Exotic";"GBIF"
36;"Acanthis_flammea";133;"birds";"Exotic";"GBIF"
37;"Acanthis_flammea";535;"birds";"Exotic";"GBIF"
38;"Acanthis_flammea";1385;"birds";"Exotic";"GBIF"
39;"Acanthis_flammea";187;"birds";"Exotic";"GBIF"
40;"Acanthis_flammea";158;"birds";"Exotic";"GBIF"
41;"Acanthis_flammea";744;"birds";"Exotic";"GBIF"
42;"Acanthis_flammea";1233;"birds";"Exotic";"GBIF"
43;"Acanthis_flammea";3184;"birds";"Exotic";"GBIF"
44;"Acanthis_flammea";310;"birds";"Exotic";"GBIF"
45;"Acanthis_flammea";39;"birds";"Exotic";"GBIF"
46;"Acanthis_flammea";1696;"birds";"Exotic";"GBIF"
47;"Acanthis_flammea";992;"birds";"Exotic";"GBIF"
48;"Acanthis_flammea";423;"birds";"Exotic";"GBIF"
49;"Acanthis_flammea";1406;"birds";"Exotic";"GBIF"
50;"Acanthis_flammea";632;"birds";"Exotic";"GBIF"
51;"Acanthis_flammea";1138;"birds";"Exotic";"GBIF"
52;"Acanthis_flammea";2081;"birds";"Exotic";"GBIF"
53;"Acanthis_flammea";190;"birds";"Exotic";"GBIF"
54;"Acanthis_flammea";4410;"birds";"Exotic";"GBIF"
55;"Acanthis_flammea";3506;"birds";"Exotic";"GBIF"
4;"Acanthisitta_chloris";2;"birds";"Native";"GBIF"
5;"Acanthisitta_chloris";1;"birds";"Native";"GBIF"
7;"Acanthisitta_chloris";408;"birds";"Native";"GBIF"
8;"Acanthisitta_chloris";3;"birds";"Native";"GBIF"
9;"Acanthisitta_chloris";74;"birds";"Native";"GBIF"
10;"Acanthisitta_chloris";31;"birds";"Native";"GBIF"
12;"Acanthisitta_chloris";6;"birds";"Native";"GBIF"
13;"Acanthisitta_chloris";19;"birds";"Native";"GBIF"
14;"Acanthisitta_chloris";240;"birds";"Native";"GBIF"
15;"Acanthisitta_chloris";137;"birds";"Native";"GBIF"
16;"Acanthisitta_chloris";8;"birds";"Native";"GBIF"
17;"Acanthisitta_chloris";9;"birds";"Native";"GBIF"
18;"Acanthisitta_chloris";156;"birds";"Native";"GBIF"
19;"Acanthisitta_chloris";547;"birds";"Native";"GBIF"
20;"Acanthisitta_chloris";164;"birds";"Native";"GBIF"
21;"Acanthisitta_chloris";5;"birds";"Native";"GBIF"
22;"Acanthisitta_chloris";2;"birds";"Native";"GBIF"
24;"Acanthisitta_chloris";1;"birds";"Native";"GBIF"
25;"Acanthisitta_chloris";226;"birds";"Native";"GBIF"
26;"Acanthisitta_chloris";18;"birds";"Native";"GBIF"
27;"Acanthisitta_chloris";1094;"birds";"Native";"GBIF"
28;"Acanthisitta_chloris";221;"birds";"Native";"GBIF"
29;"Acanthisitta_chloris";2427;"birds";"Native";"GBIF"
30;"Acanthisitta_chloris";280;"birds";"Native";"GBIF"
31;"Acanthisitta_chloris";51;"birds";"Native";"GBIF"
32;"Acanthisitta_chloris";249;"birds";"Native";"GBIF"
33;"Acanthisitta_chloris";116;"birds";"Native";"GBIF"
36;"Acanthisitta_chloris";4;"birds";"Native";"GBIF"
37;"Acanthisitta_chloris";445;"birds";"Native";"GBIF"
38;"Acanthisitta_chloris";351;"birds";"Native";"GBIF"
39;"Acanthisitta_chloris";5;"birds";"Native";"GBIF"
40;"Acanthisitta_chloris";67;"birds";"Native";"GBIF"
41;"Acanthisitta_chloris";691;"birds";"Native";"GBIF"
42;"Acanthisitta_chloris";133;"birds";"Native";"GBIF"
43;"Acanthisitta_chloris";19;"birds";"Native";"GBIF"
44;"Acanthisitta_chloris";39;"birds";"Native";"GBIF"
45;"Acanthisitta_chloris";84;"birds";"Native";"GBIF"
46;"Acanthisitta_chloris";1328;"birds";"Native";"GBIF"
47;"Acanthisitta_chloris";50;"birds";"Native";"GBIF"
48;"Acanthisitta_chloris";23;"birds";"Native";"GBIF"
49;"Acanthisitta_chloris";388;"birds";"Native";"GBIF"
50;"Acanthisitta_chloris";93;"birds";"Native";"GBIF"
51;"Acanthisitta_chloris";55;"birds";"Native";"GBIF"
52;"Acanthisitta_chloris";352;"birds";"Native";"GBIF"
53;"Acanthisitta_chloris";82;"birds";"Native";"GBIF"
54;"Acanthisitta_chloris";560;"birds";"Native";"GBIF"
55;"Acanthisitta_chloris";121;"birds";"Native";"GBIF"
25;"Acer_pseudoplatanus";2;"plants";"Exotic";"GBIF"
28;"Acer_pseudoplatanus";23;"plants";"Exotic";"GBIF"
29;"Acer_pseudoplatanus";24;"plants";"Exotic";"GBIF"
33;"Acer_pseudoplatanus";2;"plants";"Exotic";"GBIF"
37;"Acer_pseudoplatanus";2;"plants";"Exotic";"GBIF"
38;"Acer_pseudoplatanus";1;"plants";"Exotic";"GBIF"
42;"Acer_pseudoplatanus";2;"plants";"Exotic";"GBIF"
43;"Acer_pseudoplatanus";6;"plants";"Exotic";"GBIF"
44;"Acer_pseudoplatanus";3;"plants";"Exotic";"GBIF"
50;"Acer_pseudoplatanus";1;"plants";"Exotic";"GBIF"
51;"Acer_pseudoplatanus";2;"plants";"Exotic";"GBIF"
52;"Acer_pseudoplatanus";2;"plants";"Exotic";"GBIF"
1;"Acridotheres_tristis";120;"birds";"Exotic";"GBIF"
2;"Acridotheres_tristis";1320;"birds";"Exotic";"GBIF"
3;"Acridotheres_tristis";694;"birds";"Exotic";"GBIF"
4;"Acridotheres_tristis";711;"birds";"Exotic";"GBIF"
5;"Acridotheres_tristis";3549;"birds";"Exotic";"GBIF"
6;"Acridotheres_tristis";8;"birds";"Exotic";"GBIF"
7;"Acridotheres_tristis";19485;"birds";"Exotic";"GBIF"
8;"Acridotheres_tristis";2088;"birds";"Exotic";"GBIF"
9;"Acridotheres_tristis";5239;"birds";"Exotic";"GBIF"
10;"Acridotheres_tristis";8809;"birds";"Exotic";"GBIF"
11;"Acridotheres_tristis";495;"birds";"Exotic";"GBIF"
12;"Acridotheres_tristis";226;"birds";"Exotic";"GBIF"
13;"Acridotheres_tristis";283;"birds";"Exotic";"GBIF"
14;"Acridotheres_tristis";2045;"birds";"Exotic";"GBIF"
15;"Acridotheres_tristis";1344;"birds";"Exotic";"GBIF"
16;"Acridotheres_tristis";447;"birds";"Exotic";"GBIF"
17;"Acridotheres_tristis";165;"birds";"Exotic";"GBIF"
18;"Acridotheres_tristis";1133;"birds";"Exotic";"GBIF"
19;"Acridotheres_tristis";242;"birds";"Exotic";"GBIF"
20;"Acridotheres_tristis";1613;"birds";"Exotic";"GBIF"
21;"Acridotheres_tristis";101;"birds";"Exotic";"GBIF"
24;"Acridotheres_tristis";638;"birds";"Exotic";"GBIF"
25;"Acridotheres_tristis";165;"birds";"Exotic";"GBIF"
26;"Acridotheres_tristis";207;"birds";"Exotic";"GBIF"
28;"Acridotheres_tristis";3;"birds";"Exotic";"GBIF"
29;"Acridotheres_tristis";32;"birds";"Exotic";"GBIF"
30;"Acridotheres_tristis";90;"birds";"Exotic";"GBIF"
38;"Acridotheres_tristis";1;"birds";"Exotic";"GBIF"
43;"Acridotheres_tristis";20;"birds";"Exotic";"GBIF"
51;"Acridotheres_tristis";1;"birds";"Exotic";"GBIF"
52;"Acridotheres_tristis";1;"birds";"Exotic";"GBIF"
54;"Acridotheres_tristis";1;"birds";"Exotic";"GBIF"
19;"Acrothamnus_colensoi";1;"plants";"Native";"GBIF"
32;"Acrothamnus_colensoi";1;"plants";"Native";"GBIF"
33;"Acrothamnus_colensoi";3;"plants";"Native";"GBIF"
37;"Acrothamnus_colensoi";30;"plants";"Native";"GBIF"
38;"Acrothamnus_colensoi";28;"plants";"Native";"GBIF"
41;"Acrothamnus_colensoi";82;"plants";"Native";"GBIF"
42;"Acrothamnus_colensoi";20;"plants";"Native";"GBIF"
47;"Acrothamnus_colensoi";5;"plants";"Native";"GBIF"
48;"Acrothamnus_colensoi";1;"plants";"Native";"GBIF"
50;"Acrothamnus_colensoi";2;"plants";"Native";"GBIF"
51;"Acrothamnus_colensoi";1;"plants";"Native";"GBIF"
30;"Actinidia_arguta";1;"plants";"Exotic";"GBIF"
10;"Actinidia_chinensis";2;"plants";"Exotic";"GBIF"
11;"Actinidia_chinensis";2;"plants";"Exotic";"GBIF"
22;"Actinidia_chinensis";1;"plants";"Exotic";"GBIF"
24;"Actinidia_chinensis";2;"plants";"Exotic";"GBIF"
25;"Actinidia_chinensis";1;"plants";"Exotic";"GBIF"
31;"Actinidia_chinensis";1;"plants";"Exotic";"GBIF"
43;"Actinidia_chinensis";1;"plants";"Exotic";"GBIF"
7;"Alectryon_excelsus";3;"plants";"Native";"GBIF"
8;"Alectryon_excelsus";2;"plants";"Native";"GBIF"
9;"Alectryon_excelsus";8;"plants";"Native";"GBIF"
10;"Alectryon_excelsus";9;"plants";"Native";"GBIF"
13;"Alectryon_excelsus";3;"plants";"Native";"GBIF"
14;"Alectryon_excelsus";1;"plants";"Native";"GBIF"
15;"Alectryon_excelsus";24;"plants";"Native";"GBIF"
17;"Alectryon_excelsus";2;"plants";"Native";"GBIF"
18;"Alectryon_excelsus";8;"plants";"Native";"GBIF"
19;"Alectryon_excelsus";3;"plants";"Native";"GBIF"
20;"Alectryon_excelsus";19;"plants";"Native";"GBIF"
28;"Alectryon_excelsus";24;"plants";"Native";"GBIF"
29;"Alectryon_excelsus";30;"plants";"Native";"GBIF"
33;"Alectryon_excelsus";12;"plants";"Native";"GBIF"
43;"Alectryon_excelsus";8;"plants";"Native";"GBIF"
44;"Alectryon_excelsus";4;"plants";"Native";"GBIF"
15;"Alepis_flavida";1;"plants";"Native";"GBIF"
19;"Alepis_flavida";2;"plants";"Native";"GBIF"
28;"Alepis_flavida";1;"plants";"Native";"GBIF"
33;"Alepis_flavida";2;"plants";"Native";"GBIF"
37;"Alepis_flavida";2;"plants";"Native";"GBIF"
38;"Alepis_flavida";3;"plants";"Native";"GBIF"
40;"Alepis_flavida";1;"plants";"Native";"GBIF"
42;"Alepis_flavida";4;"plants";"Native";"GBIF"
46;"Alepis_flavida";4;"plants";"Native";"GBIF"
49;"Alepis_flavida";5;"plants";"Native";"GBIF"
53;"Alepis_flavida";1;"plants";"Native";"GBIF"
24;"Alnus_glutinosa";3;"plants";"Exotic";"GBIF"
37;"Alnus_glutinosa";2;"plants";"Exotic";"GBIF"
38;"Alnus_glutinosa";4;"plants";"Exotic";"GBIF"
41;"Alnus_glutinosa";1;"plants";"Exotic";"GBIF"
43;"Alnus_glutinosa";3;"plants";"Exotic";"GBIF"
54;"Alnus_glutinosa";2;"plants";"Exotic";"GBIF"
7;"Alseuosmia_macrophylla";11;"plants";"Native";"GBIF"
8;"Alseuosmia_macrophylla";39;"plants";"Native";"GBIF"
9;"Alseuosmia_macrophylla";20;"plants";"Native";"GBIF"
10;"Alseuosmia_macrophylla";4;"plants";"Native";"GBIF"
13;"Alseuosmia_macrophylla";16;"plants";"Native";"GBIF"
14;"Alseuosmia_macrophylla";6;"plants";"Native";"GBIF"
15;"Alseuosmia_macrophylla";11;"plants";"Native";"GBIF"
17;"Alseuosmia_macrophylla";41;"plants";"Native";"GBIF"
18;"Alseuosmia_macrophylla";40;"plants";"Native";"GBIF"
25;"Alseuosmia_macrophylla";2;"plants";"Native";"GBIF"
27;"Alseuosmia_macrophylla";2;"plants";"Native";"GBIF"
40;"Alseuosmia_macrophylla";1;"plants";"Native";"GBIF"
1;"Anas_chlorotis";2;"birds";"Native";"GBIF"
2;"Anas_chlorotis";5;"birds";"Native";"GBIF"
3;"Anas_chlorotis";113;"birds";"Native";"GBIF"
4;"Anas_chlorotis";3;"birds";"Native";"GBIF"
5;"Anas_chlorotis";252;"birds";"Native";"GBIF"
7;"Anas_chlorotis";2200;"birds";"Native";"GBIF"
8;"Anas_chlorotis";259;"birds";"Native";"GBIF"
9;"Anas_chlorotis";4;"birds";"Native";"GBIF"
10;"Anas_chlorotis";108;"birds";"Native";"GBIF"
11;"Anas_chlorotis";7;"birds";"Native";"GBIF"
16;"Anas_chlorotis";1;"birds";"Native";"GBIF"
18;"Anas_chlorotis";35;"birds";"Native";"GBIF"
20;"Anas_chlorotis";48;"birds";"Native";"GBIF"
25;"Anas_chlorotis";1;"birds";"Native";"GBIF"
28;"Anas_chlorotis";20;"birds";"Native";"GBIF"
29;"Anas_chlorotis";272;"birds";"Native";"GBIF"
30;"Anas_chlorotis";1;"birds";"Native";"GBIF"
43;"Anas_chlorotis";24;"birds";"Native";"GBIF"
46;"Anas_chlorotis";9;"birds";"Native";"GBIF"
19;"Androstoma_empetrifolia";2;"plants";"Native";"GBIF"
20;"Androstoma_empetrifolia";11;"plants";"Native";"GBIF"
27;"Androstoma_empetrifolia";1;"plants";"Native";"GBIF"
32;"Androstoma_empetrifolia";12;"plants";"Native";"GBIF"
37;"Androstoma_empetrifolia";4;"plants";"Native";"GBIF"
40;"Androstoma_empetrifolia";1;"plants";"Native";"GBIF"
49;"Androstoma_empetrifolia";9;"plants";"Native";"GBIF"
50;"Androstoma_empetrifolia";4;"plants";"Native";"GBIF"
51;"Androstoma_empetrifolia";11;"plants";"Native";"GBIF"
54;"Androstoma_empetrifolia";4;"plants";"Native";"GBIF"
2;"Anthornis_melanura";2;"birds";"Native";"GBIF"
3;"Anthornis_melanura";1;"birds";"Native";"GBIF"
4;"Anthornis_melanura";5;"birds";"Native";"GBIF"
5;"Anthornis_melanura";1263;"birds";"Native";"GBIF"
7;"Anthornis_melanura";3308;"birds";"Native";"GBIF"
8;"Anthornis_melanura";1618;"birds";"Native";"GBIF"
9;"Anthornis_melanura";134;"birds";"Native";"GBIF"
10;"Anthornis_melanura";488;"birds";"Native";"GBIF"
11;"Anthornis_melanura";30;"birds";"Native";"GBIF"
12;"Anthornis_melanura";180;"birds";"Native";"GBIF"
13;"Anthornis_melanura";158;"birds";"Native";"GBIF"
14;"Anthornis_melanura";1353;"birds";"Native";"GBIF"
15;"Anthornis_melanura";1496;"birds";"Native";"GBIF"
16;"Anthornis_melanura";294;"birds";"Native";"GBIF"
17;"Anthornis_melanura";86;"birds";"Native";"GBIF"
18;"Anthornis_melanura";699;"birds";"Native";"GBIF"
19;"Anthornis_melanura";1316;"birds";"Native";"GBIF"
20;"Anthornis_melanura";729;"birds";"Native";"GBIF"
21;"Anthornis_melanura";65;"birds";"Native";"GBIF"
22;"Anthornis_melanura";192;"birds";"Native";"GBIF"
23;"Anthornis_melanura";1;"birds";"Native";"GBIF"
24;"Anthornis_melanura";678;"birds";"Native";"GBIF"
25;"Anthornis_melanura";3405;"birds";"Native";"GBIF"
26;"Anthornis_melanura";95;"birds";"Native";"GBIF"
27;"Anthornis_melanura";3310;"birds";"Native";"GBIF"
28;"Anthornis_melanura";7816;"birds";"Native";"GBIF"
29;"Anthornis_melanura";8490;"birds";"Native";"GBIF"
30;"Anthornis_melanura";1431;"birds";"Native";"GBIF"
31;"Anthornis_melanura";512;"birds";"Native";"GBIF"
32;"Anthornis_melanura";1943;"birds";"Native";"GBIF"
33;"Anthornis_melanura";1918;"birds";"Native";"GBIF"
34;"Anthornis_melanura";48;"birds";"Native";"GBIF"
35;"Anthornis_melanura";6;"birds";"Native";"GBIF"
36;"Anthornis_melanura";381;"birds";"Native";"GBIF"
37;"Anthornis_melanura";1420;"birds";"Native";"GBIF"
38;"Anthornis_melanura";1624;"birds";"Native";"GBIF"
39;"Anthornis_melanura";383;"birds";"Native";"GBIF"
40;"Anthornis_melanura";371;"birds";"Native";"GBIF"
41;"Anthornis_melanura";1056;"birds";"Native";"GBIF"
42;"Anthornis_melanura";1021;"birds";"Native";"GBIF"
43;"Anthornis_melanura";4987;"birds";"Native";"GBIF"
44;"Anthornis_melanura";853;"birds";"Native";"GBIF"
45;"Anthornis_melanura";227;"birds";"Native";"GBIF"
46;"Anthornis_melanura";2938;"birds";"Native";"GBIF"
47;"Anthornis_melanura";573;"birds";"Native";"GBIF"
48;"Anthornis_melanura";317;"birds";"Native";"GBIF"
49;"Anthornis_melanura";3509;"birds";"Native";"GBIF"
50;"Anthornis_melanura";398;"birds";"Native";"GBIF"
51;"Anthornis_melanura";725;"birds";"Native";"GBIF"
52;"Anthornis_melanura";4178;"birds";"Native";"GBIF"
53;"Anthornis_melanura";755;"birds";"Native";"GBIF"
54;"Anthornis_melanura";6333;"birds";"Native";"GBIF"
55;"Anthornis_melanura";3656;"birds";"Native";"GBIF"
1;"Anthus_novaeseelandiae";162;"birds";"Native";"GBIF"
2;"Anthus_novaeseelandiae";165;"birds";"Native";"GBIF"
3;"Anthus_novaeseelandiae";84;"birds";"Native";"GBIF"
4;"Anthus_novaeseelandiae";47;"birds";"Native";"GBIF"
5;"Anthus_novaeseelandiae";670;"birds";"Native";"GBIF"
6;"Anthus_novaeseelandiae";5;"birds";"Native";"GBIF"
7;"Anthus_novaeseelandiae";855;"birds";"Native";"GBIF"
8;"Anthus_novaeseelandiae";112;"birds";"Native";"GBIF"
9;"Anthus_novaeseelandiae";161;"birds";"Native";"GBIF"
10;"Anthus_novaeseelandiae";150;"birds";"Native";"GBIF"
11;"Anthus_novaeseelandiae";10;"birds";"Native";"GBIF"
12;"Anthus_novaeseelandiae";25;"birds";"Native";"GBIF"
13;"Anthus_novaeseelandiae";30;"birds";"Native";"GBIF"
14;"Anthus_novaeseelandiae";118;"birds";"Native";"GBIF"
15;"Anthus_novaeseelandiae";56;"birds";"Native";"GBIF"
16;"Anthus_novaeseelandiae";43;"birds";"Native";"GBIF"
17;"Anthus_novaeseelandiae";26;"birds";"Native";"GBIF"
18;"Anthus_novaeseelandiae";92;"birds";"Native";"GBIF"
19;"Anthus_novaeseelandiae";367;"birds";"Native";"GBIF"
20;"Anthus_novaeseelandiae";264;"birds";"Native";"GBIF"
21;"Anthus_novaeseelandiae";47;"birds";"Native";"GBIF"
22;"Anthus_novaeseelandiae";37;"birds";"Native";"GBIF"
23;"Anthus_novaeseelandiae";17;"birds";"Native";"GBIF"
24;"Anthus_novaeseelandiae";178;"birds";"Native";"GBIF"
25;"Anthus_novaeseelandiae";254;"birds";"Native";"GBIF"
26;"Anthus_novaeseelandiae";146;"birds";"Native";"GBIF"
27;"Anthus_novaeseelandiae";123;"birds";"Native";"GBIF"
28;"Anthus_novaeseelandiae";373;"birds";"Native";"GBIF"
29;"Anthus_novaeseelandiae";824;"birds";"Native";"GBIF"
30;"Anthus_novaeseelandiae";407;"birds";"Native";"GBIF"
31;"Anthus_novaeseelandiae";51;"birds";"Native";"GBIF"
32;"Anthus_novaeseelandiae";276;"birds";"Native";"GBIF"
33;"Anthus_novaeseelandiae";510;"birds";"Native";"GBIF"
34;"Anthus_novaeseelandiae";199;"birds";"Native";"GBIF"
35;"Anthus_novaeseelandiae";13;"birds";"Native";"GBIF"
36;"Anthus_novaeseelandiae";3;"birds";"Native";"GBIF"
37;"Anthus_novaeseelandiae";153;"birds";"Native";"GBIF"
38;"Anthus_novaeseelandiae";323;"birds";"Native";"GBIF"
39;"Anthus_novaeseelandiae";20;"birds";"Native";"GBIF"
40;"Anthus_novaeseelandiae";48;"birds";"Native";"GBIF"
41;"Anthus_novaeseelandiae";299;"birds";"Native";"GBIF"
42;"Anthus_novaeseelandiae";216;"birds";"Native";"GBIF"
43;"Anthus_novaeseelandiae";523;"birds";"Native";"GBIF"
44;"Anthus_novaeseelandiae";57;"birds";"Native";"GBIF"
45;"Anthus_novaeseelandiae";16;"birds";"Native";"GBIF"
46;"Anthus_novaeseelandiae";432;"birds";"Native";"GBIF"
47;"Anthus_novaeseelandiae";186;"birds";"Native";"GBIF"
48;"Anthus_novaeseelandiae";38;"birds";"Native";"GBIF"
49;"Anthus_novaeseelandiae";199;"birds";"Native";"GBIF"
50;"Anthus_novaeseelandiae";109;"birds";"Native";"GBIF"
51;"Anthus_novaeseelandiae";190;"birds";"Native";"GBIF"
52;"Anthus_novaeseelandiae";130;"birds";"Native";"GBIF"
53;"Anthus_novaeseelandiae";27;"birds";"Native";"GBIF"
54;"Anthus_novaeseelandiae";530;"birds";"Native";"GBIF"
55;"Anthus_novaeseelandiae";156;"birds";"Native";"GBIF"
18;"Arbutus_unedo";1;"plants";"Exotic";"GBIF"
28;"Arbutus_unedo";2;"plants";"Exotic";"GBIF"
37;"Arbutus_unedo";1;"plants";"Exotic";"GBIF"
42;"Arbutus_unedo";1;"plants";"Exotic";"GBIF"
43;"Arbutus_unedo";1;"plants";"Exotic";"GBIF"
52;"Arbutus_unedo";1;"plants";"Exotic";"GBIF"
7;"Archontophoenix_cunninghamiana";1;"plants";"Exotic";"GBIF"
19;"Aristotelia_fruticosa";27;"plants";"Native";"GBIF"
20;"Aristotelia_fruticosa";2;"plants";"Native";"GBIF"
27;"Aristotelia_fruticosa";4;"plants";"Native";"GBIF"
28;"Aristotelia_fruticosa";24;"plants";"Native";"GBIF"
29;"Aristotelia_fruticosa";24;"plants";"Native";"GBIF"
33;"Aristotelia_fruticosa";5;"plants";"Native";"GBIF"
37;"Aristotelia_fruticosa";4;"plants";"Native";"GBIF"
38;"Aristotelia_fruticosa";8;"plants";"Native";"GBIF"
40;"Aristotelia_fruticosa";1;"plants";"Native";"GBIF"
41;"Aristotelia_fruticosa";3;"plants";"Native";"GBIF"
42;"Aristotelia_fruticosa";3;"plants";"Native";"GBIF"
46;"Aristotelia_fruticosa";8;"plants";"Native";"GBIF"
47;"Aristotelia_fruticosa";5;"plants";"Native";"GBIF"
49;"Aristotelia_fruticosa";3;"plants";"Native";"GBIF"
8;"Aristotelia_serrata";9;"plants";"Native";"GBIF"
9;"Aristotelia_serrata";5;"plants";"Native";"GBIF"
10;"Aristotelia_serrata";1;"plants";"Native";"GBIF"
11;"Aristotelia_serrata";2;"plants";"Native";"GBIF"
13;"Aristotelia_serrata";2;"plants";"Native";"GBIF"
14;"Aristotelia_serrata";8;"plants";"Native";"GBIF"
15;"Aristotelia_serrata";16;"plants";"Native";"GBIF"
16;"Aristotelia_serrata";3;"plants";"Native";"GBIF"
17;"Aristotelia_serrata";5;"plants";"Native";"GBIF"
18;"Aristotelia_serrata";4;"plants";"Native";"GBIF"
19;"Aristotelia_serrata";54;"plants";"Native";"GBIF"
