"cell_id";"species";"observations"
619;"Meleagris_gallopavo";10
619;"Passer_domesticus";15
619;"Petroica_macrocephala";5
619;"Phasianus_colchicus";3
619;"Platycercus_eximius";9
619;"Porphyrio_melanotus";8
619;"Prosthemadera_novaeseelandiae";10
619;"Rhipidura_fuliginosa";16
619;"Sturnus_vulgaris";12
619;"Tadorna_variegata";15
619;"Turdus_merula";11
619;"Turdus_philomelos";10
619;"Zosterops_lateralis";14
620;"Acanthis_flammea";1
620;"Acridotheres_tristis";3
620;"Anthornis_melanura";1
620;"Carduelis_carduelis";7
620;"Chloris_chloris";3
620;"Fringilla_coelebs";12
620;"Gerygone_igata";11
620;"Hemiphaga_novaeseelandiae";4
620;"Meleagris_gallopavo";8
620;"Passer_domesticus";4
620;"Phasianus_colchicus";4
620;"Platycercus_eximius";4
620;"Porphyrio_melanotus";7
620;"Prosthemadera_novaeseelandiae";7
620;"Rhipidura_fuliginosa";10
620;"Sturnus_vulgaris";10
620;"Tadorna_variegata";9
620;"Turdus_merula";12
620;"Turdus_philomelos";4
620;"Zosterops_lateralis";6
621;"Anthornis_melanura";8
621;"Anthus_novaeseelandiae";1
621;"Carduelis_carduelis";5
621;"Chloris_chloris";2
621;"Fringilla_coelebs";8
621;"Gerygone_igata";10
621;"Hemiphaga_novaeseelandiae";3
621;"Meleagris_gallopavo";1
621;"Mohoua_albicilla";3
621;"Passer_domesticus";3
621;"Petroica_australis";1
621;"Petroica_macrocephala";3
621;"Phasianus_colchicus";6
621;"Platycercus_eximius";1
621;"Porphyrio_melanotus";2
621;"Prosthemadera_novaeseelandiae";5
621;"Rhipidura_fuliginosa";10
621;"Sturnus_vulgaris";3
621;"Tadorna_variegata";4
621;"Turdus_merula";6
621;"Turdus_philomelos";1
621;"Zosterops_lateralis";6
622;"Acanthis_flammea";9
622;"Acanthisitta_chloris";1
622;"Acridotheres_tristis";2
622;"Anthornis_melanura";9
622;"Carduelis_carduelis";11
622;"Chloris_chloris";2
622;"Cyanoramphus_auriceps";1
622;"Fringilla_coelebs";17
622;"Gerygone_igata";20
622;"Hemiphaga_novaeseelandiae";7
622;"Meleagris_gallopavo";1
622;"Mohoua_albicilla";10
622;"Nestor_meridionalis";1
622;"Passer_domesticus";5
622;"Petroica_australis";10
622;"Petroica_macrocephala";8
622;"Phasianus_colchicus";2
622;"Platycercus_eximius";3
622;"Porphyrio_melanotus";1
622;"Prosthemadera_novaeseelandiae";13
622;"Rhipidura_fuliginosa";14
622;"Sturnus_vulgaris";3
622;"Tadorna_variegata";2
622;"Turdus_merula";17
622;"Turdus_philomelos";3
622;"Zosterops_lateralis";11
623;"Acanthis_flammea";57
623;"Acanthisitta_chloris";89
623;"Acridotheres_tristis";22
623;"Alseuosmia_macrophylla";8
623;"Anthornis_melanura";203
623;"Anthus_novaeseelandiae";9
623;"Aristotelia_serrata";22
623;"Astelia_fragrans";3
623;"Beilschmiedia_tawa";30
623;"Branta_canadensis";1
623;"Callaeas_cinereus";77
623;"Carduelis_carduelis";43
623;"Carpodetus_serratus";27
623;"Chloris_chloris";86
623;"Coprosma_arborea";2
623;"Coprosma_colensoi";7
623;"Coprosma_foetidissima";1
623;"Coprosma_grandifolia";18
623;"Coprosma_lucida";19
623;"Coprosma_propinqua";1
623;"Coprosma_rhamnoides";15
623;"Coprosma_robusta";4
623;"Coprosma_rotundifolia";6
623;"Coprosma_tenuifolia";3
623;"Cordyline_australis";1
623;"Cyanoramphus_auriceps";237
623;"Cyanoramphus_novaezelandiae";1
623;"Dacrycarpus_dacrydioides";29
623;"Dacrydium_cupressinum";30
623;"Elaeocarpus_dentatus";30
623;"Elaeocarpus_hookerianus";15
623;"Fringilla_coelebs";185
623;"Fuchsia_excorticata";15
623;"Gaultheria_antipoda";3
623;"Geniostoma_ligustrifolium";4
623;"Geniostoma_rupestre";1
623;"Gerygone_igata";293
623;"Griselinia_littoralis";27
623;"Hedycarya_arborea";16
623;"Hemiphaga_novaeseelandiae";254
623;"Knightia_excelsa";14
623;"Leptospermum_scoparium";2
623;"Leucopogon_fasciculatus";9
623;"Melicytus_lanceolatus";5
623;"Melicytus_ramiflorus";22
623;"Mohoua_albicilla";237
623;"Muehlenbeckia_australis";8
623;"Muehlenbeckia_axillaris";2
623;"Muehlenbeckia_complexa";2
623;"Myrsine_australis";7
623;"Myrsine_salicina";12
623;"Neomyrtus_pedunculata";9
623;"Neopanax_colensoi";1
623;"Nestegis_cunninghamii";16
623;"Nestegis_lanceolata";22
623;"Nestor_meridionalis";363
623;"Paratrophis_microphylla";5
623;"Parsonsia_heterophylla";3
623;"Passer_domesticus";110
623;"Pennantia_corymbosa";22
623;"Petroica_australis";318
623;"Petroica_macrocephala";214
623;"Phasianus_colchicus";47
623;"Phyllocladus_trichomanoides";8
623;"Pittosporum_tenuifolium";8
623;"Platycercus_eximius";39
623;"Podocarpus_cunninghamii";7
623;"Podocarpus_totara";10
623;"Porphyrio_melanotus";4
623;"Prosthemadera_novaeseelandiae";329
623;"Prumnopitys_ferruginea";29
623;"Prumnopitys_taxifolia";29
623;"Pseudopanax_arboreus";22
623;"Pseudopanax_crassifolius";28
623;"Pseudowintera_axillaris";9
623;"Pseudowintera_colorata";28
623;"Raukaua_edgerleyi";9
623;"Raukaua_simplex";3
623;"Rhipidura_fuliginosa";263
623;"Ripogonum_scandens";25
623;"Rubus_australis";5
623;"Rubus_cissoides";23
623;"Schefflera_digitata";23
623;"Sturnus_vulgaris";77
623;"Tadorna_variegata";66
623;"Turdus_merula";158
623;"Turdus_philomelos";85
623;"Weinmannia_racemosa";30
623;"Zosterops_lateralis";177
624;"Acanthis_flammea";4
624;"Acridotheres_tristis";6
624;"Anthornis_melanura";11
624;"Anthus_novaeseelandiae";2
624;"Cyanoramphus_auriceps";5
624;"Fringilla_coelebs";8
624;"Gerygone_igata";10
624;"Hemiphaga_novaeseelandiae";6
624;"Mohoua_albicilla";5
624;"Nestor_meridionalis";7
624;"Petroica_australis";4
624;"Petroica_macrocephala";3
624;"Phasianus_colchicus";1
624;"Prosthemadera_novaeseelandiae";10
624;"Rhipidura_fuliginosa";7
624;"Sturnus_vulgaris";5
624;"Turdus_merula";5
624;"Turdus_philomelos";1
624;"Zosterops_lateralis";6
625;"Acanthis_flammea";15
625;"Acridotheres_tristis";68
625;"Anthornis_melanura";21
625;"Anthus_novaeseelandiae";2
625;"Branta_canadensis";65
625;"Carduelis_carduelis";40
625;"Chloris_chloris";20
625;"Chroicocephalus_novaehollandiae";5
625;"Cyanoramphus_auriceps";1
625;"Fringilla_coelebs";84
625;"Gerygone_igata";41
625;"Hemiphaga_novaeseelandiae";2
625;"Meleagris_gallopavo";2
625;"Mohoua_albicilla";6
625;"Nestor_meridionalis";3
625;"Passer_domesticus";110
625;"Petroica_australis";7
625;"Petroica_macrocephala";4
625;"Phasianus_colchicus";8
625;"Platycercus_eximius";5
625;"Porphyrio_melanotus";76
625;"Prosthemadera_novaeseelandiae";34
625;"Rhipidura_fuliginosa";61
625;"Sturnus_vulgaris";59
625;"Tadorna_variegata";113
625;"Turdus_merula";66
625;"Turdus_philomelos";41
625;"Zosterops_lateralis";48
626;"Acanthis_flammea";2
626;"Acridotheres_tristis";18
626;"Anthornis_melanura";10
626;"Branta_canadensis";2
626;"Carduelis_carduelis";15
626;"Chloris_chloris";3
626;"Fringilla_coelebs";19
626;"Gerygone_igata";16
626;"Mohoua_albicilla";5
626;"Nestor_meridionalis";1
626;"Passer_domesticus";12
626;"Petroica_australis";2
626;"Petroica_macrocephala";2
626;"Phasianus_colchicus";2
626;"Platycercus_eximius";8
626;"Porphyrio_melanotus";11
626;"Prosthemadera_novaeseelandiae";8
626;"Rhipidura_fuliginosa";20
626;"Sturnus_vulgaris";13
626;"Tadorna_variegata";11
626;"Turdus_merula";16
626;"Turdus_philomelos";9
626;"Zosterops_lateralis";10
627;"Acanthis_flammea";4
627;"Acridotheres_tristis";3
627;"Carduelis_carduelis";2
627;"Chloris_chloris";4
627;"Fringilla_coelebs";8
627;"Gerygone_igata";4
627;"Meleagris_gallopavo";4
627;"Mohoua_albicilla";2
627;"Passer_domesticus";8
627;"Petroica_macrocephala";4
627;"Phasianus_colchicus";2
627;"Platycercus_eximius";1
627;"Prosthemadera_novaeseelandiae";1
627;"Rhipidura_fuliginosa";7
627;"Sturnus_vulgaris";3
627;"Tadorna_variegata";5
627;"Turdus_merula";4
627;"Zosterops_lateralis";5
628;"Acanthis_flammea";2
628;"Acridotheres_tristis";6
628;"Anthornis_melanura";6
628;"Anthus_novaeseelandiae";1
628;"Carduelis_carduelis";9
628;"Chloris_chloris";6
628;"Chroicocephalus_novaehollandiae";1
628;"Coprosma_lucida";1
628;"Fringilla_coelebs";30
628;"Gerygone_igata";25
628;"Hemiphaga_novaeseelandiae";1
628;"Knightia_excelsa";1
628;"Leptospermum_scoparium";2
628;"Leucopogon_fasciculatus";3
628;"Meleagris_gallopavo";1
628;"Myrsine_australis";2
628;"Passer_domesticus";32
628;"Petroica_australis";5
628;"Phasianus_colchicus";3
628;"Platycercus_eximius";6
628;"Porphyrio_melanotus";8
628;"Prosthemadera_novaeseelandiae";15
628;"Pseudopanax_arboreus";1
628;"Rhipidura_fuliginosa";31
628;"Sturnus_vulgaris";9
628;"Tadorna_variegata";2
628;"Turdus_merula";11
628;"Turdus_philomelos";3
628;"Weinmannia_racemosa";1
628;"Zosterops_lateralis";12
629;"Acridotheres_tristis";24
629;"Branta_canadensis";2
629;"Carduelis_carduelis";12
629;"Chloris_chloris";4
629;"Coprosma_lucida";6
629;"Coprosma_rhamnoides";1
629;"Elaeocarpus_dentatus";1
629;"Fringilla_coelebs";15
629;"Gaultheria_antipoda";3
629;"Gerygone_igata";9
629;"Knightia_excelsa";2
629;"Leptecophylla_juniperina";10
629;"Leptospermum_scoparium";10
629;"Leucopogon_fasciculatus";12
629;"Myrsine_australis";8
629;"Passer_domesticus";24
629;"Phasianus_colchicus";4
629;"Platycercus_eximius";8
629;"Podocarpus_totara";1
629;"Porphyrio_melanotus";6
629;"Prosthemadera_novaeseelandiae";7
629;"Pseudopanax_arboreus";8
629;"Rhipidura_fuliginosa";13
629;"Sturnus_vulgaris";25
629;"Tadorna_variegata";4
629;"Turdus_merula";16
629;"Turdus_philomelos";13
629;"Weinmannia_racemosa";10
629;"Zosterops_lateralis";7
630;"Acanthis_flammea";1
630;"Acridotheres_tristis";12
630;"Anthornis_melanura";1
630;"Carduelis_carduelis";6
630;"Chloris_chloris";7
630;"Fringilla_coelebs";17
630;"Gerygone_igata";7
630;"Leucopogon_fasciculatus";1
630;"Passer_domesticus";14
630;"Phasianus_colchicus";1
630;"Platycercus_eximius";3
630;"Porphyrio_melanotus";2
630;"Prosthemadera_novaeseelandiae";6
630;"Rhipidura_fuliginosa";11
630;"Sturnus_vulgaris";16
630;"Turdus_merula";8
630;"Turdus_philomelos";7
630;"Zosterops_lateralis";11
631;"Acanthis_flammea";2
631;"Acridotheres_tristis";3
631;"Anthornis_melanura";1
631;"Anthus_novaeseelandiae";1
631;"Carduelis_carduelis";2
631;"Chloris_chloris";5
631;"Fringilla_coelebs";18
631;"Gerygone_igata";18
631;"Mohoua_albicilla";14
631;"Passer_domesticus";4
631;"Petroica_australis";1
631;"Petroica_macrocephala";8
631;"Phasianus_colchicus";2
631;"Rhipidura_fuliginosa";6
631;"Sturnus_vulgaris";6
631;"Tadorna_variegata";3
631;"Turdus_merula";6
631;"Turdus_philomelos";4
631;"Zosterops_lateralis";4
632;"Acridotheres_tristis";1
632;"Anthornis_melanura";2
632;"Fringilla_coelebs";2
632;"Gerygone_igata";3
632;"Mohoua_albicilla";2
632;"Petroica_australis";1
632;"Petroica_macrocephala";1
632;"Rhipidura_fuliginosa";2
632;"Turdus_merula";1
632;"Turdus_philomelos";1
632;"Zosterops_lateralis";1
633;"Acridotheres_tristis";22
633;"Anthornis_melanura";6
633;"Carduelis_carduelis";10
633;"Chloris_chloris";15
633;"Fringilla_coelebs";34
633;"Gerygone_igata";18
633;"Hemiphaga_novaeseelandiae";4
633;"Meleagris_gallopavo";2
633;"Mohoua_albicilla";1
633;"Passer_domesticus";29
633;"Petroica_australis";2
633;"Petroica_macrocephala";5
633;"Phasianus_colchicus";6
633;"Platycercus_eximius";7
633;"Porphyrio_melanotus";1
633;"Prosthemadera_novaeseelandiae";11
633;"Rhipidura_fuliginosa";33
633;"Sturnus_vulgaris";21
633;"Tadorna_variegata";9
633;"Turdus_merula";32
633;"Turdus_philomelos";9
633;"Zosterops_lateralis";22
634;"Acridotheres_tristis";5
634;"Anthornis_melanura";4
634;"Beilschmiedia_tawa";3
634;"Carduelis_carduelis";6
634;"Carpodetus_serratus";1
634;"Chloris_chloris";4
634;"Dacrydium_cupressinum";2
634;"Elaeocarpus_dentatus";1
634;"Fringilla_coelebs";9
634;"Gerygone_igata";8
634;"Hemiphaga_novaeseelandiae";2
634;"Knightia_excelsa";3
634;"Melicytus_ramiflorus";1
634;"Mohoua_albicilla";1
634;"Myrsine_australis";1
634;"Nestegis_lanceolata";1
634;"Passer_domesticus";5
634;"Petroica_macrocephala";3
634;"Phasianus_colchicus";1
634;"Prosthemadera_novaeseelandiae";2
634;"Prumnopitys_ferruginea";1
634;"Prumnopitys_taxifolia";1
634;"Rhipidura_fuliginosa";14
634;"Sturnus_vulgaris";2
634;"Tadorna_variegata";5
634;"Turdus_merula";6
634;"Weinmannia_racemosa";3
634;"Zosterops_lateralis";13
636;"Acanthisitta_chloris";1
636;"Anthornis_melanura";1
636;"Astelia_fragrans";4
636;"Beilschmiedia_tawa";7
636;"Callaeas_cinereus";1
636;"Carpodetus_serratus";5
636;"Coprosma_grandifolia";1
636;"Coprosma_lucida";4
636;"Coprosma_rhamnoides";8
636;"Coprosma_robusta";2
636;"Coprosma_tenuifolia";2
636;"Cyanoramphus_auriceps";1
636;"Dacrycarpus_dacrydioides";3
636;"Dacrydium_cupressinum";7
636;"Elaeocarpus_dentatus";3
636;"Gaultheria_antipoda";4
636;"Geniostoma_ligustrifolium";7
636;"Geniostoma_rupestre";1
636;"Griselinia_littoralis";4
636;"Griselinia_lucida";2
636;"Hedycarya_arborea";8
636;"Knightia_excelsa";8
636;"Leucopogon_fasciculatus";7
636;"Melicytus_ramiflorus";8
636;"Mohoua_albicilla";1
636;"Myrsine_australis";7
636;"Nestegis_cunninghamii";2
636;"Nestegis_lanceolata";1
636;"Passiflora_tetrandra";1
636;"Petroica_australis";1
636;"Pittosporum_eugenioides";2
636;"Pittosporum_tenuifolium";4
636;"Prumnopitys_ferruginea";6
636;"Prumnopitys_taxifolia";6
636;"Pseudopanax_crassifolius";8
636;"Pseudowintera_axillaris";2
636;"Ripogonum_scandens";8
636;"Rubus_cissoides";3
636;"Schefflera_digitata";1
636;"Weinmannia_racemosa";1
638;"Anthornis_melanura";1
638;"Aristotelia_serrata";1
638;"Beilschmiedia_tawa";1
638;"Carduelis_carduelis";1
638;"Carpodetus_serratus";1
638;"Chloris_chloris";1
638;"Coprosma_grandifolia";1
638;"Coprosma_lucida";1
638;"Coprosma_tenuifolia";1
638;"Fringilla_coelebs";2
638;"Fuchsia_excorticata";1
638;"Geniostoma_rupestre";1
638;"Gerygone_igata";3
638;"Griselinia_littoralis";1
638;"Hedycarya_arborea";1
638;"Hemiphaga_novaeseelandiae";3
638;"Hymenolaimus_malacorhynchos";3
638;"Knightia_excelsa";1
638;"Leucopogon_fasciculatus";1
638;"Melicytus_ramiflorus";1
638;"Muehlenbeckia_australis";1
638;"Myrsine_australis";1
638;"Nestegis_cunninghamii";1
638;"Pennantia_corymbosa";1
638;"Petroica_australis";1
638;"Petroica_macrocephala";2
638;"Prosthemadera_novaeseelandiae";5
638;"Prumnopitys_ferruginea";1
638;"Pseudowintera_axillaris";1
638;"Rhipidura_fuliginosa";4
638;"Ripogonum_scandens";1
638;"Schefflera_digitata";1
638;"Tadorna_variegata";2
638;"Turdus_merula";5
638;"Turdus_philomelos";2
638;"Weinmannia_racemosa";1
638;"Zosterops_lateralis";3
639;"Acanthisitta_chloris";1
639;"Anthornis_melanura";3
639;"Fringilla_coelebs";5
639;"Gallirallus_australis";1
639;"Gerygone_igata";7
639;"Hemiphaga_novaeseelandiae";4
639;"Mohoua_albicilla";3
639;"Petroica_australis";3
639;"Petroica_macrocephala";4
639;"Phasianus_colchicus";1
639;"Prosthemadera_novaeseelandiae";4
639;"Rhipidura_fuliginosa";4
639;"Tadorna_variegata";2
639;"Turdus_merula";6
639;"Turdus_philomelos";1
639;"Zosterops_lateralis";3
640;"Acanthis_flammea";1
640;"Acanthisitta_chloris";2
640;"Acridotheres_tristis";2
640;"Anthornis_melanura";2
640;"Carduelis_carduelis";3
640;"Chloris_chloris";1
640;"Coprosma_rhamnoides";1
640;"Fringilla_coelebs";4
640;"Gallirallus_australis";14
640;"Gerygone_igata";6
640;"Hemiphaga_novaeseelandiae";6
640;"Leucopogon_fasciculatus";1
640;"Meleagris_gallopavo";5
640;"Mohoua_albicilla";1
640;"Passer_domesticus";4
640;"Petroica_macrocephala";1
640;"Phasianus_colchicus";1
640;"Podocarpus_cunninghamii";1
640;"Podocarpus_totara";1
640;"Prosthemadera_novaeseelandiae";6
640;"Pseudopanax_crassifolius";1
640;"Rhipidura_fuliginosa";10
640;"Rubus_cissoides";1
640;"Sturnus_vulgaris";4
640;"Tadorna_variegata";1
640;"Turdus_merula";5
640;"Turdus_philomelos";2
640;"Zosterops_lateralis";5
641;"Acridotheres_tristis";4
641;"Anthornis_melanura";2
641;"Anthus_novaeseelandiae";1
641;"Carduelis_carduelis";3
641;"Fringilla_coelebs";3
641;"Gallirallus_australis";9
641;"Gerygone_igata";9
641;"Hemiphaga_novaeseelandiae";5
641;"Meleagris_gallopavo";4
641;"Passer_domesticus";4
641;"Phasianus_colchicus";2
641;"Porphyrio_melanotus";1
641;"Prosthemadera_novaeseelandiae";5
641;"Rhipidura_fuliginosa";11
641;"Sturnus_vulgaris";2
641;"Tadorna_variegata";8
641;"Turdus_merula";2
641;"Turdus_philomelos";2
641;"Zosterops_lateralis";4
642;"Acridotheres_tristis";4
642;"Anthus_novaeseelandiae";1
642;"Carduelis_carduelis";4
642;"Fringilla_coelebs";3
642;"Gallirallus_australis";5
642;"Gerygone_igata";7
642;"Hemiphaga_novaeseelandiae";1
642;"Meleagris_gallopavo";3
642;"Passer_domesticus";3
642;"Phasianus_colchicus";2
642;"Prosthemadera_novaeseelandiae";5
642;"Rhipidura_fuliginosa";7
642;"Sturnus_vulgaris";3
642;"Tadorna_variegata";3
642;"Turdus_merula";4
642;"Turdus_philomelos";2
642;"Zosterops_lateralis";4
643;"Acridotheres_tristis";3
643;"Anthornis_melanura";1
643;"Carduelis_carduelis";1
643;"Fringilla_coelebs";3
643;"Gerygone_igata";2
643;"Meleagris_gallopavo";1
643;"Passer_domesticus";5
643;"Phasianus_colchicus";1
643;"Prosthemadera_novaeseelandiae";1
643;"Rhipidura_fuliginosa";5
643;"Sturnus_vulgaris";2
643;"Tadorna_variegata";5
643;"Turdus_merula";1
643;"Turdus_philomelos";2
644;"Acridotheres_tristis";1
644;"Meleagris_gallopavo";1
644;"Prosthemadera_novaeseelandiae";3
644;"Rhipidura_fuliginosa";3
644;"Sturnus_vulgaris";2
644;"Tadorna_variegata";2
644;"Turdus_merula";1
644;"Zosterops_lateralis";1
645;"Anthornis_melanura";1
645;"Chloris_chloris";2
645;"Fringilla_coelebs";2
645;"Passer_domesticus";1
645;"Phasianus_colchicus";1
645;"Prosthemadera_novaeseelandiae";1
645;"Rhipidura_fuliginosa";1
645;"Tadorna_variegata";1
645;"Turdus_merula";1
645;"Turdus_philomelos";1
646;"Branta_canadensis";1
646;"Carduelis_carduelis";1
646;"Fringilla_coelebs";2
646;"Gerygone_igata";4
646;"Hemiphaga_novaeseelandiae";1
646;"Meleagris_gallopavo";2
646;"Phasianus_colchicus";1
646;"Prosthemadera_novaeseelandiae";2
646;"Rhipidura_fuliginosa";2
646;"Sturnus_vulgaris";3
646;"Tadorna_variegata";4
646;"Turdus_merula";3
646;"Zosterops_lateralis";1
647;"Acanthis_flammea";1
647;"Acridotheres_tristis";21
647;"Anthornis_melanura";16
647;"Anthus_novaeseelandiae";1
647;"Branta_canadensis";2
647;"Carduelis_carduelis";25
647;"Chloris_chloris";6
647;"Chroicocephalus_novaehollandiae";29
647;"Cotoneaster_glaucophyllus";1
647;"Fringilla_coelebs";22
647;"Gerygone_igata";23
647;"Hemiphaga_novaeseelandiae";1
647;"Meleagris_gallopavo";5
647;"Mohoua_albicilla";1
647;"Passer_domesticus";34
647;"Petroica_macrocephala";2
647;"Phasianus_colchicus";11
647;"Porphyrio_melanotus";14
647;"Prosthemadera_novaeseelandiae";11
647;"Rhipidura_fuliginosa";31
647;"Sturnus_vulgaris";32
647;"Tadorna_variegata";38
647;"Turdus_merula";11
647;"Turdus_philomelos";6
647;"Zosterops_lateralis";24
648;"Chloris_chloris";1
648;"Chroicocephalus_novaehollandiae";1
648;"Fringilla_coelebs";1
648;"Gerygone_igata";1
648;"Porphyrio_melanotus";2
648;"Prosthemadera_novaeseelandiae";1
648;"Rhipidura_fuliginosa";3
648;"Tadorna_variegata";3
648;"Turdus_merula";1
648;"Zosterops_lateralis";1
649;"Acridotheres_tristis";1
649;"Carduelis_carduelis";2
649;"Chloris_chloris";1
649;"Fringilla_coelebs";3
649;"Gerygone_igata";1
649;"Meleagris_gallopavo";5
649;"Passer_domesticus";1
649;"Phasianus_colchicus";1
649;"Porphyrio_melanotus";1
649;"Prosthemadera_novaeseelandiae";1
649;"Rhipidura_fuliginosa";3
649;"Sturnus_vulgaris";5
649;"Tadorna_variegata";6
649;"Turdus_merula";3
649;"Turdus_philomelos";1
649;"Zosterops_lateralis";1
650;"Acridotheres_tristis";1
650;"Carduelis_carduelis";3
650;"Coprosma_rotundifolia";1
650;"Fringilla_coelebs";8
650;"Gerygone_igata";4
650;"Meleagris_gallopavo";9
650;"Muehlenbeckia_australis";1
650;"Passer_domesticus";6
650;"Platycercus_eximius";2
650;"Porphyrio_melanotus";2
650;"Prosthemadera_novaeseelandiae";4
650;"Rhipidura_fuliginosa";6
650;"Rubus_fruticosus";1
650;"Sturnus_vulgaris";7
650;"Tadorna_variegata";5
650;"Turdus_merula";2
650;"Turdus_philomelos";1
650;"Zosterops_lateralis";4
651;"Acridotheres_tristis";11
651;"Branta_canadensis";2
651;"Carduelis_carduelis";5
651;"Fringilla_coelebs";6
651;"Hemiphaga_novaeseelandiae";2
651;"Meleagris_gallopavo";8
651;"Nestor_meridionalis";1
651;"Passer_domesticus";14
651;"Platycercus_eximius";1
651;"Porphyrio_melanotus";6
651;"Prosthemadera_novaeseelandiae";6
651;"Rhipidura_fuliginosa";8
651;"Sturnus_vulgaris";10
651;"Tadorna_variegata";12
651;"Turdus_merula";5
651;"Zosterops_lateralis";7
652;"Acridotheres_tristis";2
652;"Carduelis_carduelis";2
652;"Chloris_chloris";1
652;"Fringilla_coelebs";1
652;"Gerygone_igata";2
652;"Hemiphaga_novaeseelandiae";1
652;"Meleagris_gallopavo";1
652;"Passer_domesticus";1
652;"Phasianus_colchicus";2
652;"Porphyrio_melanotus";1
652;"Prosthemadera_novaeseelandiae";1
652;"Rhipidura_fuliginosa";1
652;"Sturnus_vulgaris";1
652;"Tadorna_variegata";3
652;"Turdus_merula";1
652;"Zosterops_lateralis";2
653;"Acanthis_flammea";3
653;"Acanthisitta_chloris";2
653;"Acridotheres_tristis";5
653;"Anthornis_melanura";26
653;"Anthus_novaeseelandiae";2
653;"Callaeas_cinereus";32
653;"Carduelis_carduelis";13
653;"Chloris_chloris";3
653;"Cyanoramphus_auriceps";2
653;"Fringilla_coelebs";10
653;"Gerygone_igata";35
653;"Hemiphaga_novaeseelandiae";25
653;"Meleagris_gallopavo";8
653;"Mohoua_albicilla";28
653;"Nestor_meridionalis";1
653;"Passer_domesticus";4
653;"Petroica_australis";30
653;"Petroica_macrocephala";34
653;"Phasianus_colchicus";10
653;"Platycercus_eximius";7
653;"Porphyrio_melanotus";1
653;"Prosthemadera_novaeseelandiae";38
653;"Rhipidura_fuliginosa";30
653;"Sturnus_vulgaris";4
653;"Tadorna_variegata";12
653;"Turdus_merula";24
653;"Turdus_philomelos";14
653;"Zosterops_lateralis";22
654;"Acanthis_flammea";1
654;"Acanthisitta_chloris";1
654;"Acridotheres_tristis";4
654;"Anthornis_melanura";14
654;"Beilschmiedia_tawa";1
654;"Branta_canadensis";2
654;"Carduelis_carduelis";6
654;"Carpodetus_serratus";1
654;"Chloris_chloris";3
654;"Coprosma_grandifolia";1
654;"Coprosma_lucida";1
654;"Coprosma_tenuifolia";1
654;"Dacrycarpus_dacrydioides";1
654;"Dacrydium_cupressinum";1
654;"Elaeocarpus_dentatus";1
654;"Fringilla_coelebs";17
654;"Gerygone_igata";25
654;"Hedycarya_arborea";1
654;"Hemiphaga_novaeseelandiae";7
654;"Knightia_excelsa";2
654;"Meleagris_gallopavo";4
654;"Melicytus_ramiflorus";1
654;"Mohoua_albicilla";12
654;"Nestor_meridionalis";1
654;"Passer_domesticus";5
654;"Passiflora_tetrandra";1
654;"Petroica_australis";13
654;"Petroica_macrocephala";6
654;"Phasianus_colchicus";3
654;"Platycercus_eximius";4
654;"Podocarpus_totara";1
654;"Porphyrio_melanotus";2
654;"Prosthemadera_novaeseelandiae";13
654;"Prumnopitys_ferruginea";1
654;"Pseudopanax_arboreus";1
654;"Pseudopanax_crassifolius";1
654;"Raukaua_edgerleyi";1
654;"Rhipidura_fuliginosa";20
654;"Ripogonum_scandens";1
654;"Rubus_fruticosus";1
654;"Solanum_nigrum";1
654;"Sturnus_vulgaris";4
654;"Tadorna_variegata";17
654;"Turdus_merula";14
654;"Turdus_philomelos";12
654;"Weinmannia_racemosa";1
654;"Zosterops_lateralis";15
655;"Anthornis_melanura";2
655;"Cyanoramphus_auriceps";1
655;"Fringilla_coelebs";2
655;"Gerygone_igata";3
655;"Hemiphaga_novaeseelandiae";2
655;"Hymenolaimus_malacorhynchos";1
655;"Mohoua_albicilla";3
655;"Nestor_meridionalis";3
655;"Passer_domesticus";2
655;"Petroica_australis";3
655;"Petroica_macrocephala";2
655;"Platycercus_eximius";1
655;"Prosthemadera_novaeseelandiae";3
655;"Rhipidura_fuliginosa";3
655;"Turdus_merula";2
655;"Zosterops_lateralis";2
656;"Acanthis_flammea";26
656;"Acanthisitta_chloris";59
656;"Acridotheres_tristis";33
656;"Anthornis_melanura";111
656;"Anthus_novaeseelandiae";10
656;"Aristotelia_serrata";1
656;"Beilschmiedia_tawa";1
656;"Branta_canadensis";2
656;"Callaeas_cinereus";24
656;"Carduelis_carduelis";27
656;"Carpodetus_serratus";2
656;"Chloris_chloris";48
656;"Coprosma_foetidissima";1
656;"Coprosma_grandifolia";2
656;"Cyanoramphus_auriceps";168
656;"Cyanoramphus_novaezelandiae";4
656;"Dacrydium_cupressinum";2
656;"Elaeocarpus_dentatus";2
656;"Elaeocarpus_hookerianus";1
656;"Fringilla_coelebs";96
656;"Fuchsia_excorticata";2
656;"Gerygone_igata";172
656;"Griselinia_littoralis";2
656;"Hemiphaga_novaeseelandiae";127
656;"Leucopogon_fasciculatus";1
656;"Meleagris_gallopavo";2
656;"Melicytus_lanceolatus";1
656;"Mohoua_albicilla";134
656;"Myrsine_salicina";1
656;"Neomyrtus_pedunculata";1
656;"Neopanax_colensoi";1
656;"Nestegis_cunninghamii";2
656;"Nestor_meridionalis";206
656;"Passer_domesticus";96
656;"Pennantia_corymbosa";1
656;"Petroica_australis";188
656;"Petroica_macrocephala";114
656;"Phasianus_colchicus";8
656;"Platycercus_eximius";24
656;"Podocarpus_cunninghamii";1
656;"Porphyrio_melanotus";5
