"Coprosma_cuneata";5;1;4;0;0;1;14;0;0;0;0;13;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_foetidissima";1;8;11;17;69;1;19;0;0;0;1;50;0;0;0;0;8;10;68;2;7;91;13;0;136;17;5;58;9;0;2;1;6;0;1;4;53;13;0;19;5;1;1;0;0;0;4;0;0;0;2;0;0;0;0;0
"Coprosma_fowerakeri";1;2;0;0;0;0;5;2;1;0;0;2;5;0;0;0;3;0;17;0;0;4;13;2;1;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_perpusilla";4;1;0;6;0;2;6;8;2;0;0;2;12;2;0;0;15;4;19;0;1;10;8;2;1;5;2;7;3;0;0;0;8;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_propinqua";4;21;12;30;58;1;29;93;19;16;13;30;24;28;5;50;13;13;112;186;17;22;25;4;78;14;5;112;9;0;9;23;5;2;6;2;20;6;0;5;9;0;0;0;0;6;2;0;0;4;0;0;0;7;0;0
"Coprosma_pseudocuneata";8;4;0;1;8;0;14;1;0;0;1;13;2;0;0;0;1;6;28;0;3;29;7;0;19;10;2;8;3;0;0;0;4;0;16;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_rhamnoides";1;4;5;16;78;1;13;3;0;5;3;49;1;8;0;37;4;17;50;78;15;27;22;5;93;21;15;138;12;0;6;3;15;6;12;9;14;32;4;37;10;15;9;0;2;146;15;0;0;11;32;2;15;19;5;13
"Coprosma_rigida";1;3;4;3;13;0;1;4;0;0;0;3;1;5;0;12;0;0;15;21;0;3;2;0;1;2;0;10;5;0;0;1;7;3;0;0;9;2;0;5;2;0;1;0;0;0;1;0;0;0;1;0;1;3;0;0
"Coprosma_rotundifolia";2;11;12;26;80;1;7;2;0;8;2;32;1;9;0;44;3;3;28;94;10;15;5;2;21;14;8;52;7;0;0;3;6;3;1;4;3;4;0;26;10;4;0;0;0;6;1;0;0;0;1;0;0;2;0;0
"Coprosma_rugosa";1;6;0;1;61;2;12;19;5;3;4;15;7;8;0;2;6;8;56;6;3;9;8;0;54;5;0;1;0;0;0;0;7;0;0;1;12;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_serrulata";8;0;0;0;0;0;20;0;0;0;1;2;2;1;0;0;5;3;73;0;2;13;3;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dacrycarpus_dacrydioides";1;16;9;13;24;0;8;1;0;6;5;31;0;11;0;30;19;16;56;139;30;65;2;1;61;51;23;296;23;0;11;16;18;4;25;22;10;34;1;130;53;22;6;0;0;359;13;1;0;11;27;0;4;23;0;0
"Dacrydium_cupressinum";2;11;10;24;52;0;7;1;0;3;5;51;1;0;0;2;28;41;32;24;50;64;7;3;132;83;18;274;13;0;9;3;16;0;60;16;21;19;1;51;72;39;7;0;0;209;21;0;0;15;28;1;4;21;1;8
"Dracophyllum_longifolium";12;5;7;31;57;4;18;6;6;1;1;16;33;6;0;2;14;9;80;0;5;9;10;1;18;8;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Elaeocarpus_hookerianus";3;12;4;13;23;1;18;2;0;2;1;16;1;5;0;11;8;4;46;32;4;34;24;0;20;22;1;40;14;0;1;0;14;1;7;7;49;20;1;9;8;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0
"Fuchsia_excorticata";3;18;12;35;191;5;21;6;1;10;1;35;1;15;1;73;18;8;84;134;15;30;19;6;30;37;8;107;10;0;1;5;11;0;37;3;20;19;3;58;47;6;3;0;0;111;4;0;0;2;6;0;1;4;0;0
"Gaultheria_antipoda";1;1;2;6;34;1;12;28;5;5;0;10;3;1;1;19;0;5;32;11;1;15;7;2;25;21;3;51;4;0;0;0;3;0;28;2;30;9;0;22;29;10;5;0;0;16;6;0;0;3;1;0;1;3;0;1
"Gaultheria_depressa";5;2;0;11;5;1;18;34;18;0;0;7;34;1;0;11;34;9;154;2;2;32;39;2;11;17;3;17;2;0;0;0;1;0;9;0;34;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Halocarpus_biformis";9;5;0;0;11;0;3;0;0;0;0;5;0;0;0;0;1;4;24;0;2;38;11;0;19;29;0;2;1;0;0;0;10;0;0;0;11;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"Ileostylus_micranthus";2;14;13;59;339;0;19;16;0;22;2;23;0;10;0;52;3;6;6;127;3;5;0;15;2;59;1;17;13;0;1;3;2;1;6;1;4;2;0;5;4;1;0;0;0;6;4;0;0;3;2;0;0;1;0;0
"Isolepis_habra";1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Lepidothamnus_laxifolius";1;0;0;0;0;0;13;0;0;0;1;0;0;0;0;0;2;1;38;1;3;21;3;0;10;21;2;0;0;0;0;0;2;0;0;1;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Leptecophylla_juniperina";12;19;5;8;14;0;24;16;0;7;0;5;0;2;0;1;5;3;44;56;1;27;27;2;17;20;7;68;10;0;0;0;1;1;2;2;28;8;2;2;23;13;3;0;1;88;20;0;0;5;12;1;6;3;1;14
"Leptospermum_scoparium";6;30;17;58;72;1;33;40;5;12;3;20;12;3;1;16;17;15;117;66;9;75;31;6;30;88;28;133;9;0;16;16;18;5;19;11;83;20;5;34;90;23;3;1;0;367;35;1;0;25;65;3;55;31;5;39
"Luzuriaga_parviflora";4;1;1;4;0;2;10;0;0;0;2;17;0;0;0;0;11;0;6;0;7;16;2;0;28;7;4;26;6;0;0;0;7;0;19;1;12;5;0;12;5;3;1;0;0;0;5;0;0;0;0;0;0;0;0;0
"Melicytus_alpinus";1;4;0;14;5;4;12;66;45;8;1;9;44;17;7;51;3;11;81;99;5;3;33;10;3;39;7;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Melicytus_lanceolatus";1;12;3;8;28;0;1;1;0;0;0;1;0;2;0;0;1;3;3;2;3;5;3;1;5;1;13;39;3;0;4;1;6;0;10;6;19;10;0;9;22;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Metrosideros_umbellata";12;11;13;25;8;2;18;5;0;0;13;15;0;3;0;0;22;37;41;7;10;71;6;0;63;121;13;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0
"Muehlenbeckia_axillaris";3;5;1;2;4;0;18;21;19;0;0;14;70;26;11;6;37;19;173;79;7;17;32;4;10;13;1;1;1;0;0;0;2;0;6;1;42;5;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"Myrsine_australis";1;13;8;29;95;0;9;6;0;8;3;22;0;12;1;29;9;5;17;105;15;17;5;8;43;36;14;134;9;0;6;8;12;0;33;14;37;14;3;74;54;49;8;0;0;630;28;0;0;12;44;3;9;36;6;7
"Myrsine_divaricata";4;11;3;12;32;2;25;16;0;5;5;39;3;5;1;13;13;10;50;30;6;51;26;0;58;26;5;12;9;0;0;0;10;2;13;0;32;3;0;0;4;1;0;0;1;3;0;0;0;2;3;0;0;2;0;0
"Neomyrtus_pedunculata";2;1;8;6;17;2;14;0;0;0;3;34;1;2;0;5;7;10;54;9;4;47;13;0;105;10;0;16;4;0;2;2;6;0;2;4;38;16;0;1;4;3;1;0;0;1;3;0;0;0;0;0;0;1;0;0
"Neopanax_colensoi";8;32;11;22;92;0;24;4;2;10;1;43;19;9;0;58;13;17;185;28;10;65;64;10;86;36;2;59;4;0;0;0;4;0;76;4;74;10;0;12;10;2;0;0;0;0;10;0;0;0;0;0;0;0;0;0
"Pentachondra_pumila";9;2;0;27;13;1;16;11;14;3;0;6;10;0;0;1;0;5;105;0;6;36;30;0;10;24;4;19;7;0;0;0;11;0;7;0;35;2;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Peraxilla_colensoi";5;4;11;10;0;1;12;6;0;0;0;12;0;0;0;0;0;0;1;0;0;10;9;0;1;11;0;0;1;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Phormium_tenax";1;31;9;21;47;1;16;69;0;18;5;10;3;8;25;29;16;12;52;329;29;22;10;3;14;18;9;88;2;1;5;67;2;2;43;7;14;3;1;38;24;1;1;1;7;242;22;0;0;12;43;1;24;14;2;14
"Prumnopitys_ferruginea";4;14;3;22;46;1;20;0;0;1;2;54;1;0;0;4;16;30;24;12;27;59;2;2;121;30;12;175;14;0;5;7;12;0;58;25;35;17;0;46;55;46;5;0;0;105;23;0;0;7;10;1;2;11;0;0
"Pseudopanax_crassifolius";2;17;15;25;67;0;27;14;1;13;2;68;0;4;1;36;11;16;124;196;11;65;28;7;146;43;12;147;12;0;2;4;21;3;65;23;46;18;3;39;40;40;4;0;0;117;13;0;0;17;14;5;1;13;1;8
"Pseudowintera_colorata";1;16;19;29;116;2;18;2;0;6;3;69;0;6;0;47;11;19;114;98;10;103;10;3;79;52;8;52;10;0;0;1;18;1;63;17;71;29;0;29;20;6;0;0;0;2;7;0;0;0;1;0;0;2;0;0
"Raukaua_simplex";5;5;1;6;63;1;23;1;0;0;2;43;1;8;0;1;3;6;116;0;2;57;20;0;60;27;0;19;3;0;1;0;9;0;30;1;42;7;0;12;3;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0
"Ripogonum_scandens";1;2;9;14;47;1;5;0;0;0;1;23;0;0;0;12;9;7;3;19;16;9;0;2;102;31;14;84;3;0;1;4;20;0;62;26;2;23;2;43;47;67;3;0;0;134;31;0;0;4;25;3;0;13;0;0
"Rubus_australis";3;7;3;11;0;0;3;0;0;0;0;4;0;0;0;0;1;8;5;2;11;14;0;0;26;10;3;28;2;0;10;0;2;0;7;2;0;0;0;9;2;0;0;0;0;34;4;0;0;6;11;1;1;17;0;5
"Rubus_cissoides";1;7;9;19;71;0;13;1;1;4;0;29;1;5;1;27;2;7;58;62;7;14;22;5;73;41;8;84;8;0;2;2;19;0;49;9;43;18;0;21;31;9;7;0;1;126;24;2;0;5;15;0;0;9;1;0
"Weinmannia_racemosa";4;8;4;24;0;1;13;0;0;0;10;9;0;0;0;0;32;28;31;8;42;88;2;0;25;50;19;142;14;0;7;2;9;0;39;8;18;13;0;64;69;9;8;0;0;6;20;0;0;0;0;0;0;1;0;0
"Acer_pseudoplatanus";0;13;7;16;84;0;0;79;3;6;0;4;1;31;4;45;0;9;44;313;0;7;11;0;0;24;2;44;2;0;0;5;9;5;6;9;6;5;0;5;16;2;0;0;0;8;2;0;0;0;0;0;0;1;0;0
"Alnus_glutinosa";0;1;0;0;3;0;4;1;0;1;0;0;10;9;4;1;5;2;5;46;1;2;2;0;0;6;1;14;0;0;1;7;0;0;1;1;2;2;0;6;7;0;0;0;0;15;3;0;0;0;1;0;0;0;0;0
"Arbutus_unedo";0;5;1;6;17;0;2;5;0;4;0;0;2;6;2;2;0;1;6;162;0;0;1;3;0;4;2;12;4;0;0;2;5;1;1;0;7;2;0;0;7;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0
"Aristotelia_fruticosa";0;2;0;0;0;0;11;25;10;0;0;5;23;5;0;0;2;3;48;2;0;10;29;3;3;18;0;0;2;0;0;0;1;0;0;0;13;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Astelia_fragrans";0;22;7;25;97;1;16;18;0;3;3;32;0;5;0;20;15;5;47;66;10;25;13;3;75;22;11;43;5;0;4;2;6;0;53;10;46;16;0;14;12;19;0;0;0;4;4;0;0;0;0;0;0;0;0;0
"Berberis_darwinii";0;15;4;50;83;0;3;0;0;2;0;0;0;2;2;1;0;0;14;10;0;0;0;0;0;1;2;28;0;0;0;6;2;1;4;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_acerosa";0;2;0;4;10;0;6;0;0;7;1;3;3;5;0;1;2;0;13;13;0;2;1;2;14;9;1;59;20;0;12;376;0;6;12;0;6;7;0;2;1;0;1;0;2;7;3;0;0;12;5;0;40;0;0;13
"Coprosma_areolata";0;9;8;14;67;0;0;0;0;1;0;0;0;4;0;27;0;2;0;28;21;6;0;5;6;7;4;80;6;0;6;7;12;3;10;0;0;8;1;11;6;2;0;0;0;119;5;0;0;2;18;0;0;9;4;0
"Coprosma_crassifolia";0;1;2;28;78;0;0;13;7;18;0;8;1;7;0;41;0;0;25;117;0;0;6;7;0;11;0;33;5;0;1;2;4;5;1;0;0;6;0;3;1;0;1;0;1;27;0;0;0;3;2;0;1;3;1;1
"Coprosma_grandifolia";0;4;0;5;48;0;1;0;0;0;0;0;0;0;0;0;3;6;4;25;81;41;5;8;159;42;22;167;19;0;3;3;13;0;131;26;55;30;2;73;83;46;3;0;0;324;32;0;0;6;26;4;0;25;0;3
"Coprosma_linariifolia";0;2;6;14;23;0;8;8;0;5;0;2;1;10;0;13;0;0;41;58;0;6;19;0;5;12;2;11;9;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coprosma_lucida";0;34;6;29;22;0;24;20;0;0;2;42;0;3;0;19;13;10;23;139;24;31;3;2;81;21;3;92;3;0;3;1;7;0;45;14;22;15;2;49;33;32;1;0;0;184;21;0;0;5;18;0;1;23;1;10
"Coprosma_repens";0;11;0;19;59;0;0;0;0;12;0;0;0;3;2;17;0;4;1;270;20;9;0;8;5;20;5;185;5;0;7;74;8;10;50;4;0;10;0;15;12;5;6;0;3;132;15;0;0;6;19;0;24;5;1;4
"Coprosma_robusta";0;6;2;11;85;0;0;3;0;3;0;0;0;8;4;31;2;1;42;589;14;11;10;7;50;37;29;172;4;0;3;9;11;4;55;14;23;21;2;61;61;20;3;0;0;592;34;0;0;7;30;0;3;16;6;11
"Cordyline_australis";0;27;5;29;82;0;11;125;1;23;4;16;0;16;28;46;11;11;100;786;18;9;7;8;7;20;19;135;16;0;9;45;15;10;35;2;12;27;2;56;46;5;8;1;0;658;26;0;1;8;43;1;12;17;1;14
"Coriaria_angustissima";0;1;0;0;0;0;3;5;0;0;0;3;6;0;0;0;0;1;30;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coriaria_arborea";0;5;0;6;24;0;9;31;0;0;0;16;1;1;1;8;30;7;47;33;12;21;9;6;43;25;13;69;7;0;1;3;4;0;14;9;9;15;1;12;25;10;4;0;0;54;15;2;0;0;5;0;2;13;0;13
"Coriaria_sarmentosa";0;1;0;1;3;0;2;5;4;2;1;3;5;4;2;1;0;6;37;3;0;4;12;1;31;4;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Corokia_cotoneaster";0;6;0;19;38;0;26;51;15;4;0;8;22;10;4;43;1;4;125;73;1;7;23;4;1;20;0;5;1;0;0;2;3;1;12;0;17;4;0;5;7;0;0;0;2;31;1;0;0;2;6;1;2;0;2;13
"Cotoneaster_coriaceus";0;3;0;5;12;0;0;11;0;2;0;0;0;0;0;2;0;2;2;43;0;1;0;1;0;6;3;14;1;0;0;3;1;2;5;4;5;4;0;5;14;2;0;0;0;47;4;0;0;1;5;0;0;0;3;0
"Cotoneaster_franchetii";0;2;1;9;9;0;0;8;2;5;0;0;0;3;4;1;2;4;4;54;0;4;1;4;0;3;1;3;3;0;0;1;1;0;2;2;6;3;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0
"Crataegus_monogyna";0;4;0;12;46;0;4;121;4;8;0;4;0;4;4;44;0;0;39;161;0;4;1;5;0;18;1;19;4;0;0;1;8;2;0;0;2;5;0;14;9;3;0;0;0;32;6;0;0;2;8;0;0;2;0;0
"Euonymus_europaeus";0;4;1;19;13;0;0;19;1;9;0;1;0;12;8;8;0;0;47;209;1;0;6;0;0;7;1;4;7;0;0;2;2;1;0;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"Fuchsia_perscandens";0;3;3;3;9;0;0;1;2;4;0;3;0;2;0;2;1;0;5;18;9;7;0;0;10;2;0;6;2;0;0;2;2;1;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gaultheria_macrostigma";0;7;7;57;32;0;11;3;9;4;0;2;0;0;0;0;1;3;4;0;2;15;23;0;2;5;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Griselinia_littoralis";0;15;8;31;118;2;13;37;3;28;4;79;16;18;2;44;8;10;244;255;8;89;39;7;167;53;11;64;6;0;1;2;11;2;56;14;86;17;0;29;24;18;1;0;0;41;10;0;0;1;4;0;1;4;0;0
"Griselinia_lucida";0;1;0;0;0;0;0;0;0;0;7;1;0;0;0;1;0;2;0;8;17;7;0;1;27;18;10;68;2;0;5;6;5;1;29;9;0;3;1;48;19;21;2;0;0;69;9;0;0;3;10;2;1;6;0;0
"Gunnera_tinctoria";0;5;0;2;14;0;0;2;0;1;0;0;0;0;4;12;0;5;7;58;4;3;0;0;0;2;0;19;0;0;0;1;2;0;24;1;0;0;0;4;2;0;0;0;0;9;4;0;0;0;2;0;0;1;0;0
"Hedera_helix";0;3;1;29;69;0;2;42;0;3;0;1;1;15;9;11;8;9;19;334;3;10;6;1;3;24;2;50;15;0;0;9;16;1;18;5;9;9;1;22;32;7;1;0;0;298;11;0;0;6;5;0;0;3;4;0
"Ilex_aquifolium";0;13;5;29;47;0;2;28;1;0;0;0;0;4;0;6;4;8;51;116;0;4;10;0;0;6;7;24;4;0;0;2;7;0;9;4;0;0;0;6;3;0;0;0;0;15;1;0;0;1;2;0;0;0;0;0
"Leycesteria_formosa";0;2;3;28;51;0;5;37;0;5;0;0;0;14;1;12;5;20;27;53;6;31;0;5;6;60;18;74;6;0;0;2;8;0;8;12;10;0;0;20;45;2;0;0;1;27;8;0;0;0;9;0;0;1;1;0
"Lonicera_japonica";0;1;0;7;9;0;1;3;0;0;0;0;0;2;4;7;2;2;3;110;10;4;0;0;2;16;4;74;5;0;0;20;3;2;13;2;4;9;2;27;36;8;1;0;0;380;24;6;0;6;11;0;0;7;7;0
"Lophomyrtus_obcordata";0;5;3;7;27;0;0;0;0;3;0;3;0;5;0;37;1;0;17;81;0;4;7;4;4;43;3;32;11;0;1;0;20;3;5;1;3;7;0;1;0;3;0;0;0;8;2;0;0;0;0;0;0;0;1;0
"Malus_domestica";0;1;0;4;3;0;0;7;5;0;0;4;2;3;0;4;1;0;6;27;1;3;1;1;0;3;0;3;0;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;0;6;1;0;0;0;2;0;0;1;0;0
"Melicytus_ramiflorus";0;1;1;26;123;0;5;8;0;6;2;31;1;23;0;86;7;12;15;351;40;31;2;6;73;69;25;206;8;0;8;13;17;10;114;26;19;41;9;125;73;74;9;0;1;802;46;0;0;24;51;5;9;28;4;8
"Muehlenbeckia_australis";0;17;4;17;92;0;2;13;1;12;0;37;4;10;20;50;4;7;41;321;6;24;6;4;38;20;10;86;5;0;2;10;18;4;28;8;4;18;1;50;41;8;6;0;0;70;24;0;0;6;4;0;6;2;1;0
"Muehlenbeckia_complexa";0;5;4;17;5;0;4;21;31;15;1;2;9;13;15;60;1;4;26;283;2;12;5;2;25;25;14;164;4;1;5;89;3;8;10;2;1;10;1;17;16;5;5;0;5;113;26;1;0;13;39;1;28;18;3;4
"Paratrophis_microphylla";0;4;3;12;26;0;1;0;0;2;0;0;0;6;0;13;1;0;1;30;13;7;0;0;2;13;2;41;10;0;1;9;21;5;8;4;0;12;1;37;13;2;2;0;0;91;8;0;0;1;20;0;1;9;2;0
"Parsonsia_heterophylla";0;13;4;31;44;0;2;0;0;4;2;8;0;10;0;34;0;2;24;91;7;2;1;6;16;12;4;89;8;0;9;2;19;3;32;6;4;30;1;20;5;10;2;0;3;145;17;0;0;3;13;2;0;2;0;1
"Pennantia_corymbosa";0;4;8;15;35;0;2;6;0;4;5;28;1;2;0;45;0;5;5;92;8;5;2;13;26;17;23;199;8;0;5;6;23;2;14;7;13;24;0;20;11;9;1;0;1;41;0;0;0;3;4;0;0;0;0;0
"Peraxilla_tetrapetala";0;2;0;0;0;0;10;2;0;0;1;9;32;0;2;0;0;0;54;0;0;11;10;0;2;26;0;14;1;0;0;0;4;0;0;4;24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Phormium_colensoi";0;1;2;5;18;2;6;12;1;1;3;3;4;3;2;8;0;5;37;40;13;35;11;5;31;32;5;48;6;0;4;1;6;6;5;2;10;11;2;8;3;0;2;1;0;37;11;0;0;0;0;0;0;1;0;0
"Phyllocladus_trichomanoides";0;5;0;2;8;0;40;10;0;0;2;24;44;0;0;0;13;21;100;10;10;67;47;0;65;63;3;0;3;0;1;0;6;0;0;3;89;2;0;0;12;3;1;0;0;2;5;0;0;0;0;0;0;0;0;0
"Pittosporum_eugenioides";0;28;6;24;115;0;6;8;0;10;0;0;0;11;1;32;0;2;18;349;12;19;0;3;15;49;15;136;6;0;1;8;21;5;43;9;4;8;0;30;20;8;0;0;0;135;14;0;0;7;12;1;2;4;1;0
"Pittosporum_tenuifolium";0;35;8;30;98;0;7;37;0;18;0;13;2;12;16;38;0;1;140;430;3;20;17;3;8;31;21;69;8;0;1;4;16;1;16;4;17;23;4;18;43;16;1;1;0;168;17;0;0;6;9;0;3;7;0;6
"Plagianthus_regius";0;7;6;3;25;0;0;8;0;9;0;7;1;7;5;21;0;0;11;190;0;4;0;1;0;6;4;21;3;0;0;1;3;2;0;0;4;8;0;11;6;0;0;0;0;7;1;0;0;0;5;0;0;0;0;0
"Podocarpus_totara";0;31;5;21;57;0;0;1;0;6;0;4;3;35;2;60;7;10;31;195;4;15;5;7;2;60;8;285;22;0;5;6;37;5;50;5;8;9;5;49;40;1;7;0;0;327;12;0;0;13;62;0;4;36;5;1
"Prumnopitys_taxifolia";0;29;13;23;20;0;4;0;0;7;1;12;0;16;0;50;0;1;14;89;5;9;4;6;17;109;16;125;16;0;4;6;21;3;3;3;27;22;1;28;21;21;2;0;0;77;5;0;0;7;7;0;2;1;0;0
"Prunus_avium";0;6;0;15;2;0;3;6;0;0;0;1;3;4;3;1;0;0;16;38;1;1;5;1;0;3;1;7;0;0;0;0;0;1;5;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"Prunus_cerasifera";0;2;0;0;8;0;0;9;0;3;0;0;1;3;3;6;0;0;6;56;0;0;2;0;0;2;1;6;2;0;0;1;2;0;0;2;2;3;0;0;4;1;0;0;0;7;1;0;0;1;3;0;0;0;1;0
"Prunus_domestica";0;1;0;4;1;0;0;5;0;0;0;0;0;2;1;3;0;1;3;13;0;3;0;0;0;3;0;3;1;0;0;0;0;1;0;0;3;0;1;0;1;1;0;0;0;8;1;0;0;1;0;0;0;2;0;0
"Prunus_laurocerasus";0;3;3;14;30;0;2;7;0;1;0;4;0;4;1;3;3;0;6;59;0;0;6;1;1;18;6;9;5;0;0;1;8;2;5;3;3;1;1;3;2;0;0;0;0;4;2;0;0;1;0;0;0;1;0;0
"Pseudopanax_arboreus";0;5;1;3;41;0;2;2;0;12;0;0;0;11;2;39;0;0;33;465;1;3;7;15;0;39;32;174;10;0;1;0;7;2;7;6;16;10;2;14;57;8;4;0;0;130;26;0;0;9;16;2;1;10;0;4
"Raukaua_edgerleyi";0;1;3;8;37;1;1;0;0;0;0;4;0;0;0;2;4;6;4;0;1;2;1;0;9;4;5;29;0;0;0;1;5;1;24;5;5;8;0;11;26;5;1;0;0;40;5;0;0;0;4;3;0;4;0;0
"Ribes_sanguineum";0;1;3;26;52;0;3;29;1;2;0;0;1;5;0;0;0;1;3;85;0;1;3;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rosa_rubiginosa";0;1;0;2;2;0;4;103;13;3;0;23;50;12;4;13;0;10;110;51;0;3;12;4;0;8;1;9;0;0;0;1;1;0;0;0;4;4;0;1;1;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0
"Rubus_fruticosus";0;1;0;1;3;0;0;9;0;1;0;1;0;1;4;2;1;0;8;50;5;1;6;0;11;0;0;9;0;0;0;4;0;0;1;1;3;7;0;1;8;4;0;0;0;15;3;0;0;0;1;0;0;1;7;0
