values,cell_id,X,Y
0,"73",1634971.00093169,6089224.14464992
0,"74",1644971.00093169,6089224.14464992
0,"75",1654971.00093169,6089224.14464992
0,"76",1664971.00093169,6089224.14464992
0,"77",1674971.00093169,6089224.14464992
0,"78",1684971.00093169,6089224.14464992
0,"79",1694971.00093169,6089224.14464992
0,"80",1704971.00093169,6089224.14464992
0,"81",1714971.00093169,6089224.14464992
0,"82",1724971.00093169,6089224.14464992
0,"83",1624971.00093169,6079224.14464992
0,"84",1634971.00093169,6079224.14464992
0,"85",1644971.00093169,6079224.14464992
0,"86",1654971.00093169,6079224.14464992
0,"87",1664971.00093169,6079224.14464992
0,"88",1674971.00093169,6079224.14464992
0,"89",1684971.00093169,6079224.14464992
0,"90",1694971.00093169,6079224.14464992
0,"91",1704971.00093169,6079224.14464992
0,"92",1714971.00093169,6079224.14464992
0,"93",1724971.00093169,6079224.14464992
0,"94",1734971.00093169,6079224.14464992
0,"95",1624971.00093169,6069224.14464992
0,"96",1634971.00093169,6069224.14464992
0,"97",1644971.00093169,6069224.14464992
0,"98",1654971.00093169,6069224.14464992
0,"99",1664971.00093169,6069224.14464992
0,"100",1674971.00093169,6069224.14464992
0,"101",1684971.00093169,6069224.14464992
0,"102",1694971.00093169,6069224.14464992
0,"103",1704971.00093169,6069224.14464992
0,"104",1714971.00093169,6069224.14464992
0,"105",1724971.00093169,6069224.14464992
0,"106",1734971.00093169,6069224.14464992
0,"107",1634971.00093169,6059224.14464992
0,"108",1644971.00093169,6059224.14464992
0,"109",1654971.00093169,6059224.14464992
0,"110",1664971.00093169,6059224.14464992
0,"111",1674971.00093169,6059224.14464992
0,"112",1684971.00093169,6059224.14464992
0,"113",1694971.00093169,6059224.14464992
0,"114",1704971.00093169,6059224.14464992
0,"115",1714971.00093169,6059224.14464992
0,"116",1724971.00093169,6059224.14464992
0,"117",1734971.00093169,6059224.14464992
0,"118",1644971.00093169,6049224.14464992
0,"119",1654971.00093169,6049224.14464992
0,"120",1664971.00093169,6049224.14464992
0,"121",1674971.00093169,6049224.14464992
0,"122",1684971.00093169,6049224.14464992
0,"123",1694971.00093169,6049224.14464992
0,"124",1704971.00093169,6049224.14464992
0,"125",1714971.00093169,6049224.14464992
0,"126",1724971.00093169,6049224.14464992
0,"127",1734971.00093169,6049224.14464992
0,"128",1744971.00093169,6049224.14464992
0,"129",1644971.00093169,6039224.14464992
0,"130",1654971.00093169,6039224.14464992
0,"131",1664971.00093169,6039224.14464992
0,"132",1674971.00093169,6039224.14464992
0,"133",1684971.00093169,6039224.14464992
0,"134",1694971.00093169,6039224.14464992
0,"135",1704971.00093169,6039224.14464992
0,"136",1714971.00093169,6039224.14464992
0,"137",1724971.00093169,6039224.14464992
0,"138",1734971.00093169,6039224.14464992
0,"139",1744971.00093169,6039224.14464992
0,"140",1654971.00093169,6029224.14464992
0,"141",1664971.00093169,6029224.14464992
0,"142",1674971.00093169,6029224.14464992
0,"143",1684971.00093169,6029224.14464992
0,"144",1694971.00093169,6029224.14464992
0,"145",1704971.00093169,6029224.14464992
0,"146",1714971.00093169,6029224.14464992
0,"147",1724971.00093169,6029224.14464992
0,"148",1734971.00093169,6029224.14464992
0,"149",1744971.00093169,6029224.14464992
0,"150",1664971.00093169,6019224.14464992
0,"151",1674971.00093169,6019224.14464992
0,"152",1684971.00093169,6019224.14464992
0,"153",1694971.00093169,6019224.14464992
0,"154",1704971.00093169,6019224.14464992
0,"155",1714971.00093169,6019224.14464992
0,"156",1724971.00093169,6019224.14464992
0,"157",1734971.00093169,6019224.14464992
0,"158",1674971.00093169,6009224.14464992
0,"159",1684971.00093169,6009224.14464992
0,"160",1694971.00093169,6009224.14464992
0,"161",1704971.00093169,6009224.14464992
0,"162",1714971.00093169,6009224.14464992
0,"163",1724971.00093169,6009224.14464992
0,"164",1734971.00093169,6009224.14464992
0,"165",1744971.00093169,6009224.14464992
0,"166",1674971.00093169,5999224.14464992
0,"167",1684971.00093169,5999224.14464992
0,"168",1694971.00093169,5999224.14464992
0,"169",1704971.00093169,5999224.14464992
0,"170",1714971.00093169,5999224.14464992
0,"171",1724971.00093169,5999224.14464992
0,"172",1734971.00093169,5999224.14464992
0,"173",1744971.00093169,5999224.14464992
0,"174",1684971.00093169,5989224.14464992
0,"175",1694971.00093169,5989224.14464992
0,"176",1704971.00093169,5989224.14464992
0,"177",1714971.00093169,5989224.14464992
0,"178",1724971.00093169,5989224.14464992
0,"179",1734971.00093169,5989224.14464992
0,"180",1744971.00093169,5989224.14464992
0,"181",1754971.00093169,5989224.14464992
0,"182",1764971.00093169,5989224.14464992
0,"183",1694971.00093169,5979224.14464992
0,"184",1704971.00093169,5979224.14464992
0,"185",1714971.00093169,5979224.14464992
0,"186",1724971.00093169,5979224.14464992
0,"187",1734971.00093169,5979224.14464992
0,"188",1744971.00093169,5979224.14464992
0,"189",1754971.00093169,5979224.14464992
0,"190",1764971.00093169,5979224.14464992
0,"191",1694971.00093169,5969224.14464992
0,"192",1704971.00093169,5969224.14464992
0,"193",1714971.00093169,5969224.14464992
0,"194",1724971.00093169,5969224.14464992
0,"195",1734971.00093169,5969224.14464992
0,"196",1744971.00093169,5969224.14464992
0,"197",1754971.00093169,5969224.14464992
0,"198",1764971.00093169,5969224.14464992
0,"199",1704971.00093169,5959224.14464992
0,"200",1714971.00093169,5959224.14464992
0,"201",1724971.00093169,5959224.14464992
0,"202",1734971.00093169,5959224.14464992
0,"203",1744971.00093169,5959224.14464992
0,"204",1754971.00093169,5959224.14464992
0,"205",1804971.00093169,5959224.14464992
0,"206",1814971.00093169,5959224.14464992
0,"207",1824971.00093169,5959224.14464992
0,"208",1704971.00093169,5949224.14464992
0,"209",1714971.00093169,5949224.14464992
0,"210",1724971.00093169,5949224.14464992
0,"211",1734971.00093169,5949224.14464992
0,"212",1744971.00093169,5949224.14464992
0,"213",1754971.00093169,5949224.14464992
0,"214",1764971.00093169,5949224.14464992
0,"215",1804971.00093169,5949224.14464992
0,"216",1814971.00093169,5949224.14464992
0,"217",1824971.00093169,5949224.14464992
0,"218",1834971.00093169,5949224.14464992
0,"219",1714971.00093169,5939224.14464992
0,"220",1724971.00093169,5939224.14464992
0,"221",1734971.00093169,5939224.14464992
0,"222",1744971.00093169,5939224.14464992
0,"223",1754971.00093169,5939224.14464992
0,"224",1814971.00093169,5939224.14464992
0,"225",1824971.00093169,5939224.14464992
0,"226",1834971.00093169,5939224.14464992
0,"227",1844971.00093169,5939224.14464992
0,"228",1724971.00093169,5929224.14464992
0,"229",1734971.00093169,5929224.14464992
0,"230",1744971.00093169,5929224.14464992
0,"231",1754971.00093169,5929224.14464992
0,"232",1764971.00093169,5929224.14464992
0,"233",1814971.00093169,5929224.14464992
0,"234",1824971.00093169,5929224.14464992
0,"235",1834971.00093169,5929224.14464992
0,"236",1844971.00093169,5929224.14464992
0,"237",1854971.00093169,5929224.14464992
0,"238",1724971.00093169,5919224.14464992
0,"239",1734971.00093169,5919224.14464992
0,"240",1744971.00093169,5919224.14464992
0,"241",1754971.00093169,5919224.14464992
0,"242",1764971.00093169,5919224.14464992
0,"243",1774971.00093169,5919224.14464992
0,"244",1784971.00093169,5919224.14464992
0,"245",1814971.00093169,5919224.14464992
0,"246",1824971.00093169,5919224.14464992
0,"247",1834971.00093169,5919224.14464992
0,"248",1844971.00093169,5919224.14464992
0,"249",1854971.00093169,5919224.14464992
0,"250",1724971.00093169,5909224.14464992
0,"251",1734971.00093169,5909224.14464992
0,"252",1744971.00093169,5909224.14464992
0,"253",1754971.00093169,5909224.14464992
0,"254",1764971.00093169,5909224.14464992
0,"255",1774971.00093169,5909224.14464992
0,"256",1784971.00093169,5909224.14464992
0,"257",1794971.00093169,5909224.14464992
0,"258",1804971.00093169,5909224.14464992
0,"259",1814971.00093169,5909224.14464992
0,"260",1824971.00093169,5909224.14464992
0,"261",1834971.00093169,5909224.14464992
0,"262",1844971.00093169,5909224.14464992
0,"263",1854971.00093169,5909224.14464992
0,"264",1734971.00093169,5899224.14464992
0,"265",1744971.00093169,5899224.14464992
0,"266",1754971.00093169,5899224.14464992
0,"267",1764971.00093169,5899224.14464992
0,"268",1774971.00093169,5899224.14464992
0,"269",1784971.00093169,5899224.14464992
0,"270",1794971.00093169,5899224.14464992
0,"271",1804971.00093169,5899224.14464992
0,"272",1824971.00093169,5899224.14464992
0,"273",1834971.00093169,5899224.14464992
0,"274",1844971.00093169,5899224.14464992
0,"275",1854971.00093169,5899224.14464992
0,"276",1734971.00093169,5889224.14464992
0,"277",1744971.00093169,5889224.14464992
0,"278",1754971.00093169,5889224.14464992
0,"279",1764971.00093169,5889224.14464992
0,"280",1774971.00093169,5889224.14464992
0,"281",1784971.00093169,5889224.14464992
0,"282",1794971.00093169,5889224.14464992
0,"283",1804971.00093169,5889224.14464992
0,"284",1824971.00093169,5889224.14464992
0,"285",1834971.00093169,5889224.14464992
0,"286",1844971.00093169,5889224.14464992
0,"287",1854971.00093169,5889224.14464992
0,"288",1744971.00093169,5879224.14464992
0,"289",1754971.00093169,5879224.14464992
0,"290",1764971.00093169,5879224.14464992
0,"291",1774971.00093169,5879224.14464992
0,"292",1784971.00093169,5879224.14464992
0,"293",1794971.00093169,5879224.14464992
0,"294",1804971.00093169,5879224.14464992
0,"295",1814971.00093169,5879224.14464992
0,"296",1824971.00093169,5879224.14464992
0,"297",1834971.00093169,5879224.14464992
0,"298",1844971.00093169,5879224.14464992
0,"299",1854971.00093169,5879224.14464992
0,"300",1744971.00093169,5869224.14464992
0,"301",1754971.00093169,5869224.14464992
0,"302",1764971.00093169,5869224.14464992
0,"303",1774971.00093169,5869224.14464992
0,"304",1784971.00093169,5869224.14464992
0,"305",1794971.00093169,5869224.14464992
0,"306",1804971.00093169,5869224.14464992
0,"307",1814971.00093169,5869224.14464992
0,"308",1824971.00093169,5869224.14464992
0,"309",1834971.00093169,5869224.14464992
0,"310",1844971.00093169,5869224.14464992
0,"311",1854971.00093169,5869224.14464992
0,"312",1754971.00093169,5859224.14464992
0,"313",1764971.00093169,5859224.14464992
0,"314",1774971.00093169,5859224.14464992
0,"315",1784971.00093169,5859224.14464992
0,"316",1794971.00093169,5859224.14464992
0,"317",1804971.00093169,5859224.14464992
0,"318",1814971.00093169,5859224.14464992
0,"319",1824971.00093169,5859224.14464992
0,"320",1834971.00093169,5859224.14464992
0,"321",1844971.00093169,5859224.14464992
0,"322",1854971.00093169,5859224.14464992
0,"323",1864971.00093169,5859224.14464992
0,"324",1754971.00093169,5849224.14464992
0,"325",1764971.00093169,5849224.14464992
0,"326",1774971.00093169,5849224.14464992
0,"327",1784971.00093169,5849224.14464992
0,"328",1794971.00093169,5849224.14464992
0,"329",1804971.00093169,5849224.14464992
0,"330",1814971.00093169,5849224.14464992
0,"331",1824971.00093169,5849224.14464992
0,"332",1834971.00093169,5849224.14464992
0,"333",1844971.00093169,5849224.14464992
0,"334",1854971.00093169,5849224.14464992
0,"335",1864971.00093169,5849224.14464992
0,"336",1754971.00093169,5839224.14464992
0,"337",1764971.00093169,5839224.14464992
0,"338",1774971.00093169,5839224.14464992
0,"339",1784971.00093169,5839224.14464992
0,"340",1794971.00093169,5839224.14464992
0,"341",1804971.00093169,5839224.14464992
0,"342",1814971.00093169,5839224.14464992
0,"343",1824971.00093169,5839224.14464992
0,"344",1834971.00093169,5839224.14464992
0,"345",1844971.00093169,5839224.14464992
0,"346",1854971.00093169,5839224.14464992
0,"347",1864971.00093169,5839224.14464992
0,"348",1754971.00093169,5829224.14464992
0,"349",1764971.00093169,5829224.14464992
0,"350",1774971.00093169,5829224.14464992
0,"351",1784971.00093169,5829224.14464992
0,"352",1794971.00093169,5829224.14464992
0,"353",1804971.00093169,5829224.14464992
0,"354",1814971.00093169,5829224.14464992
0,"355",1824971.00093169,5829224.14464992
0,"356",1834971.00093169,5829224.14464992
0,"357",1844971.00093169,5829224.14464992
0,"358",1854971.00093169,5829224.14464992
0,"359",1864971.00093169,5829224.14464992
0,"360",1874971.00093169,5829224.14464992
0,"361",1884971.00093169,5829224.14464992
0,"362",2034971.00093169,5829224.14464992
0,"363",2044971.00093169,5829224.14464992
0,"364",2054971.00093169,5829224.14464992
0,"365",2064971.00093169,5829224.14464992
0,"366",2074971.00093169,5829224.14464992
0,"367",1764971.00093169,5819224.14464992
0,"368",1774971.00093169,5819224.14464992
0,"369",1784971.00093169,5819224.14464992
0,"370",1794971.00093169,5819224.14464992
0,"371",1804971.00093169,5819224.14464992
0,"372",1814971.00093169,5819224.14464992
0,"373",1824971.00093169,5819224.14464992
0,"374",1834971.00093169,5819224.14464992
0,"375",1844971.00093169,5819224.14464992
0,"376",1854971.00093169,5819224.14464992
0,"377",1864971.00093169,5819224.14464992
0,"378",1874971.00093169,5819224.14464992
0,"379",1884971.00093169,5819224.14464992
0,"380",1894971.00093169,5819224.14464992
0,"381",1904971.00093169,5819224.14464992
0,"382",2014971.00093169,5819224.14464992
0,"383",2024971.00093169,5819224.14464992
0,"384",2034971.00093169,5819224.14464992
0,"385",2044971.00093169,5819224.14464992
0,"386",2054971.00093169,5819224.14464992
0,"387",2064971.00093169,5819224.14464992
0,"388",2074971.00093169,5819224.14464992
0,"389",2084971.00093169,5819224.14464992
0,"390",1754971.00093169,5809224.14464992
0,"391",1764971.00093169,5809224.14464992
0,"392",1774971.00093169,5809224.14464992
0,"393",1784971.00093169,5809224.14464992
0,"394",1794971.00093169,5809224.14464992
0,"395",1804971.00093169,5809224.14464992
0,"396",1814971.00093169,5809224.14464992
0,"397",1824971.00093169,5809224.14464992
0,"398",1834971.00093169,5809224.14464992
0,"399",1844971.00093169,5809224.14464992
0,"400",1854971.00093169,5809224.14464992
0,"401",1864971.00093169,5809224.14464992
0,"402",1874971.00093169,5809224.14464992
0,"403",1884971.00093169,5809224.14464992
0,"404",1894971.00093169,5809224.14464992
0,"405",1904971.00093169,5809224.14464992
0,"406",1914971.00093169,5809224.14464992
0,"407",1924971.00093169,5809224.14464992
0,"408",2004971.00093169,5809224.14464992
0,"409",2014971.00093169,5809224.14464992
0,"410",2024971.00093169,5809224.14464992
0,"411",2034971.00093169,5809224.14464992
0,"412",2044971.00093169,5809224.14464992
0,"413",2054971.00093169,5809224.14464992
0,"414",2064971.00093169,5809224.14464992
0,"415",2074971.00093169,5809224.14464992
0,"416",2084971.00093169,5809224.14464992
0,"417",1754971.00093169,5799224.14464992
0,"418",1764971.00093169,5799224.14464992
0,"419",1774971.00093169,5799224.14464992
0,"420",1784971.00093169,5799224.14464992
0,"421",1794971.00093169,5799224.14464992
0,"422",1804971.00093169,5799224.14464992
0,"423",1814971.00093169,5799224.14464992
0,"424",1824971.00093169,5799224.14464992
0,"425",1834971.00093169,5799224.14464992
0,"426",1844971.00093169,5799224.14464992
0,"427",1854971.00093169,5799224.14464992
0,"428",1864971.00093169,5799224.14464992
0,"429",1874971.00093169,5799224.14464992
0,"430",1884971.00093169,5799224.14464992
0,"431",1894971.00093169,5799224.14464992
0,"432",1904971.00093169,5799224.14464992
0,"433",1914971.00093169,5799224.14464992
0,"434",1924971.00093169,5799224.14464992
0,"435",1934971.00093169,5799224.14464992
0,"436",1944971.00093169,5799224.14464992
0,"437",1994971.00093169,5799224.14464992
0,"438",2004971.00093169,5799224.14464992
0,"439",2014971.00093169,5799224.14464992
0,"440",2024971.00093169,5799224.14464992
0,"441",2034971.00093169,5799224.14464992
0,"442",2044971.00093169,5799224.14464992
0,"443",2054971.00093169,5799224.14464992
0,"444",2064971.00093169,5799224.14464992
0,"445",2074971.00093169,5799224.14464992
0,"446",2084971.00093169,5799224.14464992
0,"447",1754971.00093169,5789224.14464992
0,"448",1764971.00093169,5789224.14464992
0,"449",1774971.00093169,5789224.14464992
0,"450",1784971.00093169,5789224.14464992
0,"451",1794971.00093169,5789224.14464992
0,"452",1804971.00093169,5789224.14464992
0,"453",1814971.00093169,5789224.14464992
0,"454",1824971.00093169,5789224.14464992
0,"455",1834971.00093169,5789224.14464992
0,"456",1844971.00093169,5789224.14464992
0,"457",1854971.00093169,5789224.14464992
0,"458",1864971.00093169,5789224.14464992
0,"459",1874971.00093169,5789224.14464992
0,"460",1884971.00093169,5789224.14464992
0,"461",1894971.00093169,5789224.14464992
0,"462",1904971.00093169,5789224.14464992
0,"463",1914971.00093169,5789224.14464992
0,"464",1924971.00093169,5789224.14464992
0,"465",1934971.00093169,5789224.14464992
0,"466",1944971.00093169,5789224.14464992
0,"467",1954971.00093169,5789224.14464992
0,"468",1964971.00093169,5789224.14464992
0,"469",1974971.00093169,5789224.14464992
0,"470",1984971.00093169,5789224.14464992
0,"471",1994971.00093169,5789224.14464992
0,"472",2004971.00093169,5789224.14464992
0,"473",2014971.00093169,5789224.14464992
0,"474",2024971.00093169,5789224.14464992
0,"475",2034971.00093169,5789224.14464992
0,"476",2044971.00093169,5789224.14464992
0,"477",2054971.00093169,5789224.14464992
0,"478",2064971.00093169,5789224.14464992
0,"479",2074971.00093169,5789224.14464992
0,"480",1744971.00093169,5779224.14464992
0,"481",1754971.00093169,5779224.14464992
0,"482",1764971.00093169,5779224.14464992
0,"483",1774971.00093169,5779224.14464992
0,"484",1784971.00093169,5779224.14464992
0,"485",1794971.00093169,5779224.14464992
0,"486",1804971.00093169,5779224.14464992
0,"487",1814971.00093169,5779224.14464992
0,"488",1824971.00093169,5779224.14464992
0,"489",1834971.00093169,5779224.14464992
0,"490",1844971.00093169,5779224.14464992
0,"491",1854971.00093169,5779224.14464992
0,"492",1864971.00093169,5779224.14464992
0,"493",1874971.00093169,5779224.14464992
0,"494",1884971.00093169,5779224.14464992
0,"495",1894971.00093169,5779224.14464992
0,"496",1904971.00093169,5779224.14464992
0,"497",1914971.00093169,5779224.14464992
0,"498",1924971.00093169,5779224.14464992
0,"499",1934971.00093169,5779224.14464992
0,"500",1944971.00093169,5779224.14464992
0,"501",1954971.00093169,5779224.14464992
0,"502",1964971.00093169,5779224.14464992
0,"503",1974971.00093169,5779224.14464992
0,"504",1984971.00093169,5779224.14464992
0,"505",1994971.00093169,5779224.14464992
0,"506",2004971.00093169,5779224.14464992
0,"507",2014971.00093169,5779224.14464992
0,"508",2024971.00093169,5779224.14464992
0,"509",2034971.00093169,5779224.14464992
0,"510",2044971.00093169,5779224.14464992
0,"511",2054971.00093169,5779224.14464992
0,"512",2064971.00093169,5779224.14464992
0,"513",2074971.00093169,5779224.14464992
0,"514",1744971.00093169,5769224.14464992
0,"515",1754971.00093169,5769224.14464992
0,"516",1764971.00093169,5769224.14464992
0,"517",1774971.00093169,5769224.14464992
0,"518",1784971.00093169,5769224.14464992
0,"519",1794971.00093169,5769224.14464992
0,"520",1804971.00093169,5769224.14464992
0,"521",1814971.00093169,5769224.14464992
0,"522",1824971.00093169,5769224.14464992
0,"523",1834971.00093169,5769224.14464992
0,"524",1844971.00093169,5769224.14464992
0,"525",1854971.00093169,5769224.14464992
0,"526",1864971.00093169,5769224.14464992
0,"527",1874971.00093169,5769224.14464992
0,"528",1884971.00093169,5769224.14464992
0,"529",1894971.00093169,5769224.14464992
0,"530",1904971.00093169,5769224.14464992
0,"531",1914971.00093169,5769224.14464992
0,"532",1924971.00093169,5769224.14464992
0,"533",1934971.00093169,5769224.14464992
0,"534",1944971.00093169,5769224.14464992
0,"535",1954971.00093169,5769224.14464992
0,"536",1964971.00093169,5769224.14464992
0,"537",1974971.00093169,5769224.14464992
0,"538",1984971.00093169,5769224.14464992
0,"539",1994971.00093169,5769224.14464992
0,"540",2004971.00093169,5769224.14464992
0,"541",2014971.00093169,5769224.14464992
0,"542",2024971.00093169,5769224.14464992
0,"543",2034971.00093169,5769224.14464992
0,"544",2044971.00093169,5769224.14464992
0,"545",2054971.00093169,5769224.14464992
0,"546",2064971.00093169,5769224.14464992
0,"547",2074971.00093169,5769224.14464992
0,"548",1744971.00093169,5759224.14464992
0,"549",1754971.00093169,5759224.14464992
0,"550",1764971.00093169,5759224.14464992
0,"551",1774971.00093169,5759224.14464992
0,"552",1784971.00093169,5759224.14464992
0,"553",1794971.00093169,5759224.14464992
0,"554",1804971.00093169,5759224.14464992
0,"555",1814971.00093169,5759224.14464992
0,"556",1824971.00093169,5759224.14464992
0,"557",1834971.00093169,5759224.14464992
0,"558",1844971.00093169,5759224.14464992
0,"559",1854971.00093169,5759224.14464992
0,"560",1864971.00093169,5759224.14464992
0,"561",1874971.00093169,5759224.14464992
0,"562",1884971.00093169,5759224.14464992
0,"563",1894971.00093169,5759224.14464992
0,"564",1904971.00093169,5759224.14464992
0,"565",1914971.00093169,5759224.14464992
0,"566",1924971.00093169,5759224.14464992
0,"567",1934971.00093169,5759224.14464992
0,"568",1944971.00093169,5759224.14464992
0,"569",1954971.00093169,5759224.14464992
0,"570",1964971.00093169,5759224.14464992
0,"571",1974971.00093169,5759224.14464992
0,"572",1984971.00093169,5759224.14464992
0,"573",1994971.00093169,5759224.14464992
0,"574",2004971.00093169,5759224.14464992
0,"575",2014971.00093169,5759224.14464992
0,"576",2024971.00093169,5759224.14464992
0,"577",2034971.00093169,5759224.14464992
0,"578",2044971.00093169,5759224.14464992
0,"579",2054971.00093169,5759224.14464992
0,"580",2064971.00093169,5759224.14464992
0,"581",2074971.00093169,5759224.14464992
0,"582",1744971.00093169,5749224.14464992
0,"583",1754971.00093169,5749224.14464992
0,"584",1764971.00093169,5749224.14464992
0,"585",1774971.00093169,5749224.14464992
0,"586",1784971.00093169,5749224.14464992
0,"587",1794971.00093169,5749224.14464992
0,"588",1804971.00093169,5749224.14464992
0,"589",1814971.00093169,5749224.14464992
0,"590",1824971.00093169,5749224.14464992
0,"591",1834971.00093169,5749224.14464992
0,"592",1844971.00093169,5749224.14464992
0,"593",1854971.00093169,5749224.14464992
0,"594",1864971.00093169,5749224.14464992
0,"595",1874971.00093169,5749224.14464992
0,"596",1884971.00093169,5749224.14464992
0,"597",1894971.00093169,5749224.14464992
0,"598",1904971.00093169,5749224.14464992
0,"599",1914971.00093169,5749224.14464992
0,"600",1924971.00093169,5749224.14464992
0,"601",1934971.00093169,5749224.14464992
0,"602",1944971.00093169,5749224.14464992
0,"603",1954971.00093169,5749224.14464992
0,"604",1964971.00093169,5749224.14464992
0,"605",1974971.00093169,5749224.14464992
0,"606",1984971.00093169,5749224.14464992
0,"607",1994971.00093169,5749224.14464992
0,"608",2004971.00093169,5749224.14464992
0,"609",2014971.00093169,5749224.14464992
0,"610",2024971.00093169,5749224.14464992
0,"611",2034971.00093169,5749224.14464992
0,"612",2044971.00093169,5749224.14464992
0,"613",2054971.00093169,5749224.14464992
0,"614",2064971.00093169,5749224.14464992
0,"615",1744971.00093169,5739224.14464992
0,"616",1754971.00093169,5739224.14464992
0,"617",1764971.00093169,5739224.14464992
0,"618",1774971.00093169,5739224.14464992
0,"619",1784971.00093169,5739224.14464992
0,"620",1794971.00093169,5739224.14464992
0,"621",1804971.00093169,5739224.14464992
0,"622",1814971.00093169,5739224.14464992
0,"623",1824971.00093169,5739224.14464992
0,"624",1834971.00093169,5739224.14464992
0,"625",1844971.00093169,5739224.14464992
0,"626",1854971.00093169,5739224.14464992
0,"627",1864971.00093169,5739224.14464992
0,"628",1874971.00093169,5739224.14464992
0,"629",1884971.00093169,5739224.14464992
0,"630",1894971.00093169,5739224.14464992
0,"631",1904971.00093169,5739224.14464992
0,"632",1914971.00093169,5739224.14464992
0,"633",1924971.00093169,5739224.14464992
0,"634",1934971.00093169,5739224.14464992
0,"635",1944971.00093169,5739224.14464992
0,"636",1954971.00093169,5739224.14464992
0,"637",1964971.00093169,5739224.14464992
0,"638",1974971.00093169,5739224.14464992
0,"639",1984971.00093169,5739224.14464992
0,"640",1994971.00093169,5739224.14464992
0,"641",2004971.00093169,5739224.14464992
0,"642",2014971.00093169,5739224.14464992
0,"643",2024971.00093169,5739224.14464992
0,"644",2034971.00093169,5739224.14464992
0,"645",2044971.00093169,5739224.14464992
0,"646",2054971.00093169,5739224.14464992
0,"647",2064971.00093169,5739224.14464992
0,"648",1744971.00093169,5729224.14464992
0,"649",1754971.00093169,5729224.14464992
0,"650",1764971.00093169,5729224.14464992
0,"651",1774971.00093169,5729224.14464992
0,"652",1784971.00093169,5729224.14464992
0,"653",1794971.00093169,5729224.14464992
0,"654",1804971.00093169,5729224.14464992
0,"655",1814971.00093169,5729224.14464992
0,"656",1824971.00093169,5729224.14464992
0,"657",1834971.00093169,5729224.14464992
0,"658",1844971.00093169,5729224.14464992
0,"659",1854971.00093169,5729224.14464992
0,"660",1864971.00093169,5729224.14464992
0,"661",1874971.00093169,5729224.14464992
0,"662",1884971.00093169,5729224.14464992
0,"663",1894971.00093169,5729224.14464992
0,"664",1904971.00093169,5729224.14464992
0,"665",1914971.00093169,5729224.14464992
