"species";"guild";"status";"n";"trait";"mean.value";"sd.value"
"Zosterops_lateralis";"birds";"Native";22;"Tail.Length";42,2272727272727;4,15969113072477
"Zosterops_lateralis";"birds";"Native";22;"Tarsus.Length";16,4;0,613188388670236
"Zosterops_lateralis";"birds";"Native";4;"WING_LENGTH_cm";6,075;0,0957427107756339
"Zosterops_lateralis";"birds";"Native";22;"Wing.Length";59;2,84521318976946
"Acer_pseudoplatanus";"plants";"Exotic";2;"FRUIT_DIAMETER_mm";10,75;2,47487373415292
"Acer_pseudoplatanus";"plants";"Exotic";2;"FRUIT_LENGTH_mm";33,5;7,77817459305202
"Acer_pseudoplatanus";"plants";"Exotic";2;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;0
"Aciphylla_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";5,33;NA
"Aciphylla_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";5,33;NA
"Aciphylla_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,5667;NA
"Acrothamnus_colensoi";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,5;NA
"Acrothamnus_colensoi";"plants";"Native";1;"FRUIT_LENGTH_mm";4,5;NA
"Acrothamnus_colensoi";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,1;NA
"Actinidia_arguta";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";25;NA
"Actinidia_arguta";"plants";"Exotic";1;"FRUIT_LENGTH_mm";40;NA
"Actinidia_arguta";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9,144;NA
"Actinidia_chinensis";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";35;NA
"Actinidia_chinensis";"plants";"Exotic";1;"FRUIT_LENGTH_mm";60;NA
"Actinidia_chinensis";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9,144;NA
"Alectryon_excelsus";"plants";"Native";1;"FRUIT_DIAMETER_mm";12;NA
"Alectryon_excelsus";"plants";"Native";1;"FRUIT_LENGTH_mm";17;NA
"Alectryon_excelsus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Alepis_flavida";"plants";"Native";4;"FRUIT_DIAMETER_mm";3,125;0,35
"Alepis_flavida";"plants";"Native";4;"FRUIT_LENGTH_mm";4,75;0,613731754650732
"Alepis_flavida";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;0
"Alnus_glutinosa";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";13;NA
"Alnus_glutinosa";"plants";"Exotic";1;"FRUIT_LENGTH_mm";13;NA
"Alnus_glutinosa";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Alseuosmia_macrophylla";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Alseuosmia_macrophylla";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Alseuosmia_macrophylla";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Androstoma_empetrifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";1,75;NA
"Androstoma_empetrifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";2,5;NA
"Androstoma_empetrifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,2;NA
"Arbutus_unedo";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";18;NA
"Arbutus_unedo";"plants";"Exotic";1;"FRUIT_LENGTH_mm";18;NA
"Arbutus_unedo";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";13,5;NA
"Archontophoenix_cunninghamiana";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";12,5;NA
"Archontophoenix_cunninghamiana";"plants";"Exotic";1;"FRUIT_LENGTH_mm";12,5;NA
"Archontophoenix_cunninghamiana";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";14;NA
"Aristotelia_fruticosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";3,5;NA
"Aristotelia_fruticosa";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Aristotelia_fruticosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Aristotelia_serrata";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Aristotelia_serrata";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Aristotelia_serrata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Ascarina_lucida";"plants";"Native";1;"FRUIT_DIAMETER_mm";1,8;NA
"Ascarina_lucida";"plants";"Native";1;"FRUIT_LENGTH_mm";2,3;NA
"Ascarina_lucida";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Asparagus_asparagoides";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Asparagus_asparagoides";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Asparagus_asparagoides";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Asparagus_scandens";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Asparagus_scandens";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Asparagus_scandens";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Astelia_banksii";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Astelia_banksii";"plants";"Native";1;"FRUIT_LENGTH_mm";8;NA
"Astelia_banksii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1,25;NA
"Astelia_fragrans";"plants";"Native";1;"FRUIT_DIAMETER_mm";7,5;NA
"Astelia_fragrans";"plants";"Native";1;"FRUIT_LENGTH_mm";7,5;NA
"Astelia_fragrans";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Astelia_nervosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Astelia_nervosa";"plants";"Native";1;"FRUIT_LENGTH_mm";11,5;NA
"Astelia_nervosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Astelia_nivicola";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,833333;NA
"Astelia_nivicola";"plants";"Native";1;"FRUIT_LENGTH_mm";9;NA
"Astelia_nivicola";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,5;NA
"Astelia_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,833333;NA
"Astelia_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";9;NA
"Astelia_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,95;NA
"Beilschmiedia_tarairi";"plants";"Native";1;"FRUIT_DIAMETER_mm";25;NA
"Beilschmiedia_tarairi";"plants";"Native";1;"FRUIT_LENGTH_mm";30;NA
"Beilschmiedia_tarairi";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Beilschmiedia_tawa";"plants";"Native";1;"FRUIT_DIAMETER_mm";15;NA
"Beilschmiedia_tawa";"plants";"Native";1;"FRUIT_LENGTH_mm";25;NA
"Beilschmiedia_tawa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";24;NA
"Berberis_darwinii";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";6;NA
"Berberis_darwinii";"plants";"Exotic";1;"FRUIT_LENGTH_mm";22;NA
"Berberis_darwinii";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Berberis_glaucocarpa";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Berberis_glaucocarpa";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Berberis_glaucocarpa";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";7;NA
"Carpodetus_serratus";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Carpodetus_serratus";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Carpodetus_serratus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Cestrum_nocturnum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";75;NA
"Cestrum_nocturnum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";75;NA
"Cestrum_nocturnum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2,5;NA
"Citrus_paradisi";"plants";"Exotic";4;"FRUIT_DIAMETER_mm";93,65;4,64004310324807
"Citrus_paradisi";"plants";"Exotic";4;"FRUIT_LENGTH_mm";68,05;1,3771952173409
"Citrus_paradisi";"plants";"Exotic";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";13;0
"Citrus_sinensis";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";60;NA
"Citrus_sinensis";"plants";"Exotic";1;"FRUIT_LENGTH_mm";60;NA
"Citrus_sinensis";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Coprosma_acerosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Coprosma_acerosa";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Coprosma_acerosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Coprosma_arborea";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Coprosma_arborea";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Coprosma_arborea";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Coprosma_areolata";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Coprosma_areolata";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Coprosma_areolata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Coprosma_cheesemanii";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Coprosma_cheesemanii";"plants";"Native";1;"FRUIT_LENGTH_mm";6,5;NA
"Coprosma_cheesemanii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Coprosma_colensoi";"plants";"Native";3;"FRUIT_DIAMETER_mm";4,06666666666667;0,208166599946613
"Coprosma_colensoi";"plants";"Native";3;"FRUIT_LENGTH_mm";6,3;0,360555127546399
"Coprosma_colensoi";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;0
"Coprosma_crassifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Coprosma_crassifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Coprosma_crassifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Coprosma_cuneata";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Coprosma_cuneata";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Coprosma_cuneata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Coprosma_depressa";"plants";"Native";1;"FRUIT_DIAMETER_mm";5,5;NA
"Coprosma_depressa";"plants";"Native";1;"FRUIT_LENGTH_mm";5,5;NA
"Coprosma_depressa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Coprosma_foetidissima";"plants";"Native";1;"FRUIT_DIAMETER_mm";8;NA
"Coprosma_foetidissima";"plants";"Native";1;"FRUIT_LENGTH_mm";9;NA
"Coprosma_foetidissima";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Coprosma_fowerakeri";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Coprosma_fowerakeri";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Coprosma_fowerakeri";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,6;NA
"Coprosma_grandifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";70;NA
"Coprosma_grandifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";80;NA
"Coprosma_grandifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Coprosma_intertexta";"plants";"Native";3;"FRUIT_DIAMETER_mm";2,63333333333333;0,23094010767585
"Coprosma_intertexta";"plants";"Native";3;"FRUIT_LENGTH_mm";4,3;0,3
"Coprosma_intertexta";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;0
"Coprosma_linariifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Coprosma_linariifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Coprosma_linariifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Coprosma_lucida";"plants";"Native";4;"FRUIT_DIAMETER_mm";6,625;0,928708781050336
"Coprosma_lucida";"plants";"Native";4;"FRUIT_LENGTH_mm";9,8;1,36626010212795
"Coprosma_lucida";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;0
"Coprosma_macrocarpa";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Coprosma_macrocarpa";"plants";"Native";1;"FRUIT_LENGTH_mm";7,5;NA
"Coprosma_macrocarpa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9;NA
"Coprosma_parviflora";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Coprosma_parviflora";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Coprosma_parviflora";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Coprosma_perpusilla";"plants";"Native";3;"FRUIT_DIAMETER_mm";3,43333333333333;0,642910050732864
"Coprosma_perpusilla";"plants";"Native";3;"FRUIT_LENGTH_mm";4,9;0,556776436283002
"Coprosma_perpusilla";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;0
"Coprosma_petriei";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Coprosma_petriei";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Coprosma_petriei";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,1;NA
"Coprosma_propinqua";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Coprosma_propinqua";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Coprosma_propinqua";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Coprosma_pseudocuneata";"plants";"Native";3;"FRUIT_DIAMETER_mm";3,63333333333333;0,602771377334171
"Coprosma_pseudocuneata";"plants";"Native";3;"FRUIT_LENGTH_mm";5;0,360555127546399
"Coprosma_pseudocuneata";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;0
"Coprosma_repens";"plants";"Native";1;"FRUIT_DIAMETER_mm";9;NA
"Coprosma_repens";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Coprosma_repens";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Coprosma_rhamnoides";"plants";"Native";1;"FRUIT_DIAMETER_mm";3;NA
"Coprosma_rhamnoides";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Coprosma_rhamnoides";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Coprosma_rigida";"plants";"Native";4;"FRUIT_DIAMETER_mm";4,175;0,665206734782504
"Coprosma_rigida";"plants";"Native";4;"FRUIT_LENGTH_mm";4,725;0,340342964277702
"Coprosma_rigida";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;0
"Coprosma_robusta";"plants";"Native";4;"FRUIT_DIAMETER_mm";3,725;0,639661368746516
"Coprosma_robusta";"plants";"Native";4;"FRUIT_LENGTH_mm";6,25;0,888819441731559
"Coprosma_robusta";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;0
"Coprosma_rotundifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";3;NA
"Coprosma_rotundifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Coprosma_rotundifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Coprosma_rugosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Coprosma_rugosa";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Coprosma_rugosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Coprosma_serrulata";"plants";"Native";1;"FRUIT_DIAMETER_mm";7,5;NA
"Coprosma_serrulata";"plants";"Native";1;"FRUIT_LENGTH_mm";7,5;NA
"Coprosma_serrulata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Coprosma_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";7,77;NA
"Coprosma_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";8,936;NA
"Coprosma_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4,4;NA
"Coprosma_tenuifolia";"plants";"Native";4;"FRUIT_DIAMETER_mm";3,825;0,47169905660283
"Coprosma_tenuifolia";"plants";"Native";4;"FRUIT_LENGTH_mm";6,55;0,519615242270663
"Coprosma_tenuifolia";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;0
"Cordyline_australis";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Cordyline_australis";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Cordyline_australis";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Coriaria_angustissima";"plants";"Native";3;"FRUIT_DIAMETER_mm";3,13333333333333;0,404145188432738
"Coriaria_angustissima";"plants";"Native";3;"FRUIT_LENGTH_mm";3,5;1
"Coriaria_angustissima";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,5;0
"Coriaria_arborea";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Coriaria_arborea";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Coriaria_arborea";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";7;NA
"Coriaria_plumosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";2;NA
"Coriaria_plumosa";"plants";"Native";1;"FRUIT_LENGTH_mm";2;NA
"Coriaria_plumosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,4;NA
"Coriaria_sarmentosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";2;NA
"Coriaria_sarmentosa";"plants";"Native";1;"FRUIT_LENGTH_mm";2;NA
"Coriaria_sarmentosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Coriaria_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";2,78;NA
"Coriaria_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";2,875;NA
"Coriaria_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2,23;NA
"Cornus_capitata";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";30;NA
"Cornus_capitata";"plants";"Exotic";1;"FRUIT_LENGTH_mm";30;NA
"Cornus_capitata";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Corokia_cotoneaster";"plants";"Native";4;"FRUIT_DIAMETER_mm";3,9;0,489897948556636
"Corokia_cotoneaster";"plants";"Native";4;"FRUIT_LENGTH_mm";6,075;0,464578662158878
"Corokia_cotoneaster";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;0
"Corokia_macrocarpa";"plants";"Native";1;"FRUIT_DIAMETER_mm";8,5;NA
"Corokia_macrocarpa";"plants";"Native";1;"FRUIT_LENGTH_mm";10,1;NA
"Corokia_macrocarpa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Corokia_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,2;NA
"Corokia_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";8,0875;NA
"Corokia_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4,5;NA
"Corynocarpus_laevigatus";"plants";"Native";1;"FRUIT_DIAMETER_mm";25;NA
"Corynocarpus_laevigatus";"plants";"Native";1;"FRUIT_LENGTH_mm";30;NA
"Corynocarpus_laevigatus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Cotoneaster_coriaceus";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7,3;NA
"Cotoneaster_coriaceus";"plants";"Exotic";1;"FRUIT_LENGTH_mm";7,5;NA
"Cotoneaster_coriaceus";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Cotoneaster_franchetii";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Cotoneaster_franchetii";"plants";"Exotic";1;"FRUIT_LENGTH_mm";7;NA
"Cotoneaster_franchetii";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Cotoneaster_glaucophyllus";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Cotoneaster_glaucophyllus";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Cotoneaster_glaucophyllus";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Cotoneaster_sp";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5,7667;NA
"Cotoneaster_sp";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6,833;NA
"Cotoneaster_sp";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";4;NA
"Crataegus_monogyna";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Crataegus_monogyna";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Crataegus_monogyna";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Crataegus_sp";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Crataegus_sp";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Crataegus_sp";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Dacrycarpus_dacrydioides";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Dacrycarpus_dacrydioides";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Dacrycarpus_dacrydioides";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";60;NA
"Dacrydium_cupressinum";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Dacrydium_cupressinum";"plants";"Native";1;"FRUIT_LENGTH_mm";8;NA
"Dacrydium_cupressinum";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";60;NA
"Dracaena_draco";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";15;NA
"Dracaena_draco";"plants";"Exotic";1;"FRUIT_LENGTH_mm";15;NA
"Dracaena_draco";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Dracophyllum_longifolium";"plants";"Native";1;"FRUIT_DIAMETER_mm";3,55;NA
"Dracophyllum_longifolium";"plants";"Native";1;"FRUIT_LENGTH_mm";3,9;NA
"Dracophyllum_longifolium";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Dracophyllum_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";3,55;NA
"Dracophyllum_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";3,9;NA
"Dracophyllum_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Dysoxylum_spectabile";"plants";"Native";1;"FRUIT_DIAMETER_mm";25;NA
"Dysoxylum_spectabile";"plants";"Native";1;"FRUIT_LENGTH_mm";25;NA
"Dysoxylum_spectabile";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Elaeocarpus_dentatus";"plants";"Native";1;"FRUIT_DIAMETER_mm";9;NA
"Elaeocarpus_dentatus";"plants";"Native";1;"FRUIT_LENGTH_mm";15;NA
"Elaeocarpus_dentatus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Elaeocarpus_hookerianus";"plants";"Native";1;"FRUIT_DIAMETER_mm";8;NA
"Elaeocarpus_hookerianus";"plants";"Native";1;"FRUIT_LENGTH_mm";8;NA
"Elaeocarpus_hookerianus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Euonymus_europaeus";"plants";"Exotic";2;"FRUIT_DIAMETER_mm";6,5;0,565685424949239
"Euonymus_europaeus";"plants";"Exotic";2;"FRUIT_LENGTH_mm";6,95;0,494974746830583
"Euonymus_europaeus";"plants";"Exotic";2;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;0
"Ficus_carica";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";45,7;NA
"Ficus_carica";"plants";"Exotic";1;"FRUIT_LENGTH_mm";43,4;NA
"Ficus_carica";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2,95;NA
"Ficus_macrophylla";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";32,5;NA
"Ficus_macrophylla";"plants";"Exotic";1;"FRUIT_LENGTH_mm";32,5;NA
"Ficus_macrophylla";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";35;NA
"Fragaria_ananassa";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";29,8;NA
"Fragaria_ananassa";"plants";"Exotic";1;"FRUIT_LENGTH_mm";32,43;NA
"Fragaria_ananassa";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,09;NA
"Freycinetia_banksii";"plants";"Native";1;"FRUIT_DIAMETER_mm";30;NA
"Freycinetia_banksii";"plants";"Native";1;"FRUIT_LENGTH_mm";150;NA
"Freycinetia_banksii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Fuchsia_excorticata";"plants";"Native";1;"FRUIT_DIAMETER_mm";8;NA
"Fuchsia_excorticata";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
