"species";"guild";"status";"n";"trait";"mean.value";"sd.value"
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"Hand-wing.Index";43,825;1,66808273176123
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"Kipps.Distance";100,175;9,81270435031377
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"Secondary1";128,075;8,95111724870142
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"Tail.Length";100,5;7,93725393319377
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"Tarsus.Length";42,2;2,86239992547047
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"WING_LENGTH_cm";22,55;1,4247806848775
"Hymenolaimus_malacorhynchos";"birds";"Native";4;"Wing.Length";228,25;17,2699160391705
"Meleagris_gallopavo";"birds";"Exotic";5;"Beak.Depth";15,32;1,24177292610203
"Meleagris_gallopavo";"birds";"Exotic";5;"Beak.Length_Culmen";48,64;5,49299553977609
"Meleagris_gallopavo";"birds";"Exotic";5;"Beak.Length_Nares";25,85;2,3
"Meleagris_gallopavo";"birds";"Exotic";5;"Beak.Width";17,64;1,40107101889947
"Meleagris_gallopavo";"birds";"Exotic";4;"BILL_LENGTH_mm";49,5;5,32290647422377
"Meleagris_gallopavo";"birds";"Exotic";4;"BILL_WIDTH_mm";28,125;4,44175265707881
"Meleagris_gallopavo";"birds";"Exotic";NA;"body.mass";5811;NA
"Meleagris_gallopavo";"birds";"Exotic";5;"Hand-wing.Index";25,975;3,59478789360374
"Meleagris_gallopavo";"birds";"Exotic";5;"Kipps.Distance";115;10,8012344973464
"Meleagris_gallopavo";"birds";"Exotic";5;"Secondary1";332,5;55,6027577253743
"Meleagris_gallopavo";"birds";"Exotic";5;"Tail.Length";351,2;26,7338736437502
"Meleagris_gallopavo";"birds";"Exotic";5;"Tarsus.Length";149,25;21,2347984842491
"Meleagris_gallopavo";"birds";"Exotic";4;"WING_LENGTH_cm";50;5,22812904711937
"Meleagris_gallopavo";"birds";"Exotic";5;"Wing.Length";448,8;50,1467845429794
"Mohoua_albicilla";"birds";"Native";4;"Beak.Depth";4,6;0,424264068711929
"Mohoua_albicilla";"birds";"Native";4;"Beak.Length_Culmen";12,65;0,580229839517641
"Mohoua_albicilla";"birds";"Native";4;"Beak.Length_Nares";7,1;0,216024689946929
"Mohoua_albicilla";"birds";"Native";4;"Beak.Width";3,05;0,208166599946613
"Mohoua_albicilla";"birds";"Native";4;"BILL_LENGTH_mm";12,875;0,340342964277703
"Mohoua_albicilla";"birds";"Native";4;"BILL_WIDTH_mm";7,175;0,80983537421709
"Mohoua_albicilla";"birds";"Native";NA;"body.mass";16;NA
"Mohoua_albicilla";"birds";"Native";4;"Hand-wing.Index";19,925;0,953502316025853
"Mohoua_albicilla";"birds";"Native";4;"Kipps.Distance";14,025;1,03722385883344
"Mohoua_albicilla";"birds";"Native";4;"Secondary1";56,35;2,6134268690744
"Mohoua_albicilla";"birds";"Native";4;"Tail.Length";65,375;2,98258836136221
"Mohoua_albicilla";"birds";"Native";4;"Tarsus.Length";25,35;1,09087121146357
"Mohoua_albicilla";"birds";"Native";4;"WING_LENGTH_cm";6,65;0,238047614284762
"Mohoua_albicilla";"birds";"Native";4;"Wing.Length";70,375;3,35099487714718
"Mohoua_ochrocephala";"birds";"Native";4;"Beak.Depth";5,1;0,244948974278318
"Mohoua_ochrocephala";"birds";"Native";4;"Beak.Length_Culmen";14,05;0,925562891794321
"Mohoua_ochrocephala";"birds";"Native";4;"Beak.Length_Nares";8,05;0,450924975282289
"Mohoua_ochrocephala";"birds";"Native";4;"Beak.Width";3,65;0,264575131106459
"Mohoua_ochrocephala";"birds";"Native";4;"BILL_LENGTH_mm";14,3;1,39522996909709
"Mohoua_ochrocephala";"birds";"Native";4;"BILL_WIDTH_mm";8,475;1,16440256498057
"Mohoua_ochrocephala";"birds";"Native";NA;"body.mass";27,75;NA
"Mohoua_ochrocephala";"birds";"Native";4;"Hand-wing.Index";19,275;0,684957419601151
"Mohoua_ochrocephala";"birds";"Native";4;"Kipps.Distance";15,525;0,788986691902975
"Mohoua_ochrocephala";"birds";"Native";4;"Secondary1";64,975;1,58823801742686
"Mohoua_ochrocephala";"birds";"Native";4;"Tail.Length";73,75;4,78713553878169
"Mohoua_ochrocephala";"birds";"Native";4;"Tarsus.Length";30,85;1,7464249196573
"Mohoua_ochrocephala";"birds";"Native";4;"WING_LENGTH_cm";7,65;0,435889894354067
"Mohoua_ochrocephala";"birds";"Native";4;"Wing.Length";80,5;2,08166599946613
"Nestor_meridionalis";"birds";"Native";6;"Beak.Depth";35,7833333333333;2,26045718089653
"Nestor_meridionalis";"birds";"Native";6;"Beak.Length_Culmen";55,0833333333333;4,2593035424429
"Nestor_meridionalis";"birds";"Native";6;"Beak.Length_Nares";44,475;4,77170479668081
"Nestor_meridionalis";"birds";"Native";6;"Beak.Width";14,4333333333333;1,11833209140517
"Nestor_meridionalis";"birds";"Native";4;"BILL_LENGTH_mm";39,875;4,08605351572068
"Nestor_meridionalis";"birds";"Native";4;"BILL_WIDTH_mm";14,9;1,33666251038423
"Nestor_meridionalis";"birds";"Native";NA;"body.mass";429;NA
"Nestor_meridionalis";"birds";"Native";6;"Hand-wing.Index";35,45;1,64215305823381
"Nestor_meridionalis";"birds";"Native";6;"Kipps.Distance";101,175;2,71093464817333
"Nestor_meridionalis";"birds";"Native";6;"Secondary1";184,575;9,78515031395362
"Nestor_meridionalis";"birds";"Native";6;"Tail.Length";172,166666666667;8,9981479575892
"Nestor_meridionalis";"birds";"Native";6;"Tarsus.Length";38,2333333333333;1,80739222823013
"Nestor_meridionalis";"birds";"Native";4;"WING_LENGTH_cm";27,5;0,408248290463863
"Nestor_meridionalis";"birds";"Native";6;"Wing.Length";284,333333333333;7,8655366420014
"Nestor_notabilis";"birds";"Native";4;"Beak.Depth";28,675;3,27146756059112
"Nestor_notabilis";"birds";"Native";4;"Beak.Length_Culmen";59,025;3,68272996566406
"Nestor_notabilis";"birds";"Native";4;"Beak.Length_Nares";46,2;2,55081686262786
"Nestor_notabilis";"birds";"Native";4;"Beak.Width";15,925;2,13756091531134
"Nestor_notabilis";"birds";"Native";4;"BILL_LENGTH_mm";41,05;5,03090449124211
"Nestor_notabilis";"birds";"Native";4;"BILL_WIDTH_mm";15,025;1,72699160391705
"Nestor_notabilis";"birds";"Native";NA;"body.mass";867,5;NA
"Nestor_notabilis";"birds";"Native";4;"Hand-wing.Index";34,5;1,42361043360418
"Nestor_notabilis";"birds";"Native";4;"Kipps.Distance";106,325;2,93072800967041
"Nestor_notabilis";"birds";"Native";4;"Secondary1";202,175;9,3820306970293
"Nestor_notabilis";"birds";"Native";4;"Tail.Length";168,5;9,57427107756338
"Nestor_notabilis";"birds";"Native";4;"Tarsus.Length";45,1;1,40712472794703
"Nestor_notabilis";"birds";"Native";4;"WING_LENGTH_cm";30,625;1,03077640640442
"Nestor_notabilis";"birds";"Native";4;"Wing.Length";308,5;8,58292879305582
"Notiomystis_cincta";"birds";"Native";5;"Beak.Depth";3,9;0,458257569495584
"Notiomystis_cincta";"birds";"Native";5;"Beak.Length_Culmen";20,1;0,552268050859362
"Notiomystis_cincta";"birds";"Native";5;"Beak.Length_Nares";9,025;0,602079728939615
"Notiomystis_cincta";"birds";"Native";5;"Beak.Width";3,54;0,403732584763727
"Notiomystis_cincta";"birds";"Native";4;"BILL_LENGTH_mm";18,05;2,05020324195757
"Notiomystis_cincta";"birds";"Native";4;"BILL_WIDTH_mm";6,875;1,1146748404804
"Notiomystis_cincta";"birds";"Native";NA;"body.mass";35,25;NA
"Notiomystis_cincta";"birds";"Native";5;"Hand-wing.Index";25,2;1,62069943748576
"Notiomystis_cincta";"birds";"Native";5;"Kipps.Distance";25,75;2,78747197295327
"Notiomystis_cincta";"birds";"Native";5;"Secondary1";76,375;4,6313245045739
"Notiomystis_cincta";"birds";"Native";5;"Tail.Length";78;5,55652769272322
"Notiomystis_cincta";"birds";"Native";5;"Tarsus.Length";27,6;1,88148877222268
"Notiomystis_cincta";"birds";"Native";4;"WING_LENGTH_cm";9,5;0,707106781186548
"Notiomystis_cincta";"birds";"Native";5;"Wing.Length";104,3;7,54652237789036
"Passer_domesticus";"birds";"Exotic";25;"Beak.Depth";7,4;0,484767985741633
"Passer_domesticus";"birds";"Exotic";25;"Beak.Length_Culmen";13,4588235294118;1,10003342195215
"Passer_domesticus";"birds";"Exotic";25;"Beak.Length_Nares";9,05;0,754983443527075
"Passer_domesticus";"birds";"Exotic";25;"Beak.Width";6,26923076923077;0,402874288466877
"Passer_domesticus";"birds";"Exotic";4;"BILL_LENGTH_mm";13,225;0,386221007541883
"Passer_domesticus";"birds";"Exotic";4;"BILL_WIDTH_mm";8,475;0,206155281280883
"Passer_domesticus";"birds";"Exotic";NA;"body.mass";30,2;NA
"Passer_domesticus";"birds";"Exotic";25;"Hand-wing.Index";27,34;2,63905884340372
"Passer_domesticus";"birds";"Exotic";25;"Kipps.Distance";20,44;2,12934385742601
"Passer_domesticus";"birds";"Exotic";25;"Secondary1";54,385;4,46451211455996
"Passer_domesticus";"birds";"Exotic";25;"Tail.Length";57,1764705882353;6,47094751676336
"Passer_domesticus";"birds";"Exotic";25;"Tarsus.Length";17,9411764705882;0,961807428444886
"Passer_domesticus";"birds";"Exotic";4;"WING_LENGTH_cm";7,575;0,125830573921179
"Passer_domesticus";"birds";"Exotic";25;"Wing.Length";74,9;4,7762432936357
"Petroica_australis";"birds";"Native";2;"Beak.Depth";4,75;0,0707106781186545
"Petroica_australis";"birds";"Native";2;"Beak.Length_Culmen";16,3;1,13137084989848
"Petroica_australis";"birds";"Native";2;"Beak.Length_Nares";10,85;0,212132034355965
"Petroica_australis";"birds";"Native";2;"Beak.Width";3,9;0,282842712474619
"Petroica_australis";"birds";"Native";4;"BILL_LENGTH_mm";17,2;2,49933324442073
"Petroica_australis";"birds";"Native";4;"BILL_WIDTH_mm";7,55;1,03440804327886
"Petroica_australis";"birds";"Native";NA;"body.mass";35,95;NA
"Petroica_australis";"birds";"Native";2;"Hand-wing.Index";20,9;0,282842712474621
"Petroica_australis";"birds";"Native";2;"Kipps.Distance";19,45;0,0707106781186558
"Petroica_australis";"birds";"Native";2;"Secondary1";73,55;1,34350288425444
"Petroica_australis";"birds";"Native";2;"Tail.Length";66,5;0,707106781186548
"Petroica_australis";"birds";"Native";2;"Tarsus.Length";34,8;0,282842712474618
"Petroica_australis";"birds";"Native";4;"WING_LENGTH_cm";8,725;0,813941029804985
"Petroica_australis";"birds";"Native";2;"Wing.Length";93;1,4142135623731
"Petroica_macrocephala";"birds";"Native";4;"Beak.Depth";2,875;0,125830573921179
"Petroica_macrocephala";"birds";"Native";4;"Beak.Length_Culmen";11,675;0,585234995535981
"Petroica_macrocephala";"birds";"Native";4;"Beak.Length_Nares";6,725;0,170782512765993
"Petroica_macrocephala";"birds";"Native";4;"Beak.Width";2,925;0,170782512765993
"Petroica_macrocephala";"birds";"Native";4;"BILL_LENGTH_mm";11,325;0,670198975429437
"Petroica_macrocephala";"birds";"Native";4;"BILL_WIDTH_mm";4,925;0,727438428093173
"Petroica_macrocephala";"birds";"Native";NA;"body.mass";10,7;NA
"Petroica_macrocephala";"birds";"Native";4;"Hand-wing.Index";23,175;2,85350661467605
"Petroica_macrocephala";"birds";"Native";4;"Kipps.Distance";17,2;1,97652894404981
"Petroica_macrocephala";"birds";"Native";4;"Secondary1";57,05;2,82075639973867
"Petroica_macrocephala";"birds";"Native";4;"Tail.Length";54;5,35412613473634
"Petroica_macrocephala";"birds";"Native";4;"Tarsus.Length";22,25;2,51197133741609
"Petroica_macrocephala";"birds";"Native";4;"WING_LENGTH_cm";7,1;0,424264068711929
"Petroica_macrocephala";"birds";"Native";4;"Wing.Length";74,25;1,25830573921179
"Phasianus_colchicus";"birds";"Exotic";9;"Beak.Depth";11,42;1,45155089473294
"Phasianus_colchicus";"birds";"Exotic";9;"Beak.Length_Culmen";35,4111111111111;4,07168406327297
"Phasianus_colchicus";"birds";"Exotic";9;"Beak.Length_Nares";22,05;2,67145403603855
"Phasianus_colchicus";"birds";"Exotic";9;"Beak.Width";12,9;1,0295630140987
"Phasianus_colchicus";"birds";"Exotic";4;"BILL_LENGTH_mm";30,125;2,91704759417235
"Phasianus_colchicus";"birds";"Exotic";4;"BILL_WIDTH_mm";16,425;1,73469497799085
"Phasianus_colchicus";"birds";"Exotic";NA;"body.mass";1087,5;NA
"Phasianus_colchicus";"birds";"Exotic";9;"Hand-wing.Index";25,8125;5,23598469385518
"Phasianus_colchicus";"birds";"Exotic";9;"Kipps.Distance";61,2875;14,0828606570439
"Phasianus_colchicus";"birds";"Exotic";9;"Secondary1";175,775;15,2301158423509
"Phasianus_colchicus";"birds";"Exotic";9;"Tail.Length";449,777777777778;78,1693318664324
"Phasianus_colchicus";"birds";"Exotic";9;"Tarsus.Length";63,3;6,97477598206566
"Phasianus_colchicus";"birds";"Exotic";4;"WING_LENGTH_cm";23,375;2,28673712233537
"Phasianus_colchicus";"birds";"Exotic";9;"Wing.Length";237,722222222222;13,7320590023654
"Philesturnus_carunculatus";"birds";"Native";1;"Beak.Depth";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Beak.Length_Culmen";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Beak.Length_Nares";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Beak.Width";NA;NA
"Philesturnus_carunculatus";"birds";"Native";4;"BILL_LENGTH_mm";34,55;1,25830573921179
"Philesturnus_carunculatus";"birds";"Native";4;"BILL_WIDTH_mm";9,225;1,75570498660794
"Philesturnus_carunculatus";"birds";"Native";NA;"body.mass";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Hand-wing.Index";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Kipps.Distance";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Secondary1";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Tail.Length";NA;NA
"Philesturnus_carunculatus";"birds";"Native";1;"Tarsus.Length";NA;NA
"Philesturnus_carunculatus";"birds";"Native";4;"WING_LENGTH_cm";9,5;0,439696865275764
"Philesturnus_carunculatus";"birds";"Native";1;"Wing.Length";NA;NA
"Philesturnus_rufusater";"birds";"Native";1;"Beak.Depth";8,3;NA
"Philesturnus_rufusater";"birds";"Native";1;"Beak.Length_Culmen";38,4;NA
"Philesturnus_rufusater";"birds";"Native";1;"Beak.Length_Nares";25,1;NA
"Philesturnus_rufusater";"birds";"Native";1;"Beak.Width";5,6;NA
"Philesturnus_rufusater";"birds";"Native";4;"BILL_LENGTH_mm";31,025;2,6688012290165
"Philesturnus_rufusater";"birds";"Native";4;"BILL_WIDTH_mm";9,075;1,22031416719903
"Philesturnus_rufusater";"birds";"Native";NA;"body.mass";NA;NA
"Philesturnus_rufusater";"birds";"Native";1;"Hand-wing.Index";10,6;NA
"Philesturnus_rufusater";"birds";"Native";1;"Kipps.Distance";11,3;NA
"Philesturnus_rufusater";"birds";"Native";1;"Secondary1";95,7;NA
"Philesturnus_rufusater";"birds";"Native";1;"Tail.Length";101;NA
"Philesturnus_rufusater";"birds";"Native";1;"Tarsus.Length";44,4;NA
"Philesturnus_rufusater";"birds";"Native";4;"WING_LENGTH_cm";9,125;0,788986691902974
"Philesturnus_rufusater";"birds";"Native";1;"Wing.Length";107;NA
"Platycercus_eximius";"birds";"Exotic";5;"Beak.Depth";18,34;1,85553226864962
"Platycercus_eximius";"birds";"Exotic";5;"Beak.Length_Culmen";18,34;2,16055548412902
"Platycercus_eximius";"birds";"Exotic";5;"Beak.Length_Nares";14,7;0,648074069840786
"Platycercus_eximius";"birds";"Exotic";5;"Beak.Width";10,58;0,822800097228969
"Platycercus_eximius";"birds";"Exotic";4;"BILL_LENGTH_mm";15,15;1,37961347243833
"Platycercus_eximius";"birds";"Exotic";4;"BILL_WIDTH_mm";11,925;0,639661368746516
"Platycercus_eximius";"birds";"Exotic";NA;"body.mass";103,95;NA
"Platycercus_eximius";"birds";"Exotic";5;"Hand-wing.Index";42,2;1,15758369027902
"Platycercus_eximius";"birds";"Exotic";5;"Kipps.Distance";63;2,94392028877595
"Platycercus_eximius";"birds";"Exotic";5;"Secondary1";86,25;1,25830573921179
"Platycercus_eximius";"birds";"Exotic";5;"Tail.Length";155,8;10,8949529599719
"Platycercus_eximius";"birds";"Exotic";5;"Tarsus.Length";17,76;1,49264865256362
"Platycercus_eximius";"birds";"Exotic";4;"WING_LENGTH_cm";14,85;1,10905365064094
"Platycercus_eximius";"birds";"Exotic";5;"Wing.Length";151,4;5,59464029227975
"Porphyrio_melanotus";"birds";"Native";NA;"Beak.Depth";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Beak.Length_Culmen";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Beak.Length_Nares";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Beak.Width";NA;NA
"Porphyrio_melanotus";"birds";"Native";4;"BILL_LENGTH_mm";41,95;2,31156512634477
"Porphyrio_melanotus";"birds";"Native";4;"BILL_WIDTH_mm";16,775;0,79320026895272
"Porphyrio_melanotus";"birds";"Native";NA;"body.mass";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Hand-wing.Index";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Kipps.Distance";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Secondary1";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Tail.Length";NA;NA
"Porphyrio_melanotus";"birds";"Native";NA;"Tarsus.Length";NA;NA
"Porphyrio_melanotus";"birds";"Native";4;"WING_LENGTH_cm";27,2;1,16619037896906
"Porphyrio_melanotus";"birds";"Native";NA;"Wing.Length";NA;NA
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Beak.Depth";5,9;0,818535277187245
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Beak.Length_Culmen";31,3411764705882;2,51819846902737
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Beak.Length_Nares";14,2;0,840634680861233
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Beak.Width";5,15;0,396576256567041
"Prosthemadera_novaeseelandiae";"birds";"Native";4;"BILL_LENGTH_mm";30,825;1,30989821487524
"Prosthemadera_novaeseelandiae";"birds";"Native";4;"BILL_WIDTH_mm";11,7;1,33416640641263
"Prosthemadera_novaeseelandiae";"birds";"Native";NA;"body.mass";107,25;NA
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Hand-wing.Index";20,75;0,77643875666864
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Kipps.Distance";29,9;1,33095025129738
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Secondary1";114,225;6,40842079945263
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Tail.Length";118,823529411765;6,97078989532075
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Tarsus.Length";36,5;5,38005576179281
"Prosthemadera_novaeseelandiae";"birds";"Native";4;"WING_LENGTH_cm";14,45;0,988264472024906
"Prosthemadera_novaeseelandiae";"birds";"Native";17;"Wing.Length";147,764705882353;7,25886881480773
"Rhipidura_fuliginosa";"birds";"Native";10;"Beak.Depth";2,25;0,374165738677394
"Rhipidura_fuliginosa";"birds";"Native";10;"Beak.Length_Culmen";11,84;0,207364413533277
"Rhipidura_fuliginosa";"birds";"Native";10;"Beak.Length_Nares";NA;NA
"Rhipidura_fuliginosa";"birds";"Native";10;"Beak.Width";2,83;0,485455112926691
"Rhipidura_fuliginosa";"birds";"Native";4;"BILL_LENGTH_mm";10,575;0,797391580927046
"Rhipidura_fuliginosa";"birds";"Native";4;"BILL_WIDTH_mm";6,025;0,485626742811116
"Rhipidura_fuliginosa";"birds";"Native";NA;"body.mass";7,15;NA
"Rhipidura_fuliginosa";"birds";"Native";10;"Hand-wing.Index";19,96;2,07375129763539
"Rhipidura_fuliginosa";"birds";"Native";10;"Kipps.Distance";14,93;1,79136819219277
"Rhipidura_fuliginosa";"birds";"Native";10;"Secondary1";59,77;1,57765648986083
"Rhipidura_fuliginosa";"birds";"Native";10;"Tail.Length";93,9;4,28044649799787
"Rhipidura_fuliginosa";"birds";"Native";10;"Tarsus.Length";19,35;2,00180474128278
"Rhipidura_fuliginosa";"birds";"Native";4;"WING_LENGTH_cm";7,5;0,0816496580927723
"Rhipidura_fuliginosa";"birds";"Native";10;"Wing.Length";74,7;2,11081869319834
"Strigops_habroptila";"birds";"Native";7;"Beak.Depth";37,5428571428571;2,05414795219911
"Strigops_habroptila";"birds";"Native";7;"Beak.Length_Culmen";48,6857142857143;5,33273806201798
"Strigops_habroptila";"birds";"Native";7;"Beak.Length_Nares";36,275;2,06942020865749
"Strigops_habroptila";"birds";"Native";7;"Beak.Width";22,3714285714286;2,28452349934239
"Strigops_habroptila";"birds";"Native";3;"BILL_LENGTH_mm";28,7;2,42693221990232
"Strigops_habroptila";"birds";"Native";3;"BILL_WIDTH_mm";20,8333333333333;0,665832811847938
"Strigops_habroptila";"birds";"Native";NA;"body.mass";NA;NA
"Strigops_habroptila";"birds";"Native";7;"Hand-wing.Index";19,875;3,39153357642232
"Strigops_habroptila";"birds";"Native";7;"Kipps.Distance";54,575;10,4365942720794
"Strigops_habroptila";"birds";"Native";7;"Secondary1";219,175;9,98611536083977
"Strigops_habroptila";"birds";"Native";7;"Tail.Length";225,142857142857;11,2757641489549
"Strigops_habroptila";"birds";"Native";7;"Tarsus.Length";54,5142857142857;7,45462464322843
"Strigops_habroptila";"birds";"Native";3;"WING_LENGTH_cm";26,6666666666667;2,51661147842358
"Strigops_habroptila";"birds";"Native";7;"Wing.Length";275,142857142857;14,9714013085902
"Sturnus_vulgaris";"birds";"Exotic";28;"Beak.Depth";6,46666666666667;0,382178761917255
"Sturnus_vulgaris";"birds";"Exotic";28;"Beak.Length_Culmen";30,2125;2,1626758117357
"Sturnus_vulgaris";"birds";"Exotic";28;"Beak.Length_Nares";18,49;1,37068514903233
"Sturnus_vulgaris";"birds";"Exotic";28;"Beak.Width";6,55;0,178376517003169
"Sturnus_vulgaris";"birds";"Exotic";4;"BILL_LENGTH_mm";28;1,45830952361516
"Sturnus_vulgaris";"birds";"Exotic";4;"BILL_WIDTH_mm";8,9;0,469041575982343
"Sturnus_vulgaris";"birds";"Exotic";NA;"body.mass";80,5;NA
"Sturnus_vulgaris";"birds";"Exotic";28;"Hand-wing.Index";38,3730769230769;0,894676563818542
"Sturnus_vulgaris";"birds";"Exotic";28;"Kipps.Distance";49,2384615384615;1,36090467647868
"Sturnus_vulgaris";"birds";"Exotic";28;"Secondary1";79,1115384615385;2,0777539648528
"Sturnus_vulgaris";"birds";"Exotic";28;"Tail.Length";65,78125;4,3203732477646
"Sturnus_vulgaris";"birds";"Exotic";28;"Tarsus.Length";28,9875;1,38894444333338
"Sturnus_vulgaris";"birds";"Exotic";4;"WING_LENGTH_cm";12,425;0,43493294502333
"Sturnus_vulgaris";"birds";"Exotic";28;"Wing.Length";128,321428571429;2,63949450026539
"Tadorna_variegata";"birds";"Native";5;"Beak.Depth";14,6;0,888819441731559
"Tadorna_variegata";"birds";"Native";5;"Beak.Length_Culmen";48,62;5,76602115847661
"Tadorna_variegata";"birds";"Native";5;"Beak.Length_Nares";28,875;1,33759734848222
"Tadorna_variegata";"birds";"Native";5;"Beak.Width";19,06;1,45705181788432
"Tadorna_variegata";"birds";"Native";4;"BILL_LENGTH_mm";50,65;3,15119025131774
"Tadorna_variegata";"birds";"Native";4;"BILL_WIDTH_mm";18,8;1,98494332412792
"Tadorna_variegata";"birds";"Native";NA;"body.mass";1549,5;NA
"Tadorna_variegata";"birds";"Native";5;"Hand-wing.Index";44,15;3,16491179445284
"Tadorna_variegata";"birds";"Native";5;"Kipps.Distance";152,75;15,2178623115513
"Tadorna_variegata";"birds";"Native";5;"Secondary1";193,25;17,0367250374008
"Tadorna_variegata";"birds";"Native";5;"Tail.Length";131;10,4642247682282
"Tadorna_variegata";"birds";"Native";5;"Tarsus.Length";60,82;3,05646855046801
"Tadorna_variegata";"birds";"Native";4;"WING_LENGTH_cm";36;2,58198889747161
"Tadorna_variegata";"birds";"Native";5;"Wing.Length";351,2;23,7844487007793
"Turdus_merula";"birds";"Exotic";56;"Beak.Depth";7,5;0,310912635102961
"Turdus_merula";"birds";"Exotic";56;"Beak.Length_Culmen";28,5162790697674;1,94910605059249
"Turdus_merula";"birds";"Exotic";56;"Beak.Length_Nares";15,4666666666667;0,301109061083632
"Turdus_merula";"birds";"Exotic";56;"Beak.Width";5,34285714285714;0,48255273583013
"Turdus_merula";"birds";"Exotic";4;"BILL_LENGTH_mm";29,05;0,369684550213647
"Turdus_merula";"birds";"Exotic";4;"BILL_WIDTH_mm";13,85;1,00166528008778
"Turdus_merula";"birds";"Exotic";NA;"body.mass";95,85;NA
"Turdus_merula";"birds";"Exotic";56;"Hand-wing.Index";23,1381818181818;2,12223597224378
"Turdus_merula";"birds";"Exotic";56;"Kipps.Distance";29,7618181818182;3,68241521534194
"Turdus_merula";"birds";"Exotic";56;"Secondary1";98,62;5,66543777524607
"Turdus_merula";"birds";"Exotic";56;"Tail.Length";106,323255813953;7,58525628814285
"Turdus_merula";"birds";"Exotic";56;"Tarsus.Length";33,5857142857143;1,62203898009933
"Turdus_merula";"birds";"Exotic";4;"WING_LENGTH_cm";12,225;0,518812747209113
"Turdus_merula";"birds";"Exotic";56;"Wing.Length";128,410714285714;7,68426204113857
"Turdus_philomelos";"birds";"Exotic";26;"Beak.Depth";5,66666666666667;0,150554530541816
"Turdus_philomelos";"birds";"Exotic";26;"Beak.Length_Culmen";23,1214285714286;2,29117993499103
"Turdus_philomelos";"birds";"Exotic";26;"Beak.Length_Nares";11,925;1,10867789130417
"Turdus_philomelos";"birds";"Exotic";26;"Beak.Width";4,95;0,476445169982864
"Turdus_philomelos";"birds";"Exotic";4;"BILL_LENGTH_mm";22,975;1,42916059279564
"Turdus_philomelos";"birds";"Exotic";4;"BILL_WIDTH_mm";10,85;0,759385716659634
"Turdus_philomelos";"birds";"Exotic";NA;"body.mass";72,1;NA
"Turdus_philomelos";"birds";"Exotic";26;"Hand-wing.Index";30,6916666666667;1,43887536598573
"Turdus_philomelos";"birds";"Exotic";26;"Kipps.Distance";35,6791666666667;2,01644956311327
"Turdus_philomelos";"birds";"Exotic";26;"Secondary1";80,5291666666667;2,89789716363685
"Turdus_philomelos";"birds";"Exotic";26;"Tail.Length";81,7428571428571;3,77088324395763
"Turdus_philomelos";"birds";"Exotic";26;"Tarsus.Length";31,7571428571429;0,974059140294474
"Turdus_philomelos";"birds";"Exotic";4;"WING_LENGTH_cm";11,5;0,355902608401044
"Turdus_philomelos";"birds";"Exotic";26;"Wing.Length";116,038461538462;3,50953865037294
"Zosterops_lateralis";"birds";"Native";22;"Beak.Depth";3,10909090909091;0,263509448478094
"Zosterops_lateralis";"birds";"Native";22;"Beak.Length_Culmen";12,6863636363636;0,8637104092204
"Zosterops_lateralis";"birds";"Native";22;"Beak.Length_Nares";6,85;0,3749073959734
"Zosterops_lateralis";"birds";"Native";22;"Beak.Width";2,80909090909091;0,240849866117169
"Zosterops_lateralis";"birds";"Native";4;"BILL_LENGTH_mm";12,025;1,07819293264239
"Zosterops_lateralis";"birds";"Native";4;"BILL_WIDTH_mm";4,925;0,287228132326901
"Zosterops_lateralis";"birds";"Native";NA;"body.mass";NA;NA
"Zosterops_lateralis";"birds";"Native";22;"Hand-wing.Index";25,26;2,56350454564753
"Zosterops_lateralis";"birds";"Native";22;"Kipps.Distance";15,16;1,89806919438325
"Zosterops_lateralis";"birds";"Native";22;"Secondary1";44,8;1,93275853524323
