"cell_id";"Acanthis_flammea";"Acridotheres_tristis";"Anthus_novaeseelandiae";"Carduelis_carduelis";"Chroicocephalus_novaehollandiae";"Gerygone_igata";"Nestor_meridionalis";"Passer_domesticus";"Phasianus_colchicus";"Prosthemadera_novaeseelandiae";"Rhipidura_fuliginosa";"Tadorna_variegata";"Zosterops_lateralis";"Alseuosmia_macrophylla";"Anas_chlorotis";"Anthornis_melanura";"Beilschmiedia_tarairi";"Branta_canadensis";"Callaeas_cinereus";"Chloris_chloris";"Coprosma_arborea";"Coprosma_grandifolia";"Coprosma_lucida";"Coprosma_parviflora";"Cordyline_australis";"Dacrydium_cupressinum";"Dysoxylum_spectabile";"Freycinetia_banksii";"Fringilla_coelebs";"Geniostoma_ligustrifolium";"Hemiphaga_novaeseelandiae";"Knightia_excelsa";"Leptecophylla_juniperina";"Leucopogon_fasciculatus";"Meleagris_gallopavo";"Melicytus_ramiflorus";"Mida_salicifolia";"Myrsine_australis";"Myrsine_salicina";"Nestegis_lanceolata";"Petroica_australis";"Petroica_macrocephala";"Phyllocladus_trichomanoides";"Pittosporum_tenuifolium";"Platycercus_eximius";"Porphyrio_melanotus";"Prumnopitys_ferruginea";"Pseudopanax_crassifolius";"Pseudowintera_axillaris";"Rhopalostylis_sapida";"Rubus_australis";"Sturnus_vulgaris";"Turdus_merula";"Turdus_philomelos";"Acanthisitta_chloris";"Leptospermum_scoparium";"Litsea_calicaris";"Macropiper_excelsum";"Pseudopanax_lessonii";"Gallirallus_australis";"Coprosma_rhamnoides";"Geniostoma_rupestre";"Hedycarya_arborea";"Solanum_mauritianum";"Phormium_tenax";"Lantana_camara";"Muehlenbeckia_complexa";"Aristotelia_serrata";"Corynocarpus_laevigatus";"Dacrycarpus_dacrydioides";"Paratrophis_microphylla";"Podocarpus_cunninghamii";"Podocarpus_totara";"Ripogonum_scandens";"Schefflera_digitata";"Vitex_lucens";"Coprosma_robusta";"Ligustrum_sinense";"Lonicera_japonica";"Gaultheria_antipoda";"Styphelia_nesophila";"Carpodetus_serratus";"Elaeocarpus_dentatus";"Griselinia_lucida";"Rubus_cissoides";"Beilschmiedia_tawa";"Coprosma_rotundifolia";"Muehlenbeckia_australis";"Pseudopanax_arboreus";"Rubus_fruticosus";"Coprosma_areolata";"Cyanoramphus_novaezelandiae";"Griselinia_littoralis";"Passiflora_tarminiana";"Mohoua_albicilla";"Philesturnus_carunculatus";"Pittosporum_crassifolium";"Coprosma_macrocarpa";"Coprosma_tenuifolia";"Phormium_colensoi";"Coprosma_rigida";"Solanum_americanum";"Nestegis_cunninghamii";"Raukaua_edgerleyi";"Toronia_toru";"Coprosma_repens";"Hedychium_gardnerianum";"Syzygium_smithii";"Astelia_banksii";"Coprosma_acerosa";"Coprosma_cheesemanii";"Pittosporum_eugenioides";"Myrsine_divaricata";"Alectryon_excelsus";"Coprosma_propinqua";"Solanum_nigrum";"Fuchsia_excorticata";"Pennantia_corymbosa";"Ascarina_lucida";"Parsonsia_heterophylla";"Pseudowintera_colorata";"Lophomyrtus_bullata";"Hedera_helix";"Aristotelia_fruticosa";"Neomyrtus_pedunculata";"Coriaria_arborea";"Weinmannia_racemosa";"Passiflora_tetrandra";"Cacatua_galerita";"Cestrum_nocturnum";"Lophomyrtus_obcordata";"Planchonella_costata";"Prumnopitys_taxifolia";"Asparagus_asparagoides";"Myoporum_laetum";"Coprosma_crassifolia";"Asparagus_scandens";"Astelia_fragrans";"Notiomystis_cincta";"Corokia_cotoneaster";"Coprosma_foetidissima";"Raukaua_simplex";"Rhaphiolepis_loquata";"Ligustrum_lucidum";"Cyanoramphus_auriceps";"Metrosideros_umbellata";"Neopanax_colensoi";"Phoenix_canariensis";"Trachycarpus_fortunei";"Rhamnus_alaternus";"Ileostylus_micranthus";"Archontophoenix_cunninghamiana";"Corokia_macrocarpa";"Cotoneaster_coriaceus";"Dracaena_draco";"Pisonia_brunoniana";"Solanum_pseudocapsicum";"Crataegus_monogyna";"Solanum_aviculare";"Cotoneaster_glaucophyllus";"Melicytus_lanceolatus";"Prunus_domestica";"Solanum_laciniatum";"Phytolacca_icosandra";"Coprosma_depressa";"Astelia_nervosa";"Leycesteria_formosa";"Mohoua_ochrocephala";"Coprosma_colensoi";"Berberis_glaucocarpa";"Isolepis_habra";"Coprosma_cuneata";"Luzuriaga_parviflora";"Meryta_sinclairii";"Hymenolaimus_malacorhynchos";"Actinidia_chinensis";"Elaeocarpus_hookerianus";"Prunus_avium";"Plagianthus_regius";"Cotoneaster_franchetii";"Coprosma_linariifolia";"Halocarpus_biformis";"Coprosma_pseudocuneata";"Berberis_darwinii";"Passiflora_tripartita";"Rosa_rubiginosa";"Rubus_squarrosus";"Ilex_aquifolium";"Muehlenbeckia_axillaris";"Lepidothamnus_intermedius";"Tupeia_antarctica";"Androstoma_empetrifolia";"Alepis_flavida";"Lepidothamnus_laxifolius";"Coprosma_perpusilla";"Dracophyllum_longifolium";"Ficus_macrophylla";"Gaultheria_depressa";"Psidium_cattleianum";"Pentachondra_pumila";"Podocarpus_nivalis";"Coriaria_plumosa";"Coprosma_rugosa";"Gaultheria_macrostigma";"Peraxilla_tetrapetala";"Acrothamnus_colensoi";"Melicytus_alpinus";"Arbutus_unedo";"Laurus_nobilis";"Pyrus_communis";"Gunnera_tinctoria";"Lycium_ferocissimum";"Syzygium_australe";"Fuchsia_perscandens";"Taxus_baccata";"Euonymus_europaeus";"Olea_europaea";"Prunus_laurocerasus";"Cornus_capitata";"Alnus_glutinosa";"Vitis_vinifera";"Muehlenbeckia_astonii";"Malus_domestica";"Prunus_cerasifera";"Nestor_notabilis";"Finschia_novaeseelandiae";"Acer_pseudoplatanus";"Astelia_nivicola";"Strigops_habroptila";"Jasminum_officinale";"Coriaria_sarmentosa";"Sambucus_nigra";"Coprosma_fowerakeri";"Melicytus_obovatus";"Actinidia_arguta";"Coprosma_serrulata";"Cyanoramphus_malherbi";"Ligustrum_ovalifolium";"Peraxilla_colensoi";"Sorbus_aucuparia";"Coprosma_petriei";"Coriaria_angustissima";"Ficus_carica";"Coprosma_intertexta";"Tropaeolum_speciosum";"Melicytus_chathamicus";"Ribes_sanguineum"
225;2;121;4;34;68;50;40;86;30;101;80;47;61;1;3;47;0;3;0;11;0;0;1;0;0;1;0;1;78;0;39;1;1;1;18;0;1;1;1;0;0;3;1;1;22;98;1;1;0;1;0;64;103;44;0;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;0;51;0;17;61;19;15;45;11;45;32;9;24;0;0;14;0;2;0;12;0;0;0;0;0;0;0;0;29;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;17;46;0;0;0;0;0;13;52;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
227;0;0;2;18;13;55;57;7;0;55;48;13;30;0;8;67;0;2;0;12;0;0;0;0;0;0;0;0;38;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;14;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
228;0;63;9;44;20;37;0;54;23;31;45;30;37;0;0;0;0;2;0;22;0;0;1;0;1;0;0;0;55;2;7;2;2;0;2;2;0;2;0;0;0;0;0;1;33;27;0;0;0;1;0;21;47;25;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;0;61;0;19;1;22;14;55;22;38;28;26;27;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;29;0;4;0;0;0;10;0;0;0;0;0;0;7;0;0;33;45;0;0;0;0;0;35;57;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;0;305;0;156;73;218;2;349;45;300;167;63;249;0;0;1;0;17;0;91;1;0;2;0;0;1;0;0;196;2;29;1;1;2;0;0;0;2;0;1;0;3;2;1;140;205;0;0;0;0;0;162;370;216;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;0;956;2;268;492;503;6;1196;16;1103;459;86;701;6;1;1;2;62;0;142;0;3;2;0;1;0;1;1;310;3;190;2;0;1;9;3;0;3;0;1;0;2;2;1;472;293;1;3;0;3;0;704;1094;552;0;0;0;1;0;0;3;0;3;0;0;0;0;0;4;3;1;0;3;3;1;2;1;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;2;134;7;128;202;220;23;260;0;313;280;116;206;0;71;69;0;2;0;100;0;0;5;0;0;0;0;0;133;5;63;0;5;5;0;0;0;5;0;0;10;23;0;0;166;146;0;0;0;0;0;125;178;85;1;3;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;5;0;0;0;0;3;0;0;167;0;0;127;232;1;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;0;5;0;2;12;3;1;5;1;5;3;0;2;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;1;153;1;46;103;96;14;149;26;129;126;30;143;3;24;104;2;21;0;41;0;4;0;0;0;0;3;4;124;5;58;4;0;0;6;4;0;3;1;1;0;18;0;0;36;73;2;2;1;4;0;82;166;105;1;1;0;0;0;1;0;1;4;0;0;0;0;1;0;0;0;0;0;3;3;1;1;0;0;1;0;0;3;1;1;3;0;1;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;0;56;2;40;105;83;1;88;14;79;86;61;73;0;1;15;0;47;0;55;0;0;0;0;0;0;0;0;73;0;9;0;0;0;5;0;0;0;0;0;0;0;0;0;9;52;0;0;0;0;0;47;97;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;0;43;3;18;88;40;5;62;10;42;31;24;39;0;1;16;0;0;0;28;0;0;0;0;0;0;0;0;36;0;8;0;0;0;9;0;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;35;53;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;0;9;3;10;336;368;22;357;9;261;349;6;404;0;0;526;0;0;0;10;0;0;0;0;0;0;0;0;372;0;63;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;379;348;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;2;441;60;125;581;230;3;484;121;357;165;36;301;0;1;4;0;24;0;59;0;0;0;0;0;0;0;0;188;0;95;0;0;1;45;0;0;0;0;0;1;3;0;0;100;72;0;0;0;0;0;380;394;232;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;1;466;8;122;11;419;20;378;85;617;404;105;454;14;34;1;3;93;5;93;12;16;13;0;2;12;11;15;327;16;386;16;0;10;5;14;1;14;5;13;28;78;3;8;305;261;11;15;0;16;3;198;499;261;0;0;6;1;0;0;5;0;16;0;2;0;0;0;9;13;1;1;9;16;6;5;5;0;0;0;0;3;6;7;8;13;0;0;3;0;0;10;0;0;4;0;0;1;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;3;0;0;1;1;0;0;0;4;0;0;0;0;0;1;123;0;0;0;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;1;676;1;250;228;394;6;754;74;516;416;86;521;0;1;3;0;72;0;197;0;2;3;0;2;0;0;2;263;3;73;1;1;1;4;2;0;4;0;1;0;0;0;0;261;436;1;0;0;1;0;447;693;446;0;1;0;0;0;1;2;0;2;1;1;0;1;0;2;0;0;0;1;1;1;2;2;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;1;3226;3;1276;2077;1438;17;4471;247;3498;1417;463;2832;0;2;2;3;35;0;1238;1;1;2;0;11;0;5;0;1125;4;429;1;1;1;5;6;0;5;0;1;0;7;1;1;1827;896;1;1;0;3;0;2678;4260;2252;0;0;1;5;3;3;1;0;4;6;2;0;0;0;6;1;0;0;7;0;0;5;5;3;0;0;0;0;0;0;0;1;0;0;1;1;0;5;1;0;2;0;6;9;0;0;0;0;0;0;5;1;2;3;0;0;0;1;2;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;4;2;0;0;0;1;0;0;3;0;0;0;0;0;0;6;0;0;0;2;0;0;0;3;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;0;1422;3;582;724;911;5;1809;57;1535;618;434;1382;0;86;3;0;11;1;526;0;1;0;0;5;1;2;0;506;2;66;0;0;0;0;4;0;4;0;0;0;0;0;1;755;817;0;1;0;2;0;999;1801;975;0;1;0;4;2;0;1;0;2;4;3;0;1;0;3;2;0;0;3;0;0;1;4;3;3;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;4;0;0;0;1;1;1;0;4;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;0;564;1;197;451;236;4;647;4;499;272;50;386;0;0;3;0;12;0;172;0;0;0;0;1;0;1;0;86;2;51;0;0;1;0;3;0;2;0;0;0;0;1;0;195;69;0;0;0;0;0;358;591;256;0;0;0;2;2;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;5;7;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;0;131;2;63;108;99;35;129;32;194;123;82;103;0;12;0;2;6;0;15;2;0;1;0;0;0;2;0;66;2;71;2;1;2;1;2;0;2;1;1;0;0;2;2;68;76;0;2;0;2;0;55;128;77;0;1;0;0;0;18;2;1;1;0;0;0;0;0;1;2;0;0;2;1;0;2;1;0;0;0;1;0;1;0;2;0;0;0;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;0;17;2;19;17;15;1;12;6;14;18;8;17;0;0;9;0;2;0;4;0;0;0;0;0;0;0;0;16;0;5;0;0;0;12;0;0;0;0;0;0;0;0;0;7;9;0;0;0;0;0;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
