"cell_id";"Acanthis_flammea";"Acridotheres_tristis";"Anthus_novaeseelandiae";"Carduelis_carduelis";"Chroicocephalus_novaehollandiae";"Gerygone_igata";"Nestor_meridionalis";"Passer_domesticus";"Phasianus_colchicus";"Prosthemadera_novaeseelandiae";"Rhipidura_fuliginosa";"Tadorna_variegata";"Zosterops_lateralis";"Alseuosmia_macrophylla";"Anas_chlorotis";"Anthornis_melanura";"Beilschmiedia_tarairi";"Branta_canadensis";"Callaeas_cinereus";"Chloris_chloris";"Coprosma_arborea";"Coprosma_grandifolia";"Coprosma_lucida";"Coprosma_parviflora";"Cordyline_australis";"Dacrydium_cupressinum";"Dysoxylum_spectabile";"Freycinetia_banksii";"Fringilla_coelebs";"Geniostoma_ligustrifolium";"Hemiphaga_novaeseelandiae";"Knightia_excelsa";"Leptecophylla_juniperina";"Leucopogon_fasciculatus";"Meleagris_gallopavo";"Melicytus_ramiflorus";"Mida_salicifolia";"Myrsine_australis";"Myrsine_salicina";"Nestegis_lanceolata";"Petroica_australis";"Petroica_macrocephala";"Phyllocladus_trichomanoides";"Pittosporum_tenuifolium";"Platycercus_eximius";"Porphyrio_melanotus";"Prumnopitys_ferruginea";"Pseudopanax_crassifolius";"Pseudowintera_axillaris";"Rhopalostylis_sapida";"Rubus_australis";"Sturnus_vulgaris";"Turdus_merula";"Turdus_philomelos";"Acanthisitta_chloris";"Leptospermum_scoparium";"Litsea_calicaris";"Macropiper_excelsum";"Pseudopanax_lessonii";"Gallirallus_australis";"Coprosma_rhamnoides";"Geniostoma_rupestre";"Hedycarya_arborea";"Solanum_mauritianum";"Phormium_tenax";"Lantana_camara";"Muehlenbeckia_complexa";"Aristotelia_serrata";"Corynocarpus_laevigatus";"Dacrycarpus_dacrydioides";"Paratrophis_microphylla";"Podocarpus_cunninghamii";"Podocarpus_totara";"Ripogonum_scandens";"Schefflera_digitata";"Vitex_lucens";"Coprosma_robusta";"Ligustrum_sinense";"Lonicera_japonica";"Gaultheria_antipoda";"Styphelia_nesophila";"Carpodetus_serratus";"Elaeocarpus_dentatus";"Griselinia_lucida";"Rubus_cissoides";"Beilschmiedia_tawa";"Coprosma_rotundifolia";"Muehlenbeckia_australis";"Pseudopanax_arboreus";"Rubus_fruticosus";"Coprosma_areolata";"Cyanoramphus_novaezelandiae";"Griselinia_littoralis";"Passiflora_tarminiana";"Mohoua_albicilla";"Philesturnus_carunculatus";"Pittosporum_crassifolium";"Coprosma_macrocarpa";"Coprosma_tenuifolia";"Phormium_colensoi";"Coprosma_rigida";"Solanum_americanum";"Nestegis_cunninghamii";"Raukaua_edgerleyi";"Toronia_toru";"Coprosma_repens";"Hedychium_gardnerianum";"Syzygium_smithii";"Astelia_banksii";"Coprosma_acerosa";"Coprosma_cheesemanii";"Pittosporum_eugenioides";"Myrsine_divaricata";"Alectryon_excelsus";"Coprosma_propinqua";"Solanum_nigrum";"Fuchsia_excorticata";"Pennantia_corymbosa";"Ascarina_lucida";"Parsonsia_heterophylla";"Pseudowintera_colorata";"Lophomyrtus_bullata";"Hedera_helix";"Aristotelia_fruticosa";"Neomyrtus_pedunculata";"Coriaria_arborea";"Weinmannia_racemosa";"Passiflora_tetrandra";"Cacatua_galerita";"Cestrum_nocturnum";"Lophomyrtus_obcordata";"Planchonella_costata";"Prumnopitys_taxifolia";"Asparagus_asparagoides";"Myoporum_laetum";"Coprosma_crassifolia";"Asparagus_scandens";"Astelia_fragrans";"Notiomystis_cincta";"Corokia_cotoneaster";"Coprosma_foetidissima";"Raukaua_simplex";"Rhaphiolepis_loquata";"Ligustrum_lucidum";"Cyanoramphus_auriceps";"Metrosideros_umbellata";"Neopanax_colensoi";"Phoenix_canariensis";"Trachycarpus_fortunei";"Rhamnus_alaternus";"Ileostylus_micranthus";"Archontophoenix_cunninghamiana";"Corokia_macrocarpa";"Cotoneaster_coriaceus";"Dracaena_draco";"Pisonia_brunoniana";"Solanum_pseudocapsicum";"Crataegus_monogyna";"Solanum_aviculare";"Cotoneaster_glaucophyllus";"Melicytus_lanceolatus";"Prunus_domestica";"Solanum_laciniatum";"Phytolacca_icosandra";"Coprosma_depressa";"Astelia_nervosa";"Leycesteria_formosa";"Mohoua_ochrocephala";"Coprosma_colensoi";"Berberis_glaucocarpa";"Isolepis_habra";"Coprosma_cuneata";"Luzuriaga_parviflora";"Meryta_sinclairii";"Hymenolaimus_malacorhynchos";"Actinidia_chinensis";"Elaeocarpus_hookerianus";"Prunus_avium";"Plagianthus_regius";"Cotoneaster_franchetii";"Coprosma_linariifolia";"Halocarpus_biformis";"Coprosma_pseudocuneata";"Berberis_darwinii";"Passiflora_tripartita";"Rosa_rubiginosa";"Rubus_squarrosus";"Ilex_aquifolium";"Muehlenbeckia_axillaris";"Lepidothamnus_intermedius";"Tupeia_antarctica";"Androstoma_empetrifolia";"Alepis_flavida";"Lepidothamnus_laxifolius";"Coprosma_perpusilla";"Dracophyllum_longifolium";"Ficus_macrophylla";"Gaultheria_depressa";"Psidium_cattleianum";"Pentachondra_pumila";"Podocarpus_nivalis";"Coriaria_plumosa";"Coprosma_rugosa";"Gaultheria_macrostigma";"Peraxilla_tetrapetala";"Acrothamnus_colensoi";"Melicytus_alpinus";"Arbutus_unedo";"Laurus_nobilis";"Pyrus_communis";"Gunnera_tinctoria";"Lycium_ferocissimum";"Syzygium_australe";"Fuchsia_perscandens";"Taxus_baccata";"Euonymus_europaeus";"Olea_europaea";"Prunus_laurocerasus";"Cornus_capitata";"Alnus_glutinosa";"Vitis_vinifera";"Muehlenbeckia_astonii";"Malus_domestica";"Prunus_cerasifera";"Nestor_notabilis";"Finschia_novaeseelandiae";"Acer_pseudoplatanus";"Astelia_nivicola";"Strigops_habroptila";"Jasminum_officinale";"Coriaria_sarmentosa";"Sambucus_nigra";"Coprosma_fowerakeri";"Melicytus_obovatus";"Actinidia_arguta";"Coprosma_serrulata";"Cyanoramphus_malherbi";"Ligustrum_ovalifolium";"Peraxilla_colensoi";"Sorbus_aucuparia";"Coprosma_petriei";"Coriaria_angustissima";"Ficus_carica";"Coprosma_intertexta";"Tropaeolum_speciosum";"Melicytus_chathamicus";"Ribes_sanguineum"
1138;22;2;7;93;0;83;0;79;20;17;103;44;84;0;0;3;0;0;0;88;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;0;0;0;0;0;55;103;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1139;17;59;12;108;11;71;0;106;19;32;92;61;78;0;0;10;0;5;0;81;0;0;0;0;0;0;0;0;94;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;25;0;0;0;0;0;83;109;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1140;2;7;6;39;0;33;0;41;15;5;43;25;30;0;0;1;0;0;0;38;0;0;0;0;0;0;0;0;41;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;27;36;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1141;0;0;0;1;0;2;0;3;0;2;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;0;2;0;11;22;10;0;24;4;11;7;5;2;0;0;0;0;1;0;13;0;0;0;0;0;0;0;0;8;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;18;16;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1143;9;12;33;61;43;78;0;100;18;7;66;13;76;0;0;0;0;61;0;46;0;0;0;0;0;0;0;0;106;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0;0;0;0;0;119;78;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1144;0;0;0;45;0;26;0;53;2;22;36;25;19;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;0;0;0;0;39;39;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1145;1;0;0;50;0;32;0;75;12;32;49;43;30;0;0;4;0;0;0;26;0;0;0;0;0;0;0;0;45;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;4;17;0;0;0;0;0;73;46;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;0;0;0;23;0;7;0;18;2;5;8;15;6;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;15;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1147;0;0;0;18;0;20;0;30;0;10;17;8;19;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;15;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;31;19;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1148;0;0;0;28;0;37;0;37;1;25;35;7;29;0;0;8;0;0;0;3;0;0;0;0;0;0;0;0;25;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;45;42;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;1;0;0;21;0;46;0;13;11;36;42;17;26;0;0;12;0;0;0;3;0;0;1;0;0;0;0;0;39;1;29;0;0;0;0;1;0;0;0;0;0;0;0;0;9;16;0;1;0;0;0;18;37;26;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;3;0;1;11;0;149;0;17;12;66;82;34;74;0;0;85;0;3;0;3;0;6;5;0;0;2;0;0;92;2;56;4;0;1;0;6;0;4;0;0;0;26;0;1;5;1;4;4;2;0;0;35;72;59;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;4;1;0;1;1;0;1;0;0;0;0;4;0;10;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;3;1;0;0;0;1;3;0;0;7;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1151;0;0;0;0;0;26;0;0;0;0;11;2;18;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;17;0;1;0;0;1;0;1;0;0;0;0;0;15;0;0;0;0;0;0;1;0;0;0;14;8;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;0;14;0;11;0;15;0;26;0;22;16;0;16;0;0;7;0;0;0;13;0;0;0;0;0;0;0;0;24;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;25;32;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1153;0;3;0;3;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1154;0;1;0;3;0;0;0;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1155;0;3;0;3;0;0;0;3;0;0;1;5;0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1156;0;0;0;18;0;10;0;15;14;0;12;8;7;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;19;0;12;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;18;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1157;0;0;0;8;0;5;0;6;0;5;8;3;1;0;0;2;0;1;0;5;0;0;0;0;0;0;0;0;9;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;9;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1158;0;0;2;2;19;0;0;5;0;0;1;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
