"cell_id";"guild";"record.type";"richness"
1133;"birds";"GBIF";19
1134;"birds";"GBIF";24
1134;"birds";"TIER1";8
1134;"plants";"NVS";20
1135;"birds";"GBIF";19
1135;"birds";"TIER1";7
1135;"plants";"GBIF";8
1135;"plants";"NVS";14
1136;"birds";"GBIF";15
1137;"birds";"GBIF";19
1138;"birds";"GBIF";19
1139;"birds";"GBIF";22
1140;"birds";"GBIF";20
1141;"birds";"GBIF";10
1142;"birds";"GBIF";18
1143;"birds";"GBIF";21
1143;"plants";"GBIF";1
1144;"birds";"GBIF";16
1144;"plants";"GBIF";1
1145;"birds";"GBIF";18
1145;"plants";"GBIF";1
1146;"birds";"GBIF";16
1147;"birds";"GBIF";16
1148;"birds";"GBIF";17
1148;"plants";"GBIF";2
1149;"birds";"GBIF";20
1149;"plants";"NVS";7
1150;"birds";"GBIF";22
1150;"birds";"TIER1";16
1150;"plants";"GBIF";1
1150;"plants";"NVS";39
1151;"birds";"GBIF";12
1151;"birds";"TIER1";10
1151;"plants";"NVS";13
1152;"birds";"GBIF";16
1153;"birds";"GBIF";9
1154;"birds";"GBIF";11
1155;"birds";"GBIF";9
1156;"birds";"GBIF";15
1157;"birds";"GBIF";18
1158;"birds";"GBIF";11
1159;"birds";"GBIF";17
1160;"birds";"GBIF";16
1160;"plants";"GBIF";1
1161;"birds";"GBIF";20
1162;"birds";"GBIF";16
1162;"plants";"GBIF";2
1163;"birds";"GBIF";18
1163;"plants";"GBIF";1
1164;"birds";"GBIF";20
1164;"plants";"GBIF";1
1165;"birds";"GBIF";22
1165;"plants";"GBIF";17
1165;"plants";"NVS";31
1166;"birds";"GBIF";18
1166;"birds";"TIER1";2
1166;"plants";"GBIF";3
1166;"plants";"NVS";18
1167;"birds";"GBIF";19
1168;"birds";"GBIF";5
1169;"birds";"GBIF";10
1170;"birds";"GBIF";12
1171;"birds";"GBIF";14
1171;"plants";"NVS";2
1172;"birds";"GBIF";14
1173;"birds";"GBIF";21
1174;"birds";"GBIF";15
1175;"birds";"GBIF";21
1176;"birds";"GBIF";19
1177;"birds";"GBIF";16
1178;"birds";"GBIF";20
1179;"birds";"GBIF";18
1180;"birds";"GBIF";27
1180;"plants";"GBIF";1
1181;"birds";"GBIF";15
1181;"birds";"TIER1";9
1181;"plants";"GBIF";1
1181;"plants";"NVS";18
1182;"birds";"GBIF";13
1183;"birds";"GBIF";13
1184;"birds";"GBIF";13
1185;"birds";"GBIF";7
1186;"birds";"GBIF";5
1187;"birds";"GBIF";11
1188;"birds";"GBIF";20
1189;"birds";"GBIF";8
1190;"birds";"GBIF";15
1191;"birds";"GBIF";19
1192;"birds";"GBIF";15
1193;"birds";"GBIF";24
1194;"birds";"GBIF";28
1194;"plants";"GBIF";1
1195;"birds";"GBIF";22
1195;"plants";"GBIF";5
1195;"plants";"NVS";24
1196;"birds";"GBIF";18
1197;"birds";"GBIF";16
1198;"birds";"GBIF";13
1199;"birds";"GBIF";9
1200;"birds";"GBIF";3
1201;"birds";"GBIF";8
1202;"birds";"GBIF";17
1202;"plants";"GBIF";1
1203;"birds";"GBIF";18
1204;"birds";"GBIF";6
1205;"birds";"GBIF";24
1205;"birds";"TIER1";15
1205;"plants";"GBIF";1
1205;"plants";"NVS";24
1206;"birds";"GBIF";19
1206;"birds";"TIER1";9
1206;"plants";"GBIF";11
1206;"plants";"NVS";5
1207;"birds";"GBIF";11
1208;"birds";"GBIF";24
1208;"plants";"GBIF";1
1209;"birds";"GBIF";22
1209;"plants";"GBIF";2
1210;"birds";"GBIF";18
1211;"birds";"GBIF";22
1211;"plants";"GBIF";1
1212;"birds";"GBIF";24
1212;"birds";"TIER1";9
1212;"plants";"GBIF";19
1212;"plants";"NVS";23
1213;"birds";"GBIF";19
1213;"plants";"GBIF";22
1214;"birds";"GBIF";19
1215;"birds";"GBIF";17
1216;"birds";"GBIF";13
1217;"birds";"GBIF";14
1217;"plants";"NVS";3
1218;"birds";"GBIF";7
1219;"birds";"GBIF";16
1220;"birds";"GBIF";17
1221;"birds";"GBIF";14
1222;"birds";"GBIF";20
1222;"plants";"GBIF";2
1222;"plants";"NVS";11
1223;"birds";"GBIF";23
1224;"birds";"GBIF";10
1225;"birds";"GBIF";15
1226;"birds";"GBIF";19
1226;"plants";"GBIF";1
1227;"birds";"GBIF";21
1228;"birds";"GBIF";22
1229;"birds";"GBIF";18
1229;"birds";"TIER1";7
1229;"plants";"GBIF";2
1229;"plants";"NVS";19
1230;"birds";"GBIF";22
1231;"birds";"GBIF";17
1232;"birds";"GBIF";16
1233;"birds";"GBIF";17
1234;"birds";"GBIF";14
1235;"birds";"GBIF";14
1236;"birds";"GBIF";8
1237;"birds";"GBIF";15
1237;"plants";"NVS";17
1238;"birds";"GBIF";21
1238;"plants";"GBIF";1
1239;"birds";"GBIF";17
1239;"plants";"GBIF";1
1240;"birds";"GBIF";25
1241;"birds";"GBIF";21
1241;"birds";"TIER1";18
1241;"plants";"GBIF";3
1241;"plants";"NVS";25
1242;"birds";"GBIF";20
1242;"plants";"GBIF";1
1242;"plants";"NVS";2
1243;"birds";"GBIF";22
1244;"birds";"GBIF";28
1245;"birds";"GBIF";22
1245;"plants";"GBIF";1
1246;"birds";"GBIF";18
1246;"birds";"TIER1";8
1246;"plants";"GBIF";3
1246;"plants";"NVS";21
1247;"birds";"GBIF";22
1247;"plants";"GBIF";3
1248;"birds";"GBIF";16
1249;"birds";"GBIF";16
1250;"birds";"GBIF";13
1251;"birds";"GBIF";20
1252;"birds";"GBIF";16
1253;"birds";"GBIF";15
1255;"birds";"GBIF";15
1256;"birds";"GBIF";19
1257;"birds";"GBIF";18
1257;"birds";"TIER1";18
1257;"plants";"NVS";20
1258;"birds";"GBIF";21
1258;"birds";"TIER1";3
1258;"plants";"GBIF";3
1259;"birds";"GBIF";23
1259;"plants";"GBIF";13
1260;"birds";"GBIF";4
1261;"birds";"GBIF";19
1262;"birds";"GBIF";21
1263;"birds";"GBIF";26
1264;"birds";"GBIF";13
1264;"plants";"NVS";17
1265;"birds";"GBIF";13
1265;"birds";"TIER1";10
1265;"plants";"NVS";18
1266;"birds";"GBIF";25
1266;"birds";"TIER1";14
1266;"plants";"GBIF";12
1266;"plants";"NVS";31
1267;"birds";"GBIF";29
1267;"plants";"GBIF";50
1268;"birds";"GBIF";16
1269;"birds";"GBIF";13
1270;"birds";"GBIF";17
1272;"birds";"GBIF";16
1273;"birds";"GBIF";13
1275;"birds";"GBIF";18
1275;"birds";"TIER1";18
1275;"plants";"NVS";48
1276;"birds";"GBIF";16
1276;"birds";"TIER1";16
1276;"plants";"GBIF";6
1276;"plants";"NVS";33
1277;"birds";"GBIF";27
1277;"birds";"TIER1";17
1277;"plants";"NVS";24
1278;"birds";"GBIF";18
1278;"birds";"TIER1";16
1278;"plants";"NVS";45
1279;"birds";"GBIF";26
1279;"birds";"TIER1";15
1279;"plants";"NVS";36
1280;"birds";"GBIF";29
1280;"plants";"GBIF";26
1281;"birds";"GBIF";27
1281;"birds";"TIER1";16
1281;"plants";"GBIF";4
1281;"plants";"NVS";23
1282;"birds";"GBIF";28
1282;"birds";"TIER1";12
1282;"plants";"GBIF";3
1282;"plants";"NVS";8
1283;"birds";"GBIF";33
1283;"birds";"TIER1";18
1283;"plants";"GBIF";5
1283;"plants";"NVS";25
1284;"birds";"GBIF";28
1284;"plants";"GBIF";2
1285;"birds";"GBIF";24
1286;"birds";"GBIF";16
1286;"birds";"TIER1";14
1286;"plants";"GBIF";10
1286;"plants";"NVS";28
1287;"birds";"GBIF";16
1287;"birds";"TIER1";13
1287;"plants";"GBIF";5
1287;"plants";"NVS";27
1288;"birds";"GBIF";26
1288;"plants";"NVS";13
1289;"birds";"GBIF";21
1289;"plants";"GBIF";1
1290;"birds";"GBIF";21
1290;"plants";"GBIF";2
1291;"birds";"GBIF";19
1292;"birds";"GBIF";19
1293;"birds";"GBIF";21
1294;"birds";"GBIF";18
1295;"birds";"GBIF";23
1295;"plants";"GBIF";1
1295;"plants";"NVS";41
1296;"birds";"GBIF";21
1296;"birds";"TIER1";16
1296;"plants";"GBIF";2
1296;"plants";"NVS";47
1297;"birds";"GBIF";22
1297;"birds";"TIER1";14
1297;"plants";"GBIF";2
1297;"plants";"NVS";11
1298;"birds";"GBIF";19
1298;"birds";"TIER1";13
1298;"plants";"GBIF";1
1298;"plants";"NVS";10
1299;"birds";"GBIF";3
1299;"birds";"TIER1";10
1299;"plants";"NVS";42
1300;"birds";"GBIF";17
1300;"birds";"TIER1";19
1300;"plants";"NVS";44
1301;"birds";"GBIF";23
1302;"birds";"GBIF";30
1302;"birds";"TIER1";18
1302;"plants";"GBIF";1
1302;"plants";"NVS";10
1303;"birds";"GBIF";28
1303;"birds";"TIER1";8
1303;"plants";"GBIF";1
1303;"plants";"NVS";20
1304;"birds";"GBIF";18
1305;"birds";"GBIF";21
1306;"birds";"GBIF";21
1307;"birds";"GBIF";33
1307;"plants";"GBIF";66
1308;"birds";"GBIF";29
1309;"birds";"GBIF";26
1309;"birds";"TIER1";16
1309;"plants";"NVS";27
1310;"birds";"GBIF";18
1310;"birds";"TIER1";8
1310;"plants";"GBIF";10
1310;"plants";"NVS";18
1311;"birds";"GBIF";24
1311;"birds";"TIER1";15
1311;"plants";"GBIF";9
1311;"plants";"NVS";35
1312;"birds";"GBIF";20
1313;"birds";"GBIF";21
1313;"plants";"GBIF";1
1314;"birds";"GBIF";14
1315;"birds";"GBIF";20
1315;"plants";"NVS";27
1316;"birds";"GBIF";19
1317;"birds";"GBIF";20
1318;"birds";"GBIF";20
1319;"birds";"GBIF";21
1319;"plants";"NVS";34
1320;"birds";"GBIF";20
1320;"birds";"TIER1";15
1320;"plants";"GBIF";1
1320;"plants";"NVS";21
1321;"birds";"GBIF";19
1321;"birds";"TIER1";14
1321;"plants";"NVS";11
1322;"birds";"GBIF";18
1322;"birds";"TIER1";14
1322;"plants";"GBIF";1
1322;"plants";"NVS";13
1323;"birds";"GBIF";17
1323;"birds";"TIER1";3
1323;"plants";"GBIF";3
1323;"plants";"NVS";10
1324;"birds";"GBIF";9
1324;"birds";"TIER1";19
1324;"plants";"GBIF";1
1324;"plants";"NVS";28
1325;"birds";"GBIF";24
1325;"plants";"GBIF";4
1326;"birds";"GBIF";29
1326;"plants";"GBIF";1
1327;"birds";"GBIF";32
1327;"plants";"GBIF";3
1328;"birds";"GBIF";1
1329;"birds";"GBIF";14
1330;"birds";"GBIF";22
1330;"birds";"TIER1";12
1330;"plants";"GBIF";1
1330;"plants";"NVS";23
1331;"birds";"GBIF";22
1332;"birds";"GBIF";19
1333;"birds";"GBIF";22
1333;"plants";"NVS";22
1334;"birds";"GBIF";16
1334;"plants";"GBIF";1
1334;"plants";"NVS";27
1335;"birds";"GBIF";2
1336;"birds";"GBIF";23
1337;"birds";"GBIF";29
1337;"plants";"GBIF";23
1337;"plants";"NVS";29
1338;"birds";"GBIF";26
1338;"plants";"GBIF";39
1338;"plants";"NVS";46
1339;"birds";"GBIF";20
1339;"plants";"GBIF";36
1339;"plants";"NVS";41
1340;"birds";"GBIF";17
1340;"birds";"TIER1";14
1340;"plants";"GBIF";24
1340;"plants";"NVS";40
1341;"birds";"GBIF";22
1341;"birds";"TIER1";9
1341;"plants";"GBIF";2
1341;"plants";"NVS";18
1342;"birds";"GBIF";21
1343;"birds";"GBIF";25
1343;"plants";"GBIF";2
1344;"birds";"GBIF";17
1345;"birds";"GBIF";19
1346;"birds";"GBIF";22
1346;"plants";"NVS";31
1347;"birds";"GBIF";6
1348;"birds";"GBIF";23
1348;"plants";"GBIF";2
1348;"plants";"NVS";34
1349;"birds";"GBIF";21
1349;"birds";"TIER1";14
1349;"plants";"GBIF";2
1349;"plants";"NVS";12
1350;"birds";"GBIF";18
1350;"birds";"TIER1";19
1350;"plants";"GBIF";1
1350;"plants";"NVS";27
1351;"birds";"GBIF";15
1351;"birds";"TIER1";16
1351;"plants";"NVS";20
1352;"birds";"GBIF";20
1352;"birds";"TIER1";18
1352;"plants";"GBIF";2
1352;"plants";"NVS";13
1353;"birds";"GBIF";23
1353;"birds";"TIER1";18
1353;"plants";"GBIF";5
1353;"plants";"NVS";26
1354;"birds";"GBIF";23
1354;"birds";"TIER1";17
1354;"plants";"NVS";23
1355;"birds";"GBIF";24
1355;"plants";"GBIF";1
1355;"plants";"NVS";7
1356;"birds";"GBIF";25
1356;"plants";"GBIF";11
1357;"birds";"GBIF";8
1358;"birds";"GBIF";13
1358;"plants";"GBIF";65
1359;"birds";"GBIF";19
1359;"birds";"TIER1";12
1359;"plants";"GBIF";15
1359;"plants";"NVS";36
1360;"birds";"GBIF";25
1361;"birds";"GBIF";15
1361;"birds";"TIER1";18
1361;"plants";"NVS";21
1362;"birds";"GBIF";20
1362;"plants";"NVS";10
1363;"birds";"GBIF";24
1363;"birds";"TIER1";12
1363;"plants";"GBIF";3
1363;"plants";"NVS";31
1364;"birds";"GBIF";29
1365;"birds";"GBIF";24
1366;"birds";"GBIF";29
1366;"plants";"GBIF";71
1366;"plants";"NVS";24
1367;"birds";"GBIF";29
1367;"plants";"GBIF";19
1367;"plants";"NVS";24
1368;"birds";"GBIF";26
1368;"plants";"GBIF";27
1369;"birds";"GBIF";27
1369;"plants";"GBIF";27
1369;"plants";"NVS";43
1370;"birds";"GBIF";23
1371;"birds";"GBIF";24
1372;"birds";"GBIF";18
1373;"birds";"GBIF";21
1374;"birds";"GBIF";18
1375;"birds";"GBIF";19
1376;"birds";"GBIF";23
1376;"plants";"NVS";29
1377;"birds";"GBIF";3
1378;"birds";"GBIF";20
1379;"birds";"GBIF";22
1379;"birds";"TIER1";15
1379;"plants";"GBIF";37
1379;"plants";"NVS";28
1380;"birds";"TIER1";14
1380;"plants";"GBIF";43
1380;"plants";"NVS";20
1381;"birds";"GBIF";12
1381;"birds";"TIER1";8
1381;"plants";"NVS";17
1382;"birds";"GBIF";20
1382;"birds";"TIER1";16
1382;"plants";"NVS";33
1383;"birds";"GBIF";25
1383;"plants";"GBIF";2
1383;"plants";"NVS";10
1384;"birds";"GBIF";26
1385;"birds";"GBIF";26
1386;"birds";"GBIF";23
1386;"plants";"GBIF";4
1387;"birds";"GBIF";21
1387;"plants";"GBIF";2
1387;"plants";"NVS";4
1388;"birds";"GBIF";23
1388;"plants";"GBIF";67
1389;"birds";"GBIF";23
1389;"birds";"TIER1";17
1389;"plants";"GBIF";74
1389;"plants";"NVS";35
1390;"birds";"GBIF";17
1390;"birds";"TIER1";19
1390;"plants";"GBIF";2
1390;"plants";"NVS";30
1391;"birds";"GBIF";21
1391;"birds";"TIER1";9
1391;"plants";"NVS";20
1392;"birds";"GBIF";22
1392;"plants";"NVS";6
1393;"birds";"GBIF";21
1393;"plants";"GBIF";3
1393;"plants";"NVS";4
1394;"birds";"GBIF";26
1394;"birds";"TIER1";16
1394;"plants";"GBIF";4
1394;"plants";"NVS";34
1395;"birds";"GBIF";28
1395;"plants";"GBIF";6
1396;"birds";"GBIF";20
1397;"birds";"GBIF";23
1398;"birds";"GBIF";29
1398;"plants";"GBIF";72
1398;"plants";"NVS";46
1399;"birds";"GBIF";30
1399;"plants";"GBIF";72
1399;"plants";"NVS";38
1400;"birds";"GBIF";22
1400;"birds";"TIER1";8
1400;"plants";"GBIF";75
1400;"plants";"NVS";34
1401;"birds";"GBIF";24
1401;"birds";"TIER1";10
1401;"plants";"GBIF";25
1401;"plants";"NVS";45
1402;"birds";"GBIF";25
1403;"birds";"GBIF";21
1404;"birds";"GBIF";14
1405;"birds";"GBIF";17
1406;"birds";"GBIF";5
1407;"birds";"GBIF";19
1407;"plants";"NVS";18
1408;"birds";"GBIF";18
1409;"birds";"GBIF";23
1409;"plants";"GBIF";1
1410;"birds";"GBIF";23
1410;"birds";"TIER1";17
1410;"plants";"GBIF";48
1410;"plants";"NVS";15
1411;"birds";"TIER1";14
1411;"plants";"GBIF";3
1411;"plants";"NVS";13
1412;"birds";"GBIF";11
1412;"birds";"TIER1";14
1412;"plants";"NVS";15
1413;"birds";"TIER1";15
1413;"plants";"NVS";18
1414;"birds";"GBIF";23
1414;"birds";"TIER1";16
1414;"plants";"GBIF";1
1414;"plants";"NVS";27
1415;"birds";"GBIF";19
1416;"birds";"GBIF";23
1417;"birds";"GBIF";23
1417;"plants";"GBIF";36
1418;"birds";"GBIF";25
1418;"plants";"GBIF";14
1419;"birds";"GBIF";27
1419;"plants";"GBIF";4
1419;"plants";"NVS";47
1420;"birds";"GBIF";19
1420;"plants";"GBIF";3
1420;"plants";"NVS";27
1421;"birds";"GBIF";22
1421;"birds";"TIER1";17
1421;"plants";"GBIF";39
1421;"plants";"NVS";16
1422;"birds";"GBIF";21
1422;"plants";"GBIF";2
1422;"plants";"NVS";15
1423;"birds";"GBIF";21
1423;"plants";"GBIF";5
1424;"birds";"GBIF";23
1424;"plants";"GBIF";22
1425;"birds";"GBIF";27
1425;"plants";"GBIF";6
1426;"birds";"GBIF";24
1426;"birds";"TIER1";9
1426;"plants";"GBIF";4
1426;"plants";"NVS";16
1427;"birds";"GBIF";14
1428;"birds";"GBIF";8
1429;"birds";"GBIF";10
1429;"plants";"NVS";35
1430;"birds";"GBIF";29
1430;"plants";"GBIF";2
1431;"birds";"GBIF";27
1431;"plants";"GBIF";74
1431;"plants";"NVS";42
1432;"birds";"GBIF";23
1432;"plants";"GBIF";43
1432;"plants";"NVS";41
1433;"birds";"GBIF";20
1434;"birds";"GBIF";22
1435;"birds";"GBIF";21
1435;"plants";"GBIF";2
1436;"birds";"GBIF";18
1437;"birds";"GBIF";21
1437;"plants";"GBIF";3
1438;"birds";"GBIF";14
1438;"plants";"NVS";32
1439;"birds";"GBIF";17
1442;"birds";"GBIF";19
1443;"birds";"GBIF";12
1443;"birds";"TIER1";15
1443;"plants";"GBIF";19
1443;"plants";"NVS";27
1444;"birds";"GBIF";20
1444;"birds";"TIER1";13
1444;"plants";"GBIF";2
1444;"plants";"NVS";9
1445;"birds";"GBIF";6
1445;"birds";"TIER1";13
1445;"plants";"NVS";12
1446;"birds";"GBIF";16
1446;"birds";"TIER1";17
1446;"plants";"NVS";9
1447;"birds";"GBIF";10
1447;"birds";"TIER1";12
1447;"plants";"GBIF";2
1447;"plants";"NVS";11
1448;"birds";"GBIF";18
1449;"birds";"GBIF";14
1450;"birds";"GBIF";22
1451;"birds";"GBIF";22
1451;"plants";"GBIF";2
1452;"birds";"GBIF";18
1452;"plants";"GBIF";2
1452;"plants";"NVS";25
1453;"birds";"GBIF";17
1453;"birds";"TIER1";14
1453;"plants";"GBIF";1
1453;"plants";"NVS";21
1454;"birds";"GBIF";15
1454;"birds";"TIER1";13
1454;"plants";"GBIF";1
1454;"plants";"NVS";18
1455;"birds";"GBIF";16
1455;"birds";"TIER1";14
1455;"plants";"NVS";19
1456;"birds";"GBIF";16
1457;"birds";"GBIF";21
1457;"birds";"TIER1";12
1457;"plants";"GBIF";11
1457;"plants";"NVS";16
1458;"birds";"GBIF";22
1458;"plants";"GBIF";3
1458;"plants";"NVS";16
1459;"birds";"GBIF";18
1461;"birds";"GBIF";11
1462;"birds";"GBIF";2
1463;"birds";"GBIF";23
1463;"plants";"GBIF";67
1463;"plants";"NVS";28
1464;"birds";"GBIF";26
1464;"birds";"TIER1";9
1464;"plants";"GBIF";28
1464;"plants";"NVS";36
1465;"birds";"GBIF";22
1465;"birds";"TIER1";17
1465;"plants";"NVS";27
1466;"birds";"GBIF";19
1467;"birds";"GBIF";20
1467;"birds";"TIER1";11
1467;"plants";"GBIF";3
1467;"plants";"NVS";33
1468;"birds";"GBIF";16
1469;"birds";"GBIF";13
1470;"birds";"GBIF";24
1471;"birds";"GBIF";22
1472;"birds";"GBIF";3
1473;"birds";"GBIF";19
1473;"plants";"GBIF";1
1474;"birds";"GBIF";20
1474;"birds";"TIER1";14
1474;"plants";"GBIF";5
1474;"plants";"NVS";18
1475;"birds";"TIER1";18
1475;"plants";"GBIF";42
1475;"plants";"NVS";28
1476;"birds";"TIER1";17
1476;"plants";"GBIF";52
1476;"plants";"NVS";13
1477;"birds";"GBIF";11
1477;"birds";"TIER1";14
1477;"plants";"NVS";8
1478;"birds";"GBIF";19
1478;"birds";"TIER1";9
1478;"plants";"NVS";25
1479;"birds";"GBIF";5
1480;"birds";"GBIF";20
1481;"birds";"GBIF";18
1482;"birds";"GBIF";17
1482;"plants";"GBIF";1
1484;"birds";"GBIF";14
1484;"birds";"TIER1";16
1484;"plants";"GBIF";1
1484;"plants";"NVS";15
1485;"birds";"GBIF";22
1485;"birds";"TIER1";5
1485;"plants";"GBIF";3
1485;"plants";"NVS";2
1486;"birds";"GBIF";21
1486;"birds";"TIER1";9
1486;"plants";"GBIF";8
1486;"plants";"NVS";10
1487;"birds";"GBIF";22
1487;"plants";"GBIF";34
1488;"birds";"GBIF";22
1488;"plants";"NVS";10
1489;"birds";"GBIF";24
1489;"plants";"NVS";5
1490;"birds";"GBIF";22
1490;"plants";"GBIF";1
1490;"plants";"NVS";21
1491;"birds";"GBIF";18
1492;"birds";"GBIF";15
1493;"birds";"GBIF";21
1493;"birds";"TIER1";13
1493;"plants";"GBIF";2
1493;"plants";"NVS";27
1494;"birds";"GBIF";9
1494;"birds";"TIER1";12
1494;"plants";"GBIF";2
1494;"plants";"NVS";29
1495;"birds";"GBIF";20
1496;"birds";"GBIF";20
1497;"birds";"GBIF";10
1498;"birds";"GBIF";18
1499;"birds";"GBIF";25
1499;"birds";"TIER1";13
1499;"plants";"GBIF";57
1499;"plants";"NVS";32
1500;"birds";"GBIF";19
1500;"birds";"TIER1";15
1500;"plants";"GBIF";47
1500;"plants";"NVS";21
1501;"birds";"GBIF";18
1501;"birds";"TIER1";15
1501;"plants";"GBIF";46
1501;"plants";"NVS";35
1502;"birds";"GBIF";19
1502;"birds";"TIER1";15
1502;"plants";"GBIF";47
1502;"plants";"NVS";13
1503;"birds";"GBIF";17
1503;"birds";"TIER1";19
1503;"plants";"GBIF";11
1503;"plants";"NVS";14
1504;"birds";"GBIF";3
1504;"birds";"TIER1";3
1504;"plants";"GBIF";4
1504;"plants";"NVS";6
1505;"birds";"GBIF";18
1505;"birds";"TIER1";18
1505;"plants";"GBIF";3
1505;"plants";"NVS";21
1506;"birds";"GBIF";20
1507;"birds";"GBIF";20
1507;"birds";"TIER1";11
1507;"plants";"GBIF";1
1507;"plants";"NVS";11
1508;"birds";"GBIF";15
1508;"birds";"TIER1";13
1508;"plants";"GBIF";3
1508;"plants";"NVS";31
1509;"birds";"GBIF";18
1509;"birds";"TIER1";16
1509;"plants";"GBIF";4
1509;"plants";"NVS";31
1510;"birds";"GBIF";16
1510;"birds";"TIER1";9
1510;"plants";"GBIF";11
1510;"plants";"NVS";13
1511;"birds";"GBIF";24
1511;"birds";"TIER1";14
1511;"plants";"GBIF";17
1511;"plants";"NVS";41
1512;"birds";"GBIF";20
1512;"plants";"NVS";8
1513;"birds";"GBIF";19
1513;"plants";"NVS";4
1514;"birds";"GBIF";22
1514;"plants";"NVS";14
1515;"birds";"GBIF";22
1515;"plants";"NVS";2
1516;"birds";"GBIF";21
1516;"plants";"NVS";12
1517;"birds";"GBIF";14
1517;"birds";"TIER1";4
1517;"plants";"NVS";7
1518;"birds";"GBIF";19
1519;"birds";"GBIF";18
1519;"birds";"TIER1";13
1519;"plants";"GBIF";1
1519;"plants";"NVS";38
1520;"birds";"GBIF";22
1521;"birds";"GBIF";16
1521;"plants";"NVS";1
1522;"birds";"GBIF";15
1523;"birds";"GBIF";23
1523;"plants";"GBIF";23
1524;"birds";"GBIF";16
1524;"birds";"TIER1";11
1524;"plants";"GBIF";33
1524;"plants";"NVS";18
1525;"birds";"TIER1";15
1525;"plants";"GBIF";1
1525;"plants";"NVS";19
1526;"birds";"GBIF";18
1526;"birds";"TIER1";15
1526;"plants";"GBIF";1
1526;"plants";"NVS";11
1527;"birds";"GBIF";20
1527;"birds";"TIER1";13
1527;"plants";"NVS";13
1528;"birds";"GBIF";20
1529;"birds";"GBIF";16
1529;"birds";"TIER1";15
1529;"plants";"NVS";9
1530;"birds";"GBIF";19
1530;"birds";"TIER1";16
1530;"plants";"NVS";17
1531;"birds";"GBIF";13
1532;"birds";"GBIF";8
1532;"birds";"TIER1";10
1532;"plants";"GBIF";65
1532;"plants";"NVS";3
1533;"birds";"GBIF";11
1533;"birds";"TIER1";2
1533;"plants";"GBIF";1
1533;"plants";"NVS";4
1534;"birds";"GBIF";19
1534;"birds";"TIER1";10
1534;"plants";"GBIF";17
1534;"plants";"NVS";28
1535;"birds";"GBIF";19
1535;"plants";"NVS";38
1536;"birds";"GBIF";14
1536;"plants";"NVS";39
1537;"birds";"GBIF";15
1537;"plants";"NVS";22
1538;"birds";"GBIF";20
1538;"plants";"NVS";10
1539;"birds";"GBIF";3
1540;"birds";"GBIF";18
1540;"plants";"NVS";24
1541;"birds";"GBIF";17
1541;"plants";"NVS";22
1542;"birds";"GBIF";17
1542;"plants";"NVS";19
1543;"birds";"GBIF";16
1544;"birds";"GBIF";16
1544;"plants";"NVS";1
1545;"birds";"GBIF";21
1545;"plants";"GBIF";6
1546;"birds";"GBIF";21
1546;"plants";"GBIF";7
1547;"birds";"GBIF";23
1547;"birds";"TIER1";13
1547;"plants";"GBIF";4
1547;"plants";"NVS";16
1548;"birds";"GBIF";19
1548;"plants";"GBIF";24
1548;"plants";"NVS";20
1549;"birds";"GBIF";15
1549;"birds";"TIER1";12
1549;"plants";"GBIF";2
1549;"plants";"NVS";13
1550;"birds";"GBIF";17
1550;"birds";"TIER1";11
1550;"plants";"GBIF";2
1550;"plants";"NVS";15
1551;"birds";"GBIF";19
1551;"birds";"TIER1";15
1551;"plants";"GBIF";2
1551;"plants";"NVS";18
1552;"birds";"GBIF";17
1552;"plants";"GBIF";1
1552;"plants";"NVS";21
1553;"birds";"GBIF";18
1553;"birds";"TIER1";13
1553;"plants";"NVS";13
1554;"birds";"GBIF";20
1554;"birds";"TIER1";13
1554;"plants";"NVS";17
1555;"birds";"GBIF";23
1555;"birds";"TIER1";14
1555;"plants";"NVS";2
1556;"birds";"GBIF";23
1556;"birds";"TIER1";14
1556;"plants";"NVS";9
1557;"birds";"GBIF";22
1557;"birds";"TIER1";13
1557;"plants";"GBIF";2
1557;"plants";"NVS";8
1558;"birds";"GBIF";19
1558;"plants";"GBIF";1
1558;"plants";"NVS";19
1559;"birds";"GBIF";15
1559;"birds";"TIER1";8
1559;"plants";"GBIF";12
1559;"plants";"NVS";38
1560;"birds";"GBIF";17
1560;"birds";"TIER1";10
1560;"plants";"NVS";23
1561;"birds";"GBIF";15
1561;"plants";"NVS";11
1562;"birds";"GBIF";15
1562;"birds";"TIER1";10
1562;"plants";"NVS";10
1563;"birds";"GBIF";19
1563;"birds";"TIER1";10
1563;"plants";"NVS";14
1564;"birds";"GBIF";17
1564;"birds";"TIER1";10
1564;"plants";"GBIF";1
1564;"plants";"NVS";12
1565;"birds";"GBIF";19
1565;"plants";"GBIF";1
1565;"plants";"NVS";12
1566;"birds";"GBIF";9
1566;"plants";"GBIF";3
1566;"plants";"NVS";16
1567;"birds";"GBIF";18
1567;"plants";"NVS";12
1568;"birds";"GBIF";18
1568;"plants";"GBIF";2
1569;"birds";"GBIF";27
1570;"birds";"GBIF";19
1570;"plants";"GBIF";1
1571;"birds";"GBIF";17
1571;"birds";"TIER1";9
1571;"plants";"GBIF";2
1571;"plants";"NVS";44
1572;"birds";"GBIF";17
1572;"birds";"TIER1";13
1572;"plants";"GBIF";5
1572;"plants";"NVS";19
1573;"birds";"GBIF";20
1573;"birds";"TIER1";14
1573;"plants";"GBIF";2
1573;"plants";"NVS";10
1574;"birds";"GBIF";24
1574;"birds";"TIER1";21
1574;"plants";"GBIF";7
