"cell_id";"guild";"record.type";"richness"
571;"plants";"GBIF";5
571;"plants";"NVS";39
572;"birds";"GBIF";16
572;"birds";"TIER1";16
572;"plants";"NVS";20
573;"birds";"GBIF";21
573;"birds";"TIER1";15
573;"plants";"NVS";18
574;"birds";"GBIF";21
574;"plants";"GBIF";28
575;"birds";"TIER1";10
575;"plants";"GBIF";19
575;"plants";"NVS";32
576;"plants";"GBIF";24
577;"birds";"GBIF";5
578;"birds";"GBIF";13
578;"plants";"NVS";12
579;"plants";"NVS";23
580;"birds";"GBIF";21
580;"plants";"GBIF";1
582;"plants";"NVS";26
583;"birds";"GBIF";21
583;"birds";"TIER1";15
583;"plants";"GBIF";3
583;"plants";"NVS";38
584;"birds";"GBIF";15
585;"birds";"GBIF";10
586;"birds";"GBIF";17
587;"birds";"GBIF";21
588;"birds";"GBIF";22
588;"plants";"NVS";23
589;"birds";"GBIF";29
589;"plants";"NVS";48
590;"birds";"GBIF";13
590;"birds";"TIER1";11
590;"plants";"GBIF";1
590;"plants";"NVS";53
591;"birds";"GBIF";17
591;"plants";"NVS";15
592;"birds";"GBIF";17
594;"birds";"GBIF";22
595;"birds";"GBIF";19
596;"birds";"GBIF";19
596;"plants";"NVS";6
597;"birds";"GBIF";28
597;"plants";"NVS";13
598;"birds";"GBIF";19
599;"birds";"GBIF";4
600;"birds";"GBIF";20
601;"birds";"GBIF";19
601;"plants";"GBIF";11
601;"plants";"NVS";17
602;"plants";"GBIF";18
603;"birds";"GBIF";18
603;"plants";"NVS";17
604;"birds";"GBIF";26
604;"plants";"GBIF";34
605;"birds";"GBIF";12
605;"birds";"TIER1";15
605;"plants";"GBIF";1
605;"plants";"NVS";28
606;"birds";"GBIF";16
606;"birds";"TIER1";15
606;"plants";"GBIF";1
606;"plants";"NVS";18
607;"birds";"GBIF";22
608;"birds";"GBIF";5
608;"plants";"GBIF";27
608;"plants";"NVS";19
609;"birds";"GBIF";12
610;"birds";"GBIF";9
612;"birds";"GBIF";18
613;"birds";"GBIF";18
614;"birds";"GBIF";19
615;"birds";"GBIF";13
616;"birds";"GBIF";19
616;"birds";"TIER1";6
616;"plants";"GBIF";1
616;"plants";"NVS";34
617;"birds";"GBIF";17
618;"birds";"GBIF";17
619;"birds";"GBIF";23
620;"birds";"GBIF";20
621;"birds";"GBIF";22
622;"birds";"GBIF";26
623;"birds";"GBIF";29
623;"birds";"TIER1";13
623;"plants";"GBIF";7
623;"plants";"NVS";60
624;"birds";"GBIF";19
625;"birds";"GBIF";28
626;"birds";"GBIF";23
627;"birds";"GBIF";18
628;"birds";"GBIF";23
628;"plants";"NVS";7
629;"birds";"GBIF";17
629;"plants";"NVS";12
630;"birds";"GBIF";17
630;"plants";"NVS";1
631;"birds";"GBIF";19
632;"birds";"GBIF";11
633;"birds";"GBIF";22
634;"birds";"GBIF";17
634;"plants";"NVS";11
636;"birds";"GBIF";6
636;"plants";"GBIF";31
636;"plants";"NVS";19
638;"birds";"GBIF";14
638;"birds";"TIER1";7
638;"plants";"NVS";22
639;"birds";"GBIF";16
640;"birds";"GBIF";22
640;"plants";"NVS";6
641;"birds";"GBIF";19
642;"birds";"GBIF";17
643;"birds";"GBIF";14
644;"birds";"GBIF";8
645;"birds";"GBIF";10
646;"birds";"GBIF";13
647;"birds";"GBIF";24
647;"plants";"GBIF";1
648;"birds";"GBIF";10
649;"birds";"GBIF";16
650;"birds";"GBIF";15
650;"plants";"NVS";3
651;"birds";"GBIF";16
652;"birds";"GBIF";16
653;"birds";"GBIF";28
654;"birds";"GBIF";24
654;"birds";"TIER1";15
654;"plants";"NVS";21
655;"birds";"GBIF";16
656;"birds";"GBIF";30
656;"plants";"NVS";23
657;"birds";"GBIF";24
657;"birds";"TIER1";13
657;"plants";"GBIF";2
657;"plants";"NVS";30
658;"birds";"GBIF";20
659;"birds";"GBIF";17
660;"birds";"GBIF";17
661;"birds";"GBIF";17
661;"plants";"NVS";2
662;"birds";"GBIF";21
663;"birds";"GBIF";22
664;"birds";"GBIF";18
665;"birds";"GBIF";14
666;"birds";"GBIF";16
667;"plants";"NVS";25
668;"plants";"GBIF";27
668;"plants";"NVS";22
669;"birds";"GBIF";1
669;"plants";"GBIF";32
669;"plants";"NVS";25
671;"birds";"GBIF";1
671;"birds";"TIER1";12
671;"plants";"NVS";17
672;"birds";"GBIF";5
673;"birds";"GBIF";7
674;"birds";"GBIF";19
675;"birds";"GBIF";18
675;"plants";"NVS";6
676;"birds";"GBIF";17
677;"birds";"GBIF";16
678;"birds";"GBIF";13
678;"plants";"GBIF";1
679;"birds";"GBIF";19
680;"birds";"GBIF";19
681;"birds";"GBIF";22
681;"plants";"GBIF";25
681;"plants";"NVS";20
682;"birds";"GBIF";12
682;"plants";"NVS";16
683;"birds";"GBIF";18
683;"birds";"TIER1";14
683;"plants";"NVS";27
684;"birds";"GBIF";17
685;"birds";"GBIF";13
685;"birds";"TIER1";17
685;"plants";"NVS";19
686;"birds";"GBIF";19
687;"birds";"GBIF";20
687;"birds";"TIER1";14
687;"plants";"NVS";25
688;"birds";"GBIF";23
688;"birds";"TIER1";22
688;"plants";"NVS";32
689;"birds";"GBIF";20
689;"birds";"TIER1";16
689;"plants";"NVS";57
690;"birds";"GBIF";26
690;"plants";"GBIF";1
690;"plants";"NVS";49
691;"birds";"GBIF";15
691;"plants";"NVS";19
692;"birds";"GBIF";22
693;"birds";"GBIF";29
693;"plants";"GBIF";1
693;"plants";"NVS";9
694;"birds";"GBIF";21
694;"plants";"NVS";5
695;"birds";"GBIF";12
696;"birds";"GBIF";12
697;"birds";"GBIF";16
698;"birds";"GBIF";15
699;"birds";"GBIF";28
699;"birds";"TIER1";12
699;"plants";"GBIF";2
699;"plants";"NVS";36
700;"birds";"GBIF";17
700;"birds";"TIER1";13
700;"plants";"NVS";42
701;"birds";"GBIF";22
701;"plants";"NVS";27
702;"birds";"GBIF";11
702;"plants";"NVS";26
704;"birds";"TIER1";13
704;"plants";"GBIF";2
704;"plants";"NVS";31
705;"birds";"GBIF";4
706;"plants";"NVS";28
707;"birds";"GBIF";14
708;"birds";"GBIF";19
709;"birds";"GBIF";16
710;"birds";"GBIF";20
711;"birds";"GBIF";19
712;"birds";"GBIF";16
714;"birds";"GBIF";19
715;"birds";"GBIF";24
715;"birds";"TIER1";15
715;"plants";"NVS";26
716;"birds";"GBIF";10
716;"birds";"TIER1";11
716;"plants";"NVS";28
717;"birds";"GBIF";9
717;"birds";"TIER1";13
717;"plants";"NVS";22
718;"birds";"GBIF";11
719;"birds";"GBIF";15
719;"plants";"NVS";3
720;"birds";"GBIF";23
721;"birds";"GBIF";25
722;"birds";"TIER1";13
722;"plants";"GBIF";4
722;"plants";"NVS";24
723;"birds";"GBIF";30
723;"birds";"TIER1";12
723;"plants";"NVS";56
724;"birds";"GBIF";31
724;"birds";"TIER1";10
724;"plants";"GBIF";1
724;"plants";"NVS";14
726;"birds";"GBIF";16
726;"plants";"NVS";7
727;"birds";"GBIF";29
728;"birds";"GBIF";22
729;"birds";"GBIF";6
730;"birds";"GBIF";10
730;"plants";"NVS";3
731;"birds";"GBIF";22
732;"birds";"GBIF";19
732;"birds";"TIER1";14
732;"plants";"GBIF";3
732;"plants";"NVS";34
733;"birds";"GBIF";22
733;"birds";"TIER1";15
733;"plants";"NVS";31
734;"birds";"GBIF";12
734;"birds";"TIER1";14
734;"plants";"GBIF";1
734;"plants";"NVS";24
736;"birds";"GBIF";16
736;"plants";"GBIF";25
736;"plants";"NVS";5
737;"birds";"GBIF";14
737;"plants";"GBIF";29
740;"birds";"GBIF";9
741;"birds";"GBIF";16
742;"birds";"GBIF";12
742;"plants";"NVS";9
743;"birds";"GBIF";19
744;"birds";"GBIF";22
745;"birds";"GBIF";22
746;"birds";"GBIF";16
747;"birds";"GBIF";23
747;"plants";"GBIF";18
747;"plants";"NVS";24
748;"birds";"GBIF";21
748;"plants";"NVS";8
749;"birds";"GBIF";20
749;"birds";"TIER1";15
749;"plants";"NVS";38
750;"birds";"GBIF";22
750;"birds";"TIER1";8
750;"plants";"GBIF";1
750;"plants";"NVS";29
751;"birds";"GBIF";10
752;"plants";"NVS";23
753;"birds";"GBIF";21
754;"birds";"GBIF";20
755;"birds";"GBIF";3
756;"birds";"GBIF";10
756;"plants";"GBIF";1
757;"birds";"GBIF";21
758;"birds";"GBIF";18
759;"birds";"GBIF";10
760;"birds";"GBIF";24
761;"birds";"GBIF";19
762;"birds";"GBIF";13
762;"plants";"NVS";7
763;"birds";"GBIF";10
763;"plants";"NVS";5
764;"plants";"NVS";1
765;"birds";"GBIF";16
765;"birds";"TIER1";13
765;"plants";"NVS";22
766;"birds";"GBIF";15
766;"birds";"TIER1";14
766;"plants";"NVS";11
768;"birds";"GBIF";20
769;"birds";"GBIF";27
769;"plants";"GBIF";23
770;"birds";"GBIF";22
771;"birds";"GBIF";10
771;"plants";"GBIF";1
772;"birds";"GBIF";7
772;"plants";"NVS";11
773;"birds";"GBIF";17
774;"birds";"GBIF";11
775;"birds";"GBIF";14
776;"birds";"GBIF";21
777;"birds";"GBIF";4
778;"birds";"GBIF";3
781;"birds";"GBIF";21
782;"birds";"GBIF";22
782;"birds";"TIER1";13
782;"plants";"NVS";21
783;"birds";"GBIF";18
783;"birds";"TIER1";12
783;"plants";"NVS";23
784;"birds";"GBIF";22
784;"plants";"GBIF";23
785;"birds";"GBIF";23
785;"birds";"TIER1";14
785;"plants";"NVS";24
786;"birds";"GBIF";13
787;"birds";"GBIF";16
788;"birds";"GBIF";21
789;"birds";"GBIF";21
789;"plants";"GBIF";38
790;"birds";"GBIF";10
790;"plants";"GBIF";1
791;"birds";"GBIF";12
791;"plants";"GBIF";35
792;"birds";"GBIF";29
793;"birds";"GBIF";29
793;"plants";"GBIF";14
794;"birds";"GBIF";23
795;"birds";"GBIF";22
795;"plants";"GBIF";1
796;"birds";"GBIF";10
797;"birds";"GBIF";13
797;"plants";"NVS";3
798;"birds";"GBIF";8
798;"plants";"GBIF";5
798;"plants";"NVS";5
799;"birds";"GBIF";12
799;"birds";"TIER1";12
799;"plants";"GBIF";1
799;"plants";"NVS";6
800;"birds";"GBIF";10
800;"birds";"TIER1";10
800;"plants";"GBIF";1
800;"plants";"NVS";15
801;"birds";"GBIF";5
801;"plants";"NVS";43
802;"birds";"GBIF";1
802;"birds";"TIER1";9
802;"plants";"NVS";25
803;"birds";"GBIF";12
804;"birds";"TIER1";13
804;"plants";"NVS";22
805;"birds";"GBIF";15
806;"birds";"GBIF";10
806;"plants";"NVS";2
807;"birds";"GBIF";8
808;"birds";"GBIF";4
808;"plants";"NVS";4
809;"birds";"GBIF";16
810;"birds";"GBIF";14
810;"plants";"GBIF";1
810;"plants";"NVS";2
811;"birds";"GBIF";22
812;"birds";"GBIF";22
812;"plants";"GBIF";1
813;"birds";"GBIF";24
813;"plants";"GBIF";1
814;"birds";"GBIF";23
815;"birds";"GBIF";19
816;"birds";"GBIF";22
817;"birds";"GBIF";17
817;"birds";"TIER1";14
817;"plants";"GBIF";2
817;"plants";"NVS";25
818;"birds";"GBIF";4
818;"birds";"TIER1";17
818;"plants";"GBIF";17
818;"plants";"NVS";32
819;"birds";"GBIF";21
820;"birds";"GBIF";14
820;"birds";"TIER1";11
820;"plants";"GBIF";22
820;"plants";"NVS";23
822;"birds";"GBIF";10
822;"birds";"TIER1";9
822;"plants";"GBIF";1
822;"plants";"NVS";17
824;"birds";"GBIF";27
824;"birds";"TIER1";13
824;"plants";"NVS";27
825;"birds";"GBIF";20
825;"birds";"TIER1";13
825;"plants";"GBIF";29
825;"plants";"NVS";41
826;"birds";"GBIF";28
826;"plants";"GBIF";26
827;"birds";"GBIF";30
827;"plants";"GBIF";36
827;"plants";"NVS";24
828;"birds";"GBIF";30
828;"birds";"TIER1";17
828;"plants";"GBIF";28
828;"plants";"NVS";17
829;"birds";"GBIF";16
829;"plants";"GBIF";1
829;"plants";"NVS";16
830;"birds";"GBIF";16
830;"plants";"GBIF";11
830;"plants";"NVS";8
831;"birds";"GBIF";13
831;"birds";"TIER1";15
831;"plants";"GBIF";12
831;"plants";"NVS";19
832;"birds";"GBIF";23
832;"birds";"TIER1";15
832;"plants";"NVS";19
833;"birds";"GBIF";9
833;"birds";"TIER1";14
833;"plants";"GBIF";5
833;"plants";"NVS";11
834;"birds";"GBIF";22
834;"plants";"NVS";23
835;"plants";"NVS";41
837;"birds";"TIER1";16
837;"plants";"NVS";17
839;"birds";"GBIF";7
839;"plants";"GBIF";1
839;"plants";"NVS";1
840;"birds";"GBIF";7
841;"birds";"GBIF";12
842;"birds";"GBIF";11
843;"birds";"GBIF";19
844;"birds";"GBIF";10
845;"birds";"GBIF";19
845;"plants";"GBIF";1
846;"birds";"GBIF";10
847;"birds";"GBIF";24
848;"birds";"GBIF";24
848;"plants";"GBIF";35
849;"birds";"GBIF";26
850;"birds";"GBIF";20
851;"birds";"GBIF";22
851;"plants";"GBIF";15
852;"birds";"GBIF";18
852;"plants";"GBIF";1
852;"plants";"NVS";1
853;"birds";"GBIF";22
853;"plants";"GBIF";22
854;"birds";"GBIF";14
854;"plants";"GBIF";1
855;"birds";"GBIF";22
855;"plants";"NVS";20
856;"birds";"GBIF";1
856;"birds";"TIER1";15
856;"plants";"NVS";26
857;"birds";"GBIF";23
857;"birds";"TIER1";17
857;"plants";"GBIF";1
857;"plants";"NVS";24
858;"birds";"GBIF";20
859;"birds";"GBIF";22
860;"birds";"GBIF";22
861;"birds";"GBIF";21
862;"birds";"GBIF";22
862;"birds";"TIER1";7
862;"plants";"GBIF";33
862;"plants";"NVS";6
863;"birds";"GBIF";24
863;"birds";"TIER1";13
863;"plants";"GBIF";43
863;"plants";"NVS";28
864;"birds";"GBIF";25
864;"plants";"GBIF";29
864;"plants";"NVS";47
865;"birds";"GBIF";13
865;"birds";"TIER1";17
865;"plants";"GBIF";39
865;"plants";"NVS";57
866;"plants";"GBIF";21
866;"plants";"NVS";13
867;"birds";"GBIF";12
867;"birds";"TIER1";13
867;"plants";"NVS";16
868;"birds";"GBIF";20
868;"birds";"TIER1";10
868;"plants";"GBIF";1
868;"plants";"NVS";12
870;"birds";"GBIF";14
870;"birds";"TIER1";13
870;"plants";"NVS";16
871;"birds";"GBIF";17
872;"birds";"GBIF";26
872;"plants";"GBIF";23
872;"plants";"NVS";17
873;"birds";"GBIF";23
873;"plants";"GBIF";34
873;"plants";"NVS";45
874;"birds";"GBIF";8
875;"birds";"GBIF";19
876;"birds";"GBIF";7
877;"birds";"GBIF";19
878;"birds";"GBIF";21
879;"birds";"GBIF";22
880;"birds";"GBIF";19
881;"birds";"GBIF";19
882;"birds";"GBIF";22
883;"birds";"GBIF";13
884;"birds";"GBIF";22
885;"birds";"GBIF";26
885;"plants";"GBIF";46
886;"birds";"GBIF";26
886;"birds";"TIER1";7
886;"plants";"GBIF";42
887;"birds";"GBIF";21
888;"birds";"GBIF";21
889;"birds";"GBIF";18
890;"birds";"GBIF";22
890;"plants";"NVS";13
891;"birds";"GBIF";16
892;"birds";"GBIF";13
892;"birds";"TIER1";15
892;"plants";"GBIF";1
892;"plants";"NVS";26
893;"birds";"GBIF";19
893;"birds";"TIER1";8
893;"plants";"NVS";30
894;"birds";"GBIF";11
894;"birds";"TIER1";14
894;"plants";"GBIF";2
894;"plants";"NVS";28
895;"birds";"GBIF";17
895;"birds";"TIER1";14
895;"plants";"NVS";21
896;"birds";"GBIF";20
896;"plants";"NVS";23
897;"birds";"GBIF";26
897;"plants";"GBIF";26
898;"birds";"GBIF";28
898;"birds";"TIER1";19
898;"plants";"GBIF";1
898;"plants";"NVS";21
899;"birds";"GBIF";28
899;"birds";"TIER1";2
899;"plants";"GBIF";2
899;"plants";"NVS";5
900;"birds";"GBIF";20
900;"birds";"TIER1";17
900;"plants";"GBIF";18
900;"plants";"NVS";12
901;"birds";"GBIF";21
901;"birds";"TIER1";13
901;"plants";"GBIF";23
901;"plants";"NVS";23
902;"birds";"GBIF";11
902;"birds";"TIER1";16
902;"plants";"GBIF";29
902;"plants";"NVS";16
903;"plants";"GBIF";16
904;"birds";"GBIF";18
904;"birds";"TIER1";10
904;"plants";"GBIF";11
904;"plants";"NVS";23
905;"birds";"GBIF";9
905;"birds";"TIER1";12
905;"plants";"NVS";33
906;"birds";"GBIF";17
906;"plants";"NVS";40
907;"birds";"GBIF";16
908;"birds";"GBIF";19
909;"birds";"GBIF";23
909;"plants";"GBIF";45
909;"plants";"NVS";36
910;"birds";"GBIF";28
910;"plants";"GBIF";44
910;"plants";"NVS";37
911;"birds";"GBIF";15
912;"birds";"GBIF";19
913;"birds";"GBIF";19
914;"birds";"GBIF";5
915;"birds";"GBIF";8
916;"birds";"GBIF";23
916;"plants";"GBIF";3
917;"birds";"GBIF";14
918;"birds";"GBIF";20
919;"birds";"GBIF";17
920;"birds";"GBIF";21
920;"birds";"TIER1";13
920;"plants";"GBIF";39
920;"plants";"NVS";28
921;"birds";"GBIF";27
921;"birds";"TIER1";13
921;"plants";"GBIF";44
921;"plants";"NVS";32
922;"birds";"GBIF";23
922;"plants";"GBIF";26
923;"birds";"GBIF";21
924;"birds";"GBIF";19
925;"birds";"GBIF";21
926;"birds";"GBIF";20
926;"plants";"GBIF";1
927;"birds";"GBIF";19
927;"birds";"TIER1";8
927;"plants";"NVS";26
928;"birds";"GBIF";12
928;"birds";"TIER1";6
928;"plants";"GBIF";1
928;"plants";"NVS";43
929;"birds";"GBIF";15
929;"birds";"TIER1";14
929;"plants";"NVS";21
930;"birds";"GBIF";27
930;"plants";"NVS";16
931;"birds";"GBIF";24
931;"plants";"GBIF";14
931;"plants";"NVS";13
932;"birds";"GBIF";17
932;"plants";"GBIF";34
932;"plants";"NVS";27
933;"birds";"GBIF";12
933;"birds";"TIER1";18
933;"plants";"GBIF";18
933;"plants";"NVS";30
934;"birds";"GBIF";28
934;"birds";"TIER1";2
935;"birds";"GBIF";14
935;"birds";"TIER1";9
935;"plants";"GBIF";1
935;"plants";"NVS";21
936;"birds";"GBIF";6
936;"plants";"NVS";16
937;"birds";"GBIF";15
937;"birds";"TIER1";17
937;"plants";"GBIF";32
937;"plants";"NVS";23
938;"birds";"GBIF";8
939;"plants";"NVS";19
940;"birds";"GBIF";15
940;"birds";"TIER1";10
940;"plants";"NVS";28
941;"birds";"GBIF";21
941;"birds";"TIER1";18
941;"plants";"GBIF";1
941;"plants";"NVS";46
942;"birds";"GBIF";20
942;"plants";"GBIF";31
943;"birds";"GBIF";24
944;"birds";"GBIF";17
944;"plants";"GBIF";25
945;"birds";"GBIF";26
945;"plants";"GBIF";29
946;"birds";"GBIF";15
948;"birds";"GBIF";8
949;"birds";"GBIF";6
949;"plants";"GBIF";2
950;"birds";"GBIF";18
951;"birds";"GBIF";15
952;"birds";"GBIF";18
952;"plants";"GBIF";37
953;"birds";"GBIF";20
953;"birds";"TIER1";15
953;"plants";"GBIF";39
953;"plants";"NVS";23
954;"birds";"GBIF";14
954;"plants";"GBIF";1
955;"birds";"GBIF";17
956;"birds";"GBIF";18
957;"birds";"GBIF";20
957;"plants";"GBIF";21
958;"birds";"GBIF";8
958;"birds";"TIER1";15
958;"plants";"GBIF";31
958;"plants";"NVS";34
959;"birds";"GBIF";12
959;"birds";"TIER1";15
959;"plants";"GBIF";21
959;"plants";"NVS";30
960;"birds";"GBIF";12
960;"birds";"TIER1";14
960;"plants";"GBIF";2
960;"plants";"NVS";39
961;"birds";"GBIF";18
961;"birds";"TIER1";15
961;"plants";"GBIF";2
961;"plants";"NVS";35
962;"birds";"GBIF";22
962;"plants";"GBIF";30
962;"plants";"NVS";18
963;"birds";"GBIF";18
963;"plants";"GBIF";1
964;"birds";"GBIF";25
964;"plants";"GBIF";11
965;"birds";"GBIF";18
965;"birds";"TIER1";17
965;"plants";"GBIF";20
965;"plants";"NVS";31
966;"plants";"GBIF";27
967;"birds";"GBIF";2
967;"plants";"NVS";20
968;"plants";"GBIF";3
971;"birds";"GBIF";8
971;"plants";"NVS";16
972;"birds";"GBIF";18
972;"birds";"TIER1";14
972;"plants";"NVS";39
973;"birds";"GBIF";13
973;"birds";"TIER1";9
973;"plants";"GBIF";1
973;"plants";"NVS";53
974;"birds";"GBIF";20
974;"plants";"GBIF";1
974;"plants";"NVS";21
975;"birds";"GBIF";14
976;"birds";"GBIF";18
977;"birds";"GBIF";21
977;"plants";"GBIF";33
978;"birds";"GBIF";20
978;"plants";"GBIF";29
979;"birds";"GBIF";5
980;"birds";"GBIF";3
981;"birds";"GBIF";21
981;"plants";"GBIF";2
982;"birds";"GBIF";7
983;"birds";"GBIF";8
984;"birds";"GBIF";16
985;"birds";"GBIF";18
986;"birds";"GBIF";27
986;"plants";"GBIF";29
987;"birds";"TIER1";9
987;"plants";"NVS";31
988;"birds";"GBIF";7
988;"birds";"TIER1";9
988;"plants";"GBIF";20
988;"plants";"NVS";27
989;"birds";"GBIF";14
989;"birds";"TIER1";14
989;"plants";"GBIF";26
989;"plants";"NVS";36
990;"birds";"GBIF";13
990;"birds";"TIER1";12
990;"plants";"NVS";23
991;"birds";"GBIF";20
991;"plants";"NVS";25
992;"birds";"GBIF";16
992;"plants";"GBIF";31
992;"plants";"NVS";28
993;"birds";"GBIF";19
993;"plants";"GBIF";2
994;"birds";"GBIF";24
995;"birds";"GBIF";24
995;"plants";"GBIF";31
996;"birds";"GBIF";18
997;"birds";"GBIF";5
1000;"birds";"GBIF";15
1001;"birds";"GBIF";16
1001;"plants";"NVS";17
1002;"birds";"GBIF";18
1002;"birds";"TIER1";12
1002;"plants";"NVS";17
1003;"birds";"GBIF";23
1004;"birds";"GBIF";17
1005;"birds";"GBIF";20
1006;"birds";"GBIF";19
1007;"birds";"GBIF";23
1007;"birds";"TIER1";19
1008;"birds";"GBIF";12
1009;"birds";"GBIF";17
1010;"birds";"GBIF";19
1010;"plants";"GBIF";2
1011;"birds";"GBIF";17
1011;"plants";"GBIF";3
1012;"birds";"GBIF";8
1013;"birds";"GBIF";22
1013;"birds";"TIER1";11
1013;"plants";"GBIF";21
1013;"plants";"NVS";23
1014;"birds";"GBIF";10
1014;"plants";"NVS";22
1015;"birds";"GBIF";8
1016;"birds";"GBIF";13
1017;"birds";"GBIF";24
1018;"birds";"GBIF";17
1019;"birds";"GBIF";15
1020;"birds";"GBIF";16
1021;"birds";"GBIF";16
1022;"birds";"GBIF";16
1022;"plants";"GBIF";4
1023;"birds";"GBIF";20
1023;"birds";"TIER1";18
1023;"plants";"GBIF";6
1023;"plants";"NVS";26
1024;"birds";"GBIF";18
1025;"birds";"GBIF";15
1028;"birds";"GBIF";6
1028;"birds";"TIER1";12
1028;"plants";"NVS";14
1029;"birds";"GBIF";23
1030;"birds";"GBIF";14
1031;"birds";"GBIF";18
1032;"birds";"GBIF";22
1033;"birds";"GBIF";31
1033;"plants";"GBIF";4
1035;"birds";"GBIF";16
1036;"birds";"GBIF";21
1036;"plants";"NVS";17
1037;"birds";"GBIF";14
1038;"birds";"GBIF";10
1038;"plants";"NVS";14
1039;"birds";"GBIF";14
1039;"plants";"NVS";20
1040;"birds";"GBIF";14
1040;"plants";"NVS";16
1041;"birds";"GBIF";14
1041;"birds";"TIER1";12
1041;"plants";"NVS";28
1042;"birds";"GBIF";19
1042;"birds";"TIER1";15
1042;"plants";"NVS";20
1043;"birds";"GBIF";17
1043;"plants";"NVS";20
1044;"birds";"GBIF";16
1045;"birds";"GBIF";17
1046;"birds";"GBIF";16
1047;"birds";"GBIF";17
1047;"plants";"GBIF";17
1048;"birds";"GBIF";18
1048;"plants";"GBIF";5
1049;"birds";"GBIF";18
1049;"plants";"GBIF";1
1050;"birds";"GBIF";22
1050;"plants";"GBIF";1
1051;"birds";"GBIF";19
1051;"birds";"TIER1";13
1051;"plants";"NVS";22
1052;"birds";"GBIF";18
1052;"birds";"TIER1";12
1052;"plants";"NVS";23
1053;"birds";"GBIF";17
1054;"birds";"GBIF";20
1055;"birds";"GBIF";22
1056;"birds";"GBIF";20
1057;"birds";"GBIF";26
1058;"birds";"GBIF";22
1059;"birds";"GBIF";9
1061;"birds";"GBIF";18
1061;"plants";"GBIF";2
1062;"birds";"GBIF";18
1062;"plants";"GBIF";1
1063;"birds";"GBIF";14
1064;"birds";"GBIF";13
1064;"plants";"GBIF";1
1064;"plants";"NVS";15
1065;"birds";"GBIF";23
1065;"plants";"GBIF";1
1066;"birds";"GBIF";22
1066;"plants";"NVS";35
1067;"birds";"GBIF";20
1067;"birds";"TIER1";12
1067;"plants";"NVS";16
1068;"birds";"GBIF";21
1069;"birds";"GBIF";12
1070;"birds";"GBIF";18
1070;"plants";"GBIF";1
1071;"birds";"GBIF";16
1072;"birds";"GBIF";12
1073;"birds";"GBIF";19
1073;"plants";"GBIF";1
1074;"birds";"GBIF";17
1075;"birds";"GBIF";16
1075;"birds";"TIER1";14
1075;"plants";"GBIF";21
1075;"plants";"NVS";33
1076;"birds";"GBIF";24
1076;"birds";"TIER1";13
1076;"plants";"GBIF";2
1076;"plants";"NVS";30
1077;"birds";"GBIF";21
1077;"birds";"TIER1";17
1077;"plants";"GBIF";2
1077;"plants";"NVS";19
1078;"birds";"GBIF";14
1079;"birds";"GBIF";13
1080;"birds";"GBIF";11
1080;"plants";"GBIF";2
1081;"birds";"GBIF";20
1082;"birds";"GBIF";25
1082;"plants";"GBIF";1
1083;"birds";"GBIF";28
1083;"plants";"GBIF";3
1084;"birds";"GBIF";29
1085;"birds";"GBIF";14
1085;"plants";"GBIF";2
1086;"birds";"GBIF";18
1087;"birds";"GBIF";18
1087;"plants";"GBIF";1
1088;"birds";"GBIF";28
1088;"plants";"GBIF";20
1089;"birds";"GBIF";25
1089;"plants";"GBIF";1
1089;"plants";"NVS";7
1090;"birds";"GBIF";23
1090;"plants";"GBIF";1
1091;"birds";"GBIF";19
1092;"birds";"GBIF";17
1093;"birds";"GBIF";17
1093;"plants";"GBIF";1
1094;"plants";"GBIF";1
1095;"birds";"GBIF";20
1095;"plants";"GBIF";2
1096;"birds";"GBIF";20
1096;"plants";"GBIF";2
1097;"birds";"GBIF";22
1098;"birds";"GBIF";14
1098;"plants";"GBIF";17
1099;"birds";"GBIF";23
1099;"birds";"TIER1";13
1099;"plants";"NVS";23
1100;"birds";"GBIF";20
1101;"birds";"GBIF";22
1102;"birds";"GBIF";17
1103;"birds";"GBIF";20
1104;"birds";"GBIF";20
1105;"birds";"GBIF";21
1105;"plants";"GBIF";1
1106;"birds";"GBIF";19
1107;"birds";"GBIF";23
1107;"plants";"GBIF";3
1108;"birds";"GBIF";26
1108;"plants";"GBIF";35
1109;"birds";"GBIF";22
1110;"birds";"GBIF";21
1110;"plants";"GBIF";5
1111;"birds";"GBIF";21
1111;"plants";"GBIF";1
1112;"birds";"GBIF";20
1113;"birds";"GBIF";22
1113;"plants";"GBIF";3
1114;"birds";"GBIF";17
1115;"birds";"GBIF";19
1116;"birds";"GBIF";26
1116;"birds";"TIER1";9
1116;"plants";"GBIF";5
1116;"plants";"NVS";14
1117;"birds";"GBIF";19
1117;"birds";"TIER1";13
1117;"plants";"GBIF";5
1117;"plants";"NVS";24
1118;"birds";"GBIF";15
1118;"plants";"NVS";13
1119;"birds";"GBIF";19
1120;"birds";"GBIF";19
1121;"birds";"GBIF";20
1122;"birds";"GBIF";18
1123;"birds";"GBIF";16
1123;"plants";"GBIF";1
1124;"birds";"GBIF";23
1125;"birds";"GBIF";10
1126;"birds";"GBIF";21
1126;"plants";"GBIF";5
1127;"birds";"GBIF";22
1127;"plants";"GBIF";1
1128;"birds";"GBIF";19
1129;"birds";"GBIF";18
1129;"plants";"GBIF";2
1130;"birds";"GBIF";20
1130;"plants";"GBIF";5
1131;"birds";"GBIF";19
1132;"birds";"GBIF";18
