"cell_id";"ecoregion"
1235;"Eastern Hawkes Bay"
1236;"Eastern Hawkes Bay"
1237;"Eastern Hawkes Bay"
1238;"Eastern Hawkes Bay"
1239;"North-west Nelson"
1240;"North-west Nelson"
1241;"North-west Nelson"
1242;"North-west Nelson"
1243;"Manawatu"
1244;"Manawatu"
1245;"Manawatu Gorge"
1246;"Manawatu Gorge"
1247;"Pahiatua"
1248;"Pahiatua"
1249;"Pahiatua"
1250;"Eastern Wairarapa"
1251;"Eastern Wairarapa"
1252;"Eastern Wairarapa"
1253;"Eastern Wairarapa"
1254;"Eastern Hawkes Bay"
1255;"North-west Nelson"
1256;"North-west Nelson"
1257;"North-west Nelson"
1258;"North-west Nelson"
1259;"North-west Nelson"
1260;"North-west Nelson"
1261;"North-west Nelson"
1262;"Manawatu"
1263;"Manawatu"
1264;"Tararua"
1265;"Tararua"
1266;"Tararua"
1267;"Pahiatua"
1268;"Pahiatua"
1269;"Eastern Wairarapa"
1270;"Eastern Wairarapa"
1271;"Eastern Wairarapa"
1272;"Eastern Wairarapa"
1273;"Eastern Hawkes Bay"
1274;"North-west Nelson"
1275;"North-west Nelson"
1276;"North-west Nelson"
1277;"North-west Nelson"
1278;"North-west Nelson"
1279;"North-west Nelson"
1280;"North-west Nelson"
1281;"North-west Nelson"
1282;"North-west Nelson"
1283;"Manawatu"
1284;"Manawatu"
1285;"Manawatu"
1286;"Tararua"
1287;"Tararua"
1288;"Tararua"
1289;"Pahiatua"
1290;"Eastern Wairarapa"
1291;"Eastern Wairarapa"
1292;"Eastern Wairarapa"
1293;"Eastern Wairarapa"
1294;"Eastern Wairarapa"
1295;"North-west Nelson"
1296;"North-west Nelson"
1297;"North-west Nelson"
1298;"North-west Nelson"
1299;"North-west Nelson"
1300;"North-west Nelson"
1301;"North-west Nelson"
1302;"North-west Nelson"
1303;"Nelson"
1304;"Sounds-Wellington"
1305;"Sounds-Wellington"
1306;"Sounds-Wellington"
1307;"Manawatu"
1308;"Tararua"
1309;"Tararua"
1310;"Tararua"
1311;"Tararua"
1312;"Wairarapa Plains"
1313;"Wairarapa Plains"
1314;"Eastern Wairarapa"
1315;"Eastern Wairarapa"
1316;"Eastern Wairarapa"
1317;"Eastern Wairarapa"
1318;"Eastern Hawkes Bay"
1319;"North-west Nelson"
1320;"North-west Nelson"
1321;"North-west Nelson"
1322;"North-west Nelson"
1323;"North-west Nelson"
1324;"North-west Nelson"
1325;"North-west Nelson"
1326;"North-west Nelson"
1327;"Nelson"
1328;"Nelson"
1329;"Nelson"
1330;"Sounds-Wellington"
1331;"Nelson"
1332;"Sounds-Wellington"
1333;"Sounds-Wellington"
1334;"Nelson"
1335;"Nelson"
1336;"Manawatu"
1337;"Sounds-Wellington"
1338;"Tararua"
1339;"Tararua"
1340;"Tararua"
1341;"Tararua"
1342;"Wairarapa Plains"
1343;"Wairarapa Plains"
1344;"Eastern Wairarapa"
1345;"Eastern Wairarapa"
1346;"Eastern Wairarapa"
1347;"Eastern Hawkes Bay"
1348;"North-west Nelson"
1349;"North-west Nelson"
1350;"North-west Nelson"
1351;"North-west Nelson"
1352;"North-west Nelson"
1353;"North-west Nelson"
1354;"North-west Nelson"
1355;"North-west Nelson"
1356;"Nelson"
1357;"Nelson"
1358;"Sounds-Wellington"
1359;"Sounds-Wellington"
1360;"Sounds-Wellington"
1361;"Nelson"
1362;"Sounds-Wellington"
1363;"Sounds-Wellington"
1364;"Nelson"
1365;"Manawatu"
1366;"Sounds-Wellington"
1367;"Tararua"
1368;"Tararua"
1369;"Tararua"
1370;"Tararua"
1371;"Wairarapa Plains"
1372;"Wairarapa Plains"
1373;"Wairarapa Plains"
1374;"Eastern Wairarapa"
1375;"Eastern Wairarapa"
1376;"Eastern Wairarapa"
1377;"Eastern Hawkes Bay"
1378;"North-west Nelson"
1379;"North-west Nelson"
1380;"North-west Nelson"
1381;"North-west Nelson"
1382;"North-west Nelson"
1383;"North-west Nelson"
1384;"North-west Nelson"
1385;"Nelson"
1386;"Nelson"
1387;"Nelson"
1388;"Nelson"
1389;"Richmond"
1390;"Richmond"
1391;"Sounds-Wellington"
1392;"Sounds-Wellington"
1393;"Nelson"
1394;"Sounds-Wellington"
1395;"Sounds-Wellington"
1396;"Sounds-Wellington"
1397;"Manawatu"
1398;"Sounds-Wellington"
1399;"Sounds-Wellington"
1400;"Tararua"
1401;"Tararua"
1402;"Wairarapa Plains"
1403;"Wairarapa Plains"
1404;"Eastern Wairarapa"
1405;"Eastern Wairarapa"
1406;"Eastern Wairarapa"
1407;"Eastern Wairarapa"
1408;"Eastern Hawkes Bay"
1409;"North-west Nelson"
1410;"North-west Nelson"
1411;"North-west Nelson"
1412;"North-west Nelson"
1413;"North-west Nelson"
1414;"North-west Nelson"
1415;"North-west Nelson"
1416;"Nelson"
1417;"Nelson"
1418;"Nelson"
1419;"Nelson"
1420;"Nelson"
1421;"Richmond"
1422;"Richmond"
1423;"Sounds-Wellington"
1424;"Sounds-Wellington"
1425;"Sounds-Wellington"
1426;"Sounds-Wellington"
1427;"Sounds-Wellington"
1428;"Manawatu"
1429;"Sounds-Wellington"
1430;"Manawatu"
1431;"Tararua"
1432;"Tararua"
1433;"Wairarapa Plains"
1434;"Wairarapa Plains"
1435;"Wairarapa Plains"
1436;"Eastern Wairarapa"
1437;"Eastern Wairarapa"
1438;"Eastern Wairarapa"
1439;"Eastern Wairarapa"
1440;"Eastern Hawkes Bay"
1441;"North Westland"
1442;"North-west Nelson"
1443;"North-west Nelson"
1444;"North-west Nelson"
1445;"North-west Nelson"
1446;"North-west Nelson"
1447;"North-west Nelson"
1448;"Nelson"
1449;"Nelson"
1450;"Nelson"
1451;"Nelson"
1452;"Nelson"
1453;"Richmond"
1454;"Richmond"
1455;"Richmond"
1456;"Richmond"
1457;"Richmond"
1458;"Richmond"
1459;"Nelson"
1460;"Nelson"
1461;"Manawatu"
1462;"Manawatu"
1463;"Tararua"
1464;"Tararua"
1465;"Wairarapa Plains"
1466;"Wairarapa Plains"
1467;"Aorangi"
1468;"Eastern Wairarapa"
1469;"Eastern Wairarapa"
1470;"Eastern Wairarapa"
1471;"Eastern Wairarapa"
1472;"Eastern Hawkes Bay"
1473;"North-west Nelson"
1474;"North-west Nelson"
1475;"North-west Nelson"
1476;"North-west Nelson"
1477;"North-west Nelson"
1478;"North-west Nelson"
1479;"North-west Nelson"
1480;"Nelson"
1481;"Nelson"
1482;"Nelson"
1483;"Nelson"
1484;"Richmond"
1485;"Richmond"
1486;"Richmond"
1487;"Richmond"
1488;"Richmond"
1489;"Wairau"
1490;"Wairau"
1491;"Manawatu"
1492;"Aorangi"
1493;"Aorangi"
1494;"Aorangi"
1495;"Eastern Wairarapa"
1496;"Eastern Wairarapa"
1497;"Aorangi"
1498;"North Westland"
1499;"North Westland"
1500;"North-west Nelson"
1501;"North-west Nelson"
1502;"North-west Nelson"
1503;"North-west Nelson"
1504;"North-west Nelson"
1505;"Nelson"
1506;"Nelson"
1507;"Nelson"
1508;"Nelson"
1509;"Richmond"
1510;"Richmond"
1511;"Richmond"
1512;"Wairau"
1513;"Wairau"
1514;"Wairau"
1515;"Wairau"
1516;"Wairau"
1517;"Kaikoura"
1518;"Aorangi"
1519;"Aorangi"
1520;"Eastern Wairarapa"
1521;"Aorangi"
1522;"North Westland"
1523;"North Westland"
1524;"North Westland"
1525;"North-west Nelson"
1526;"North-west Nelson"
1527;"North-west Nelson"
1528;"North-west Nelson"
1529;"North-west Nelson"
1530;"Spenser"
1531;"Nelson"
1532;"Nelson"
1533;"Nelson"
1534;"Richmond"
1535;"Wairau"
1536;"Wairau"
1537;"Inland Marlborough"
1538;"Inland Marlborough"
1539;"Wairau"
1540;"Wairau"
1541;"Wairau"
1542;"Wairau"
1543;"Aorangi"
1544;"Aorangi"
1545;"North Westland"
1546;"North Westland"
1547;"North Westland"
1548;"North Westland"
1549;"North Westland"
1550;"North Westland"
1551;"North Westland"
1552;"North-west Nelson"
1553;"Spenser"
1554;"Spenser"
1555;"Spenser"
1556;"Spenser"
1557;"Nelson"
1558;"Inland Marlborough"
1559;"Wairau"
1560;"Inland Marlborough"
1561;"Inland Marlborough"
1562;"Inland Marlborough"
1563;"Inland Marlborough"
1564;"Inland Marlborough"
1565;"Wairau"
1566;"Wairau"
1567;"Wairau"
1568;"Inland Marlborough"
1569;"North Westland"
1570;"North Westland"
1571;"North Westland"
1572;"North Westland"
1573;"North Westland"
1574;"North Westland"
1575;"North Westland"
1576;"Spenser"
1577;"Spenser"
1578;"Spenser"
1579;"Spenser"
1580;"Spenser"
1581;"Spenser"
1582;"Inland Marlborough"
1583;"Inland Marlborough"
1584;"Inland Marlborough"
1585;"Inland Marlborough"
1586;"Inland Marlborough"
1587;"Inland Marlborough"
1588;"Inland Marlborough"
1589;"Inland Marlborough"
1590;"Inland Marlborough"
1591;"Kaikoura"
1592;"Inland Marlborough"
1593;"North Westland"
1594;"North Westland"
1595;"North Westland"
1596;"North Westland"
1597;"North Westland"
1598;"North Westland"
1599;"North Westland"
1600;"North Westland"
1601;"Spenser"
1602;"Spenser"
1603;"Spenser"
1604;"Spenser"
1605;"Spenser"
1606;"Inland Marlborough"
1607;"Inland Marlborough"
1608;"Inland Marlborough"
1609;"Clarence"
1610;"Clarence"
1611;"Inland Marlborough"
1612;"Clarence"
1613;"Clarence"
1614;"Inland Marlborough"
1615;"Kaikoura"
1616;"Clarence"
1617;"North Westland"
1618;"North Westland"
1619;"North Westland"
1620;"North Westland"
1621;"North Westland"
1622;"North Westland"
1623;"North Westland"
1624;"Spenser"
1625;"Spenser"
1626;"Spenser"
1627;"Spenser"
1628;"Spenser"
1629;"Spenser"
1630;"Inland Marlborough"
1631;"Molesworth"
1632;"Molesworth"
1633;"Clarence"
1634;"Clarence"
1635;"Clarence"
1636;"Clarence"
1637;"Inland Marlborough"
1638;"Inland Marlborough"
1639;"Clarence"
1640;"North Westland"
1641;"North Westland"
1642;"North Westland"
1643;"North Westland"
1644;"North Westland"
1645;"North Westland"
1646;"North Westland"
1647;"Spenser"
1648;"Spenser"
1649;"Spenser"
1650;"Spenser"
1651;"Spenser"
1652;"Molesworth"
1653;"Molesworth"
1654;"Molesworth"
1655;"Clarence"
1656;"Clarence"
1657;"Clarence"
1658;"Clarence"
1659;"Clarence"
1660;"Inland Marlborough"
1661;"Kaikoura"
1662;"North Westland"
1663;"North Westland"
1664;"North Westland"
1665;"North Westland"
1666;"North Westland"
1667;"North Westland"
1668;"North Westland"
1669;"Spenser"
1670;"Spenser"
1671;"Spenser"
1672;"Spenser"
1673;"Spenser"
1674;"Molesworth"
1675;"Molesworth"
1676;"Molesworth"
1677;"Clarence"
1678;"Clarence"
1679;"Clarence"
1680;"Clarence"
1681;"Clarence"
1682;"Kaikoura"
1683;"Clarence"
1684;"North Westland"
1685;"North Westland"
1686;"North Westland"
1687;"North Westland"
1688;"North Westland"
1689;"North Westland"
1690;"North Westland"
1691;"North Westland"
1692;"Spenser"
1693;"Spenser"
1694;"Spenser"
1695;"Spenser"
1696;"Molesworth"
1697;"Molesworth"
1698;"Molesworth"
1699;"Clarence"
1700;"Clarence"
1701;"Clarence"
1702;"Clarence"
1703;"Lowry"
1704;"Lowry"
1705;"Clarence"
1706;"Clarence"
1707;"North Westland"
1708;"North Westland"
1709;"North Westland"
1710;"North Westland"
1711;"North Westland"
1712;"North Westland"
1713;"North Westland"
1714;"North Westland"
1715;"Spenser"
1716;"Spenser"
1717;"Spenser"
1718;"Spenser"
1719;"Molesworth"
1720;"Molesworth"
1721;"Molesworth"
1722;"Clarence"
1723;"Clarence"
1724;"Lowry"
1725;"Lowry"
1726;"Lowry"
1727;"Kaikoura"
1728;"Clarence"
1729;"North Westland"
1730;"North Westland"
1731;"North Westland"
1732;"North Westland"
1733;"North Westland"
1734;"North Westland"
1735;"North Westland"
1736;"Spenser"
1737;"Spenser"
1738;"Spenser"
1739;"Spenser"
1740;"Spenser"
1741;"Molesworth"
1742;"Molesworth"
1743;"Molesworth"
1744;"Clarence"
1745;"Lowry"
1746;"Lowry"
1747;"Lowry"
1748;"Lowry"
1749;"Clarence"
1750;"North Westland"
1751;"North Westland"
1752;"North Westland"
1753;"North Westland"
1754;"North Westland"
1755;"North Westland"
1756;"North Westland"
1757;"Spenser"
1758;"Spenser"
1759;"Spenser"
1760;"Spenser"
1761;"Molesworth"
1762;"Molesworth"
1763;"Molesworth"
1764;"Molesworth"
1765;"Clarence"
1766;"Lowry"
1767;"Lowry"
1768;"Lowry"
1769;"Lowry"
1770;"Clarence"
1771;"North Westland"
1772;"Whataroa"
1773;"North Westland"
1774;"North Westland"
1775;"North Westland"
1776;"North Westland"
1777;"Spenser"
1778;"Spenser"
1779;"Spenser"
1780;"Spenser"
1781;"Spenser"
1782;"Puketeraki"
1783;"Puketeraki"
1784;"Puketeraki"
1785;"Lowry"
1786;"Lowry"
1787;"Lowry"
1788;"Lowry"
1789;"Lowry"
1790;"Lowry"
1791;"Lowry"
1792;"North Westland"
1793;"Whataroa"
1794;"Whataroa"
1795;"Whataroa"
1796;"North Westland"
1797;"North Westland"
1798;"Whataroa"
1799;"Whataroa"
1800;"Whataroa"
1801;"Hawdon"
1802;"Hawdon"
1803;"Puketeraki"
1804;"Puketeraki"
1805;"Puketeraki"
1806;"Puketeraki"
1807;"Lowry"
1808;"Lowry"
1809;"Lowry"
1810;"Lowry"
1811;"Lowry"
1812;"Lowry"
1813;"Clarence"
1814;"North Westland"
1815;"Whataroa"
1816;"Whataroa"
1817;"Whataroa"
1818;"Whataroa"
1819;"Whataroa"
1820;"Whataroa"
1821;"Whataroa"
1822;"Hawdon"
1823;"Hawdon"
1824;"Puketeraki"
1825;"Puketeraki"
1826;"Puketeraki"
1827;"Canterbury Foothills"
1828;"Lowry"
1829;"Lowry"
1830;"Lowry"
1831;"Lowry"
1832;"Lowry"
1833;"Lowry"
1834;"Lowry"
1835;"Clarence"
1836;"North Westland"
1837;"Whataroa"
1838;"Whataroa"
1839;"Whataroa"
1840;"Whataroa"
1841;"Whataroa"
1842;"Whataroa"
1843;"Whataroa"
1844;"Hawdon"
1845;"Hawdon"
1846;"Puketeraki"
1847;"Puketeraki"
1848;"Puketeraki"
1849;"Puketeraki"
1850;"Canterbury Foothills"
1851;"Lowry"
1852;"Lowry"
1853;"Lowry"
1854;"Lowry"
1855;"Lowry"
1856;"Lowry"
1857;"Clarence"
1858;"North Westland"
1859;"North Westland"
1860;"Whataroa"
1861;"Whataroa"
1862;"Whataroa"
1863;"Whataroa"
1864;"Whataroa"
1865;"D'Archiac"
1866;"Hawdon"
1867;"Hawdon"
1868;"Hawdon"
1869;"Puketeraki"
1870;"Puketeraki"
1871;"Puketeraki"
1872;"Puketeraki"
1873;"Puketeraki"
1874;"Canterbury Foothills"
1875;"Lowry"
1876;"Lowry"
1877;"Lowry"
1878;"Lowry"
1879;"Lowry"
1880;"Clarence"
1881;"North Westland"
1882;"Whataroa"
1883;"Whataroa"
1884;"Whataroa"
1885;"Whataroa"
1886;"Whataroa"
1887;"Whataroa"
1888;"D'Archiac"
1889;"D'Archiac"
1890;"Hawdon"
1891;"Puketeraki"
1892;"Puketeraki"
1893;"Puketeraki"
1894;"Puketeraki"
1895;"Puketeraki"
1896;"Canterbury Foothills"
1897;"Canterbury Foothills"
1898;"Canterbury Foothills"
1899;"Canterbury Foothills"
1900;"Canterbury Plains"
1901;"Lowry"
1902;"Canterbury Foothills"
1903;"Canterbury Foothills"
1904;"Whataroa"
1905;"Whataroa"
1906;"Whataroa"
1907;"Whataroa"
1908;"Whataroa"
1909;"Whataroa"
1910;"Whataroa"
1911;"D'Archiac"
1912;"Heron"
1913;"Heron"
1914;"Puketeraki"
1915;"Puketeraki"
1916;"Puketeraki"
1917;"Puketeraki"
1918;"Puketeraki"
1919;"Puketeraki"
1920;"Canterbury Foothills"
1921;"Canterbury Foothills"
1922;"Canterbury Foothills"
1923;"Canterbury Foothills"
1924;"Canterbury Plains"
1925;"Canterbury Foothills"
1926;"North Westland"
1927;"Whataroa"
1928;"Whataroa"
1929;"Whataroa"
1930;"Whataroa"
1931;"Whataroa"
1932;"Whataroa"
1933;"D'Archiac"
1934;"Heron"
1935;"Heron"
1936;"Heron"
1937;"Puketeraki"
1938;"Puketeraki"
1939;"Puketeraki"
1940;"Puketeraki"
1941;"Canterbury Foothills"
1942;"Canterbury Foothills"
1943;"Canterbury Foothills"
1944;"Canterbury Plains"
1945;"Canterbury Plains"
1946;"Canterbury Plains"
1947;"Canterbury Plains"
1948;"North Westland"
1949;"Whataroa"
1950;"Whataroa"
1951;"Whataroa"
1952;"Whataroa"
1953;"Whataroa"
1954;"D'Archiac"
1955;"D'Archiac"
1956;"Heron"
1957;"Heron"
1958;"Heron"
1959;"Heron"
1960;"Puketeraki"
1961;"Puketeraki"
1962;"Puketeraki"
1963;"Canterbury Foothills"
1964;"Canterbury Foothills"
1965;"Canterbury Plains"
1966;"Canterbury Plains"
1967;"Canterbury Plains"
1968;"Canterbury Plains"
1969;"Canterbury Plains"
1970;"Canterbury Plains"
1971;"North Westland"
1972;"Whataroa"
1973;"Whataroa"
1974;"Whataroa"
1975;"Whataroa"
1976;"Whataroa"
1977;"Whataroa"
1978;"D'Archiac"
1979;"D'Archiac"
1980;"D'Archiac"
1981;"Heron"
1982;"Heron"
1983;"Heron"
1984;"Heron"
1985;"Heron"
1986;"Heron"
1987;"Canterbury Foothills"
1988;"Canterbury Foothills"
1989;"Canterbury Foothills"
1990;"Canterbury Plains"
1991;"Canterbury Plains"
1992;"Canterbury Plains"
1993;"Canterbury Plains"
1994;"Canterbury Plains"
1995;"Canterbury Plains"
1996;"Aspiring"
1997;"Whataroa"
1998;"Whataroa"
1999;"Whataroa"
2000;"Whataroa"
2001;"D'Archiac"
2002;"D'Archiac"
2003;"Tasman"
2004;"D'Archiac"
2005;"Heron"
2006;"Heron"
2007;"Heron"
2008;"Heron"
2009;"Heron"
2010;"Heron"
2011;"Heron"
2012;"Canterbury Plains"
2013;"Canterbury Plains"
2014;"Canterbury Plains"
2015;"Canterbury Plains"
2016;"Canterbury Plains"
2017;"Canterbury Plains"
2018;"Canterbury Plains"
2019;"Canterbury Plains"
2020;"Canterbury Plains"
2021;"Banks"
2022;"Aspiring"
2023;"Aspiring"
2024;"Whataroa"
2025;"Whataroa"
2026;"Whataroa"
2027;"Whataroa"
2028;"D'Archiac"
2029;"D'Archiac"
2030;"Tasman"
2031;"Tasman"
2032;"Tasman"
2033;"Heron"
2034;"Pareora"
2035;"Heron"
2036;"Heron"
2037;"Heron"
2038;"Heron"
2039;"Canterbury Plains"
2040;"Canterbury Plains"
2041;"Canterbury Plains"
2042;"Canterbury Plains"
2043;"Canterbury Plains"
2044;"Canterbury Plains"
2045;"Canterbury Plains"
2046;"Canterbury Plains"
2047;"Canterbury Plains"
2048;"Banks"
2049;"Banks"
2050;"Banks"
2051;"Banks"
2052;"Aspiring"
2053;"Aspiring"
2054;"Aspiring"
2055;"Whataroa"
2056;"Whataroa"
2057;"Whataroa"
2058;"Whataroa"
2059;"D'Archiac"
2060;"D'Archiac"
2061;"Tasman"
2062;"Tasman"
2063;"Tasman"
2064;"Heron"
2065;"Heron"
2066;"Heron"
2067;"Pareora"
2068;"Heron"
2069;"Heron"
2070;"Canterbury Plains"
2071;"Canterbury Plains"
2072;"Canterbury Plains"
2073;"Canterbury Plains"
2074;"Canterbury Plains"
2075;"Canterbury Plains"
2076;"Canterbury Plains"
2077;"Canterbury Plains"
2078;"Canterbury Plains"
2079;"Banks"
2080;"Banks"
2081;"Banks"
2082;"Banks"
2083;"Banks"
2084;"Banks"
2085;"Aspiring"
2086;"Aspiring"
2087;"Aspiring"
2088;"Aspiring"
2089;"Aspiring"
2090;"Whataroa"
2091;"Aspiring"
2092;"Aspiring"
2093;"Tasman"
2094;"Tasman"
2095;"Tasman"
2096;"Tasman"
2097;"MacKenzie"
2098;"Heron"
2099;"Heron"
2100;"Pareora"
2101;"Pareora"
2102;"Pareora"
2103;"Canterbury Plains"
2104;"Canterbury Plains"
2105;"Canterbury Plains"
2106;"Canterbury Plains"
2107;"Canterbury Plains"
2108;"Canterbury Plains"
2109;"Canterbury Plains"
2110;"Canterbury Plains"
2111;"Canterbury Plains"
2112;"Canterbury Plains"
2113;"Canterbury Plains"
2114;"Canterbury Plains"
2115;"Banks"
2116;"Banks"
2117;"Banks"
2118;"Banks"
2119;"Aspiring"
2120;"Aspiring"
2121;"Aspiring"
2122;"Aspiring"
2123;"Aspiring"
2124;"Aspiring"
2125;"Aspiring"
2126;"Aspiring"
2127;"Tasman"
2128;"Tasman"
2129;"MacKenzie"
2130;"Tasman"
2131;"MacKenzie"
2132;"MacKenzie"
2133;"Heron"
2134;"Heron"
2135;"Pareora"
2136;"Pareora"
2137;"Pareora"
2138;"Canterbury Plains"
2139;"Canterbury Plains"
2140;"Canterbury Plains"
2141;"Canterbury Plains"
2142;"Canterbury Plains"
2143;"Canterbury Plains"
2144;"Canterbury Plains"
2145;"Canterbury Plains"
2146;"Banks"
2147;"Banks"
2148;"Banks"
2149;"Banks"
2150;"Banks"
2151;"Banks"
2152;"Aspiring"
2153;"Aspiring"
2154;"Aspiring"
2155;"Aspiring"
2156;"Aspiring"
2157;"Aspiring"
2158;"Aspiring"
2159;"Aspiring"
2160;"Tasman"
2161;"Tasman"
2162;"Tasman"
2163;"MacKenzie"
2164;"MacKenzie"
2165;"MacKenzie"
2166;"MacKenzie"
2167;"Heron"
2168;"Pareora"
2169;"Pareora"
2170;"Pareora"
2171;"Pareora"
2172;"Canterbury Plains"
2173;"Canterbury Plains"
2174;"Canterbury Plains"
2175;"Canterbury Plains"
2176;"Canterbury Plains"
2177;"Canterbury Plains"
2178;"Banks"
2179;"Aspiring"
2180;"Aspiring"
2181;"Olivine"
2182;"Aspiring"
2183;"Aspiring"
2184;"Aspiring"
2185;"Aspiring"
2186;"Aspiring"
2187;"Aspiring"
2188;"Aspiring"
2189;"Aspiring"
2190;"Lakes"
2191;"Tasman"
2192;"Tasman"
2193;"MacKenzie"
2194;"MacKenzie"
2195;"MacKenzie"
2196;"MacKenzie"
2197;"Heron"
2198;"Pareora"
2199;"Pareora"
2200;"Pareora"
2201;"Pareora"
2202;"Pareora"
2203;"Canterbury Plains"
2204;"Canterbury Plains"
2205;"Canterbury Plains"
2206;"Canterbury Plains"
2207;"Banks"
2208;"Aspiring"
2209;"Olivine"
2210;"Olivine"
2211;"Aspiring"
2212;"Aspiring"
2213;"Aspiring"
2214;"Aspiring"
2215;"Aspiring"
2216;"Aspiring"
2217;"Aspiring"
2218;"Lakes"
2219;"Lakes"
2220;"MacKenzie"
2221;"MacKenzie"
2222;"MacKenzie"
2223;"MacKenzie"
2224;"MacKenzie"
2225;"MacKenzie"
2226;"MacKenzie"
2227;"Pareora"
2228;"Pareora"
2229;"Pareora"
2230;"Pareora"
2231;"Canterbury Plains"
2232;"Canterbury Plains"
2233;"Canterbury Plains"
2234;"Banks"
2235;"Banks"
2236;"Aspiring"
2237;"Olivine"
2238;"Olivine"
2239;"Olivine"
2240;"Aspiring"
2241;"Aspiring"
2242;"Aspiring"
2243;"Aspiring"
2244;"Aspiring"
2245;"Lakes"
2246;"Lakes"
2247;"Lakes"
2248;"MacKenzie"
2249;"MacKenzie"
2250;"MacKenzie"
2251;"MacKenzie"
2252;"MacKenzie"
2253;"MacKenzie"
2254;"MacKenzie"
2255;"MacKenzie"
2256;"Pareora"
2257;"Pareora"
2258;"Pareora"
2259;"Pareora"
2260;"Canterbury Plains"
2261;"Canterbury Plains"
2262;"Banks"
2263;"Aspiring"
2264;"Olivine"
2265;"Olivine"
2266;"Olivine"
2267;"Aspiring"
2268;"Aspiring"
2269;"Aspiring"
2270;"Aspiring"
2271;"Aspiring"
2272;"Aspiring"
2273;"Lakes"
2274;"Lakes"
2275;"Lakes"
2276;"MacKenzie"
2277;"MacKenzie"
2278;"MacKenzie"
2279;"MacKenzie"
2280;"MacKenzie"
2281;"MacKenzie"
2282;"MacKenzie"
2283;"MacKenzie"
2284;"Pareora"
2285;"Pareora"
2286;"Pareora"
2287;"Pareora"
2288;"Wainono"
2289;"Banks"
2290;"Olivine"
2291;"Olivine"
2292;"Olivine"
2293;"Olivine"
2294;"Aspiring"
2295;"Aspiring"
2296;"Aspiring"
2297;"Aspiring"
2298;"Lakes"
2299;"Lakes"
2300;"Lakes"
2301;"Lakes"
2302;"Lakes"
2303;"MacKenzie"
2304;"MacKenzie"
2305;"MacKenzie"
2306;"MacKenzie"
2307;"MacKenzie"
2308;"MacKenzie"
2309;"MacKenzie"
2310;"Waitaki"
2311;"Pareora"
2312;"Pareora"
2313;"Pareora"
2314;"Pareora"
2315;"Wainono"
2316;"Banks"
2317;"Fiord"
2318;"Fiord"
2319;"Olivine"
2320;"Aspiring"
2321;"Aspiring"
2322;"Aspiring"
2323;"Aspiring"
2324;"Aspiring"
2325;"Lakes"
2326;"Lakes"
2327;"Lakes"
2328;"Lakes"
2329;"Lakes"
2330;"Lakes"
2331;"MacKenzie"
2332;"MacKenzie"
2333;"MacKenzie"
2334;"MacKenzie"
2335;"MacKenzie"
2336;"MacKenzie"
2337;"Waitaki"
2338;"Waitaki"
2339;"Pareora"
2340;"Pareora"
2341;"Pareora"
2342;"Pareora"
2343;"Wainono"
2344;"Aspiring"
2345;"Fiord"
2346;"Fiord"
2347;"Aspiring"
2348;"Aspiring"
2349;"Aspiring"
2350;"Aspiring"
2351;"Aspiring"
2352;"Lakes"
2353;"Lakes"
2354;"Lakes"
2355;"Lakes"
2356;"Lakes"
2357;"Central Otago"
2358;"Central Otago"
2359;"Central Otago"
2360;"Waitaki"
2361;"Waitaki"
2362;"MacKenzie"
2363;"MacKenzie"
2364;"Waitaki"
2365;"Waitaki"
2366;"Pareora"
2367;"Pareora"
2368;"Pareora"
2369;"Pareora"
2370;"Wainono"
2371;"Banks"
2372;"Aspiring"
2373;"Fiord"
2374;"Fiord"
2375;"Fiord"
2376;"Aspiring"
2377;"Aspiring"
2378;"Aspiring"
2379;"Lakes"
2380;"Lakes"
2381;"Lakes"
2382;"Lakes"
2383;"Lakes"
2384;"Lakes"
2385;"Central Otago"
2386;"Central Otago"
2387;"Central Otago"
2388;"Central Otago"
2389;"Waitaki"
2390;"Waitaki"
2391;"Waitaki"
2392;"Waitaki"
2393;"Waitaki"
2394;"Waitaki"
2395;"Pareora"
2396;"Pareora"
2397;"Pareora"
2398;"Pareora"
2399;"Pareora"
2400;"Banks"
2401;"Aspiring"
2402;"Fiord"
2403;"Fiord"
2404;"Fiord"
2405;"Fiord"
2406;"Aspiring"
2407;"Aspiring"
2408;"Aspiring"
2409;"Lakes"
2410;"Lakes"
2411;"Lakes"
2412;"Lakes"
2413;"Lakes"
2414;"Central Otago"
2415;"Central Otago"
2416;"Central Otago"
2417;"Central Otago"
2418;"Central Otago"
2419;"Waitaki"
2420;"Waitaki"
2421;"Waitaki"
2422;"Waitaki"
2423;"Waitaki"
2424;"Waitaki"
2425;"Pareora"
2426;"Pareora"
2427;"Pareora"
2428;"Pareora"
2429;"Pareora"
2430;"Wainono"
2431;"Aspiring"
2432;"Fiord"
2433;"Fiord"
2434;"Fiord"
2435;"Fiord"
2436;"Fiord"
2437;"Aspiring"
2438;"Aspiring"
2439;"Lakes"
2440;"Lakes"
2441;"Lakes"
2442;"Lakes"
2443;"Lakes"
2444;"Lakes"
2445;"Central Otago"
2446;"Central Otago"
2447;"Central Otago"
2448;"Central Otago"
2449;"Central Otago"
2450;"Central Otago"
2451;"Central Otago"
2452;"Waitaki"
2453;"Waitaki"
2454;"Waitaki"
2455;"Waitaki"
2456;"Kakanui"
2457;"Kakanui"
2458;"Pareora"
