"";"mean.wc";"sd.wc";"total.wc";"network.category";"landscape.category";"dispersal.category";"replicate"
"22";0,00159459934687803;0,0299819653262574;1830,7435641572;"dd01";"sa01";"dk03";10
"23";0,00160958776282615;0,0286381042337891;1891,13041594865;"dd01";"sa01";"dk03";2
"24";0,00166811316225816;0,0340726526091473;2037,31998468708;"dd01";"sa01";"dk03";3
"25";0,0016024659861096;0,0338474921175254;1905,90574030734;"dd01";"sa01";"dk03";4
"26";0,00132547855780708;0,0254880519230139;1606,35806803486;"dd01";"sa01";"dk03";5
"27";0,00242022664660093;0,0412829363823988;2852,64370109583;"dd01";"sa01";"dk03";6
"28";0,00360610876431416;0,0445829106370847;4283,7254499989;"dd01";"sa01";"dk03";7
"29";0,00211469258527354;0,0359838892942169;2489,69102142009;"dd01";"sa01";"dk03";8
"30";0,00202045525667645;0,0334050419320138;2454,46925036312;"dd01";"sa01";"dk03";9
"31";0,00207139419938058;0,0388683742978902;2516,7646661894;"dd01";"sa01";"dk04";1
"32";0,00157356183022589;0,0299085617759582;1806,59060166404;"dd01";"sa01";"dk04";10
"33";0,00189024011527936;0,0296539331445263;2220,87335528356;"dd01";"sa01";"dk04";2
"34";0,00259334082161461;0,0384663948910225;3167,33013234422;"dd01";"sa01";"dk04";3
"35";0,00207947519017045;0,0346749248998656;2473,24045323075;"dd01";"sa01";"dk04";4
"36";0,00105425096957425;0,0235374546065686;1277,65518403479;"dd01";"sa01";"dk04";5
"37";0,00252615711136471;0,0459384463629286;2977,50055013802;"dd01";"sa01";"dk04";6
"38";0,00349694439228905;0,0454311193891779;4154,04821915531;"dd01";"sa01";"dk04";7
"39";0,00273387741050836;0,0399255737947994;3218,6758917138;"dd01";"sa01";"dk04";8
"40";0,00194952509887545;0,0310515997219111;2368,30258536489;"dd01";"sa01";"dk04";9
"41";0,00332707016673202;0,0414839625453138;4042,42352328108;"dd01";"sa01";"dk05";1
"42";0,00196916143524086;0,029892994787347;2260,77455218568;"dd01";"sa01";"dk05";10
"43";0,00236476813059519;0,0318141740236489;2778,40391292638;"dd01";"sa01";"dk05";2
"44";0,00320435962362203;0,0423660695920006;3913,58694783754;"dd01";"sa01";"dk05";3
"45";0,0023915085608762;0,036044320981529;2844,3598389466;"dd01";"sa01";"dk05";4
"46";0,00110220899768766;0,0238451557713741;1335,77590196966;"dd01";"sa01";"dk05";5
"47";0,00334923824984894;0,0452981172377411;3947,63994947296;"dd01";"sa01";"dk05";6
"48";0,00621196854460251;0,0500457683799997;7379,24712988167;"dd01";"sa01";"dk05";7
"49";0,00257351556448964;0,0376067184223691;3029,87707954059;"dd01";"sa01";"dk05";8
"50";0,00167315891143187;0,0290351689418039;2032,57017719656;"dd01";"sa01";"dk05";9
"51";0,00240417893235656;0,0392322508638846;2609,97184060842;"dd01";"sa02";"dk01";1
"52";0,0019428145893899;0,0329142387623624;2313,72897953786;"dd01";"sa02";"dk01";10
"53";0,00122425719755465;0,0284474719723407;1464,26547559205;"dd01";"sa02";"dk01";2
"54";0,000769780353870621;0,0216846620634442;853,701808049597;"dd01";"sa02";"dk01";3
"55";0,00138105115349368;0,0316150257452257;1511,58258431728;"dd01";"sa02";"dk01";4
"56";0,00105380340815637;0,0266451269521926;1294,30242196582;"dd01";"sa02";"dk01";5
"57";0,00130181791539459;0,0351083870651929;1487,7826046087;"dd01";"sa02";"dk01";6
"58";0,00580029277595053;0,0772275450673542;7218,44115849933;"dd01";"sa02";"dk01";7
"59";0,00219465227831311;0,0353309680067946;2726,78083762657;"dd01";"sa02";"dk01";8
"60";0,00159748272943848;0,0300671053274147;1871,80885366857;"dd01";"sa02";"dk01";9
"61";0,00212671251815659;0,0406383076080264;2308,75485628575;"dd01";"sa02";"dk02";1
"62";0,00165642362750859;0,0307276212513182;1972,66140077802;"dd01";"sa02";"dk02";10
"63";0,00186495457405401;0,031012194976514;2230,56772856985;"dd01";"sa02";"dk02";2
"64";0,00105349603388071;0,0225976564904847;1168,34817149439;"dd01";"sa02";"dk02";3
"65";0,00194121340854472;0,0356346331598837;2124,68913506673;"dd01";"sa02";"dk02";4
"66";0,00102790617571435;0,0254332684456727;1262,49492313588;"dd01";"sa02";"dk02";5
"67";0,00309518817498385;0,0451085255434544;3537,3358057803;"dd01";"sa02";"dk02";6
"68";0,00680192722618982;0,0731275855761945;8464,97122528433;"dd01";"sa02";"dk02";7
"69";0,00174760022907865;0,036985246821985;2171,33386622243;"dd01";"sa02";"dk02";8
"70";0,00134439977821539;0,0311843228101093;1575,26548572965;"dd01";"sa02";"dk02";9
"71";0,00222184589569204;0,0398333756806985;2412,03146067148;"dd01";"sa02";"dk03";1
"72";0,00173439936134917;0,0312692251491869;2065,52394982051;"dd01";"sa02";"dk03";10
"73";0,00152634454399015;0,0287068920648138;1825,57523377215;"dd01";"sa02";"dk03";2
"74";0,00104288302310591;0,0228008541285787;1156,57813028491;"dd01";"sa02";"dk03";3
"75";0,00159790215149003;0,0337716966200817;1748,92947124027;"dd01";"sa02";"dk03";4
"76";0,00153638105990308;0,0291597068570737;1887,01394539416;"dd01";"sa02";"dk03";5
"77";0,00261831879782904;0,042431530408134;2992,34563809891;"dd01";"sa02";"dk03";6
"78";0,00628523141923669;0,0684969392472567;7821,94536031438;"dd01";"sa02";"dk03";7
"79";0,00194194574455306;0,0337526017603363;2412,80156145186;"dd01";"sa02";"dk03";8
"80";0,00196134422209174;0,0349988720919664;2298,15409728622;"dd01";"sa02";"dk03";9
"81";0,00218910296743572;0,0387437325528945;2376,48580324229;"dd01";"sa02";"dk04";1
"82";0,00177066101494646;0,0313613884858578;2108,70853327598;"dd01";"sa02";"dk04";10
"83";0,00179886663224183;0,0300376281730013;2151,52364229304;"dd01";"sa02";"dk04";2
"84";0,00129944996587862;0,0240906290856808;1441,11600115871;"dd01";"sa02";"dk04";3
"85";0,00217653536651543;0,0345452324128398;2382,25278321701;"dd01";"sa02";"dk04";4
"86";0,00119811632619874;0,0266948395675925;1471,55043416382;"dd01";"sa02";"dk04";5
"87";0,00223177967448554;0,0429034452746505;2550,5894009858;"dd01";"sa02";"dk04";6
"88";0,00666381041800321;0,0696407162513414;8293,08540996331;"dd01";"sa02";"dk04";7
"89";0,0025986325521208;0,038097982776416;3228,71259250332;"dd01";"sa02";"dk04";8
"90";0,00204594401170835;0,0327494656616207;2397,28170117496;"dd01";"sa02";"dk04";9
"91";0,00329479183066801;0,0415210723658306;3576,81942178953;"dd01";"sa02";"dk05";1
"92";0,00226043230017551;0,0309120491638402;2691,98499319582;"dd01";"sa02";"dk05";10
"93";0,00245814350662354;0,0326191328188368;2940,04779223604;"dd01";"sa02";"dk05";2
"94";0,00143953610473445;0,0255324492863681;1596,4743308726;"dd01";"sa02";"dk05";3
"95";0,00272142885437312;0,0366654643161373;2978,64742397305;"dd01";"sa02";"dk05";4
"96";0,00140474611985399;0,0277592645966347;1725,33727932706;"dd01";"sa02";"dk05";5
"97";0,00326172535041151;0,0446130675430288;3727,66281671779;"dd01";"sa02";"dk05";6
"98";0,0142246840693546;0,0854953765519717;17702,5624255756;"dd01";"sa02";"dk05";7
"99";0,0023631053360216;0,0351918009226324;2936,07803442542;"dd01";"sa02";"dk05";8
"100";0,00170900274207319;0,0309789223661719;2002,47952895297;"dd01";"sa02";"dk05";9
"101";0,00239128891144977;0,0393935641865939;2938,71711679232;"dd01";"sa03";"dk01";1
"102";0,00170149630912153;0,0311956444209455;2008,52451211727;"dd01";"sa03";"dk01";10
"103";0,0012197271420544;0,0280798276265064;1433,09645046827;"dd01";"sa03";"dk01";2
"104";0,000795972909435934;0,0217968213520683;921,400728559029;"dd01";"sa03";"dk01";3
"105";0,00128000601378289;0,0314452441456994;1388,83468508674;"dd01";"sa03";"dk01";4
"106";0,00111934599955274;0,0271893816224746;1404,06284799898;"dd01";"sa03";"dk01";5
"107";0,00142998087142755;0,0361753258193418;1746,42419842749;"dd01";"sa03";"dk01";6
"108";0,00303564272558928;0,0469962444500719;3697,57676447492;"dd01";"sa03";"dk01";7
"109";0,00220966027696111;0,0363645010861208;2592,24085731415;"dd01";"sa03";"dk01";8
"110";0,00150021385425572;0,0298146498206617;1686,63042778553;"dd01";"sa03";"dk01";9
"111";0,0021375361014579;0,0411419139959829;2626,87369102026;"dd01";"sa03";"dk02";1
"112";0,00150670728299384;0,0293212808630544;1778,58658538095;"dd01";"sa03";"dk02";10
"113";0,00186765708221581;0,0302131258462657;2194,37007092198;"dd01";"sa03";"dk02";2
"114";0,00106655355267952;0,0226397382567019;1234,61892840365;"dd01";"sa03";"dk02";3
"115";0,00186998699932117;0,0367812386815345;2028,97703397745;"dd01";"sa03";"dk02";4
"116";0,0010557237979337;0,0256848426097198;1324,25770317612;"dd01";"sa03";"dk02";5
"117";0,00359557392605658;0,0440104040354127;4391,2456713015;"dd01";"sa03";"dk02";6
"118";0,0038426559851132;0,047167131349721;4680,56249329107;"dd01";"sa03";"dk02";7
"119";0,00178988602932351;0,0380265109378713;2099,78689644059;"dd01";"sa03";"dk02";8
"120";0,00171350651235831;0,031864568123727;1926,42683158396;"dd01";"sa03";"dk02";9
"121";0,00239992678723527;0,0414498655579837;2949,33242692989;"dd01";"sa03";"dk03";1
"122";0,00160705365863873;0,0302502762790472;1897,04006312546;"dd01";"sa03";"dk03";10
"123";0,00151478793088464;0,0284674385344384;1779,77281321016;"dd01";"sa03";"dk03";2
"124";0,00104779104739704;0,0226824983387672;1212,89986506377;"dd01";"sa03";"dk03";3
"125";0,00163150024733348;0,0347265433827057;1770,21366136226;"dd01";"sa03";"dk03";4
"126";0,00155154959592163;0,0292035046179422;1946,20175114027;"dd01";"sa03";"dk03";5
"127";0,00265682922092761;0,0429684939299012;3244,76427288512;"dd01";"sa03";"dk03";6
"128";0,00341581812441272;0,0449488175034433;4160,65092971341;"dd01";"sa03";"dk03";7
"129";0,00194546257973176;0,0347001086687358;2282,29997078652;"dd01";"sa03";"dk03";8
"130";0,00222884043790731;0,0363271830650305;2505,79615072167;"dd01";"sa03";"dk03";9
"131";0,00204381920511105;0,0381291210796763;2511,70256046029;"dd01";"sa03";"dk04";1
"132";0,00159986046330269;0,030023229466619;1888,54888446381;"dd01";"sa03";"dk04";10
"133";0,00181358403623626;0,0297209756693097;2130,83791886314;"dd01";"sa03";"dk04";2
"134";0,00134073810433433;0,0240653786355586;1552,00893333913;"dd01";"sa03";"dk04";3
"135";0,00206879477654693;0,0349893879243024;2244,6878460385;"dd01";"sa03";"dk04";4
"136";0,00124138542316521;0,0268230170918523;1557,14421940151;"dd01";"sa03";"dk04";5
"137";0,00287497020379804;0,0486127704465692;3511,17811013692;"dd01";"sa03";"dk04";6
"138";0,00351255014766825;0,0455045679705467;4278,4757575679;"dd01";"sa03";"dk04";7
"139";0,00266400531744778;0,0396634213649782;3125,25119811069;"dd01";"sa03";"dk04";8
"140";0,00240014778189057;0,0342361180515353;2698,39014526829;"dd01";"sa03";"dk04";9
"141";0,00342771927709162;0,0416592620626861;4212,4133403191;"dd01";"sa03";"dk05";1
"142";0,00195181260293016;0,0292312345308477;2304,0093798785;"dd01";"sa03";"dk05";10
"143";0,0023220067692854;0,0319559717241542;2728,20005745003;"dd01";"sa03";"dk05";2
"144";0,00152009049569357;0,0254831491476234;1759,62331582397;"dd01";"sa03";"dk05";3
"145";0,00267912330495198;0,0373362843658991;2906,90772658561;"dd01";"sa03";"dk05";4
"146";0,00147522332514872;0,0284917856867283;1850,46113013355;"dd01";"sa03";"dk05";5
"147";0,00358086251757542;0,0471856490231576;4373,27874581472;"dd01";"sa03";"dk05";6
"148";0,00635465671580897;0,0509475007968255;7740,31503131798;"dd01";"sa03";"dk05";7
"149";0,00241659317569333;0,0365704622859966;2835,00211813287;"dd01";"sa03";"dk05";8
"150";0,00217182357097803;0,0334431906233396;2441,69436790776;"dd01";"sa03";"dk05";9
"151";0,00220452108372379;0,037388735837434;2502,95151186965;"dd01";"sa04";"dk01";1
"152";0,00174049412071541;0,0319301415088613;2067,89846976319;"dd01";"sa04";"dk01";10
"153";0,00127333188018319;0,0283858759644582;1560,21609945222;"dd01";"sa04";"dk01";2
"154";0,000797966009486076;0,0223249813213859;918,493987422891;"dd01";"sa04";"dk01";3
"155";0,00128323545603671;0,0312740894120666;1348,10814128119;"dd01";"sa04";"dk01";4
"156";0,000908281428787292;0,0238792270044089;1061,84638651522;"dd01";"sa04";"dk01";5
"157";0,00141339212362668;0,0364147073386006;1669,14260161268;"dd01";"sa04";"dk01";6
"158";0,0028437232305086;0,0462207187113506;3192,34663622958;"dd01";"sa04";"dk01";7
"159";0,00228688222747494;0,0381760446458373;2672,8576360637;"dd01";"sa04";"dk01";8
"160";0,00156736862432485;0,0308371980032073;1864,43513443038;"dd01";"sa04";"dk01";9
"161";0,00194271976446536;0,038634064110648;2205,70962442056;"dd01";"sa04";"dk02";1
"162";0,00155944719625565;0,0296290587778486;1852,7948083433;"dd01";"sa04";"dk02";10
"163";0,00192217388476721;0,0306184327395773;2355,24350535304;"dd01";"sa04";"dk02";2
"164";0,00109539565341029;0,0232315078049309;1260,84859448399;"dd01";"sa04";"dk02";3
"165";0,00177228877619317;0,0358415464446505;1861,88506298484;"dd01";"sa04";"dk02";4
"166";0,000956547565403307;0,0234649619830521;1118,27297538117;"dd01";"sa04";"dk02";5
"167";0,00362860809477262;0,0443663823411571;4285,19747230554;"dd01";"sa04";"dk02";6
"168";0,00367415224232789;0,0469371631483389;4124,58126232383;"dd01";"sa04";"dk02";7
"169";0,00173240139785469;0,0373920805339283;2024,79264098181;"dd01";"sa04";"dk02";8
"170";0,00155419104919805;0,0317304389707361;1848,75998713466;"dd01";"sa04";"dk02";9
"171";0,00216517654176335;0,0386873846916353;2458,28082057494;"dd01";"sa04";"dk03";1
"172";0,00168245639196858;0,0310153791654558;1998,94326386179;"dd01";"sa04";"dk03";10
"173";0,00144951515780841;0,0280419914926379;1776,09382189296;"dd01";"sa04";"dk03";2
"174";0,00113555105158734;0,023684230772346;1307,0692246233;"dd01";"sa04";"dk03";3
"175";0,00164566406640411;0,0341882793141339;1728,85896761711;"dd01";"sa04";"dk03";4
"176";0,00139859883332727;0,0268638275356739;1635,06273527558;"dd01";"sa04";"dk03";5
"177";0,00272013602168484;0,0425357092031117;3212,33919453667;"dd01";"sa04";"dk03";6
"178";0,00333972192250091;0,0447338989762141;3749,15179186799;"dd01";"sa04";"dk03";7
"179";0,00189965978993382;0,0361564904506015;2220,28056995927;"dd01";"sa04";"dk03";8
"180";0,00214146729092578;0,0357004999753479;2547,34386950952;"dd01";"sa04";"dk03";9
"181";0,00196475554091643;0,0364915331889827;2230,72842800137;"dd01";"sa04";"dk04";1
"182";0,00162553055866919;0,0305603487053645;1931,30911206045;"dd01";"sa04";"dk04";10
"183";0,00186679949554212;0,0300707310700527;2287,39315548675;"dd01";"sa04";"dk04";2
"184";0,00137876096974985;0,024615823751552;1587,01454166474;"dd01";"sa04";"dk04";3
"185";0,00211263601193001;0,0349793010022105;2219,43821287712;"dd01";"sa04";"dk04";4
"186";0,00111222626944237;0,0247100340950591;1300,27258926953;"dd01";"sa04";"dk04";5
"187";0,00289419578554649;0,0482947888783222;3417,89472454956;"dd01";"sa04";"dk04";6
"188";0,00333669992822062;0,0447960729377567;3745,7593192209;"dd01";"sa04";"dk04";7
"189";0,00252896611077065;0,0397868041104228;2955,7999530143;"dd01";"sa04";"dk04";8
"190";0,00238524292753701;0,03365070332563;2837,32279007896;"dd01";"sa04";"dk04";9
"191";0,00306642861292401;0,0394650664801501;3481,53718711276;"dd01";"sa04";"dk05";1
"192";0,00201035779953359;0,0300732868336942;2388,52620520386;"dd01";"sa04";"dk05";10
"193";0,00237349558286262;0,0319662498344196;2908,24888467273;"dd01";"sa04";"dk05";2
"194";0,00154625065913382;0,0255970268825225;1779,80254369203;"dd01";"sa04";"dk05";3
"195";0,00265875715140502;0,0372989485025058;2793,16796043715;"dd01";"sa04";"dk05";4
"196";0,00123577727671239;0,0250790641878824;1444,71261244071;"dd01";"sa04";"dk05";5
"197";0,00362496355613661;0,0464738283882053;4280,89346169241;"dd01";"sa04";"dk05";6
"198";0,00586041600726597;0,0497908757007802;6578,86784726073;"dd01";"sa04";"dk05";7
"199";0,00240801279569019;0,0375055721978878;2814,43237932119;"dd01";"sa04";"dk05";8
"200";0,00192482994226731;0,0315098807365901;2289,64681088512;"dd01";"sa04";"dk05";9
"201";0,00268224911239207;0,0424219563763329;2920,46502056184;"dd01";"sa05";"dk01";1
"202";0,00160792641553445;0,0307282204034326;1904,01320154379;"dd01";"sa05";"dk01";10
"203";0,00130929669031303;0,0292875915935459;1558,36943689804;"dd01";"sa05";"dk01";2
"204";0,00100054432390381;0,0243537514177719;1188,6746720388;"dd01";"sa05";"dk01";3
"205";0,00132592484922571;0,0311408744366059;1429,15605428703;"dd01";"sa05";"dk01";4
"206";0,000917053180459726;0,0236676268957944;1069,95345723778;"dd01";"sa05";"dk01";5
"207";0,00135420319523754;0,0338640616409063;1627,19972577186;"dd01";"sa05";"dk01";6
"208";0,00291182148058333;0,0462244590518743;3165,90119933607;"dd01";"sa05";"dk01";7
"209";0,00224525780215446;0,0388883879892785;2690,33076575994;"dd01";"sa05";"dk01";8
"210";0,00150539191610657;0,0309974732422712;1663,99699760373;"dd01";"sa05";"dk01";9
"211";0,00284293345087303;0,0461720389634692;3095,42005651196;"dd01";"sa05";"dk02";1
"212";0,00149560594955302;0,0287734123581657;1771,00982031561;"dd01";"sa05";"dk02";10
"213";0,00200826753026489;0,0325369676367149;2390,3082956173;"dd01";"sa05";"dk02";2
"214";0,00128263899650849;0,0248369259113414;1523,81104174399;"dd01";"sa05";"dk02";3
"215";0,00191520719589085;0,0352954244949267;2064,31756733413;"dd01";"sa05";"dk02";4
"216";0,000992566721650046;0,0233658990484678;1158,05737115076;"dd01";"sa05";"dk02";5
"217";0,00311031469906515;0,041868660261571;3737,32925987909;"dd01";"sa05";"dk02";6
"218";0,00369285406975318;0,0467439648031237;4015,0851301717;"dd01";"sa05";"dk02";7
"219";0,00195466268649425;0,0396928842141941;2342,13156151263;"dd01";"sa05";"dk02";8
"220";0,00201619717488426;0,0330885363701949;2228,61967683571;"dd01";"sa05";"dk02";9
"221";0,00247655852032014;0,0416776179261694;2696,50663562681;"dd01";"sa05";"dk03";1
"222";0,00163252551280404;0,029907916058;1933,14202578279;"dd01";"sa05";"dk03";10
"223";0,00149919000427757;0,0292657922741944;1784,3869155513;"dd01";"sa05";"dk03";2
"224";0,00125348664389377;0,0246718851259171;1489,17723057183;"dd01";"sa05";"dk03";3
"225";0,001673384494909;0,0335965144852346;1803,66751814463;"dd01";"sa05";"dk03";4
"226";0,00144201028752171;0,0262198502410214;1682,4366627602;"dd01";"sa05";"dk03";5
"227";0,0024212250159828;0,0401248769628615;2909,3246094048;"dd01";"sa05";"dk03";6
"228";0,00333750129167176;0,0450184472891886;3628,72497938045;"dd01";"sa05";"dk03";7
"229";0,00170875785692683;0,0362278116181001;2047,48150938972;"dd01";"sa05";"dk03";8
"230";0,00243860415408911;0,0372492593474521;2695,53061055563;"dd01";"sa05";"dk03";9
"231";0,00268377859069028;0,0432458873665351;2922,13033488666;"dd01";"sa05";"dk04";1
"232";0,00153310792595729;0,0293843730170332;1815,41748565892;"dd01";"sa05";"dk04";10
"233";0,00183843201589637;0,0313323366513557;2188,1642920084;"dd01";"sa05";"dk04";2
"234";0,00175175775808308;0,0263862467490808;2081,13726581993;"dd01";"sa05";"dk04";3
"235";0,0021188551707469;0,0341107058353159;2283,82075892057;"dd01";"sa05";"dk04";4
"236";0,00116747699481994;0,0246400253082208;1362,13043416626;"dd01";"sa05";"dk04";5
"237";0,00242508148944911;0,0433054990208405;2913,95851707013;"dd01";"sa05";"dk04";6
"238";0,00321404717475067;0,0452065266353566;3494,49850312506;"dd01";"sa05";"dk04";7
"239";0,00250297199745337;0,0414299819002723;2999,13113056456;"dd01";"sa05";"dk04";8
"240";0,00275893975712273;0,0352910241406605;3049,61613205367;"dd01";"sa05";"dk04";9
"241";0,00363005057550575;0,0446082924542178;3952,44262721757;"dd01";"sa05";"dk05";1
"242";0,00174705286994155;0,0286998772666038;2068,75867951832;"dd01";"sa05";"dk05";10
"243";0,00241305025215568;0,0327734135007729;2872,09445382426;"dd01";"sa05";"dk05";2
"244";0,0021153360297492;0,0274645614094929;2513,07843275089;"dd01";"sa05";"dk05";3
"245";0,0026995196700872;0,0365242648772655;2909,6934735215;"dd01";"sa05";"dk05";4
"246";0,00127775507649416;0,0251969206288275;1490,79518039803;"dd01";"sa05";"dk05";5
"247";0,00315906132308769;0,0434603169093609;3795,90281333158;"dd01";"sa05";"dk05";6
"248";0,00516836441686559;0,0478027390187534;5619,34555915244;"dd01";"sa05";"dk05";7
"249";0,00231745357607256;0,0378130834484013;2776,83776355027;"dd01";"sa05";"dk05";8
"250";0,00243656381770439;0,0344713583338339;2693,2753084101;"dd01";"sa05";"dk05";9
"251";0,00429769577204208;0,0606933314270446;5221,74333998885;"dd02";"sa01";"dk01";1
"252";0,00525184171504647;0,061242375227743;6029,5869546277;"dd02";"sa01";"dk01";10
"253";0,00244674751796196;0,0432660441894553;2874,7228068138;"dd02";"sa01";"dk01";2
"254";0,0109356994809089;0,0946558314878437;13356,1197184174;"dd02";"sa01";"dk01";3
"255";0,00765890274297472;0,0681082576437295;9109,17724857893;"dd02";"sa01";"dk01";4
"256";0,00408114963315115;0,0492604029232761;4945,97788961295;"dd02";"sa01";"dk01";5
"257";0,00728957664927043;0,0834784892196159;8591,99073004228;"dd02";"sa01";"dk01";6
"258";0,00614162940536902;0,0718806368734719;7295,69070367311;"dd02";"sa01";"dk01";7
"259";0,00459322364056448;0,0447289355804887;5407,73998874578;"dd02";"sa01";"dk01";8
"260";0,00634339179261002;0,0666401477204346;7706,01578358058;"dd02";"sa01";"dk01";9
"261";0,00622675267161362;0,0674867966263708;7565,56676353727;"dd02";"sa01";"dk02";1
"262";0,00624345618781222;0,0621947581159904;7168,04961466534;"dd02";"sa01";"dk02";10
"263";0,00297073194638483;0,0438266695294645;3490,36049551868;"dd02";"sa01";"dk02";2
"264";0,0105796338206757;0,0847627561307392;12921,2453334735;"dd02";"sa01";"dk02";3
"265";0,00619071049553842;0,0666745358164569;7362,97105355259;"dd02";"sa01";"dk02";4
"266";0,00580574979013459;0,0523568889146302;7036,03461666243;"dd02";"sa01";"dk02";5
"267";0,0122027778939986;0,0918825640963677;14383,0238147636;"dd02";"sa01";"dk02";6
"268";0,00768966267886954;0,0713270927453551;9134,61181353056;"dd02";"sa01";"dk02";7
"269";0,00337466343398809;0,042642010476078;3973,0925007372;"dd02";"sa01";"dk02";8
"270";0,00936946342604567;0,0844501168469933;11382,1178645945;"dd02";"sa01";"dk02";9
"271";0,00734480198706116;0,0755257394126564;8924,00786229918;"dd02";"sa01";"dk03";1
"272";0,00627114795653486;0,0648142457147236;7199,84225741811;"dd02";"sa01";"dk03";10
"273";0,00312834307729728;0,0427301560572289;3675,54033500581;"dd02";"sa01";"dk03";2
"274";0,00837063844372335;0,0812011920882574;10223,3285917495;"dd02";"sa01";"dk03";3
"275";0,00788722979873287;0,0732660081816152;9380,73985896132;"dd02";"sa01";"dk03";4
"276";0,00625313892666644;0,0523147152712045;7578,22909033847;"dd02";"sa01";"dk03";5
"277";0,0104479870686376;0,0953208319321825;12314,7080222169;"dd02";"sa01";"dk03";6
"278";0,00572110624446161;0,0670213096146235;6796,1478766459;"dd02";"sa01";"dk03";7
"279";0,00335878288734234;0,0417256378754435;3954,39585675475;"dd02";"sa01";"dk03";8
"280";0,00876320555597562;0,0711175011955328;10645,6297414547;"dd02";"sa01";"dk03";9
"281";0,00616071254722371;0,0688859470960217;7485,32735200228;"dd02";"sa01";"dk04";1
"282";0,00512294814332807;0,057383252981393;5881,60553387353;"dd02";"sa01";"dk04";10
"283";0,00416913137667573;0,0483941171394959;4898,37916055834;"dd02";"sa01";"dk04";2
"284";0,0113929323929948;0,0843964955924294;13914,5529054011;"dd02";"sa01";"dk04";3
"285";0,00808274736890785;0,0729404077439966;9613,28024518951;"dd02";"sa01";"dk04";4
"286";0,00663271818229828;0,0509999515758667;8038,24422687274;"dd02";"sa01";"dk04";5
"287";0,0158056393434499;0,101536180708289;18629,6013136654;"dd02";"sa01";"dk04";6
"288";0,00877256050190278;0,0713889848161331;10420,9948006943;"dd02";"sa01";"dk04";7
"289";0,00440794016636644;0,0450871130717342;5189,60019606821;"dd02";"sa01";"dk04";8
"290";0,00783039510362123;0,065597170198796;9512,44227583011;"dd02";"sa01";"dk04";9
"291";0,00751598944998641;0,0692615302889478;9132,00234162798;"dd02";"sa01";"dk05";1
"292";0,00763647094200898;0,0628504595023592;8767,35592381109;"dd02";"sa01";"dk05";10
"293";0,00527388045628678;0,0493861870851267;6196,36653017864;"dd02";"sa01";"dk05";2
"294";0,0162674217101178;0,0931317288119433;19867,9226920616;"dd02";"sa01";"dk05";3
"295";0,00676905103130114;0,0671853201990773;8050,82499648626;"dd02";"sa01";"dk05";4
"296";0,0064094569036012;0,0528196740294032;7767,67209712952;"dd02";"sa01";"dk05";5
"297";0,0165628113708858;0,0944720600944027;19522,0557528992;"dd02";"sa01";"dk05";6
"298";0,00961565927414338;0,0712680518865025;11422,5185770291;"dd02";"sa01";"dk05";7
"299";0,00503404259758627;0,0458668965506813;5926,72937141624;"dd02";"sa01";"dk05";8
"300";0,0107990707280883;0,0755445137480669;13118,8191111889;"dd02";"sa01";"dk05";9
"301";0,00461934437727327;0,0625201197264876;5014,75101727911;"dd02";"sa02";"dk01";1
"302";0,00654824958816838;0,0679232993461848;7798,41520654314;"dd02";"sa02";"dk01";10
