"";"source.guild";"recipient.guild";"source.cell";"recipient.cell";"avg.communicability";"scaled.avg.communicability"
"1090";"birds";"birds";"15";"114";0;0
"1091";"birds";"birds";"15";"115";0;0
"1092";"birds";"birds";"15";"116";0;0
"1093";"birds";"birds";"15";"117";0;0
"1094";"birds";"birds";"15";"125";0;0
"1095";"birds";"birds";"15";"126";0;0
"1096";"birds";"birds";"15";"127";0;0
"1097";"birds";"birds";"15";"129";0;0
"1098";"birds";"birds";"15";"130";0;0
"1099";"birds";"birds";"15";"138";0;0
"1100";"birds";"birds";"15";"139";0;0
"1101";"birds";"birds";"15";"14";5025,61357682678;0,174716858537988
"1102";"birds";"birds";"15";"140";0;0
"1103";"birds";"birds";"15";"15";28764,3311520169;1
"1104";"birds";"birds";"15";"150";0;0
"1105";"birds";"birds";"15";"151";0;0
"1106";"birds";"birds";"15";"152";0;0
"1107";"birds";"birds";"15";"16";25261,1281022899;0,878210168308352
"1108";"birds";"birds";"15";"163";0;0
"1109";"birds";"birds";"15";"17";5862,36542836756;0,203806770176073
"1110";"birds";"birds";"15";"18";3985,49535413642;0,138556858251751
"1111";"birds";"birds";"15";"2";28695,7993345759;0,997617472240922
"1112";"birds";"birds";"15";"28";7570,34085837407;0,263185012659099
"1113";"birds";"birds";"15";"29";13584,2727404713;0,47226103289799
"1114";"birds";"birds";"15";"3";20067,6453939264;0,697657292563861
"1115";"birds";"birds";"15";"30";5047,7812110028;0,175487522526623
"1116";"birds";"birds";"15";"31";2315,90170634594;0,0805129691389872
"1117";"birds";"birds";"15";"32";226,343943123097;0,00786891035035334
"1118";"birds";"birds";"15";"33";44,109144245385;0,00153346670959503
"1119";"birds";"birds";"15";"4";15493,7570915905;0,538644789260262
"1120";"birds";"birds";"15";"43";3533,53501419539;0,122844330901385
"1121";"birds";"birds";"15";"44";1212,86531540119;0,0421656011742913
"1122";"birds";"birds";"15";"45";485,648976159157;0,0168837221902552
"1123";"birds";"birds";"15";"46";59,5232153163171;0,00206934119210846
"1124";"birds";"birds";"15";"5";5329,17332567109;0,185270197923494
"1125";"birds";"birds";"15";"57";65,4689141191151;0,00227604507030314
"1126";"birds";"birds";"15";"58";91,6152366423843;0,00318502926969537
"1127";"birds";"birds";"15";"59";22,3231501554669;0,000776070545061211
"1128";"birds";"birds";"15";"60";14,7755137350315;0,000513674858523366
"1129";"birds";"birds";"15";"71";1,36377810993497;4,74121265927418e-05
"1130";"birds";"birds";"15";"72";2,04776166706807;7,11910058414303e-05
"1131";"birds";"birds";"15";"73";0,318193745086532;1,10620943488971e-05
"1132";"birds";"birds";"15";"74";0,0304775352044023;1,05956001699922e-06
"1133";"birds";"birds";"15";"75";0,0289102566743758;1,00507314150945e-06
"1134";"birds";"birds";"15";"84";0;0
"1135";"birds";"birds";"15";"85";0;0
"1136";"birds";"birds";"15";"86";0;0
"1137";"birds";"birds";"15";"87";0;0
"1138";"birds";"birds";"15";"88";0;0
"1139";"birds";"birds";"15";"89";0;0
"1140";"birds";"birds";"15";"99";0;0
"1141";"birds";"birds";"150";"1";0,00147467583999753;3,55399599793148e-09
"1142";"birds";"birds";"150";"100";2508,30931880022;0,177070743830243
"1143";"birds";"birds";"150";"101";3390,97426165882;0,239381331110818
"1144";"birds";"birds";"150";"102";3095,40338123864;0,218515888010323
"1145";"birds";"birds";"150";"103";231,977153301028;0,0163760258339032
"1146";"birds";"birds";"150";"113";2232,68057471592;0,157613089989728
"1147";"birds";"birds";"150";"114";2172,38184203359;0,153356379132331
"1148";"birds";"birds";"150";"115";2321,11176182739;0,163855774994288
"1149";"birds";"birds";"150";"116";5168,05157105366;0,364831799816151
"1150";"birds";"birds";"150";"117";445,203432528057;0,0314284585715841
"1151";"birds";"birds";"150";"125";27,1089979435044;0,00191362401462033
"1152";"birds";"birds";"150";"126";14165,5707341518;1
"1153";"birds";"birds";"150";"127";4508,75764863353;0,318289800126589
"1154";"birds";"birds";"150";"129";1065,40743157587;0,0752109558001179
"1155";"birds";"birds";"150";"130";937,740891043387;0,0661985018887895
"1156";"birds";"birds";"150";"138";2707,04416062211;0,191100172332217
"1157";"birds";"birds";"150";"139";5279,30673695865;0,372685714012727
"1158";"birds";"birds";"150";"14";0,00142433146336201;0
"1159";"birds";"birds";"150";"140";48,8525106002933;0,00344857910052112
"1160";"birds";"birds";"150";"15";0,0214834696718612;1,41604885548744e-06
"1161";"birds";"birds";"150";"150";128,118233212036;0,00904424002159619
"1162";"birds";"birds";"150";"151";6108,25416151077;0,431204182732332
"1163";"birds";"birds";"150";"152";148,570767202428;0,0104880601422752
"1164";"birds";"birds";"150";"16";0,0606729745486793;4,18258114372027e-06
"1165";"birds";"birds";"150";"163";15,349172293094;0,00108345436924944
"1166";"birds";"birds";"150";"17";0,0986331037366869;6,86232724906681e-06
"1167";"birds";"birds";"150";"18";0,121708226386228;8,49128561599553e-06
"1168";"birds";"birds";"150";"2";0,00713305309237086;4,02999802136525e-07
"1169";"birds";"birds";"150";"28";0,0166294789690908;1,07338767494418e-06
"1170";"birds";"birds";"150";"29";0,21200035561483;1,48653414166337e-05
"1171";"birds";"birds";"150";"3";0,0125835008757073;7,87767096985584e-07
"1172";"birds";"birds";"150";"30";0,473108667569948;3,32979441764891e-05
"1173";"birds";"birds";"150";"31";1,19716300495271;8,44116213995292e-05
"1174";"birds";"birds";"150";"32";0,883303033954894;6,22550836612097e-05
"1175";"birds";"birds";"150";"33";0,889002952716308;6,26574620363211e-05
"1176";"birds";"birds";"150";"4";0,0230504459388394;1,5266675134959e-06
"1177";"birds";"birds";"150";"43";0,443056200385275;3,11764292181147e-05
"1178";"birds";"birds";"150";"44";1,93169723627265;0,000136265113148055
"1179";"birds";"birds";"150";"45";4,04718071312032;0,00028560492650671
"1180";"birds";"birds";"150";"46";8,0158943702446;0,000565771121759656
"1181";"birds";"birds";"150";"5";0,0186022038400469;1,2126496296041e-06
"1182";"birds";"birds";"150";"57";1,49165470289382;0,000105200881012057
"1183";"birds";"birds";"150";"58";8,10748075680072;0,000572236543978348
"1184";"birds";"birds";"150";"59";8,35972018422225;0,000590043059332916
"1185";"birds";"birds";"150";"60";5,41198838735195;0,000381951754818472
"1186";"birds";"birds";"150";"71";20,3111045763662;0,00143373554572374
"1187";"birds";"birds";"150";"72";33,0486624216245;0,00233292692777628
"1188";"birds";"birds";"150";"73";8,74871785933598;0,000617503845878506
"1189";"birds";"birds";"150";"74";23,6042381380954;0,00166621004002071
"1190";"birds";"birds";"150";"75";8,44932795384305;0,000596368803654303
"1191";"birds";"birds";"150";"84";149,008769526369;0,0105189803484711
"1192";"birds";"birds";"150";"85";129,695111742659;0,00915555771706858
"1193";"birds";"birds";"150";"86";343,480702625607;0,0242474743359608
"1194";"birds";"birds";"150";"87";1627,3657267576;0,114881673078819
"1195";"birds";"birds";"150";"88";2210,02558372394;0,156013790272471
"1196";"birds";"birds";"150";"89";346,570048677869;0,0244655627152341
"1197";"birds";"birds";"150";"99";1083,6121922177;0,0764960972754565
"1198";"birds";"birds";"151";"1";0,000391279856540362;2,71479040124408e-09
"1199";"birds";"birds";"151";"100";4330,28432242487;0,0538377029858886
"1200";"birds";"birds";"151";"101";5669,43049120966;0,0704870846894023
"1201";"birds";"birds";"151";"102";4522,05886243838;0,0562220039622324
"1202";"birds";"birds";"151";"103";341,522396521482;0,00424608903304281
"1203";"birds";"birds";"151";"113";4220,63965916288;0,0524745091143349
"1204";"birds";"birds";"151";"114";2272,33579650599;0,0282515710662497
"1205";"birds";"birds";"151";"115";3854,27168388409;0,0479195169808808
"1206";"birds";"birds";"151";"116";16836,188393707;0,20932152938495
"1207";"birds";"birds";"151";"117";4280,34703330217;0,0532168409715522
"1208";"birds";"birds";"151";"125";18,8835636817362;0,000234774058218465
"1209";"birds";"birds";"151";"126";21091,1158965097;0,262222335709345
"1210";"birds";"birds";"151";"127";47707,2295221285;0,593136051886533
"1211";"birds";"birds";"151";"129";4926,02336340062;0,0612444274496499
"1212";"birds";"birds";"151";"130";1525,79844613161;0,018969996289695
"1213";"birds";"birds";"151";"138";8706,9401048092;0,10825193677482
"1214";"birds";"birds";"151";"139";70854,98378966;0,880928232727402
"1215";"birds";"birds";"151";"14";0,000379691951406472;2,57071990303004e-09
"1216";"birds";"birds";"151";"140";0,985515168641807;1,2250596337581e-05
"1217";"birds";"birds";"151";"15";0,00636995906131817;7,70467150884007e-08
"1218";"birds";"birds";"151";"150";0,00017292332957621;0
"1219";"birds";"birds";"151";"151";80432,1863424661;1
"1220";"birds";"birds";"151";"152";0,0586473801113151;7,27003200664977e-07
"1221";"birds";"birds";"151";"16";0,0196566520800961;2,42237960677212e-07
"1222";"birds";"birds";"151";"163";0,00324088457910151;3,81434522127541e-08
"1223";"birds";"birds";"151";"17";0,035165378937793;4,35055383605468e-07
"1224";"birds";"birds";"151";"18";0,041788185960618;5,17395642377805e-07
"1225";"birds";"birds";"151";"2";0,00192593571351084;2,17949115574139e-08
"1226";"birds";"birds";"151";"28";0,00513215192632516;6,16572647459241e-08
"1227";"birds";"birds";"151";"29";0,0745129883016826;9,24257669876152e-07
"1228";"birds";"birds";"151";"3";0,00361422759917889;4,27851639186925e-08
"1229";"birds";"birds";"151";"30";0,187841282706376;2,33324951507863e-06
"1230";"birds";"birds";"151";"31";0,475964245401194;5,91543441413739e-06
"1231";"birds";"birds";"151";"32";0,369408924407079;4,59064982144327e-06
"1232";"birds";"birds";"151";"33";0,34655731708096;4,30653958629498e-06
"1233";"birds";"birds";"151";"4";0,00660661760307897;7,99890513971758e-08
"1234";"birds";"birds";"151";"43";0,174153604360803;2,16307288557958e-06
"1235";"birds";"birds";"151";"44";0,793604002876385;9,86459671597559e-06
"1236";"birds";"birds";"151";"45";1,93895866214844;2,41046007966525e-05
"1237";"birds";"birds";"151";"46";3,82632201596609;4,75698756287861e-05
"1238";"birds";"birds";"151";"5";0,00535282222093139;6,4400821835633e-08
"1239";"birds";"birds";"151";"57";0,617525692194197;7,67544434964511e-06
"1240";"birds";"birds";"151";"58";3,78885234716476;4,71040214653502e-05
"1241";"birds";"birds";"151";"59";4,03325704612333;5,01426644588825e-05
"1242";"birds";"birds";"151";"60";2,79661386734311;3,47676853905093e-05
"1243";"birds";"birds";"151";"71";13,8564533768299;0,000172272831479338
"1244";"birds";"birds";"151";"72";20,0108328569966;0,000248789208482865
"1245";"birds";"birds";"151";"73";4,39124186580451;5,45934302123657e-05
"1246";"birds";"birds";"151";"74";14,3031431914945;0,000177826451689572
"1247";"birds";"birds";"151";"75";5,11994630054907;6,36532913133499e-05
"1248";"birds";"birds";"151";"84";146,793552998122;0,0018250576922697
"1249";"birds";"birds";"151";"85";113,841615456906;0,0014153717305857
"1250";"birds";"birds";"151";"86";512,541578726614;0,00637234209602236
"1251";"birds";"birds";"151";"87";1726,21375119368;0,0214617264614898
"1252";"birds";"birds";"151";"88";2429,81330029406;0,030209462692571
"1253";"birds";"birds";"151";"89";472,772717877613;0,00587790246006403
"1254";"birds";"birds";"151";"99";1011,01564544429;0,0125697873036777
"1255";"birds";"birds";"152";"1";2,92183659866151e-05;9,96232625198455e-11
"1256";"birds";"birds";"152";"100";363,985487349421;0,04255095455506
"1257";"birds";"birds";"152";"101";474,327167301869;0,0554502165813536
"1258";"birds";"birds";"152";"102";382,068844168756;0,0446649513514482
"1259";"birds";"birds";"152";"103";28,9125699655952;0,00337995986736582
"1260";"birds";"birds";"152";"113";355,263688027667;0,0415313509488748
"1261";"birds";"birds";"152";"114";187,294786530187;0,0218952997883484
"1262";"birds";"birds";"152";"115";326,83442550407;0,0382078878054442
"1263";"birds";"birds";"152";"116";1469,70364670221;0,171812610448548
"1264";"birds";"birds";"152";"117";390,272449414139;0,0456239765689913
"1265";"birds";"birds";"152";"125";3,04637166034499;0,000356126355792651
"1266";"birds";"birds";"152";"126";1691,18787292864;0,197704758094086
"1267";"birds";"birds";"152";"127";4198,80188115387;0,490852099759007
"1268";"birds";"birds";"152";"129";431,422051948043;0,0504344843081468
"1269";"birds";"birds";"152";"130";131,634690214599;0,015388473291843
"1270";"birds";"birds";"152";"138";870,440828401388;0,101757051033386
"1271";"birds";"birds";"152";"139";6403,01576121093;0,748531087545874
"1272";"birds";"birds";"152";"14";2,83661778438844e-05;0
"1273";"birds";"birds";"152";"140";2,12879506261868;0,000248858993465311
"1274";"birds";"birds";"152";"15";0,000480383052298328;5,28420820347023e-08
"1275";"birds";"birds";"152";"150";11,8906653792212;0,00139004991184556
"1276";"birds";"birds";"152";"151";8554,10798644392;1
"1277";"birds";"birds";"152";"152";556,95703556059;0,0651098875445536
"1278";"birds";"birds";"152";"16";0,0014944084081122;1,71384583577053e-07
"1279";"birds";"birds";"152";"163";62,0377795707893;0,00725239282794281
"1280";"birds";"birds";"152";"17";0,00269480678188552;3,11714630807726e-07
"1281";"birds";"birds";"152";"18";0,00319220060794732;3,69861409934135e-07
"1282";"birds";"birds";"152";"2";0,000144104449185486;1,3530139192633e-08
"1283";"birds";"birds";"152";"28";0,000388357828139719;4,20840667501618e-08
"1284";"birds";"birds";"152";"29";0,00569995561411986;6,63025234667541e-07
"1285";"birds";"birds";"152";"3";0,000272157330145791;2,8499891922885e-08
"1286";"birds";"birds";"152";"30";0,014513671841831;1,6933741934258e-06
"1287";"birds";"birds";"152";"31";0,0367820139806539;4,29660789680625e-06
"1288";"birds";"birds";"152";"32";0,028658526012277;3,34694862103035e-06
"1289";"birds";"birds";"152";"33";0,0267427923275335;3,1229938037505e-06
"1290";"birds";"birds";"152";"4";0,000497311674231157;5,48210869778002e-08
"1291";"birds";"birds";"152";"43";0,0134456441934826;1,56851866745131e-06
"1292";"birds";"birds";"152";"44";0,0614573804797076;7,18122972061109e-06
"1293";"birds";"birds";"152";"45";0,151927856169234;1,77574904052912e-05
"1294";"birds";"birds";"152";"46";0,299776277462615;3,50413991445731e-05
"1295";"birds";"birds";"152";"5";0,000403132115881263;4,38112237855828e-08
"1296";"birds";"birds";"152";"57";0,0478496122668385;5,59044219728797e-06
"1297";"birds";"birds";"152";"58";0,295993616267886;3,45991950932253e-05
"1298";"birds";"birds";"152";"59";0,316077351836177;3,69470419601011e-05
"1299";"birds";"birds";"152";"60";0,220140333748389;2,57317266334815e-05
"1300";"birds";"birds";"152";"71";1,1111785365161;0,00012989667371324
"1301";"birds";"birds";"152";"72";1,5940286499213;0,000186343250699592
"1302";"birds";"birds";"152";"73";0,344882387515049;4,031443407393e-05
"1303";"birds";"birds";"152";"74";1,1374338184651;0,000132965992229873
"1304";"birds";"birds";"152";"75";0,408587316948418;4,77617248663278e-05
"1305";"birds";"birds";"152";"84";12,0182616262325;0,00140496628274439
"1306";"birds";"birds";"152";"85";9,27597094508059;0,00108438455819854
"1307";"birds";"birds";"152";"86";42,8828555763232;0,00501312672464586
"1308";"birds";"birds";"152";"87";141,748069851982;0,0165707566680813
"1309";"birds";"birds";"152";"88";199,168423264936;0,0232833623184147
"1310";"birds";"birds";"152";"89";39,208241735208;0,00458355372192906
"1311";"birds";"birds";"152";"99";82,9884042313426;0,00970158154092478
"1312";"birds";"birds";"16";"1";4899,11623752105;0,1268237850978
"1313";"birds";"birds";"16";"100";0;0
"1314";"birds";"birds";"16";"101";0;0
"1315";"birds";"birds";"16";"102";0;0
"1316";"birds";"birds";"16";"103";0;0
"1317";"birds";"birds";"16";"113";0;0
"1318";"birds";"birds";"16";"114";0;0
"1319";"birds";"birds";"16";"115";0;0
"1320";"birds";"birds";"16";"116";0;0
"1321";"birds";"birds";"16";"117";0;0
"1322";"birds";"birds";"16";"125";0;0
"1323";"birds";"birds";"16";"126";0;0
"1324";"birds";"birds";"16";"127";0;0
"1325";"birds";"birds";"16";"129";0;0
"1326";"birds";"birds";"16";"130";0;0
"1327";"birds";"birds";"16";"138";0;0
"1328";"birds";"birds";"16";"139";0;0
"1329";"birds";"birds";"16";"14";4521,23939132843;0,117041659177224
"1330";"birds";"birds";"16";"140";0;0
"1331";"birds";"birds";"16";"15";25317,8324505959;0,655404604868326
"1332";"birds";"birds";"16";"150";0;0
"1333";"birds";"birds";"16";"151";0;0
"1334";"birds";"birds";"16";"152";0;0
"1335";"birds";"birds";"16";"16";38629,3173141229;1
"1336";"birds";"birds";"16";"163";0;0
"1337";"birds";"birds";"16";"17";10073,6301695236;0,260776810721444
"1338";"birds";"birds";"16";"18";9801,286570676;0,253726631795603
"1339";"birds";"birds";"16";"2";30236,4456710299;0,78273310980765
"1340";"birds";"birds";"16";"28";8804,31115753124;0,227917855393017
"1341";"birds";"birds";"16";"29";16855,6299494059;0,43634294161454
"1342";"birds";"birds";"16";"3";25581,0420779185;0,662218331996409
"1343";"birds";"birds";"16";"30";8533,98521537273;0,22091990769541
"1344";"birds";"birds";"16";"31";5476,31075889105;0,141765662446458
"1345";"birds";"birds";"16";"32";611,706951480475;0,015835303184528
"1346";"birds";"birds";"16";"33";153,597827175528;0,00397619833471332
"1347";"birds";"birds";"16";"4";34125,5783055263;0,883411374527447
"1348";"birds";"birds";"16";"43";5435,93814565079;0,140720533615628
"1349";"birds";"birds";"16";"44";2823,85018937907;0,0731012191185337
"1350";"birds";"birds";"16";"45";1470,95329002285;0,0380786768262422
"1351";"birds";"birds";"16";"46";219,844290288198;0,00569112543461446
"1352";"birds";"birds";"16";"5";14957,7234937143;0,387211696548562
"1353";"birds";"birds";"16";"57";231,789201113979;0,00600034422635879
"1354";"birds";"birds";"16";"58";342,280536963521;0,00886064162563863
"1355";"birds";"birds";"16";"59";91,0869146188139;0,00235797370888334
"1356";"birds";"birds";"16";"60";59,7838589588406;0,00154762918724902
"1357";"birds";"birds";"16";"71";6,13395448834184;0,000158790134406524
"1358";"birds";"birds";"16";"72";9,71898463899668;0,0002515960755911
"1359";"birds";"birds";"16";"73";1,63509007916881;4,23276980504913e-05
"1360";"birds";"birds";"16";"74";0,173913752242209;4,50211819245963e-06
"1361";"birds";"birds";"16";"75";0,163797604732165;4,24024073219333e-06
"1362";"birds";"birds";"16";"84";0;0
"1363";"birds";"birds";"16";"85";0;0
"1364";"birds";"birds";"16";"86";0;0
"1365";"birds";"birds";"16";"87";0;0
"1366";"birds";"birds";"16";"88";0;0
"1367";"birds";"birds";"16";"89";0;0
"1368";"birds";"birds";"16";"99";0;0
"1369";"birds";"birds";"163";"1";0,000248727448527408;1,57204186186832e-09
"1370";"birds";"birds";"163";"100";1013,16293669725;0,201770935359555
"1371";"birds";"birds";"163";"101";1377,71152928307;0,274370638063132
"1372";"birds";"birds";"163";"102";1095,23996686703;0,218116542256159
"1373";"birds";"birds";"163";"103";88,4861996321818;0,0176219424045651
"1374";"birds";"birds";"163";"113";947,241716016597;0,188642751296834
"1375";"birds";"birds";"163";"114";694,270127738146;0,138263563240735
"1376";"birds";"birds";"163";"115";871,590622079624;0,173576866965566
"1377";"birds";"birds";"163";"116";2208,76141033816;0,439873881042293
"1378";"birds";"birds";"163";"117";364,52461660846;0,0725948799355913
"1379";"birds";"birds";"163";"125";4,41135740678106;0,000878472056432278
"1380";"birds";"birds";"163";"126";1798,12314267056;0,358095438448633
"1381";"birds";"birds";"163";"127";1048,97877715733;0,208903645298267
"1382";"birds";"birds";"163";"129";380,196506663156;0,0757159304125761
"1383";"birds";"birds";"163";"130";174,941649623145;0,0348395098128669
"1384";"birds";"birds";"163";"138";1321,21104746776;0,263118590281779
"1385";"birds";"birds";"163";"139";5021,35127961498;1
"1386";"birds";"birds";"163";"14";0,000240833674491308;0
"1387";"birds";"birds";"163";"140";5,48809355521055;0,00109290361879738
"1388";"birds";"birds";"163";"15";0,0038333060102685;7,15439392313248e-07
"1389";"birds";"birds";"163";"150";17,6128773112879;0,00350754933116328
"1390";"birds";"birds";"163";"151";694,742584169245;0,138357652745223
"1391";"birds";"birds";"163";"152";54,7849273823344;0,0109103478576866
"1392";"birds";"birds";"163";"16";0,0113216192126508;2,2067338954356e-06
"1393";"birds";"birds";"163";"163";9,49158001259259;0,00189019630486174
"1394";"birds";"birds";"163";"17";0,0193426083742903;3,8041105973812e-06
"1395";"birds";"birds";"163";"18";0,0234023475199902;4,61260598325351e-06
"1396";"birds";"birds";"163";"2";0,00121241314565486;1,93489653214797e-07
"1397";"birds";"birds";"163";"28";0,00303103353377639;5,55667157650517e-07
"1398";"birds";"birds";"163";"29";0,0412622257154502;8,16939340112635e-06
"1399";"birds";"birds";"163";"3";0,00220919023823595;3,91997402400762e-07
"1400";"birds";"birds";"163";"30";0,0978526413288199;1,94393514614782e-05
"1401";"birds";"birds";"163";"31";0,247716800296825;4,9284737257166e-05
"1402";"birds";"birds";"163";"32";0,187615161244174;3,73155204889158e-05
"1403";"birds";"birds";"163";"33";0,18207472274926;3,62121444349169e-05
"1404";"birds";"birds";"163";"4";0,00404121546039089;7,56844474036602e-07
"1405";"birds";"birds";"163";"43";0,0911297991526038;1,81005001992793e-05
"1406";"birds";"birds";"163";"44";0,406538061742958;8,0913926337856e-05
"1407";"birds";"birds";"163";"45";0,918176956129149;0,00018280660231981
"1408";"birds";"birds";"163";"46";1,81553479927672;0,000361515048755247
"1409";"birds";"birds";"163";"5";0,00326793292218392;6,02845573693906e-07
"1410";"birds";"birds";"163";"57";0,315143291774827;6,27126953818316e-05
"1411";"birds";"birds";"163";"58";1,81412565908583;0,000361234419064152
"1412";"birds";"birds";"163";"59";1,90482663433616;0,000379297481086667
"1413";"birds";"birds";"163";"60";1,27652423766489;0,000254171316471067
"1414";"birds";"birds";"163";"71";5,49424858671274;0,00109412939079672
"1415";"birds";"birds";"163";"72";8,41226549641422;0,0016752512616169
"1416";"birds";"birds";"163";"73";2,03408606883464;0,000405039444454727
"1417";"birds";"birds";"163";"74";5,99547530649946;0,00119394848647746
"1418";"birds";"birds";"163";"75";2,15404473609117;0,000428929163841016
"1419";"birds";"birds";"163";"84";47,9007000830897;0,00953935681442434
"1420";"birds";"birds";"163";"85";39,281365081717;0,00782281978389151
"1421";"birds";"birds";"163";"86";130,403157866677;0,0259696874458417
"1422";"birds";"birds";"163";"87";541,67414041904;0,107874134949313
"1423";"birds";"birds";"163";"88";756,590203448431;0,150674580759521
"1424";"birds";"birds";"163";"89";130,316237123223;0,025952377215431
"1425";"birds";"birds";"163";"99";331,285190776342;0,0659752619133896
"1426";"birds";"birds";"17";"1";725,392607834203;0,0619918782016518
"1427";"birds";"birds";"17";"100";0;0
"1428";"birds";"birds";"17";"101";0;0
"1429";"birds";"birds";"17";"102";0;0
"1430";"birds";"birds";"17";"103";0;0
"1431";"birds";"birds";"17";"113";0;0
"1432";"birds";"birds";"17";"114";0;0
"1433";"birds";"birds";"17";"115";0;0
"1434";"birds";"birds";"17";"116";0;0
"1435";"birds";"birds";"17";"117";0;0
"1436";"birds";"birds";"17";"125";0;0
"1437";"birds";"birds";"17";"126";0;0
"1438";"birds";"birds";"17";"127";0;0
"1439";"birds";"birds";"17";"129";0;0
"1440";"birds";"birds";"17";"130";0;0
"1441";"birds";"birds";"17";"138";0;0
"1442";"birds";"birds";"17";"139";0;0
"1443";"birds";"birds";"17";"14";673,080479340215;0,0575212962532765
"1444";"birds";"birds";"17";"140";0;0
"1445";"birds";"birds";"17";"15";4153,2859927065;0,354938824321926
"1446";"birds";"birds";"17";"150";0;0
"1447";"birds";"birds";"17";"151";0;0
"1448";"birds";"birds";"17";"152";0;0
"1449";"birds";"birds";"17";"16";7138,04806881216;0,610015875127966
"1450";"birds";"birds";"17";"163";0;0
"1451";"birds";"birds";"17";"17";3271,05775731631;0,279543811023325
"1452";"birds";"birds";"17";"18";5135,06648808389;0,438841549870658
"1453";"birds";"birds";"17";"2";4472,48345423064;0,38221736278975
"1454";"birds";"birds";"17";"28";1521,48594386614;0,130025823669867
"1455";"birds";"birds";"17";"29";3693,64100660181;0,315657674104974
"1456";"birds";"birds";"17";"3";5515,96306702692;0,471392880107896
"1457";"birds";"birds";"17";"30";2688,53876508728;0,229761877727604
"1458";"birds";"birds";"17";"31";3685,80612662681;0,314988107142353
"1459";"birds";"birds";"17";"32";596,026547711194;0,0509362857459783
"1460";"birds";"birds";"17";"33";269,891611933257;0,0230648723931276
"1461";"birds";"birds";"17";"4";11701,4136186452;1
"1462";"birds";"birds";"17";"43";2193,0400517511;0,187416676584843
"1463";"birds";"birds";"17";"44";1684,40432369962;0,143948789316845
"1464";"birds";"birds";"17";"45";1872,6536408891;0,160036530791903
"1465";"birds";"birds";"17";"46";439,308951167258;0,0375432375509961
"1466";"birds";"birds";"17";"5";10342,6405023147;0,883879575527058
"1467";"birds";"birds";"17";"57";408,793956266325;0,0349354334090838
"1468";"birds";"birds";"17";"58";677,99117734812;0,0579409633266701
"1469";"birds";"birds";"17";"59";210,915781096678;0,0180248120415641
"1470";"birds";"birds";"17";"60";135,195470836374;0,0115537724964231
"1471";"birds";"birds";"17";"71";16,6000136812038;0,00141863318588731
"1472";"birds";"birds";"17";"72";29,0254724202566;0,00248050990813682
"1473";"birds";"birds";"17";"73";5,51655658021989;0,000471443601602949
"1474";"birds";"birds";"17";"74";0,688921124583455;5,88750339946721e-05
"1475";"birds";"birds";"17";"75";0,641521093680387;5,4824238727719e-05
"1476";"birds";"birds";"17";"84";0;0
"1477";"birds";"birds";"17";"85";0;0
"1478";"birds";"birds";"17";"86";0;0
"1479";"birds";"birds";"17";"87";0;0
"1480";"birds";"birds";"17";"88";0;0
"1481";"birds";"birds";"17";"89";0;0
"1482";"birds";"birds";"17";"99";0;0
"1483";"birds";"birds";"18";"1";615,963855743481;0,0229172094849033
"1484";"birds";"birds";"18";"100";0;0
"1485";"birds";"birds";"18";"101";0;0
"1486";"birds";"birds";"18";"102";0;0
"1487";"birds";"birds";"18";"103";0;0
"1488";"birds";"birds";"18";"113";0;0
"1489";"birds";"birds";"18";"114";0;0
"1490";"birds";"birds";"18";"115";0;0
"1491";"birds";"birds";"18";"116";0;0
"1492";"birds";"birds";"18";"117";0;0
"1493";"birds";"birds";"18";"125";0;0
"1494";"birds";"birds";"18";"126";0;0
"1495";"birds";"birds";"18";"127";0;0
"1496";"birds";"birds";"18";"129";0;0
"1497";"birds";"birds";"18";"130";0;0
"1498";"birds";"birds";"18";"138";0;0
"1499";"birds";"birds";"18";"139";0;0
"1500";"birds";"birds";"18";"14";577,918775772787;0,0215017253466239
"1501";"birds";"birds";"18";"140";0;0
"1502";"birds";"birds";"18";"15";4092,58286582513;0,152266367573197
"1503";"birds";"birds";"18";"150";0;0
"1504";"birds";"birds";"18";"151";0;0
"1505";"birds";"birds";"18";"152";0;0
"1506";"birds";"birds";"18";"16";9819,79060664555;0,365349681368481
"1507";"birds";"birds";"18";"163";0;0
"1508";"birds";"birds";"18";"17";7132,5916934812;0,265371249442049
"1509";"birds";"birds";"18";"18";16856,7789254298;0,627163964691555
"1510";"birds";"birds";"18";"2";4032,1253437726;0,150017018549066
"1511";"birds";"birds";"18";"28";1724,44300645013;0,0641586697906055
"1512";"birds";"birds";"18";"29";5149,15663102851;0,191576664902563
"1513";"birds";"birds";"18";"3";7562,51748013985;0,281366829741036
"1514";"birds";"birds";"18";"30";6059,08711944276;0,225431033832245
"1515";"birds";"birds";"18";"31";10599,4564717985;0,394357496994887
"1516";"birds";"birds";"18";"32";1601,54031363106;0,0595860203870238
"1517";"birds";"birds";"18";"33";622,845426659048;0,0231732413945466
"1518";"birds";"birds";"18";"4";25444,2214096188;0,946663585512934
"1519";"birds";"birds";"18";"43";4568,75970522238;0,169982738880656
"1520";"birds";"birds";"18";"44";4226,96746723523;0,157266206497744
"1521";"birds";"birds";"18";"45";4763,83809248223;0,177240717129095
"1522";"birds";"birds";"18";"46";977,746818069825;0,0363775056668834
"1523";"birds";"birds";"18";"5";26877,7861523344;1
"1524";"birds";"birds";"18";"57";957,944696315237;0,0356407589109431
