"PLANTSPECIES";"BIRDSPECIES";"REFERENCE";"PLANTSTATUS";"BIRDSTATUS"
"Idesia_sp";"Prosthemadera_novaeseelandiae";"CSN, Notornis 39.";"Exotic";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Anthornis_melanura";"Tisch 1994. Unpubl. MSc Thesis UC.";"Native";"Native"
"Ileostylus_micranthus";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Ileostylus_micranthus";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Ileostylus_micranthus";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Prosthemadera_novaeseelandiae";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Ileostylus_micranthus";"Prosthemadera_novaeseelandiae";"Tisch 1994. Unpubl. MSc Thesis UC.";"Native";"Native"
"Ileostylus_micranthus";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Ileostylus_micranthus";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Zosterops_lateralis";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Ileostylus_micranthus";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Ileostylus_micranthus";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Ileostylus_micranthus";"Zosterops_lateralis";"Tisch 1994. Unpubl. MSc Thesis UC.";"Native";"Native"
"Ilex_aquifolium";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Ilex_aquifolium";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Ilex_aquifolium";"Hemiphaga_novaeseelandiae";"CSN, Notornis 47";"Exotic";"Native"
"Ilex_aquifolium";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Exotic";"Native"
"Ilex_aquifolium";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Exotic";"Native"
"Ilex_aquifolium";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ilex_aquifolium";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Exotic";"Native"
"Ilex_aquifolium";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ilex_aquifolium";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Isolepis_habra";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Jasminum_officinale";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Exotic";"Native"
"Knightia_excelsa";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Knightia_excelsa";"Callaeas_cinereus";"Flux et al. 2006, Notornis 53: 199-207.";"Native";"Native"
"Lantana_camara";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Laurus_nobilis";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Laurus_nobilis";"Sturnus_vulgaris";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Exotic"
"Lepidothamnus_intermedius";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Lepidothamnus_laxifolius";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Leptecophylla_juniperina";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Leptecophylla_juniperina";"Strigops_habroptila";"Best 1984, NZJE 7: 71-83.";"Native";"Native"
"Leptecophylla_juniperina";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Leptecophylla_juniperina";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Leptospermum_scoparium";"Cyanoramphus_malherbi";"Ortiz-Catedral & Bruton 2010, NZ J Zool 36, 385-388.";"Native";"Native"
"Leptospermum_scoparium";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Leucopogon_fasciculatus";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Leucopogon_fasciculatus";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Leucopogon_fasciculatus";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Leucopogon_fasciculatus";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Leucopogon_fasciculatus";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Styphelia_nesophila";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Styphelia_nesophila";"Nestor_notabilis";"Jackson 1960, Notornis 9, 39-58.";"Native";"Native"
"Leucopogon_sp";"Anthornis_melanura";"Murphy & Kelly 2001, NZJE 25: 69-81.";"Native";"Native"
"Leucopogon_sp";"Tadorna_variegata";"Jackson 1960, Notornis 9, 39-58.";"Native";"Native"
"Leycesteria_formosa";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Fringilla_coelebs";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Leycesteria_formosa";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Exotic"
"Leycesteria_formosa";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Exotic";"Exotic"
"Leycesteria_formosa";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Exotic"
"Leycesteria_formosa";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Leycesteria_formosa";"Turdus_philomelos";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Exotic"
"Leycesteria_formosa";"Turdus_philomelos";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Exotic"
"Leycesteria_formosa";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Exotic";"Native"
"Leycesteria_formosa";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Leycesteria_formosa";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_lucidum";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_lucidum";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_lucidum";"Sturnus_vulgaris";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Ligustrum_lucidum";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Ligustrum_lucidum";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_ovalifolium";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Exotic";"Native"
"Ligustrum_sinense";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_sinense";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_sinense";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Exotic"
"Ligustrum_sinense";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Ligustrum_sinense";"Turdus_philomelos";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Exotic"
"Ligustrum_sinense";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Ligustrum_sinense";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Ligustrum_sinense";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Ligustrum_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Exotic";"Native"
"Litsea_calicaris";"Hemiphaga_novaeseelandiae";"CSN, Notornis 53.";"Native";"Native"
"Litsea_calicaris";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Litsea_calicaris";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Lonicera_japonica";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Lonicera_japonica";"Turdus_philomelos";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Lonicera_japonica";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Lonicera_japonica";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Native"
"Lonicera_japonica";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Lophomyrtus_bullata";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Lophomyrtus_bullata";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Lophomyrtus_bullata";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Lophomyrtus_obcordata";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Lophomyrtus_obcordata";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Lophomyrtus_obcordata";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Lophomyrtus_obcordata";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Lophomyrtus_obcordata";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Lophomyrtus_obcordata";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Lophomyrtus_obcordata";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Luzuriaga_parviflora";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Lycium_ferocissimum";"Chloris_chloris";"CSN, Notornis 38.";"Exotic";"Exotic"
"Lycium_ferocissimum";"Chloris_chloris";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Lycium_ferocissimum";"Passer_domesticus";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Malus_domestica";"Anthornis_melanura";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Malus_domestica";"Cacatua_galerita";"CSN, Notornis 38.";"Exotic";"Exotic"
"Malus_domestica";"Platycercus_eximius";"Woon et al. 2002, Notornis 49, 91-94.";"Exotic";"Exotic"
"Malus_domestica";"Porphyrio_melanotus";"CSN, Notornis 38.";"Exotic";"Native"
"Malus_domestica";"Prosthemadera_novaeseelandiae";"CSN, Notornis 38.";"Exotic";"Native"
"Malus_domestica";"Zosterops_lateralis";"Moeed 1979, NZ J Zool 6, 475-479.";"Exotic";"Native"
"Malus_domestica";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Exotic";"Native"
"Melicytus_alpinus";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Melicytus_chathamicus";"Hemiphaga_novaeseelandiae";"Pearson & Climo 1993, Notornis 40: 45-54.";"Native";"Native"
"Melicytus_lanceolatus";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Melicytus_lanceolatus";"Hemiphaga_novaeseelandiae";"Emeny et al. 2009 NZ J Ecol 33, 114-24.";"Native";"Native"
"Melicytus_obovatus";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Melicytus_ramiflorus";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Melicytus_ramiflorus";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Anthornis_melanura";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Melicytus_ramiflorus";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Melicytus_ramiflorus";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Anthornis_melanura";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Melicytus_ramiflorus";"Cyanoramphus_malherbi";"Ortiz-Catedral & Bruton 2010, NZ J Zool 36, 385-388.";"Native";"Native"
"Melicytus_ramiflorus";"Cyanoramphus_novaezelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Emeny et al. 2009 NZ J Ecol 33, 114-24.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Hemiphaga_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Mohoua_albicilla";"Higgins, HANZAAB";"Native";"Native"
"Melicytus_ramiflorus";"Mohoua_albicilla";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Mohoua_albicilla";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Native";"Native"
"Melicytus_ramiflorus";"Notiomystis_cincta";"Gravatt, 1970 Notornis 13, 96-101.";"Native";"Native"
"Melicytus_ramiflorus";"Notiomystis_cincta";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Melicytus_ramiflorus";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Melicytus_ramiflorus";"Philesturnus_carunculatus";"CSN, Notornis 39.";"Native";"Native"
"Melicytus_ramiflorus";"Philesturnus_carunculatus";"Rasch & McLelland 1993, Notornis 40: 230.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Sturnus_vulgaris";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Sturnus_vulgaris";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Sturnus_vulgaris";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_philomelos";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Melicytus_ramiflorus";"Turdus_philomelos";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_ramiflorus";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Melicytus_sp";"Philesturnus_carunculatus";"CSN, Notornis 38.";"Native";"Native"
"Melicytus_sp";"Prosthemadera_novaeseelandiae";"CSN, Notornis 38.";"Native";"Native"
"Meryta_sinclairii";"Chroicocephalus_novaehollandiae";"Hemmings 1988, Notornis 35: 117-128.";"Native";"Native"
"Metrosideros_umbellata";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Mida_salicifolia";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Mida_salicifolia";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Muehlenbeckia_astonii";"Zosterops_lateralis";"Udy 2004 Report";"Native";"Native"
"Muehlenbeckia_australis";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Muehlenbeckia_australis";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Anthornis_melanura";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Muehlenbeckia_australis";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Muehlenbeckia_australis";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Muehlenbeckia_australis";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Native";"Native"
"Muehlenbeckia_australis";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Muehlenbeckia_australis";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Muehlenbeckia_australis";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Muehlenbeckia_australis";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Muehlenbeckia_australis";"Turdus_merula";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Exotic"
"Muehlenbeckia_australis";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Muehlenbeckia_australis";"Turdus_philomelos";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Muehlenbeckia_australis";"Turdus_philomelos";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Exotic"
"Muehlenbeckia_australis";"Turdus_philomelos";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Muehlenbeckia_australis";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Muehlenbeckia_australis";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Muehlenbeckia_australis";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Muehlenbeckia_australis";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Muehlenbeckia_australis";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Muehlenbeckia_axillaris";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Muehlenbeckia_axillaris";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Muehlenbeckia_complexa";"Cyanoramphus_novaezelandiae";"Bellingham, 1987, Notornis 34, 234-236.";"Native";"Native"
"Muehlenbeckia_sp";"Chloris_chloris";"CSN, Notornis 39.";"Native";"Exotic"
"Muehlenbeckia_sp";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Myoporum_laetum";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myoporum_laetum";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Myoporum_laetum";"Cyanoramphus_novaezelandiae";"Bellingham, 1987, Notornis 34, 234-236.";"Native";"Native"
