"PLANTSPECIES";"BIRDSPECIES";"REFERENCE";"PLANTSTATUS";"BIRDSTATUS"
"Coprosma_intertexta";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Coprosma_linariifolia";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_linariifolia";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_linariifolia";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_lucida";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_lucida";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_lucida";"Anthornis_melanura";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Coprosma_lucida";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_lucida";"Cyanoramphus_auriceps";"Buller 1888, Birds of New Zealand";"Native";"Native"
"Coprosma_lucida";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_lucida";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_lucida";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Coprosma_lucida";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_lucida";"Prosthemadera_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_lucida";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Coprosma_lucida";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Coprosma_lucida";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Coprosma_lucida";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Coprosma_lucida";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_macrocarpa";"Cyanoramphus_novaezelandiae";"Bellingham, 1987, Notornis 34, 234-236.";"Native";"Native"
"Coprosma_macrocarpa";"Philesturnus_rufusater";"Merton 1966, Notornis 13, 3-6.";"Native";"Native"
"Coprosma_parviflora";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_parviflora";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Coprosma_perpusilla";"Anthus_novaeseelandiae";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Native"
"Coprosma_perpusilla";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Coprosma_perpusilla";"Nestor_notabilis";"CSN, Notornis 39.";"Native";"Native"
"Coprosma_perpusilla";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Coprosma_petriei";"Branta_canadensis";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Exotic"
"Coprosma_propinqua";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_propinqua";"Anthornis_melanura";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Coprosma_propinqua";"Finschia_novaeseelandiae";"Henderson 1977, Mauri ora 5: 75-88.";"Native";"Native"
"Coprosma_propinqua";"Finschia_novaeseelandiae";"Henderson, 1977, Mauri Ora";"Native";"Native"
"Coprosma_propinqua";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Coprosma_propinqua";"Petroica_macrocephala";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Native"
"Coprosma_propinqua";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_propinqua";"Turdus_merula";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Exotic"
"Coprosma_propinqua";"Turdus_philomelos";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Exotic"
"Coprosma_propinqua";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Coprosma_propinqua";"Zosterops_lateralis";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Native"
"Coprosma_pseudocuneata";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Coprosma_pseudocuneata";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Coprosma_pseudocuneata";"Nestor_notabilis";"Jackson 1960, Notornis 9, 39-58.";"Native";"Native"
"Coprosma_pseudocuneata";"Petroica_macrocephala";"O'Donnell & Dilks 1989, Notornis 36: 72-76.";"Native";"Native"
"Coprosma_pseudocuneata";"Strigops_habroptila";"Atkinson & Merton, 2006, Notornis 53, 37-54.";"Native";"Native"
"Coprosma_repens";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_repens";"Cyanoramphus_novaezelandiae";"Bellingham, 1987, Notornis 34, 234-236.";"Native";"Native"
"Coprosma_repens";"Chroicocephalus_novaehollandiae";"Hemmings 1988, Notornis 35: 117-128.";"Native";"Native"
"Coprosma_repens";"Philesturnus_rufusater";"Merton 1966, Notornis 13, 3-6.";"Native";"Native"
"Coprosma_repens";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_repens";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_repens";"Turdus_merula";"CSN, Notornis 43.";"Native";"Exotic"
"Coprosma_repens";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_rhamnoides";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_rhamnoides";"Anthornis_melanura";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Coprosma_rhamnoides";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Coprosma_rhamnoides";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Coprosma_rhamnoides";"Turdus_philomelos";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Exotic"
"Coprosma_rhamnoides";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coprosma_rhamnoides";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Coprosma_rigida";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Coprosma_rigida";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Anthornis_melanura";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Cyanoramphus_auriceps";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Cyanoramphus_malherbi";"Ortiz-Catedral & Bruton 2010, NZ J Zool 36, 385-388.";"Native";"Native"
"Coprosma_robusta";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_robusta";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Coprosma_robusta";"Hemiphaga_novaeseelandiae";"Emeny et al. 2009 NZ J Ecol 33, 114-24.";"Native";"Native"
"Coprosma_robusta";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Coprosma_robusta";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Coprosma_robusta";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Coprosma_robusta";"Mohoua_albicilla";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Mohoua_albicilla";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Finschia_novaeseelandiae";"Gill et al. 1980, Notornis 27:129-132.";"Native";"Native"
"Coprosma_robusta";"Notiomystis_cincta";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Passer_domesticus";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Coprosma_robusta";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Coprosma_robusta";"Philesturnus_carunculatus";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Philesturnus_rufusater";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Prosthemadera_novaeseelandiae";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Sturnus_vulgaris";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_merula";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_philomelos";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_philomelos";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_philomelos";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_philomelos";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_philomelos";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Coprosma_robusta";"Turdus_philomelos";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Coprosma_robusta";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Gill, 1980, NZJ Zool 7, 235-246.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_robusta";"Zosterops_lateralis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Coprosma_rotundifolia";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_rotundifolia";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coprosma_rotundifolia";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_rotundifolia";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_rotundifolia";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coprosma_rotundifolia";"Anthornis_melanura";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Native"
"Coprosma_rotundifolia";"Hemiphaga_novaeseelandiae";"Clout et al. 1986, Notornis 33: 37-44.";"Native";"Native"
"Coprosma_rotundifolia";"Finschia_novaeseelandiae";"Henderson 1977, Mauri ora 5: 75-88.";"Native";"Native"
"Coprosma_rotundifolia";"Finschia_novaeseelandiae";"Henderson, 1977, Mauri Ora";"Native";"Native"
"Coprosma_rotundifolia";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coprosma_rotundifolia";"Turdus_merula";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Exotic"
"Coprosma_rotundifolia";"Turdus_philomelos";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Exotic"
"Coprosma_rotundifolia";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coprosma_rotundifolia";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_rotundifolia";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Coprosma_rotundifolia";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coprosma_rotundifolia";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coprosma_rotundifolia";"Zosterops_lateralis";"Kikkawa 1966. Trans Roy Soc NZ. Zool. 7, 215-277.";"Native";"Native"
"Coprosma_rugosa";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Coprosma_serrulata";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Coprosma_serrulata";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Coprosma_sp";"Anthornis_melanura";"Murphy & Kelly 2001, NZJE 25: 69-81.";"Native";"Native"
"Coprosma_sp";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_sp";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Coprosma_sp";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Coprosma_sp";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Coprosma_sp";"Finschia_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_sp";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Native";"Native"
"Coprosma_sp";"Petroica_macrocephala";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_sp";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Coprosma_sp";"Philesturnus_carunculatus";"Rasch & McLelland 1993, Notornis 40: 230.";"Native";"Native"
"Coprosma_sp";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Coprosma_sp";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coprosma_tenuifolia";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Cordyline_australis";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"CSN, Notornis 37.";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Cordyline_australis";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Cordyline_australis";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Cordyline_australis";"Sturnus_vulgaris";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Cordyline_australis";"Sturnus_vulgaris";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Cordyline_australis";"Turdus_merula";"CSN, Notornis 38.";"Native";"Exotic"
"Cordyline_australis";"Turdus_merula";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Exotic"
"Cordyline_australis";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Cordyline_australis";"Turdus_philomelos";"CSN, Notornis 38.";"Native";"Exotic"
"Cordyline_australis";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Cordyline_australis";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Cordyline_australis";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coriaria_angustissima";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Coriaria_arborea";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Coriaria_arborea";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coriaria_arborea";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coriaria_arborea";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coriaria_arborea";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coriaria_arborea";"Hemiphaga_novaeseelandiae";"Morris 1979, Notornis 26: 390-392.";"Native";"Native"
"Coriaria_arborea";"Finschia_novaeseelandiae";"Gill et al. 1980, Notornis 27:129-132.";"Native";"Native"
"Coriaria_arborea";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Native";"Native"
"Coriaria_arborea";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Coriaria_arborea";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Coriaria_arborea";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Coriaria_arborea";"Turdus_merula";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Coriaria_arborea";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Coriaria_arborea";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Coriaria_arborea";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Coriaria_arborea";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Coriaria_arborea";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Coriaria_arborea";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Coriaria_arborea";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coriaria_arborea";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Coriaria_plumosa";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Coriaria_sarmentosa";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Coriaria_sarmentosa";"Notiomystis_cincta";"Buller 1888, Birds of New Zealand";"Native";"Native"
"Coriaria_sarmentosa";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Coriaria_sp";"Cyanoramphus_auriceps";"Elliot et al. 1996, NZ J. Zool. 23: 249-266.";"Native";"Native"
"Coriaria_sp";"Prosthemadera_novaeseelandiae";"CSN, Notornis 43.";"Native";"Native"
"Coriaria_sp";"Strigops_habroptila";"Atkinson & Merton, 2006, Notornis 53, 37-54.";"Native";"Native"
"Corokia_cotoneaster";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Corokia_cotoneaster";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Corokia_cotoneaster";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Corokia_macrocarpa";"Hemiphaga_novaeseelandiae";"Morris 1979, Notornis 26: 390-392.";"Native";"Native"
"Corokia_sp";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Corokia_sp";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Corynocarpus_laevigatus";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Corynocarpus_laevigatus";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Corynocarpus_laevigatus";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Corynocarpus_laevigatus";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Corynocarpus_laevigatus";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Corynocarpus_laevigatus";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Corynocarpus_laevigatus";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Corynocarpus_laevigatus";"Philesturnus_rufusater";"Merton 1966, Notornis 13, 3-6.";"Native";"Native"
"Cotoneaster_coriaceus";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Exotic";"Native"
"Cotoneaster_franchetii";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Exotic"
"Cotoneaster_franchetii";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Cotoneaster_franchetii";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Cotoneaster_glaucophyllus";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Cotoneaster_sp";"Chloris_chloris";"CSN, Notornis 36.";"Exotic";"Exotic"
"Cotoneaster_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Exotic";"Native"
"Cotoneaster_sp";"Platycercus_eximius";"Woon et al. 2002, Notornis 49, 91-94.";"Exotic";"Exotic"
"Crataegus_monogyna";"Anthornis_melanura";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Crataegus_monogyna";"Hemiphaga_novaeseelandiae";"CSN, Notornis 48";"Exotic";"Native"
