"";"dist";"hwi";"disp.rate";"species"
"148";230;22,6375;3,86821415353775e-05;"Anthus_novaeseelandiae"
"149";240;22,6375;2,48692759044895e-05;"Anthus_novaeseelandiae"
"150";250;22,6375;1,59887963660951e-05;"Anthus_novaeseelandiae"
"151";260;22,6375;1,02794150588963e-05;"Anthus_novaeseelandiae"
"152";270;22,6375;6,60877601625685e-06;"Anthus_novaeseelandiae"
"153";280;22,6375;4,24887215690864e-06;"Anthus_novaeseelandiae"
"154";290;22,6375;2,73165780794285e-06;"Anthus_novaeseelandiae"
"155";300;22,6375;1,75622002831081e-06;"Anthus_novaeseelandiae"
"156";0;49,3625;1;"Branta_canadensis"
"157";10;49,3625;0,816618755646323;"Branta_canadensis"
"158";20;49,3625;0,666866192073349;"Branta_canadensis"
"159";30;49,3625;0,544575439953541;"Branta_canadensis"
"160";40;49,3625;0,444710518130409;"Branta_canadensis"
"161";50;49,3625;0,363158949938486;"Branta_canadensis"
"162";60;49,3625;0,296562409800592;"Branta_canadensis"
"163";70;49,3625;0,242178426062835;"Branta_canadensis"
"164";80;49,3625;0,197767444935817;"Branta_canadensis"
"165";90;49,3625;0,16150060479084;"Branta_canadensis"
"166";100;49,3625;0,131884422920424;"Branta_canadensis"
"167";110;49,3625;0,10769929333441;"Branta_canadensis"
"168";120;49,3625;0,0879492629067344;"Branta_canadensis"
"169";130;49,3625;0,0718210176349088;"Branta_canadensis"
"170";140;49,3625;0,0586503900502719;"Branta_canadensis"
"171";150;49,3625;0,0478950085410245;"Branta_canadensis"
"172";160;49,3625;0,0391119622764414;"Branta_canadensis"
"173";170;49,3625;0,0319395619650735;"Branta_canadensis"
"174";180;49,3625;0,026082445347807;"Branta_canadensis"
"175";190;49,3625;0,0212994140641394;"Branta_canadensis"
"176";200;49,3625;0,0173935010090533;"Branta_canadensis"
"177";210;49,3625;0,0142038591503462;"Branta_canadensis"
"178";220;49,3625;0,0115991377847313;"Branta_canadensis"
"179";230;49,3625;0,00947207346433755;"Branta_canadensis"
"180";240;49,3625;0,00773507284583789;"Branta_canadensis"
"181";250;49,3625;0,0063166055622018;"Branta_canadensis"
"182";260;49,3625;0,00515825857411388;"Branta_canadensis"
"183";270;49,3625;0,00421233069809485;"Branta_canadensis"
"184";280;49,3625;0,00343986825304903;"Branta_canadensis"
"185";290;49,3625;0,00280906093239219;"Branta_canadensis"
"186";300;49,3625;0,00229393184314481;"Branta_canadensis"
"187";0;25,875;1;"Cacatua_galerita"
"188";10;25,875;0,679448778121663;"Cacatua_galerita"
"189";20;25,875;0,46165064209102;"Cacatua_galerita"
"190";30;25,875;0,313667964687825;"Cacatua_galerita"
"191";40;25,875;0,213121315343051;"Cacatua_galerita"
"192";50;25,875;0,144805017301518;"Cacatua_galerita"
"193";60;25,875;0,0983875920714024;"Cacatua_galerita"
"194";70;25,875;0,0668493292152469;"Cacatua_galerita"
"195";80;25,875;0,0454206950535523;"Cacatua_galerita"
"196";90;25,875;0,0308610357555728;"Cacatua_galerita"
"197";100;25,875;0,0209684930356928;"Cacatua_galerita"
"198";110;25,875;0,0142470169721541;"Cacatua_galerita"
"199";120;25,875;0,00968011827360869;"Cacatua_galerita"
"200";130;25,875;0,0065771445330766;"Cacatua_galerita"
"201";140;25,875;0,00446883281652847;"Cacatua_galerita"
"202";150;25,875;0,00303634299682026;"Cacatua_galerita"
"203";160;25,875;0,00206303953914779;"Cacatua_galerita"
"204";170;25,875;0,00140172969409064;"Cacatua_galerita"
"205";180;25,875;0,00095240352790674;"Cacatua_galerita"
"206";190;25,875;0,000647109413314995;"Cacatua_galerita"
"207";200;25,875;0,000439677700187899;"Cacatua_galerita"
"208";210;25,875;0,000298738476160011;"Cacatua_galerita"
"209";220;25,875;0,000202977492604847;"Cacatua_galerita"
"210";230;25,875;0,000137912809336562;"Cacatua_galerita"
"211";240;25,875;9,37046897910528e-05;"Cacatua_galerita"
"212";250;25,875;6,36675369828003e-05;"Cacatua_galerita"
"213";260;25,875;4,32588302089794e-05;"Cacatua_galerita"
"214";270;25,875;2,93921593284635e-05;"Cacatua_galerita"
"215";280;25,875;1,99704667420818e-05;"Cacatua_galerita"
"216";290;25,875;1,35689092264268e-05;"Cacatua_galerita"
"217";300;25,875;9,21937879433941e-06;"Cacatua_galerita"
"218";0;NA;NA;"Callaeas_cinereus"
"219";10;NA;NA;"Callaeas_cinereus"
"220";20;NA;NA;"Callaeas_cinereus"
"221";30;NA;NA;"Callaeas_cinereus"
"222";40;NA;NA;"Callaeas_cinereus"
"223";50;NA;NA;"Callaeas_cinereus"
"224";60;NA;NA;"Callaeas_cinereus"
"225";70;NA;NA;"Callaeas_cinereus"
"226";80;NA;NA;"Callaeas_cinereus"
"227";90;NA;NA;"Callaeas_cinereus"
"228";100;NA;NA;"Callaeas_cinereus"
"229";110;NA;NA;"Callaeas_cinereus"
"230";120;NA;NA;"Callaeas_cinereus"
"231";130;NA;NA;"Callaeas_cinereus"
"232";140;NA;NA;"Callaeas_cinereus"
"233";150;NA;NA;"Callaeas_cinereus"
"234";160;NA;NA;"Callaeas_cinereus"
"235";170;NA;NA;"Callaeas_cinereus"
"236";180;NA;NA;"Callaeas_cinereus"
"237";190;NA;NA;"Callaeas_cinereus"
"238";200;NA;NA;"Callaeas_cinereus"
"239";210;NA;NA;"Callaeas_cinereus"
"240";220;NA;NA;"Callaeas_cinereus"
"241";230;NA;NA;"Callaeas_cinereus"
"242";240;NA;NA;"Callaeas_cinereus"
"243";250;NA;NA;"Callaeas_cinereus"
"244";260;NA;NA;"Callaeas_cinereus"
"245";270;NA;NA;"Callaeas_cinereus"
"246";280;NA;NA;"Callaeas_cinereus"
"247";290;NA;NA;"Callaeas_cinereus"
"248";300;NA;NA;"Callaeas_cinereus"
"249";0;33,351724137931;1;"Carduelis_carduelis"
"250";10;33,351724137931;0,740940781392941;"Carduelis_carduelis"
"251";20;33,351724137931;0,548993241531183;"Carduelis_carduelis"
"252";30;33,351724137931;0,406771481359558;"Carduelis_carduelis"
"253";40;33,351724137931;0,301393579246915;"Carduelis_carduelis"
"254";50;33,351724137931;0,223314794114025;"Carduelis_carduelis"
"255";60;33,351724137931;0,165463038047449;"Carduelis_carduelis"
"256";70;33,351724137931;0,122598312702527;"Carduelis_carduelis"
"257";80;33,351724137931;0,0908380896112667;"Carduelis_carduelis"
"258";90;33,351724137931;0,067305645096814;"Carduelis_carduelis"
"259";100;33,351724137931;0,0498694972701893;"Carduelis_carduelis"
"260";110;33,351724137931;0,0369503442750472;"Carduelis_carduelis"
"261";120;33,351724137931;0,0273780169598917;"Carduelis_carduelis"
"262";130;33,351724137931;0,0202854892792514;"Carduelis_carduelis"
"263";140;33,351724137931;0,0150303462775066;"Carduelis_carduelis"
"264";150;33,351724137931;0,0111365965154623;"Carduelis_carduelis"
"265";160;33,351724137931;0,00825155852422452;"Carduelis_carduelis"
"266";170;33,351724137931;0,0061139162206485;"Carduelis_carduelis"
"267";180;33,351724137931;0,00453004986189828;"Carduelis_carduelis"
"268";190;33,351724137931;0,0033564986844239;"Carduelis_carduelis"
"269";200;33,351724137931;0,00248696675798142;"Carduelis_carduelis"
"270";210;33,351724137931;0,00184269509295703;"Carduelis_carduelis"
"271";220;33,351724137931;0,00136532794204452;"Carduelis_carduelis"
"272";230;33,351724137931;0,00101162715223608;"Carduelis_carduelis"
"273";240;33,351724137931;0,000749555812656118;"Carduelis_carduelis"
"274";250;33,351724137931;0,000555376469527046;"Carduelis_carduelis"
"275";260;33,351724137931;0,000411501075298622;"Carduelis_carduelis"
"276";270;33,351724137931;0,000304897928275797;"Carduelis_carduelis"
"277";280;33,351724137931;0,000225911309221758;"Carduelis_carduelis"
"278";290;33,351724137931;0,000167386901980272;"Carduelis_carduelis"
"279";300;33,351724137931;0,000124023781948206;"Carduelis_carduelis"
"280";0;32,7068965517241;1;"Chloris_chloris"
"281";10;32,7068965517241;0,736573748315733;"Chloris_chloris"
"282";20;32,7068965517241;0,542540886707888;"Chloris_chloris"
"283";30;32,7068965517241;0,39962137453697;"Chloris_chloris"
"284";40;32,7068965517241;0,294350613749781;"Chloris_chloris"
"285";50;32,7068965517241;0,216810934888713;"Chloris_chloris"
"286";60;32,7068965517241;0,159697242986818;"Chloris_chloris"
"287";70;32,7068965517241;0,117628796862489;"Chloris_chloris"
"288";80;32,7068965517241;0,0866422838148731;"Chloris_chloris"
"289";90;32,7068965517241;0,0638184317521566;"Chloris_chloris"
"290";100;32,7068965517241;0,0470069814873177;"Chloris_chloris"
"291";110;32,7068965517241;0,0346241085511219;"Chloris_chloris"
"292";120;32,7068965517241;0,0255032094175906;"Chloris_chloris"
"293";130;32,7068965517241;0,0187849945547958;"Chloris_chloris"
"294";140;32,7068965517241;0,0138365338513166;"Chloris_chloris"
"295";150;32,7068965517241;0,0101916276025618;"Chloris_chloris"
"296";160;32,7068965517241;0,00750688534465701;"Chloris_chloris"
"297";170;32,7068965517241;0,00552937467649045;"Chloris_chloris"
"298";180;32,7068965517241;0,00407279223130467;"Chloris_chloris"
"299";190;32,7068965517241;0,00299991183992327;"Chloris_chloris"
"300";200;32,7068965517241;0,00220965630854903;"Chloris_chloris"
"301";210;32,7068965517241;0,00162757482967747;"Chloris_chloris"
"302";220;32,7068965517241;0,00119882889295987;"Chloris_chloris"
"303";230;32,7068965517241;0,000883025891276651;"Chloris_chloris"
"304";240;32,7068965517241;0,000650413690597484;"Chloris_chloris"
"305";250;32,7068965517241;0,000479077650039258;"Chloris_chloris"
"306";260;32,7068965517241;0,000352876020423709;"Chloris_chloris"
"307";270;32,7068965517241;0,00025991921305423;"Chloris_chloris"
"308";280;32,7068965517241;0,00019144966901863;"Chloris_chloris"
"309";290;32,7068965517241;0,000141016800322859;"Chloris_chloris"
"310";300;32,7068965517241;0,000103869273189299;"Chloris_chloris"
"311";0;53,01;1;"Chroicocephalus_novaehollandiae"
"312";10;53,01;0,828081539207996;"Chroicocephalus_novaehollandiae"
"313";20;53,01;0,685719035577084;"Chroicocephalus_novaehollandiae"
"314";30;53,01;0,567831274444895;"Chroicocephalus_novaehollandiae"
"315";40;53,01;0,470210595752767;"Chroicocephalus_novaehollandiae"
"316";50;53,01;0,38937271388286;"Chroicocephalus_novaehollandiae"
"317";60;53,01;0,322432356237713;"Chroicocephalus_novaehollandiae"
"318";70;53,01;0,267000281843787;"Chroicocephalus_novaehollandiae"
"319";80;53,01;0,221098004358172;"Chroicocephalus_novaehollandiae"
"320";90;53,01;0,183087175764731;"Chroicocephalus_novaehollandiae"
"321";100;53,01;0,151611110316503;"Chroicocephalus_novaehollandiae"
"322";110;53,01;0,125546361591924;"Chroicocephalus_novaehollandiae"
"323";120;53,01;0,103962624349004;"Chroicocephalus_novaehollandiae"
"324";130;53,01;0,0860895299910257;"Chroicocephalus_novaehollandiae"
"325";140;53,01;0,0712891505046615;"Chroicocephalus_novaehollandiae"
"326";150;53,01;0,0590332294787306;"Chroicocephalus_novaehollandiae"
"327";160;53,01;0,0488843275311661;"Chroicocephalus_novaehollandiae"
"328";170;53,01;0,0404802091851558;"Chroicocephalus_novaehollandiae"
"329";180;53,01;0,0335209139295055;"Chroicocephalus_novaehollandiae"
"330";190;53,01;0,0277580500024037;"Chroicocephalus_novaehollandiae"
"331";200;53,01;0,022985928771403;"Chroicocephalus_novaehollandiae"
"332";210;53,01;0,0190342232771487;"Chroicocephalus_novaehollandiae"
"333";220;53,01;0,01576188890897;"Chroicocephalus_novaehollandiae"
"334";230;53,01;0,0130521292285653;"Chroicocephalus_novaehollandiae"
"335";240;53,01;0,0108082272615321;"Chroicocephalus_novaehollandiae"
"336";250;53,01;0,00895009346683929;"Chroicocephalus_novaehollandiae"
"337";260;53,01;0,00741140717407571;"Chroicocephalus_novaehollandiae"
"338";270;53,01;0,0061372494604058;"Chroicocephalus_novaehollandiae"
"339";280;53,01;0,00508214297967628;"Chroicocephalus_novaehollandiae"
"340";290;53,01;0,00420842878108544;"Chroicocephalus_novaehollandiae"
"341";300;53,01;0,00348492218268847;"Chroicocephalus_novaehollandiae"
"342";0;36,1;1;"Cyanoramphus_auriceps"
"343";10;36,1;0,758048197514824;"Cyanoramphus_auriceps"
"344";20;36,1;0,574637069755474;"Cyanoramphus_auriceps"
"345";30;36,1;0,435602594953338;"Cyanoramphus_auriceps"
"346";40;36,1;0,330207761937158;"Cyanoramphus_auriceps"
"347";50;36,1;0,250313398741867;"Cyanoramphus_auriceps"
"348";60;36,1;0,189749620730081;"Cyanoramphus_auriceps"
"349";70;36,1;0,14383935797356;"Cyanoramphus_auriceps"
"350";80;36,1;0,109037166043547;"Cyanoramphus_auriceps"
"351";90;36,1;0,0826554271814351;"Cyanoramphus_auriceps"
"352";100;36,1;0,0626567975897047;"Cyanoramphus_auriceps"
"353";110;36,1;0,0474968724749268;"Cyanoramphus_auriceps"
"354";120;36,1;0,0360049185672098;"Cyanoramphus_auriceps"
"355";130;36,1;0,0272934636215414;"Cyanoramphus_auriceps"
"356";140;36,1;0,0206897609022459;"Cyanoramphus_auriceps"
"357";150;36,1;0,0156838359589602;"Cyanoramphus_auriceps"
"358";160;36,1;0,0118891035788079;"Cyanoramphus_auriceps"
"359";170;36,1;0,00901251353798242;"Cyanoramphus_auriceps"
"360";180;36,1;0,00683191964254552;"Cyanoramphus_auriceps"
"361";190;36,1;0,00517892437059776;"Cyanoramphus_auriceps"
"362";200;36,1;0,00392587428419722;"Cyanoramphus_auriceps"
"363";210;36,1;0,00297600192480551;"Cyanoramphus_auriceps"
"364";220;36,1;0,00225595289489946;"Cyanoramphus_auriceps"
"365";230;36,1;0,00171012102565689;"Cyanoramphus_auriceps"
"366";240;36,1;0,00129635416103141;"Cyanoramphus_auriceps"
"367";250;36,1;0,0009826989351107;"Cyanoramphus_auriceps"
"368";260;36,1;0,000744933156460403;"Cyanoramphus_auriceps"
"369";270;36,1;0,000564695236523837;"Cyanoramphus_auriceps"
"370";280;36,1;0,000428066206192102;"Cyanoramphus_auriceps"
"371";290;36,1;0,000324494816020932;"Cyanoramphus_auriceps"
"372";300;36,1;0,000245982710387572;"Cyanoramphus_auriceps"
"373";0;35,275;1;"Cyanoramphus_malherbi"
"374";10;35,275;0,753152996866571;"Cyanoramphus_malherbi"
"375";20;35,275;0,567239436689097;"Cyanoramphus_malherbi"
"376";30;35,275;0,427218081683299;"Cyanoramphus_malherbi"
"377";40;35,275;0,321760578535364;"Cyanoramphus_malherbi"
"378";50;35,275;0,242334943997431;"Cyanoramphus_malherbi"
"379";60;35,275;0,182515289317158;"Cyanoramphus_malherbi"
"380";70;35,275;0,137461937123187;"Cyanoramphus_malherbi"
"381";80;35,275;0,103529869899412;"Cyanoramphus_malherbi"
"382";90;35,275;0,0779738317799485;"Cyanoramphus_malherbi"
"383";100;35,275;0,0587262250822381;"Cyanoramphus_malherbi"
"384";110;35,275;0,0442298324153484;"Cyanoramphus_malherbi"
"385";120;35,275;0,0333118308345259;"Cyanoramphus_malherbi"
"386";130;35,275;0,0250889052241354;"Cyanoramphus_malherbi"
"387";140;35,275;0,0188957841576589;"Cyanoramphus_malherbi"
"388";150;35,275;0,0142314164664847;"Cyanoramphus_malherbi"
"389";160;35,275;0,0107184339613892;"Cyanoramphus_malherbi"
"390";170;35,275;0,00807262065973672;"Cyanoramphus_malherbi"
"391";180;35,275;0,00607991844244771;"Cyanoramphus_malherbi"
"392";190;35,275;0,00457910879563382;"Cyanoramphus_malherbi"
"393";200;35,275;0,00344876951240969;"Cyanoramphus_malherbi"
"394";210;35,275;0,00259745109377342;"Cyanoramphus_malherbi"
"395";220;35,275;0,0019562780754898;"Cyanoramphus_malherbi"
"396";230;35,275;0,00147337669525951;"Cyanoramphus_malherbi"
"397";240;35,275;0,00110967807354807;"Cyanoramphus_malherbi"
"398";250;35,275;0,00083575736664985;"Cyanoramphus_malherbi"
"399";260;35,275;0,000629453165345648;"Cyanoramphus_malherbi"
"400";270;35,275;0,000474074537867224;"Cyanoramphus_malherbi"
"401";280;35,275;0,000357050658932835;"Cyanoramphus_malherbi"
"402";290;35,275;0,000268913773808448;"Cyanoramphus_malherbi"
"403";300;35,275;0,000202533214642532;"Cyanoramphus_malherbi"
"404";0;38,06875;1;"Cyanoramphus_novaezelandiae"
"405";10;38,06875;0,768985898936936;"Cyanoramphus_novaezelandiae"
"406";20;38,06875;0,591339312763848;"Cyanoramphus_novaezelandiae"
"407";30;38,06875;0,454731593002457;"Cyanoramphus_novaezelandiae"
"408";40;38,06875;0,34968218282002;"Cyanoramphus_novaezelandiae"
"409";50;38,06875;0,268900667698083;"Cyanoramphus_novaezelandiae"
"410";60;38,06875;0,206780821674553;"Cyanoramphus_novaezelandiae"
"411";70;38,06875;0,159011536038324;"Cyanoramphus_novaezelandiae"
"412";80;38,06875;0,122277628981774;"Cyanoramphus_novaezelandiae"
"413";90;38,06875;0,0940297724424264;"Cyanoramphus_novaezelandiae"
"414";100;38,06875;0,0723075690884748;"Cyanoramphus_novaezelandiae"
"415";110;38,06875;0,0556035010154454;"Cyanoramphus_novaezelandiae"
"416";120;38,06875;0,0427583082124031;"Cyanoramphus_novaezelandiae"
"417";130;38,06875;0,0328805360777374;"Cyanoramphus_novaezelandiae"
"418";140;38,06875;0,0252846685932673;"Cyanoramphus_novaezelandiae"
"419";150;38,06875;0,0194435536075161;"Cyanoramphus_novaezelandiae"
"420";160;38,06875;0,0149518185494043;"Cyanoramphus_novaezelandiae"
"421";170;38,06875;0,0114977376279556;"Cyanoramphus_novaezelandiae"
"422";180;38,06875;0,00884159810557449;"Cyanoramphus_novaezelandiae"
"423";190;38,06875;0,00679906426725431;"Cyanoramphus_novaezelandiae"
"424";200;38,06875;0,00522838454748456;"Cyanoramphus_novaezelandiae"
"425";210;38,06875;0,0040205539912354;"Cyanoramphus_novaezelandiae"
"426";220;38,06875;0,00309174932517464;"Cyanoramphus_novaezelandiae"
"427";230;38,06875;0,00237751163410708;"Cyanoramphus_novaezelandiae"
"428";240;38,06875;0,00182827292118686;"Cyanoramphus_novaezelandiae"
"429";250;38,06875;0,00140591609580094;"Cyanoramphus_novaezelandiae"
"430";260;38,06875;0,00108112965275939;"Cyanoramphus_novaezelandiae"
"431";270;38,06875;0,000831373457894557;"Cyanoramphus_novaezelandiae"
"432";280;38,06875;0,000639314465871355;"Cyanoramphus_novaezelandiae"
"433";290;38,06875;0,000491623809241471;"Cyanoramphus_novaezelandiae"
"434";300;38,06875;0,000378051776888354;"Cyanoramphus_novaezelandiae"
