"x";"y";"binary.communicability";"weighted.communicability";"scaled.binary.communicability";"diag"
1;1;765,933386701515;1,19550410862475;0,241256426992229;TRUE
2;1;766,439936730601;0,00483778022141571;0,241436581650497;FALSE
3;1;862,883380572034;0,00642250052827995;0,27573671918825;FALSE
4;1;966,268265363329;0,00479776646451847;0,312505582124092;FALSE
5;1;723,964569946524;0,293725543437225;0,22633020567894;FALSE
6;1;853,211720307191;0,0353968414252944;0,272296990533932;FALSE
7;1;638,579146828469;0,00386921846208805;0,195962856276903;FALSE
8;1;1249,11017954645;0,0173425740350257;0,413098387311279;FALSE
9;1;643,581740110813;0,00489292906351119;0,197742029964561;FALSE
10;1;697,550281244037;0,00251712515455335;0,21693595657947;FALSE
11;1;487,805396368444;0,0215248443426078;0,142340130129083;FALSE
12;1;667,311463681447;0,0061324020841251;0,206181512730687;FALSE
13;1;694,519717610325;0,250392104354862;0,215858135783023;FALSE
14;1;985,354979391487;0,00740548771735015;0,319293777259326;FALSE
15;1;799,013885917046;0,00257727018126642;0,253021515708636;FALSE
16;1;837,250866832164;0,0132353211825291;0,266620508570954;FALSE
17;1;876,657032323581;0,0185805450283276;0,280635322251948;FALSE
18;1;497,185152243919;0,0131908166700211;0,145676042906403;FALSE
19;1;623,214272586262;0,0114425583434441;0,190498334493292;FALSE
20;1;770,685888837523;0,00302187988611647;0,242946655694364;FALSE
21;1;655,165715690932;0,00529819685658018;0,20186187409088;FALSE
22;1;681,082757260497;0,0151357160356954;0,211079277109683;FALSE
23;1;376,649839779661;0,00277649965615389;0,102807625614319;FALSE
24;1;746,537995239754;0,014363943484204;0,234358450642165;FALSE
25;1;841,16876575844;0,0041149284133569;0,268013910410183;FALSE
26;1;935,95600711518;0,003820659403139;0,301725019075132;FALSE
27;1;998,112099654587;0,0247742615330942;0,32383085061736;FALSE
28;1;603,26574517343;0,0171732128045422;0,183403635188891;FALSE
29;1;485,461153655158;0,00174647642106336;0,141506399558244;FALSE
30;1;810,112145859646;0,101957232546448;0,256968614933823;FALSE
31;1;698,681596299245;0,0233926167326553;0,217338309092472;FALSE
32;1;825,642072640887;0,0235771368566829;0,262491837698697;FALSE
33;1;365,91299046139;0,0143450062005082;0,0989890621778629;FALSE
34;1;607,080997884684;0,00495153780435844;0,184760530873293;FALSE
35;1;796,491977745739;0,011179307722368;0,252124598368401;FALSE
36;1;1219,64784984885;0,0144564469358097;0,402620101586934;FALSE
37;1;435,73996875163;0,0018221208992356;0,123823046363857;FALSE
38;1;739,059236608398;0,0365490764215471;0,2316986280617;FALSE
39;1;1371,94357801601;0,0338348311392172;0,456784119528212;FALSE
40;1;1002,06210691743;0,207432931136419;0,325235671795391;FALSE
41;1;1065,01501625055;0,0165852254652113;0,34762489145119;FALSE
42;1;465,142835302519;0,00229498779969382;0,13428018400359;FALSE
43;1;1096,32430984023;0,0228122075306595;0,35876005039576;FALSE
44;1;1160,41063940213;0,00603638320269852;0,381552371270129;FALSE
45;1;1034,40751056251;0,140972056890662;0,336739323568386;FALSE
46;1;997,694908509156;0,0211244014721531;0,323682476470835;FALSE
47;1;564,594902107412;0,016603318449085;0,169650339132333;FALSE
48;1;983,424797889394;0,263928265055633;0,318607307673031;FALSE
49;1;861,476561568621;0,0354739866180031;0,275236383619695;FALSE
50;1;706,857781582904;0,125822234014263;0,220246171655164;FALSE
1;2;681,863708958934;0,0032805639669544;0,211357022797723;FALSE
2;2;688,986937506615;1,10302650187369;0,21389040100537;TRUE
3;2;770,718316162087;0,0144290444447844;0,242958188481335;FALSE
4;2;865,312687084969;0,00333167140117443;0,276600702723015;FALSE
5;2;642,088050295976;0,00747651105655251;0,197210798767842;FALSE
6;2;763,51327685158;0,0136475154489147;0,24039571425321;FALSE
7;2;570,788519727406;0,000586821889019636;0,171853100955846;FALSE
8;2;1114,41819321992;0,0131965341756671;0,365195145035638;FALSE
9;2;576,014876530555;0,0122643878556793;0,173711856201709;FALSE
10;2;622,789266155268;0,00347167285272436;0,190347180838291;FALSE
11;2;438,07304578573;0,0685562029099492;0,124652805857798;FALSE
12;2;595,83194314095;0,00149628946700151;0,18075980143528;FALSE
13;2;621,998702922296;0,00338545358903734;0,190066016805328;FALSE
14;2;881,228660203821;0,11372700970694;0,282261222974878;FALSE
15;2;715,064265598042;0,00417022664894379;0,223164809970107;FALSE
16;2;748,017806558882;0,0076117837425088;0,234884745948038;FALSE
17;2;779,307951452556;0,00281304024998146;0,246013094653564;FALSE
18;2;442,418847494152;0,0201280903616728;0,126198391440119;FALSE
19;2;555,942546517389;0,00194100185200335;0,16657312646818;FALSE
20;2;691,88549579149;0,00451975468888995;0,214921274062909;FALSE
21;2;588,34617787188;0,013289020347074;0,178097486942171;FALSE
22;2;608,410401791051;0,00187550978076546;0,185233333741123;FALSE
23;2;337,817695990021;0,0157398750713489;0,0889969629106897;FALSE
24;2;663,924580821012;0,00207436656298059;0,20497696690248;FALSE
25;2;753,081916379602;0,00528971287464192;0,236685798009623;FALSE
26;2;836,387560248659;0,00201413169952839;0,266313473345209;FALSE
27;2;893,728487423449;0,00476915440196677;0,286706789990675;FALSE
28;2;537,811892107763;0,00227102495819107;0,160124954201311;FALSE
29;2;435,550919235852;0,0125681861964062;0,123755810851163;FALSE
30;2;720,586397399357;0,00175904178720027;0,225128757676061;FALSE
31;2;621,641735726904;0,00152232909935237;0,18993906132333;FALSE
32;2;741,159249007682;0,136092524037684;0,23244549805366;FALSE
33;2;329,079914144714;0,14039232282892;0,0858893683751642;FALSE
34;2;546,025752131522;0,00608518287518908;0,163046215795765;FALSE
35;2;713,270182160523;0,00773006766650662;0,222526743698207;FALSE
36;2;1092,54164200044;0,00898080968998793;0,357414743529927;FALSE
37;2;389,596995134523;0,000986434185521959;0,107412285005419;FALSE
38;2;661,483758311521;0,00768628272910272;0,204108887700347;FALSE
39;2;1223,46221861881;0,00625407472058597;0,40397668289737;FALSE
40;2;896,825639373299;0,0026283552971044;0,287808292940216;FALSE
41;2;951,410079769454;0,00379977375155408;0,307221264298722;FALSE
42;2;414,507094629429;0,00100981993976675;0,11627156879623;FALSE
43;2;978,005370152493;0,00238450366606664;0,316679886696057;FALSE
44;2;1037,77659512905;0,117199357492116;0,337937539428437;FALSE
45;2;918,966199537175;0,00230508643711028;0,295682589300189;FALSE
46;2;889,413577583025;0,0039359732870361;0,285172191109772;FALSE
47;2;505,268922122283;0,0141176668049498;0,148551037904583;FALSE
48;2;880,040996049746;0,11774142413206;0,281838829889243;FALSE
49;2;768,726079544188;0,0149030340582977;0,242249648975901;FALSE
50;2;629,851560543109;0,00600191738843486;0,192858887795099;FALSE
1;3;986,694890806375;0,0127454374906527;0,319770317125474;FALSE
2;3;988,672707387358;0,00792820607431466;0,320473728140781;FALSE
3;3;1120,17696204637;1,12091639110457;0,36724325276518;TRUE
4;3;1251,79005668372;0,0305563880970567;0,41405148635805;FALSE
5;3;929,192930213942;0,020202525482984;0,299319728900382;FALSE
6;3;1103,8232220005;0,137235592736055;0,361427040584371;FALSE
7;3;825,549155159351;0,0139863665911848;0,262458791570631;FALSE
8;3;1612,70505238179;0,0363514045763582;0,542411004629038;FALSE
9;3;827,195532617613;0,00331414175709952;0,263044326170062;FALSE
10;3;901,926941440743;0,00737545349738973;0,289622572434658;FALSE
11;3;631,512004975008;0,0303655857656114;0,193449425317603;FALSE
12;3;862,350234765019;0,0180778331906218;0,275547105734189;FALSE
13;3;899,178136706604;0,0109324286107213;0,288644959268953;FALSE
14;3;1270,27204481427;0,0359766590510365;0,420624610560159;FALSE
15;3;1032,60052053301;0,0339969003180017;0,336096667063469;FALSE
16;3;1077,86242040463;0,00626891625540154;0,35219407430008;FALSE
17;3;1132,03922351766;0,21457426885079;0,371462069345839;FALSE
18;3;638,874035112639;0,0168660089604124;0,196067733376915;FALSE
19;3;801,290949964908;0,00655319195324936;0,253831354168494;FALSE
20;3;993,900266484963;0,0119230156889498;0,322332910983001;FALSE
21;3;847,690854204355;0,136122484092406;0,270333492973992;FALSE
22;3;876,428782370061;0,0118038370534531;0,280554145092704;FALSE
23;3;485,803779763859;0,00448428029569967;0,141628254628785;FALSE
24;3;965,972114378114;0,0507136527798517;0,312400255944103;FALSE
25;3;1088,56389002699;0,0401829207149051;0,356000054937879;FALSE
26;3;1207,48515754916;0,0133788688421091;0,398294436698871;FALSE
27;3;1292,39592892455;0,142163021170487;0,428492976077048;FALSE
28;3;778,548810294125;0,0456894220092421;0,245743105890122;FALSE
29;3;630,013466406019;0,223989150923634;0,192916469660125;FALSE
30;3;1045,56187958458;0,0231013799735202;0,340706378003241;FALSE
31;3;899,618948798181;0,0204914956092825;0,288801734211522;FALSE
32;3;1062,51481909698;0,00762488798064851;0,346735695640432;FALSE
33;3;472,051203205784;0,0259479220820198;0,136737146963488;FALSE
34;3;786,188652019521;0,0148674367360359;0,248460217717637;FALSE
35;3;1028,65686309993;0,0290619533806359;0,334694104204154;FALSE
36;3;1579,18314790345;0,0922588909281302;0,53048893000855;FALSE
37;3;562,381487557149;0,0105305332215144;0,168863137633941;FALSE
38;3;953,724648127375;0,0199994272908077;0,308044441176849;FALSE
39;3;1766,90193716829;0,0122626911873576;0,597251169449012;FALSE
40;3;1296,33874289502;0,136853033051328;0,429895238958654;FALSE
41;3;1373,1471990182;0,0155830787449157;0,457212187671299;FALSE
42;3;598,655845037048;0,00266659539245491;0,181764122927455;FALSE
43;3;1416,73195750228;0,0357724830280031;0,472713119108503;FALSE
44;3;1501,82477669867;0,134613325577081;0,502976403844685;FALSE
45;3;1333,95641417478;0,0383248097090348;0,443273974177473;FALSE
46;3;1288,30267060149;0,329092692190502;0,42703720761974;FALSE
47;3;729,499855036006;0,00951508546335821;0,228298831355477;FALSE
48;3;1268,24047468273;0,0141973663956015;0,419902082079697;FALSE
49;3;1108,67147981996;0,011460800160793;0,363151324821867;FALSE
50;3;909,22988350618;0,00872827673847424;0,292219865804715;FALSE
1;4;1317,85783290859;0,0202050535942735;0,437548509287387;FALSE
2;4;1324,26152077638;0,0136012304195747;0,439825982652765;FALSE
3;4;1490,32562670121;0,0962206560589227;0,498886727960355;FALSE
4;4;1670,37556410757;1,10696431097155;0,562921538111429;TRUE
5;4;1237,33289592507;0,00648240344782105;0,408909793126498;FALSE
6;4;1472,71453888602;0,0438135795942026;0,492623339696827;FALSE
7;4;1101,80897886232;0,061937004806269;0,360710674453899;FALSE
8;4;2153,16968192876;0,131404211180043;0,734627399952202;FALSE
