"landscape.category";"network.category";"dispersal.category";"replicate";"normalised.gce"
"sa01";"dd03";"dk04";2;0,0238770007832175
"sa01";"dd03";"dk04";3;0,0316036568303724
"sa01";"dd03";"dk04";4;0,0275903524622471
"sa01";"dd03";"dk04";5;0,0221487368704821
"sa01";"dd03";"dk04";6;0,0297276521413248
"sa01";"dd03";"dk04";7;0,030348579629853
"sa01";"dd03";"dk04";8;0,0274163826052732
"sa01";"dd03";"dk04";9;0,0297314494347335
"sa01";"dd03";"dk05";1;0,0238677803120659
"sa01";"dd03";"dk05";10;0,0350091898750812
"sa01";"dd03";"dk05";2;0,0303923592023218
"sa01";"dd03";"dk05";3;0,0291974472007309
"sa01";"dd03";"dk05";4;0,026375883426677
"sa01";"dd03";"dk05";5;0,0232713580221703
"sa01";"dd03";"dk05";6;0,0265461543541591
"sa01";"dd03";"dk05";7;0,0263232622957161
"sa01";"dd03";"dk05";8;0,0274029608224404
"sa01";"dd03";"dk05";9;0,0279549964472767
"sa02";"dd03";"dk01";1;0,0219422738387061
"sa02";"dd03";"dk01";10;0,0255459688721976
"sa02";"dd03";"dk01";2;0,0178165521829021
"sa02";"dd03";"dk01";3;0,0205016388929336
"sa02";"dd03";"dk01";4;0,0237868880294867
"sa02";"dd03";"dk01";5;0,0210037334582757
"sa02";"dd03";"dk01";6;0,0207966966033086
"sa02";"dd03";"dk01";7;0,0182180602183757
"sa02";"dd03";"dk01";8;0,0269375555751873
"sa02";"dd03";"dk01";9;0,0272482574133266
"sa02";"dd03";"dk02";1;0,0261805963249883
"sa02";"dd03";"dk02";10;0,0280462564071412
"sa02";"dd03";"dk02";2;0,0326096594602627
"sa02";"dd03";"dk02";3;0,0203268434087908
"sa02";"dd03";"dk02";4;0,0259382784090024
"sa02";"dd03";"dk02";5;0,0238039537454407
"sa02";"dd03";"dk02";6;0,0234584638524354
"sa02";"dd03";"dk02";7;0,027875485815846
"sa02";"dd03";"dk02";8;0,033171187497606
"sa02";"dd03";"dk02";9;0,0260599756473651
"sa02";"dd03";"dk03";1;0,0256864619541782
"sa02";"dd03";"dk03";10;0,0243146456541601
"sa02";"dd03";"dk03";2;0,0262309230732653
"sa02";"dd03";"dk03";3;0,0250761790906453
"sa02";"dd03";"dk03";4;0,0260096610304545
"sa02";"dd03";"dk03";5;0,0255107110944455
"sa02";"dd03";"dk03";6;0,0190342348366863
"sa02";"dd03";"dk03";7;0,0236417755365717
"sa02";"dd03";"dk03";8;0,030989648064591
"sa02";"dd03";"dk03";9;0,0282691810249125
"sa02";"dd03";"dk04";1;0,02348064483337
"sa02";"dd03";"dk04";10;0,0240182175722433
"sa02";"dd03";"dk04";2;0,0290278375749775
"sa02";"dd03";"dk04";3;0,0270883217737776
"sa02";"dd03";"dk04";4;0,0258242324413552
"sa02";"dd03";"dk04";5;0,0239933203340144
"sa02";"dd03";"dk04";6;0,0254154584674267
"sa02";"dd03";"dk04";7;0,033102767634332
"sa02";"dd03";"dk04";8;0,0286125775623808
"sa02";"dd03";"dk04";9;0,025832183101789
"sa02";"dd03";"dk05";1;0,0254070285179552
"sa02";"dd03";"dk05";10;0,0346628399357249
"sa02";"dd03";"dk05";2;0,0265402364628821
"sa02";"dd03";"dk05";3;0,0276373344307963
"sa02";"dd03";"dk05";4;0,0240770605710696
"sa02";"dd03";"dk05";5;0,0252115008284372
"sa02";"dd03";"dk05";6;0,0246856888999157
"sa02";"dd03";"dk05";7;0,0283332031368494
"sa02";"dd03";"dk05";8;0,0313538080345859
"sa02";"dd03";"dk05";9;0,0272076711248095
"sa03";"dd03";"dk01";1;0,0207322777938318
"sa03";"dd03";"dk01";10;0,0243527522680558
"sa03";"dd03";"dk01";2;0,0167054339483142
"sa03";"dd03";"dk01";3;0,0182261089003201
"sa03";"dd03";"dk01";4;0,0229553517752809
"sa03";"dd03";"dk01";5;0,0207229641036612
"sa03";"dd03";"dk01";6;0,0174372438251724
"sa03";"dd03";"dk01";7;0,0156115745120244
"sa03";"dd03";"dk01";8;0,0244048998350489
"sa03";"dd03";"dk01";9;0,0254172008657294
"sa03";"dd03";"dk02";1;0,0274979093018906
"sa03";"dd03";"dk02";10;0,0276618995415082
"sa03";"dd03";"dk02";2;0,0309423830075269
"sa03";"dd03";"dk02";3;0,0223656739508541
"sa03";"dd03";"dk02";4;0,0270336258523621
"sa03";"dd03";"dk02";5;0,0243994269037575
"sa03";"dd03";"dk02";6;0,0252945201030832
"sa03";"dd03";"dk02";7;0,0259789203729024
"sa03";"dd03";"dk02";8;0,0314446367412793
"sa03";"dd03";"dk02";9;0,0255126636183477
"sa03";"dd03";"dk03";1;0,026477811465358
"sa03";"dd03";"dk03";10;0,0265515278493485
"sa03";"dd03";"dk03";2;0,0233582985760859
"sa03";"dd03";"dk03";3;0,0216767703590532
"sa03";"dd03";"dk03";4;0,025900831076793
"sa03";"dd03";"dk03";5;0,0259095853623267
"sa03";"dd03";"dk03";6;0,0218618318874716
"sa03";"dd03";"dk03";7;0,0236985340611309
"sa03";"dd03";"dk03";8;0,0313357831963089
"sa03";"dd03";"dk03";9;0,0286848887171364
"sa03";"dd03";"dk04";1;0,0225796575183154
"sa03";"dd03";"dk04";10;0,0245422822487059
"sa03";"dd03";"dk04";2;0,0275258053831919
"sa03";"dd03";"dk04";3;0,0277630378199873
"sa03";"dd03";"dk04";4;0,0255730374447337
"sa03";"dd03";"dk04";5;0,0235969295617072
"sa03";"dd03";"dk04";6;0,0268059131817095
"sa03";"dd03";"dk04";7;0,032268318375704
"sa03";"dd03";"dk04";8;0,025938305098119
"sa03";"dd03";"dk04";9;0,0221850796714762
"sa03";"dd03";"dk05";1;0,0240735430042947
"sa03";"dd03";"dk05";10;0,0350000315043239
"sa03";"dd03";"dk05";2;0,0278814351049773
"sa03";"dd03";"dk05";3;0,0298231544837988
"sa03";"dd03";"dk05";4;0,0243751794166342
"sa03";"dd03";"dk05";5;0,0257367143627102
"sa03";"dd03";"dk05";6;0,0249698861829948
"sa03";"dd03";"dk05";7;0,0254609100013801
"sa03";"dd03";"dk05";8;0,0280406198747042
"sa03";"dd03";"dk05";9;0,025013226458046
"sa04";"dd03";"dk01";1;0,0202756827915359
"sa04";"dd03";"dk01";10;0,0258347830123784
"sa04";"dd03";"dk01";2;0,016883907613125
"sa04";"dd03";"dk01";3;0,0200283680519119
"sa04";"dd03";"dk01";4;0,0238420021566825
"sa04";"dd03";"dk01";5;0,0227596158615091
"sa04";"dd03";"dk01";6;0,0176653525717974
"sa04";"dd03";"dk01";7;0,0188120906283464
"sa04";"dd03";"dk01";8;0,0257327551917241
"sa04";"dd03";"dk01";9;0,0277444700515064
"sa04";"dd03";"dk02";1;0,0271902325324518
"sa04";"dd03";"dk02";10;0,0277856343156267
"sa04";"dd03";"dk02";2;0,0277449906358971
"sa04";"dd03";"dk02";3;0,0214142677333561
"sa04";"dd03";"dk02";4;0,0280580056684936
"sa04";"dd03";"dk02";5;0,0233332683391826
"sa04";"dd03";"dk02";6;0,0242375583130621
"sa04";"dd03";"dk02";7;0,0235426699403152
"sa04";"dd03";"dk02";8;0,0326745584201114
"sa04";"dd03";"dk02";9;0,0249570560893227
"sa04";"dd03";"dk03";1;0,0260304728977968
"sa04";"dd03";"dk03";10;0,0241857608705525
"sa04";"dd03";"dk03";2;0,0238622687556202
"sa04";"dd03";"dk03";3;0,0225244010227971
"sa04";"dd03";"dk03";4;0,027305582943143
"sa04";"dd03";"dk03";5;0,0242494676335037
"sa04";"dd03";"dk03";6;0,0226541054603798
"sa04";"dd03";"dk03";7;0,0239388752328243
"sa04";"dd03";"dk03";8;0,0289454684430675
"sa04";"dd03";"dk03";9;0,0277935191260264
"sa04";"dd03";"dk04";1;0,0208597899340716
"sa04";"dd03";"dk04";10;0,0258104152499972
"sa04";"dd03";"dk04";2;0,0278498327965231
"sa04";"dd03";"dk04";3;0,0282418539059045
"sa04";"dd03";"dk04";4;0,0261252528475468
"sa04";"dd03";"dk04";5;0,0245984322802803
"sa04";"dd03";"dk04";6;0,0283276333475577
"sa04";"dd03";"dk04";7;0,029603131293609
"sa04";"dd03";"dk04";8;0,026920665539552
"sa04";"dd03";"dk04";9;0,0257469779439464
"sa04";"dd03";"dk05";1;0,0243489104251717
"sa04";"dd03";"dk05";10;0,0312737904722278
"sa04";"dd03";"dk05";2;0,0251909799258287
"sa04";"dd03";"dk05";3;0,0281828357784909
"sa04";"dd03";"dk05";4;0,0240290163852967
"sa04";"dd03";"dk05";5;0,0230428742377971
"sa04";"dd03";"dk05";6;0,0258498992802071
"sa04";"dd03";"dk05";7;0,0266610541520039
"sa04";"dd03";"dk05";8;0,0285675942179694
"sa04";"dd03";"dk05";9;0,0290239553478909
"sa05";"dd03";"dk01";1;0,0180809888533012
"sa05";"dd03";"dk01";10;0,0257630912217635
"sa05";"dd03";"dk01";2;0,0149241033854556
"sa05";"dd03";"dk01";3;0,0196646462494168
"sa05";"dd03";"dk01";4;0,023270924664324
"sa05";"dd03";"dk01";5;0,0202612094896117
"sa05";"dd03";"dk01";6;0,0178864796619384
"sa05";"dd03";"dk01";7;0,0241121856997666
"sa05";"dd03";"dk01";8;0,0273499009227181
"sa05";"dd03";"dk01";9;0,0230032824789479
"sa05";"dd03";"dk02";1;0,0233356832952518
"sa05";"dd03";"dk02";10;0,0277649779220859
"sa05";"dd03";"dk02";2;0,0273539455719786
"sa05";"dd03";"dk02";3;0,0240039536257211
"sa05";"dd03";"dk02";4;0,0252635081609859
"sa05";"dd03";"dk02";5;0,0259816929733861
"sa05";"dd03";"dk02";6;0,0254894443250964
"sa05";"dd03";"dk02";7;0,021378217734548
"sa05";"dd03";"dk02";8;0,0296070647384427
"sa05";"dd03";"dk02";9;0,0249097289682515
"sa05";"dd03";"dk03";1;0,0231274776229153
"sa05";"dd03";"dk03";10;0,0262212467723192
"sa05";"dd03";"dk03";2;0,0221682578448004
"sa05";"dd03";"dk03";3;0,0209383003152568
"sa05";"dd03";"dk03";4;0,0270000653514094
"sa05";"dd03";"dk03";5;0,0228486574060984
"sa05";"dd03";"dk03";6;0,0243189429498347
"sa05";"dd03";"dk03";7;0,0220657439012037
"sa05";"dd03";"dk03";8;0,0259120852398255
"sa05";"dd03";"dk03";9;0,0273280842977964
"sa05";"dd03";"dk04";1;0,0222213494739119
"sa05";"dd03";"dk04";10;0,0263493611943972
"sa05";"dd03";"dk04";2;0,031829767304523
"sa05";"dd03";"dk04";3;0,0258007186189572
"sa05";"dd03";"dk04";4;0,0255144637085606
"sa05";"dd03";"dk04";5;0,0223122974637662
"sa05";"dd03";"dk04";6;0,0269168814861121
"sa05";"dd03";"dk04";7;0,0254448553648108
"sa05";"dd03";"dk04";8;0,0272798646841145
"sa05";"dd03";"dk04";9;0,0203897224163431
"sa05";"dd03";"dk05";1;0,0225458125690811
"sa05";"dd03";"dk05";10;0,0299507253658726
"sa05";"dd03";"dk05";2;0,0279468257815927
"sa05";"dd03";"dk05";3;0,029525870028165
"sa05";"dd03";"dk05";4;0,0233029111326951
"sa05";"dd03";"dk05";5;0,0202520953974708
"sa05";"dd03";"dk05";6;0,0256959346998671
"sa05";"dd03";"dk05";7;0,0251730586263805
"sa05";"dd03";"dk05";8;0,0275924874582042
"sa05";"dd03";"dk05";9;0,024112234670393
"sa01";"dd04";"dk01";1;0,0250723018494757
"sa01";"dd04";"dk01";10;0,0267343181094273
"sa01";"dd04";"dk01";2;0,0222158351169496
"sa01";"dd04";"dk01";3;0,0216398385701273
"sa01";"dd04";"dk01";4;0,020893743552816
"sa01";"dd04";"dk01";5;0,0330614720880185
"sa01";"dd04";"dk01";6;0,018615219488345
"sa01";"dd04";"dk01";7;0,0242978838441384
"sa01";"dd04";"dk01";8;0,0327248286917578
"sa01";"dd04";"dk01";9;0,031374401812067
"sa01";"dd04";"dk02";1;0,0322321399886366
"sa01";"dd04";"dk02";10;0,0299682645023849
"sa01";"dd04";"dk02";2;0,0320511870673319
"sa01";"dd04";"dk02";3;0,034235169476642
"sa01";"dd04";"dk02";4;0,0220135741258908
"sa01";"dd04";"dk02";5;0,0316947123120153
"sa01";"dd04";"dk02";6;0,0282781101396864
"sa01";"dd04";"dk02";7;0,0233703783996059
"sa01";"dd04";"dk02";8;0,0324202469411053
"sa01";"dd04";"dk02";9;0,0289536126596027
"sa01";"dd04";"dk03";1;0,0279714049094263
"sa01";"dd04";"dk03";10;0,0285729176672671
"sa01";"dd04";"dk03";2;0,0243201198098481
"sa01";"dd04";"dk03";3;0,0252248928193466
"sa01";"dd04";"dk03";4;0,0247419020246609
"sa01";"dd04";"dk03";5;0,033040750146629
"sa01";"dd04";"dk03";6;0,0264710374439286
"sa01";"dd04";"dk03";7;0,0255167015178453
"sa01";"dd04";"dk03";8;0,0348403067972008
"sa01";"dd04";"dk03";9;0,0315368840171569
"sa01";"dd04";"dk04";1;0,0228203081832558
"sa01";"dd04";"dk04";10;0,0271279247043943
"sa01";"dd04";"dk04";2;0,0260271957446602
"sa01";"dd04";"dk04";3;0,036227916327732
"sa01";"dd04";"dk04";4;0,0322062238633257
"sa01";"dd04";"dk04";5;0,0237723909114962
"sa01";"dd04";"dk04";6;0,0339070012879623
"sa01";"dd04";"dk04";7;0,0279194853992379
"sa01";"dd04";"dk04";8;0,0289377450177722
"sa01";"dd04";"dk04";9;0,0361037174754608
"sa01";"dd04";"dk05";1;0,0258160820098843
"sa01";"dd04";"dk05";10;0,0347564850337882
"sa01";"dd04";"dk05";2;0,0298476744982412
"sa01";"dd04";"dk05";3;0,0288128222637171
"sa01";"dd04";"dk05";4;0,0294244016706032
"sa01";"dd04";"dk05";5;0,0292213297114138
"sa01";"dd04";"dk05";6;0,031370417787391
"sa01";"dd04";"dk05";7;0,0278291731396584
"sa01";"dd04";"dk05";8;0,0298082541072638
"sa01";"dd04";"dk05";9;0,0308759592812109
"sa02";"dd04";"dk01";1;0,0228462081732929
"sa02";"dd04";"dk01";10;0,0260907397960004
"sa02";"dd04";"dk01";2;0,0241763802901816
"sa02";"dd04";"dk01";3;0,0215414073560077
"sa02";"dd04";"dk01";4;0,0250419377034934
"sa02";"dd04";"dk01";5;0,0283349892428292
"sa02";"dd04";"dk01";6;0,0251878009252953
"sa02";"dd04";"dk01";7;0,0168688528387523
"sa02";"dd04";"dk01";8;0,0292391561764162
"sa02";"dd04";"dk01";9;0,0300387799238992
"sa02";"dd04";"dk02";1;0,0282939111756843
"sa02";"dd04";"dk02";10;0,032249206513608
"sa02";"dd04";"dk02";2;0,0319070944331629
"sa02";"dd04";"dk02";3;0,0285769675389441
"sa02";"dd04";"dk02";4;0,0243038701156069
"sa02";"dd04";"dk02";5;0,0254127474612237
"sa02";"dd04";"dk02";6;0,0277160120090728
"sa02";"dd04";"dk02";7;0,0246966290549029
"sa02";"dd04";"dk02";8;0,034690283629039
"sa02";"dd04";"dk02";9;0,0303860044334881
"sa02";"dd04";"dk03";1;0,0266188641796107
"sa02";"dd04";"dk03";10;0,0271752667712464
"sa02";"dd04";"dk03";2;0,0294721687830004
"sa02";"dd04";"dk03";3;0,0257061977184277
"sa02";"dd04";"dk03";4;0,0266668134922755
"sa02";"dd04";"dk03";5;0,0279860389841427
"sa02";"dd04";"dk03";6;0,0248355791122309
"sa02";"dd04";"dk03";7;0,0210937191148653
"sa02";"dd04";"dk03";8;0,0347560603814524
"sa02";"dd04";"dk03";9;0,0322457887346282
"sa02";"dd04";"dk04";1;0,0249597926086865
"sa02";"dd04";"dk04";10;0,0280962545576068
"sa02";"dd04";"dk04";2;0,0279401605067249
"sa02";"dd04";"dk04";3;0,0321843148224095
"sa02";"dd04";"dk04";4;0,0307119134011804
"sa02";"dd04";"dk04";5;0,0255259954894159
"sa02";"dd04";"dk04";6;0,0316849897155754
"sa02";"dd04";"dk04";7;0,0289199904360047
"sa02";"dd04";"dk04";8;0,0313776649817192
"sa02";"dd04";"dk04";9;0,0331968998131657
"sa02";"dd04";"dk05";1;0,025688579461272
"sa02";"dd04";"dk05";10;0,0351383376509585
"sa02";"dd04";"dk05";2;0,0283633577071843
"sa02";"dd04";"dk05";3;0,0270637483487018
"sa02";"dd04";"dk05";4;0,0278953649807243
"sa02";"dd04";"dk05";5;0,0304589033043801
"sa02";"dd04";"dk05";6;0,0280916513921669
"sa02";"dd04";"dk05";7;0,0255615460750842
"sa02";"dd04";"dk05";8;0,0341696934267654
"sa02";"dd04";"dk05";9;0,0302896595632774
"sa03";"dd04";"dk01";1;0,0232763080342854
"sa03";"dd04";"dk01";10;0,0231731000035059
"sa03";"dd04";"dk01";2;0,0219812385136023
"sa03";"dd04";"dk01";3;0,0198162965427661
"sa03";"dd04";"dk01";4;0,0237249045610397
"sa03";"dd04";"dk01";5;0,026982457105704
"sa03";"dd04";"dk01";6;0,020418298265947
"sa03";"dd04";"dk01";7;0,0147793935572963
"sa03";"dd04";"dk01";8;0,0277561654530099
"sa03";"dd04";"dk01";9;0,0298425938041944
"sa03";"dd04";"dk02";1;0,0317541431851124
"sa03";"dd04";"dk02";10;0,0314679468945369
"sa03";"dd04";"dk02";2;0,0292312284214705
"sa03";"dd04";"dk02";3;0,0306057202504614
"sa03";"dd04";"dk02";4;0,0255408689873861
"sa03";"dd04";"dk02";5;0,0252261676952606
"sa03";"dd04";"dk02";6;0,0278707039759892
"sa03";"dd04";"dk02";7;0,0256386235168629
"sa03";"dd04";"dk02";8;0,0339635892390941
"sa03";"dd04";"dk02";9;0,0297996433568959
"sa03";"dd04";"dk03";1;0,0278156483631963
"sa03";"dd04";"dk03";10;0,0277057239506917
"sa03";"dd04";"dk03";2;0,024858255368474
"sa03";"dd04";"dk03";3;0,0223457070660173
"sa03";"dd04";"dk03";4;0,0251834894340864
"sa03";"dd04";"dk03";5;0,0286418830476926
"sa03";"dd04";"dk03";6;0,02663611186005
"sa03";"dd04";"dk03";7;0,0203625750687784
"sa03";"dd04";"dk03";8;0,0351356884974237
"sa03";"dd04";"dk03";9;0,0342324883074182
"sa03";"dd04";"dk04";1;0,0247636939214904
"sa03";"dd04";"dk04";10;0,028797218786948
"sa03";"dd04";"dk04";2;0,0284214988916936
"sa03";"dd04";"dk04";3;0,0329644765851305
"sa03";"dd04";"dk04";4;0,0291563283390287
"sa03";"dd04";"dk04";5;0,0239486348944923
"sa03";"dd04";"dk04";6;0,0312280185497623
"sa03";"dd04";"dk04";7;0,0274086810742326
"sa03";"dd04";"dk04";8;0,02826605707931
"sa03";"dd04";"dk04";9;0,0320377221088292
"sa03";"dd04";"dk05";1;0,0255800778749442
"sa03";"dd04";"dk05";10;0,0327578535214103
"sa03";"dd04";"dk05";2;0,0288751262602557
"sa03";"dd04";"dk05";3;0,0283801744452654
"sa03";"dd04";"dk05";4;0,0277547363637537
"sa03";"dd04";"dk05";5;0,030852208634807
"sa03";"dd04";"dk05";6;0,0279582702533225
"sa03";"dd04";"dk05";7;0,0256394440148305
"sa03";"dd04";"dk05";8;0,0307775512750985
"sa03";"dd04";"dk05";9;0,0314326393589207
"sa04";"dd04";"dk01";1;0,0217195341251852
"sa04";"dd04";"dk01";10;0,0257404923833641
"sa04";"dd04";"dk01";2;0,0239571629260421
"sa04";"dd04";"dk01";3;0,021415269072838
"sa04";"dd04";"dk01";4;0,0243138922486736
"sa04";"dd04";"dk01";5;0,0309796395576487
"sa04";"dd04";"dk01";6;0,0206655585265189
"sa04";"dd04";"dk01";7;0,018344366100412
"sa04";"dd04";"dk01";8;0,028316176195642
"sa04";"dd04";"dk01";9;0,0298280856838303
"sa04";"dd04";"dk02";1;0,0290392329869474
"sa04";"dd04";"dk02";10;0,0305763542580868
"sa04";"dd04";"dk02";2;0,0270029501741141
"sa04";"dd04";"dk02";3;0,0302792927517857
"sa04";"dd04";"dk02";4;0,0258776052190148
"sa04";"dd04";"dk02";5;0,0258111485722233
"sa04";"dd04";"dk02";6;0,0288312268225801
"sa04";"dd04";"dk02";7;0,0238483796487686
"sa04";"dd04";"dk02";8;0,0353215584975979
"sa04";"dd04";"dk02";9;0,0273625068620512
"sa04";"dd04";"dk03";1;0,0270233398685242
"sa04";"dd04";"dk03";10;0,0260226735079111
"sa04";"dd04";"dk03";2;0,0279595083863425
"sa04";"dd04";"dk03";3;0,0231505747157244
"sa04";"dd04";"dk03";4;0,0266150396230008
"sa04";"dd04";"dk03";5;0,027299362524731
"sa04";"dd04";"dk03";6;0,0305352216276349
"sa04";"dd04";"dk03";7;0,0218234164397548
"sa04";"dd04";"dk03";8;0,0337462344134587
"sa04";"dd04";"dk03";9;0,0314520372281167
"sa04";"dd04";"dk04";1;0,0229768332137044
"sa04";"dd04";"dk04";10;0,0267435471190835
"sa04";"dd04";"dk04";2;0,0283139618742562
"sa04";"dd04";"dk04";3;0,0327617026347146
"sa04";"dd04";"dk04";4;0,0291581559510487
"sa04";"dd04";"dk04";5;0,0260984269149426
"sa04";"dd04";"dk04";6;0,0316302497808372
"sa04";"dd04";"dk04";7;0,0267005283856133
"sa04";"dd04";"dk04";8;0,0300222934726318
"sa04";"dd04";"dk04";9;0,0301647455101446
"sa04";"dd04";"dk05";1;0,0256222798728586
"sa04";"dd04";"dk05";10;0,0296966668956964
"sa04";"dd04";"dk05";2;0,0270472909897948
"sa04";"dd04";"dk05";3;0,0261245851113729
"sa04";"dd04";"dk05";4;0,0275451840411879
"sa04";"dd04";"dk05";5;0,0277057051494536
"sa04";"dd04";"dk05";6;0,0314884370412865
"sa04";"dd04";"dk05";7;0,0255755257787336
"sa04";"dd04";"dk05";8;0,030376995584586
"sa04";"dd04";"dk05";9;0,0329539889320861
"sa05";"dd04";"dk01";1;0,0222141836329441
"sa05";"dd04";"dk01";10;0,025333783833938
"sa05";"dd04";"dk01";2;0,0204374087214981
"sa05";"dd04";"dk01";3;0,0233605313719802
"sa05";"dd04";"dk01";4;0,0259198954394031
"sa05";"dd04";"dk01";5;0,0266840284574157
"sa05";"dd04";"dk01";6;0,0207813933965446
"sa05";"dd04";"dk01";7;0,0241759237921095
"sa05";"dd04";"dk01";8;0,0275967999724711
"sa05";"dd04";"dk01";9;0,028038049856671
"sa05";"dd04";"dk02";1;0,0264391788533982
"sa05";"dd04";"dk02";10;0,0303384150304589
"sa05";"dd04";"dk02";2;0,0283200778104036
"sa05";"dd04";"dk02";3;0,0323068178500566
"sa05";"dd04";"dk02";4;0,0244060267782107
"sa05";"dd04";"dk02";5;0,028384070227597
"sa05";"dd04";"dk02";6;0,0300937065713939
"sa05";"dd04";"dk02";7;0,0211755016761331
"sa05";"dd04";"dk02";8;0,0314841672390123
"sa05";"dd04";"dk02";9;0,0274609452816302
"sa05";"dd04";"dk03";1;0,0250365300969446
"sa05";"dd04";"dk03";10;0,0263330243394449
"sa05";"dd04";"dk03";2;0,0265255094346507
"sa05";"dd04";"dk03";3;0,0251647249429179
"sa05";"dd04";"dk03";4;0,0261474337271965
"sa05";"dd04";"dk03";5;0,0266855789905075
"sa05";"dd04";"dk03";6;0,0275363818551526
"sa05";"dd04";"dk03";7;0,0216247900513862
"sa05";"dd04";"dk03";8;0,0283901428173249
"sa05";"dd04";"dk03";9;0,0331709877908317
"sa05";"dd04";"dk04";1;0,0237508098852824
"sa05";"dd04";"dk04";10;0,027102395430436
"sa05";"dd04";"dk04";2;0,0322926669898946
"sa05";"dd04";"dk04";3;0,03268932496196
"sa05";"dd04";"dk04";4;0,0290221500057221
"sa05";"dd04";"dk04";5;0,0224671943479412
"sa05";"dd04";"dk04";6;0,0304607568893133
"sa05";"dd04";"dk04";7;0,0248332746006994
"sa05";"dd04";"dk04";8;0,0296927185358272
"sa05";"dd04";"dk04";9;0,027551025395297
"sa05";"dd04";"dk05";1;0,0243546005247326
"sa05";"dd04";"dk05";10;0,0283633748697193
"sa05";"dd04";"dk05";2;0,0310935718539002
"sa05";"dd04";"dk05";3;0,0320787562970125
"sa05";"dd04";"dk05";4;0,028205300902598
"sa05";"dd04";"dk05";5;0,0235692646309793
"sa05";"dd04";"dk05";6;0,0285195120972116
"sa05";"dd04";"dk05";7;0,0261977718304367
"sa05";"dd04";"dk05";8;0,0297339271396057
"sa05";"dd04";"dk05";9;0,0309910144468408
"sa01";"dd05";"dk01";1;0,0254843726608923
"sa01";"dd05";"dk01";10;0,0310204543738344
"sa01";"dd05";"dk01";2;0,0233571629031994
"sa01";"dd05";"dk01";3;0,0249338872431408
"sa01";"dd05";"dk01";4;0,0237011252083325
"sa01";"dd05";"dk01";5;0,0294447631020687
"sa01";"dd05";"dk01";6;0,0203367054493598
"sa01";"dd05";"dk01";7;0,026899367328265
"sa01";"dd05";"dk01";8;0,0292479935045428
"sa01";"dd05";"dk01";9;0,0329777603283596
"sa01";"dd05";"dk02";1;0,0309129182443738
"sa01";"dd05";"dk02";10;0,0291297995454415
"sa01";"dd05";"dk02";2;0,0376791852605852
"sa01";"dd05";"dk02";3;0,0311756169665448
"sa01";"dd05";"dk02";4;0,024420322087316
"sa01";"dd05";"dk02";5;0,0332091376040702
"sa01";"dd05";"dk02";6;0,0337328467902575
"sa01";"dd05";"dk02";7;0,0276360154863021
"sa01";"dd05";"dk02";8;0,0290431660721163
"sa01";"dd05";"dk02";9;0,0289517429737045
"sa01";"dd05";"dk03";1;0,0314552620676398
"sa01";"dd05";"dk03";10;0,031084784820998
"sa01";"dd05";"dk03";2;0,027455646126788
"sa01";"dd05";"dk03";3;0,0262094511463054
"sa01";"dd05";"dk03";4;0,0260273541816072
"sa01";"dd05";"dk03";5;0,0324915681021311
"sa01";"dd05";"dk03";6;0,0282596811975692
"sa01";"dd05";"dk03";7;0,0284269004729181
"sa01";"dd05";"dk03";8;0,0327821660430258
"sa01";"dd05";"dk03";9;0,0317018233066051
"sa01";"dd05";"dk04";1;0,0270652265221019
"sa01";"dd05";"dk04";10;0,027850457814961
"sa01";"dd05";"dk04";2;0,0272293305236478
"sa01";"dd05";"dk04";3;0,0375876681584584
"sa01";"dd05";"dk04";4;0,0338549398675465
"sa01";"dd05";"dk04";5;0,0263978594606304
"sa01";"dd05";"dk04";6;0,0341457216494407
"sa01";"dd05";"dk04";7;0,0351316237820082
"sa01";"dd05";"dk04";8;0,0288744190742739
"sa01";"dd05";"dk04";9;0,0344241309191342
"sa01";"dd05";"dk05";1;0,029496623740325
"sa01";"dd05";"dk05";10;0,0401045152136325
"sa01";"dd05";"dk05";2;0,0331979858773639
"sa01";"dd05";"dk05";3;0,0314754046259305
"sa01";"dd05";"dk05";4;0,0296163190267734
"sa01";"dd05";"dk05";5;0,0301862832666881
"sa01";"dd05";"dk05";6;0,0346772666140047
"sa01";"dd05";"dk05";7;0,0309272636431803
"sa01";"dd05";"dk05";8;0,0276691746941787
"sa01";"dd05";"dk05";9;0,0334121814699519
"sa02";"dd05";"dk01";1;0,0269370721938047
"sa02";"dd05";"dk01";10;0,0301509600311486
"sa02";"dd05";"dk01";2;0,0240897959254653
"sa02";"dd05";"dk01";3;0,0227371624905096
"sa02";"dd05";"dk01";4;0,0297830169134509
"sa02";"dd05";"dk01";5;0,0277344420503973
"sa02";"dd05";"dk01";6;0,0268596518639402
"sa02";"dd05";"dk01";7;0,0195138248620007
"sa02";"dd05";"dk01";8;0,0306439518785133
"sa02";"dd05";"dk01";9;0,0319474286112366
"sa02";"dd05";"dk02";1;0,0284605292502922
"sa02";"dd05";"dk02";10;0,0317338612811143
"sa02";"dd05";"dk02";2;0,0351511919185378
"sa02";"dd05";"dk02";3;0,025853149282182
"sa02";"dd05";"dk02";4;0,0252813332625897
"sa02";"dd05";"dk02";5;0,0296351159503888
"sa02";"dd05";"dk02";6;0,0306747954417166
"sa02";"dd05";"dk02";7;0,0285188208319652
"sa02";"dd05";"dk02";8;0,0318248814084822
"sa02";"dd05";"dk02";9;0,0316401318853866
"sa02";"dd05";"dk03";1;0,0301374779080103
