"landscape.category";"network.category";"dispersal.category";"replicate";"normalised.gce"
"sa02";"dd05";"dk03";10;0,0292792882321018
"sa02";"dd05";"dk03";2;0,0284049187833734
"sa02";"dd05";"dk03";3;0,0285303230965975
"sa02";"dd05";"dk03";4;0,0289318561569935
"sa02";"dd05";"dk03";5;0,0313295222543162
"sa02";"dd05";"dk03";6;0,0249272245880846
"sa02";"dd05";"dk03";7;0,0277784092958985
"sa02";"dd05";"dk03";8;0,0317201398294335
"sa02";"dd05";"dk03";9;0,032953289487979
"sa02";"dd05";"dk04";1;0,0283743465171788
"sa02";"dd05";"dk04";10;0,029455792311865
"sa02";"dd05";"dk04";2;0,0292937415376451
"sa02";"dd05";"dk04";3;0,0316784073082726
"sa02";"dd05";"dk04";4;0,0324042605374499
"sa02";"dd05";"dk04";5;0,028074198467246
"sa02";"dd05";"dk04";6;0,032394937658835
"sa02";"dd05";"dk04";7;0,0375586815381674
"sa02";"dd05";"dk04";8;0,0311518785917588
"sa02";"dd05";"dk04";9;0,0306636535206361
"sa02";"dd05";"dk05";1;0,0307496370267335
"sa02";"dd05";"dk05";10;0,0388093372129732
"sa02";"dd05";"dk05";2;0,0301326347674489
"sa02";"dd05";"dk05";3;0,0309870821345454
"sa02";"dd05";"dk05";4;0,0296853738397586
"sa02";"dd05";"dk05";5;0,0288063126736925
"sa02";"dd05";"dk05";6;0,0309027189829474
"sa02";"dd05";"dk05";7;0,0326164461230336
"sa02";"dd05";"dk05";8;0,0322850441089289
"sa02";"dd05";"dk05";9;0,0333639113408481
"sa03";"dd05";"dk01";1;0,0254408077952873
"sa03";"dd05";"dk01";10;0,0282358825863211
"sa03";"dd05";"dk01";2;0,0234860377000082
"sa03";"dd05";"dk01";3;0,0218717861892273
"sa03";"dd05";"dk01";4;0,0287086544885556
"sa03";"dd05";"dk01";5;0,0268123128816629
"sa03";"dd05";"dk01";6;0,0208856352745461
"sa03";"dd05";"dk01";7;0,0174440481403345
"sa03";"dd05";"dk01";8;0,0254386841187883
"sa03";"dd05";"dk01";9;0,0308613576881652
"sa03";"dd05";"dk02";1;0,032270792628092
"sa03";"dd05";"dk02";10;0,0320187740520479
"sa03";"dd05";"dk02";2;0,0347421362422077
"sa03";"dd05";"dk02";3;0,0277205158578666
"sa03";"dd05";"dk02";4;0,0270092857767887
"sa03";"dd05";"dk02";5;0,0287121528556616
"sa03";"dd05";"dk02";6;0,0331434065761098
"sa03";"dd05";"dk02";7;0,0303131986291982
"sa03";"dd05";"dk02";8;0,0305917526700352
"sa03";"dd05";"dk02";9;0,032257536247848
"sa03";"dd05";"dk03";1;0,0316921670749411
"sa03";"dd05";"dk03";10;0,0313784493276295
"sa03";"dd05";"dk03";2;0,0245489005276002
"sa03";"dd05";"dk03";3;0,0252688502074029
"sa03";"dd05";"dk03";4;0,02680052350275
"sa03";"dd05";"dk03";5;0,031092846824325
"sa03";"dd05";"dk03";6;0,0275510493959384
"sa03";"dd05";"dk03";7;0,026681115727701
"sa03";"dd05";"dk03";8;0,0333483803445974
"sa03";"dd05";"dk03";9;0,0347436483226301
"sa03";"dd05";"dk04";1;0,0296100951592582
"sa03";"dd05";"dk04";10;0,0290047267068833
"sa03";"dd05";"dk04";2;0,0287365411394177
"sa03";"dd05";"dk04";3;0,0333863130801716
"sa03";"dd05";"dk04";4;0,0311840646612677
"sa03";"dd05";"dk04";5;0,0274129734255676
"sa03";"dd05";"dk04";6;0,0334288957285791
"sa03";"dd05";"dk04";7;0,0334405905629526
"sa03";"dd05";"dk04";8;0,0268291185234009
"sa03";"dd05";"dk04";9;0,0300600079565509
"sa03";"dd05";"dk05";1;0,0288329013814848
"sa03";"dd05";"dk05";10;0,0387930875077215
"sa03";"dd05";"dk05";2;0,0314916810925365
"sa03";"dd05";"dk05";3;0,0309938661086479
"sa03";"dd05";"dk05";4;0,0295280193689398
"sa03";"dd05";"dk05";5;0,0294018599982135
"sa03";"dd05";"dk05";6;0,0326016345872688
"sa03";"dd05";"dk05";7;0,0307508229907698
"sa03";"dd05";"dk05";8;0,0285722495139824
"sa03";"dd05";"dk05";9;0,0332243342875633
"sa04";"dd05";"dk01";1;0,0243480195502042
"sa04";"dd05";"dk01";10;0,0283474398444887
"sa04";"dd05";"dk01";2;0,023719562667758
"sa04";"dd05";"dk01";3;0,0227334824770108
"sa04";"dd05";"dk01";4;0,0302620063626615
"sa04";"dd05";"dk01";5;0,0289852267807478
"sa04";"dd05";"dk01";6;0,0207075584871592
"sa04";"dd05";"dk01";7;0,0206316725836537
"sa04";"dd05";"dk01";8;0,0277054118995858
"sa04";"dd05";"dk01";9;0,0325702990447331
"sa04";"dd05";"dk02";1;0,0292576363959167
"sa04";"dd05";"dk02";10;0,0309407465576451
"sa04";"dd05";"dk02";2;0,0312528758485455
"sa04";"dd05";"dk02";3;0,0273215457204296
"sa04";"dd05";"dk02";4;0,0275785024018443
"sa04";"dd05";"dk02";5;0,0286275168610777
"sa04";"dd05";"dk02";6;0,0335759503001108
"sa04";"dd05";"dk02";7;0,0271348215738105
"sa04";"dd05";"dk02";8;0,0320668663804468
"sa04";"dd05";"dk02";9;0,0294559794728313
"sa04";"dd05";"dk03";1;0,029232212413462
"sa04";"dd05";"dk03";10;0,0284700785474994
"sa04";"dd05";"dk03";2;0,0271162034551423
"sa04";"dd05";"dk03";3;0,0253158112561141
"sa04";"dd05";"dk03";4;0,0301633025325663
"sa04";"dd05";"dk03";5;0,0290298425585462
"sa04";"dd05";"dk03";6;0,03096751660028
"sa04";"dd05";"dk03";7;0,0264566259764731
"sa04";"dd05";"dk03";8;0,0305504828008604
"sa04";"dd05";"dk03";9;0,0328183578280629
"sa04";"dd05";"dk04";1;0,0281021570683808
"sa04";"dd05";"dk04";10;0,0267445955632978
"sa04";"dd05";"dk04";2;0,0292246147935995
"sa04";"dd05";"dk04";3;0,0333918872084943
"sa04";"dd05";"dk04";4;0,0308722187726635
"sa04";"dd05";"dk04";5;0,028346068836544
"sa04";"dd05";"dk04";6;0,0331091579017938
"sa04";"dd05";"dk04";7;0,0323422903675525
"sa04";"dd05";"dk04";8;0,0302961910928108
"sa04";"dd05";"dk04";9;0,0288723981361165
"sa04";"dd05";"dk05";1;0,029412010371302
"sa04";"dd05";"dk05";10;0,0343639705211433
"sa04";"dd05";"dk05";2;0,0280887829741885
"sa04";"dd05";"dk05";3;0,0299357272031341
"sa04";"dd05";"dk05";4;0,0285824623999758
"sa04";"dd05";"dk05";5;0,0264562550697187
"sa04";"dd05";"dk05";6;0,03434226945134
"sa04";"dd05";"dk05";7;0,0305073011633733
"sa04";"dd05";"dk05";8;0,0292643690053563
"sa04";"dd05";"dk05";9;0,0344350592166211
"sa05";"dd05";"dk01";1;0,0227620826700925
"sa05";"dd05";"dk01";10;0,0297635358099836
"sa05";"dd05";"dk01";2;0,021778302191594
"sa05";"dd05";"dk01";3;0,0231038918952599
"sa05";"dd05";"dk01";4;0,028557422965164
"sa05";"dd05";"dk01";5;0,0265154519467019
"sa05";"dd05";"dk01";6;0,022084883939028
"sa05";"dd05";"dk01";7;0,0266808023407529
"sa05";"dd05";"dk01";8;0,0281374679639447
"sa05";"dd05";"dk01";9;0,0306767859377392
"sa05";"dd05";"dk02";1;0,0269665653323861
"sa05";"dd05";"dk02";10;0,0298460454159781
"sa05";"dd05";"dk02";2;0,0316013545434702
"sa05";"dd05";"dk02";3;0,0306394945528222
"sa05";"dd05";"dk02";4;0,0260518104885092
"sa05";"dd05";"dk02";5;0,030256310349575
"sa05";"dd05";"dk02";6;0,0341414934634368
"sa05";"dd05";"dk02";7;0,0242003750384242
"sa05";"dd05";"dk02";8;0,0280897291043415
"sa05";"dd05";"dk02";9;0,0316816248040893
"sa05";"dd05";"dk03";1;0,0260285090594082
"sa05";"dd05";"dk03";10;0,0293112763037124
"sa05";"dd05";"dk03";2;0,0269493398157871
"sa05";"dd05";"dk03";3;0,0243168403800924
"sa05";"dd05";"dk03";4;0,0280474614352848
"sa05";"dd05";"dk03";5;0,0293174702988624
"sa05";"dd05";"dk03";6;0,0295209300060189
"sa05";"dd05";"dk03";7;0,0245945653695448
"sa05";"dd05";"dk03";8;0,0269922035734006
"sa05";"dd05";"dk03";9;0,0365459659159815
"sa05";"dd05";"dk04";1;0,0283476191386718
"sa05";"dd05";"dk04";10;0,0267371802196637
"sa05";"dd05";"dk04";2;0,0341715728995069
"sa05";"dd05";"dk04";3;0,0324939326557574
"sa05";"dd05";"dk04";4;0,0305170934400431
"sa05";"dd05";"dk04";5;0,0280106227422326
"sa05";"dd05";"dk04";6;0,0310009047371179
"sa05";"dd05";"dk04";7;0,0302572958586753
"sa05";"dd05";"dk04";8;0,0278305521509735
"sa05";"dd05";"dk04";9;0,0285578033858914
"sa05";"dd05";"dk05";1;0,0271279755556006
"sa05";"dd05";"dk05";10;0,0319173123013694
"sa05";"dd05";"dk05";2;0,0326667633054842
"sa05";"dd05";"dk05";3;0,0294040102701904
"sa05";"dd05";"dk05";4;0,0291154847918908
"sa05";"dd05";"dk05";5;0,0256557197657873
"sa05";"dd05";"dk05";6;0,0317271850922958
"sa05";"dd05";"dk05";7;0,0279744623708749
"sa05";"dd05";"dk05";8;0,0277822677385503
"sa05";"dd05";"dk05";9;0,0330702221852238
