"landscape.category";"network.category";"dispersal.category";"replicate";"raw.communicability";"max.communicability"
"sa01";"dd04";"dk01";6;0,00511568981137085;6,65474472748867e+131
"sa01";"dd04";"dk01";7;0,00823115915170537;1,87656145188924e+124
"sa01";"dd04";"dk01";8;0,00572619348290976;5,53140476111164e+110
"sa01";"dd04";"dk01";9;0,0123012274018267;5,8896174489143e+127
"sa01";"dd04";"dk02";1;0,0065428321586702;6,31488474074489e+126
"sa01";"dd04";"dk02";10;0,00878650678311015;1,30643397823911e+139
"sa01";"dd04";"dk02";2;0,00493504421818617;7,61686329115454e+145
"sa01";"dd04";"dk02";3;0,00711231796333497;3,56582038468532e+126
"sa01";"dd04";"dk02";4;0,00480398074732099;1,42294522752897e+125
"sa01";"dd04";"dk02";5;0,00535064879251478;5,52567139855763e+135
"sa01";"dd04";"dk02";6;0,00564655731226821;3,06967505029188e+122
"sa01";"dd04";"dk02";7;0,00735466394003241;1,07505786784252e+106
"sa01";"dd04";"dk02";8;0,00584639592521104;4,52998725114077e+138
"sa01";"dd04";"dk02";9;0,0192590300927848;2,45198573117159e+139
"sa01";"dd04";"dk03";1;0,00681995916797066;5,60787269261778e+115
"sa01";"dd04";"dk03";10;0,0098242586494028;1,55330854344745e+145
"sa01";"dd04";"dk03";2;0,00611422619015238;1,31062666284242e+134
"sa01";"dd04";"dk03";3;0,00753021786253363;1,30453057452849e+109
"sa01";"dd04";"dk03";4;0,00502352267028391;4,94407145837948e+111
"sa01";"dd04";"dk03";5;0,00733198097452282;2,62500467483276e+130
"sa01";"dd04";"dk03";6;0,00557320277007239;3,59185764450766e+132
"sa01";"dd04";"dk03";7;0,00939145895343706;1,26123793521885e+156
"sa01";"dd04";"dk03";8;0,0070638587983219;8,51948564721327e+139
"sa01";"dd04";"dk03";9;0,0235772000904248;6,71146034231809e+130
"sa01";"dd04";"dk04";1;0,00788559491443152;2,03358418803221e+117
"sa01";"dd04";"dk04";10;0,0124716830570736;4,08622725634279e+134
"sa01";"dd04";"dk04";2;0,00585703965619246;3,5036366228261e+142
"sa01";"dd04";"dk04";3;0,0083932704888232;1,18370948709705e+123
"sa01";"dd04";"dk04";4;0,00625926103503892;1,38545696144971e+119
"sa01";"dd04";"dk04";5;0,00823816335277991;7,51855757518111e+111
"sa01";"dd04";"dk04";6;0,0071030247631235;7,96055077343258e+132
"sa01";"dd04";"dk04";7;0,0111131461913873;2,19783854062317e+151
"sa01";"dd04";"dk04";8;0,00906789114080002;1,19140707561253e+137
"sa01";"dd04";"dk04";9;0,0263747241471166;2,6078460614496e+132
"sa01";"dd04";"dk05";1;0,0092158898944615;5,49627311796529e+123
"sa01";"dd04";"dk05";10;0,0157298031565387;2,33811171447759e+150
"sa01";"dd04";"dk05";2;0,00764933278428311;3,5987386532271e+111
"sa01";"dd04";"dk05";3;0,0100198419826692;1,7433295326657e+116
"sa01";"dd04";"dk05";4;0,00765611248809218;9,45435335709741e+111
"sa01";"dd04";"dk05";5;0,00948062640826972;8,54578167634534e+114
"sa01";"dd04";"dk05";6;0,00922520594103737;3,91345610351753e+143
"sa01";"dd04";"dk05";7;0,0131969173580673;1,98664837772493e+129
"sa01";"dd04";"dk05";8;0,0110257490791213;2,05384246718236e+116
"sa01";"dd04";"dk05";9;0,0308210415351767;5,41423799501059e+142
"sa02";"dd04";"dk01";1;0,00510682059398737;2,45287149660213e+99
"sa02";"dd04";"dk01";10;0,00917817895102755;3,37554759282437e+133
"sa02";"dd04";"dk01";2;0,00418752305763856;1,11050490498893e+145
"sa02";"dd04";"dk01";3;0,00745026881125031;1,72514267671815e+141
"sa02";"dd04";"dk01";4;0,00447045876566561;5,4719601001423e+111
"sa02";"dd04";"dk01";5;0,00462089856827156;2,26228030329178e+117
"sa02";"dd04";"dk01";6;0,00475954486500558;8,80236255841007e+146
"sa02";"dd04";"dk01";7;0,00744340648241192;3,98686580252741e+135
"sa02";"dd04";"dk01";8;0,0050518063123427;5,22499769931229e+123
"sa02";"dd04";"dk01";9;0,0164830810119253;4,83504392901214e+125
"sa02";"dd04";"dk02";1;0,00645192938189836;1,06105210419381e+128
"sa02";"dd04";"dk02";10;0,0071555183558652;7,41101400909118e+118
"sa02";"dd04";"dk02";2;0,00554169460248873;1,15637372820261e+133
"sa02";"dd04";"dk02";3;0,00499649007632249;2,20177663827024e+124
"sa02";"dd04";"dk02";4;0,00520811545090969;1,05088512241103e+111
"sa02";"dd04";"dk02";5;0,00583508342635981;1,85680890017611e+140
"sa02";"dd04";"dk02";6;0,00621545265277998;1,02861551240148e+118
"sa02";"dd04";"dk02";7;0,0081581922053655;5,27078103218471e+130
"sa02";"dd04";"dk02";8;0,00661143946343771;4,09259056052884e+142
"sa02";"dd04";"dk02";9;0,022364546143603;1,92280735498565e+149
"sa02";"dd04";"dk03";1;0,00622435029773083;9,49581831151732e+119
"sa02";"dd04";"dk03";10;0,00771821134959667;6,95358522798567e+118
"sa02";"dd04";"dk03";2;0,00550718246722399;2,9491886164719e+141
"sa02";"dd04";"dk03";3;0,00771914599416849;2,82349247978244e+136
"sa02";"dd04";"dk03";4;0,00561078505919516;3,42014183396559e+95
"sa02";"dd04";"dk03";5;0,00691936249747631;7,78029241143166e+139
"sa02";"dd04";"dk03";6;0,00620217840024879;1,33743318705206e+134
"sa02";"dd04";"dk03";7;0,0085034227912687;9,71177379834834e+132
"sa02";"dd04";"dk03";8;0,00696331460852759;7,16052836645736e+122
"sa02";"dd04";"dk03";9;0,0252010403552901;3,07203883196889e+112
"sa02";"dd04";"dk04";1;0,00743976233787878;9,60603271385732e+111
"sa02";"dd04";"dk04";10;0,0112200766919034;1,8290620199178e+119
"sa02";"dd04";"dk04";2;0,0060401734336476;4,55980506947154e+125
"sa02";"dd04";"dk04";3;0,00913913702798968;6,54584436644012e+119
"sa02";"dd04";"dk04";4;0,00715891053449779;7,42915732368897e+111
"sa02";"dd04";"dk04";5;0,00807933750434831;3,91901622485585e+115
"sa02";"dd04";"dk04";6;0,00623492850496378;9,28084361133224e+122
"sa02";"dd04";"dk04";7;0,00952713571683536;3,2512059175585e+134
"sa02";"dd04";"dk04";8;0,00750183670899343;1,18361568664255e+91
"sa02";"dd04";"dk04";9;0,0265899973742726;1,18082559862817e+131
"sa02";"dd04";"dk05";1;0,00954372205168657;7,68897906352707e+114
"sa02";"dd04";"dk05";10;0,0145755871141286;1,22419409165077e+126
"sa02";"dd04";"dk05";2;0,00821103627597014;1,68425314086434e+100
"sa02";"dd04";"dk05";3;0,0108574354139126;6,8713436779823e+90
"sa02";"dd04";"dk05";4;0,00806481369642471;2,41337200938736e+108
"sa02";"dd04";"dk05";5;0,00921953717089792;2,20786569992206e+121
"sa02";"dd04";"dk05";6;0,00864116846139679;2,05683072267532e+146
"sa02";"dd04";"dk05";7;0,0126535649652626;2,71661738062519e+116
"sa02";"dd04";"dk05";8;0,00898892932977723;1,49262492683672e+121
"sa02";"dd04";"dk05";9;0,0333024924002127;1,36189900550692e+147
"sa03";"dd04";"dk01";1;0,00494025402966506;3,04577110563941e+130
"sa03";"dd04";"dk01";10;0,00902941996661646;1,38154709229264e+127
"sa03";"dd04";"dk01";2;0,00437395426233308;6,35465904245636e+143
"sa03";"dd04";"dk01";3;0,00624718841231043;9,25640322437389e+116
"sa03";"dd04";"dk01";4;0,00467209399135804;7,84181580220592e+122
"sa03";"dd04";"dk01";5;0,00410563315055875;2,51473931581097e+126
"sa03";"dd04";"dk01";6;0,00547121252317745;5,49636639108479e+140
"sa03";"dd04";"dk01";7;0,00854921723657716;2,89437285771216e+139
"sa03";"dd04";"dk01";8;0,00504851464882246;1,03242377682012e+133
"sa03";"dd04";"dk01";9;0,0159776207721059;9,69480651305415e+150
"sa03";"dd04";"dk02";1;0,00692053231263681;2,51481646306816e+115
"sa03";"dd04";"dk02";10;0,0081294752248403;2,35287605132057e+149
"sa03";"dd04";"dk02";2;0,00626847099764329;1,29778990408875e+129
"sa03";"dd04";"dk02";3;0,00538651380265469;6,61294045104474e+122
"sa03";"dd04";"dk02";4;0,00470987774996459;7,04223931829355e+113
"sa03";"dd04";"dk02";5;0,00679044183621114;2,5647055978692e+130
"sa03";"dd04";"dk02";6;0,00581879263592907;3,76822858107408e+122
"sa03";"dd04";"dk02";7;0,00770963221978466;1,1026293930683e+130
"sa03";"dd04";"dk02";8;0,00520734780219134;8,4854190606259e+142
"sa03";"dd04";"dk02";9;0,0216408706011426;6,76677131954355e+130
"sa03";"dd04";"dk03";1;0,00644654502723534;3,69537397041042e+132
"sa03";"dd04";"dk03";10;0,0119644521629988;1,74152748183364e+140
"sa03";"dd04";"dk03";2;0,00550840108789888;2,44718199589188e+120
"sa03";"dd04";"dk03";3;0,00827103736357267;3,69352309438727e+117
"sa03";"dd04";"dk03";4;0,00532148611333272;4,35179701658486e+112
"sa03";"dd04";"dk03";5;0,00592345148778414;5,56612862003666e+120
"sa03";"dd04";"dk03";6;0,00606553828763921;4,67910084662085e+126
"sa03";"dd04";"dk03";7;0,00970459020892551;3,43768693467016e+151
"sa03";"dd04";"dk03";8;0,00713701579422593;2,69691212240662e+123
"sa03";"dd04";"dk03";9;0,0248173478118996;2,72972355433995e+127
"sa03";"dd04";"dk04";1;0,00842691357322942;1,84530646160136e+130
"sa03";"dd04";"dk04";10;0,013018229197965;7,4423661239361e+136
"sa03";"dd04";"dk04";2;0,00781877319700151;3,02266582530751e+117
"sa03";"dd04";"dk04";3;0,00879927445423346;2,67594324581242e+115
"sa03";"dd04";"dk04";4;0,00639262783687341;3,35263767276914e+108
"sa03";"dd04";"dk04";5;0,00644829558059097;5,03465645741795e+127
"sa03";"dd04";"dk04";6;0,00771272062242658;3,18259343544875e+122
"sa03";"dd04";"dk04";7;0,0103688733200506;1,05338614724497e+155
"sa03";"dd04";"dk04";8;0,00793679806141526;1,6096648034848e+118
"sa03";"dd04";"dk04";9;0,0257180222837636;6,63554054996943e+137
"sa03";"dd04";"dk05";1;0,00989278991874387;5,48298326174078e+154
"sa03";"dd04";"dk05";10;0,0160743228594321;1,19182885134761e+139
"sa03";"dd04";"dk05";2;0,0085891820439619;2,53076043829347e+137
"sa03";"dd04";"dk05";3;0,0102594526854308;2,84785346521185e+102
"sa03";"dd04";"dk05";4;0,00842582127445267;5,4516372222706e+89
"sa03";"dd04";"dk05";5;0,00874320938137523;1,5690848620571e+101
"sa03";"dd04";"dk05";6;0,00944214358352934;1,00728158133718e+123
"sa03";"dd04";"dk05";7;0,0138629380467705;2,23735682035674e+114
"sa03";"dd04";"dk05";8;0,00990522457073669;1,46201863285095e+118
"sa03";"dd04";"dk05";9;0,0324906072173233;3,21743359076841e+113
"sa04";"dd04";"dk01";1;0,00480200155536591;1,35560829610421e+130
"sa04";"dd04";"dk01";10;0,0100019930965474;3,86295377093922e+142
"sa04";"dd04";"dk01";2;0,00614036365714289;1,35223414758411e+120
"sa04";"dd04";"dk01";3;0,00538028485474703;1,50711621860762e+119
"sa04";"dd04";"dk01";4;0,00443853998528359;4,00770899634121e+117
"sa04";"dd04";"dk01";5;0,00461879366993958;8,94723981716206e+134
"sa04";"dd04";"dk01";6;0,00513444447307163;3,20066422667822e+130
"sa04";"dd04";"dk01";7;0,00893220013201535;4,97378480204701e+145
"sa04";"dd04";"dk01";8;0,00759547869550427;1,86927792258027e+141
"sa04";"dd04";"dk01";9;0,0210846814788334;1,04733845139601e+128
"sa04";"dd04";"dk02";1;0,00577399521534995;1,02395532880456e+114
"sa04";"dd04";"dk02";10;0,00764864803985115;3,00473981436415e+145
"sa04";"dd04";"dk02";2;0,00578759055015939;9,34611803493751e+128
"sa04";"dd04";"dk02";3;0,00704943264860365;5,353049197651e+127
"sa04";"dd04";"dk02";4;0,00454562968374349;1,02712567444561e+123
"sa04";"dd04";"dk02";5;0,00466943413272008;1,58499994439777e+135
"sa04";"dd04";"dk02";6;0,00522585040303066;5,46863229225003e+127
"sa04";"dd04";"dk02";7;0,00820604186715067;1,10137372549415e+143
"sa04";"dd04";"dk02";8;0,0080448230084065;9,93168072006795e+136
"sa04";"dd04";"dk02";9;0,0220503365720025;2,14921962051937e+141
"sa04";"dd04";"dk03";1;0,00806436988189881;1,16952420111151e+114
"sa04";"dd04";"dk03";10;0,0106840181508471;6,43240166616927e+151
"sa04";"dd04";"dk03";2;0,00620756714336969;1,4084080825435e+132
"sa04";"dd04";"dk03";3;0,00695169878042513;1,32115126285153e+110
"sa04";"dd04";"dk03";4;0,00571054707627658;2,93131756203073e+129
"sa04";"dd04";"dk03";5;0,00500978857288643;2,09076947219325e+144
"sa04";"dd04";"dk03";6;0,00727896737178097;5,67193688208024e+138
"sa04";"dd04";"dk03";7;0,0121201684117429;1,20161950640888e+142
"sa04";"dd04";"dk03";8;0,00992978709767615;3,00730993429389e+117
"sa04";"dd04";"dk03";9;0,0232790211774057;6,47642126521018e+131
"sa04";"dd04";"dk04";1;0,00833931365097197;4,03520307842629e+135
"sa04";"dd04";"dk04";10;0,012381025200482;2,71035541839532e+130
"sa04";"dd04";"dk04";2;0,00663561151936652;7,76674287162808e+145
"sa04";"dd04";"dk04";3;0,00905001488718842;1,38691290338878e+129
"sa04";"dd04";"dk04";4;0,00540143032496999;3,67335120753574e+108
"sa04";"dd04";"dk04";5;0,008326420542019;3,24876347125901e+125
"sa04";"dd04";"dk04";6;0,00819815866134121;1,63714469009653e+141
"sa04";"dd04";"dk04";7;0,013299683119285;3,52558895700263e+137
"sa04";"dd04";"dk04";8;0,0108104861100859;4,19118464280726e+136
"sa04";"dd04";"dk04";9;0,0287880776382334;5,97233403825877e+118
"sa04";"dd04";"dk05";1;0,0104198224389645;2,86234657600281e+131
"sa04";"dd04";"dk05";10;0,0151071950882534;6,45871387773216e+132
"sa04";"dd04";"dk05";2;0,00786940358020273;2,82160783015481e+114
"sa04";"dd04";"dk05";3;0,0101887250735977;2,50641541499294e+99
"sa04";"dd04";"dk05";4;0,00735845555245678;6,12614846742439e+121
"sa04";"dd04";"dk05";5;0,00956748659308649;5,12286017166089e+108
"sa04";"dd04";"dk05";6;0,00965823102196165;7,27768638776303e+97
"sa04";"dd04";"dk05";7;0,014489867091601;4,63335887537283e+119
"sa04";"dd04";"dk05";8;0,0119009959476159;2,71896566593659e+117
"sa04";"dd04";"dk05";9;0,0318903756178738;5,77264162161379e+131
"sa05";"dd04";"dk01";1;0,0055085056942487;1,32809388119804e+131
"sa05";"dd04";"dk01";10;0,00782834191087025;1,85293373729778e+122
"sa05";"dd04";"dk01";2;0,00455260048460149;2,35192974749389e+101
"sa05";"dd04";"dk01";3;0,00422232358478977;4,30926204168549e+134
"sa05";"dd04";"dk01";4;0,00486606392172159;5,93294376196366e+114
"sa05";"dd04";"dk01";5;0,00440674530632693;2,06607322067575e+154
"sa05";"dd04";"dk01";6;0,00432472776833753;3,3963583628366e+132
"sa05";"dd04";"dk01";7;0,00820519038739622;1,30392113812018e+136
"sa05";"dd04";"dk01";8;0,0070916084013726;1,52444682264706e+121
"sa05";"dd04";"dk01";9;0,016241067084086;3,14542737031686e+132
"sa05";"dd04";"dk02";1;0,00507668668486632;4,86529150090042e+120
"sa05";"dd04";"dk02";10;0,00797691349417913;4,51585549668406e+127
"sa05";"dd04";"dk02";2;0,00557559812831064;3,81898096212048e+124
"sa05";"dd04";"dk02";3;0,00485326887710616;1,68796355864799e+126
"sa05";"dd04";"dk02";4;0,00543746424237062;1,39607698419059e+131
"sa05";"dd04";"dk02";5;0,00515166769033468;3,15127520491431e+122
"sa05";"dd04";"dk02";6;0,00641460069733604;2,74836142551664e+111
"sa05";"dd04";"dk02";7;0,00975223075869313;3,31767010487319e+144
"sa05";"dd04";"dk02";8;0,00693520977623556;2,58903393395535e+131
"sa05";"dd04";"dk02";9;0,0200151636327342;1,60262437311741e+135
"sa05";"dd04";"dk03";1;0,00731467270648819;4,80646398832814e+137
"sa05";"dd04";"dk03";10;0,0108386800445668;6,67269523565378e+143
"sa05";"dd04";"dk03";2;0,00582999845083967;1,64477043385706e+139
"sa05";"dd04";"dk03";3;0,00725566160340112;1,88797601288451e+125
"sa05";"dd04";"dk03";4;0,00700358558899693;3,41514731338559e+101
"sa05";"dd04";"dk03";5;0,00659598809152723;2,33712608987321e+117
"sa05";"dd04";"dk03";6;0,00569095919427092;8,48992249951957e+109
"sa05";"dd04";"dk03";7;0,0108544236863975;2,69235755724014e+144
"sa05";"dd04";"dk03";8;0,00766781816444301;1,01045868308971e+132
"sa05";"dd04";"dk03";9;0,0255823252006992;6,7996403707593e+115
"sa05";"dd04";"dk04";1;0,00876044653619261;2,53356542361724e+119
"sa05";"dd04";"dk04";10;0,0121874796216702;2,0325261480218e+154
"sa05";"dd04";"dk04";2;0,00665356523196062;2,63089283413674e+113
"sa05";"dd04";"dk04";3;0,00891472462721398;1,26324539212023e+109
"sa05";"dd04";"dk04";4;0,00675078363241917;1,57524826113074e+129
"sa05";"dd04";"dk04";5;0,00660098945468871;1,04847598049018e+113
"sa05";"dd04";"dk04";6;0,00805736100053763;1,67825954362224e+114
"sa05";"dd04";"dk04";7;0,0127512251836486;4,236416350085e+148
"sa05";"dd04";"dk04";8;0,0096736486343025;1,71791738575201e+124
"sa05";"dd04";"dk04";9;0,0280764558807788;4,1682298031988e+112
"sa05";"dd04";"dk05";1;0,00987487857243603;2,30827587864402e+124
"sa05";"dd04";"dk05";10;0,0151109753808889;5,92777818585749e+147
"sa05";"dd04";"dk05";2;0,00814434385145936;4,98282185944325e+119
"sa05";"dd04";"dk05";3;0,0100340162458225;4,15426261702497e+117
"sa05";"dd04";"dk05";4;0,00863887654017555;8,49086360592718e+82
"sa05";"dd04";"dk05";5;0,00814764799410178;2,93840587112572e+121
"sa05";"dd04";"dk05";6;0,00928697898273098;4,43031460746787e+109
"sa05";"dd04";"dk05";7;0,01389769729356;7,20653412141892e+130
"sa05";"dd04";"dk05";8;0,0115398274301258;3,41260723519623e+130
"sa05";"dd04";"dk05";9;0,0337240756783219;3,47731803649014e+132
"sa01";"dd05";"dk01";1;0,00803700148907132;4,43192697405802e+135
"sa01";"dd05";"dk01";10;0,00522597249678958;4,01242539494336e+136
"sa01";"dd05";"dk01";2;0,00503246676241741;3,00428628037729e+132
"sa01";"dd05";"dk01";3;0,00646107602877929;6,68271886813995e+137
"sa01";"dd05";"dk01";4;0,00690686297168406;2,50514156462294e+133
"sa01";"dd05";"dk01";5;0,0082635508153331;5,95112068663475e+130
"sa01";"dd05";"dk01";6;0,00852215319994824;2,69960333895874e+151
"sa01";"dd05";"dk01";7;0,00965101501723551;1,97124749231431e+125
"sa01";"dd05";"dk01";8;0,00511562736582666;5,40617354552085e+149
"sa01";"dd05";"dk01";9;0,00513378268261485;5,78496741747801e+150
"sa01";"dd05";"dk02";1;0,00905596903567207;4,03276594077936e+134
"sa01";"dd05";"dk02";10;0,00687068199916559;1,06073186425921e+113
"sa01";"dd05";"dk02";2;0,00510585780594257;1,23970338606004e+112
"sa01";"dd05";"dk02";3;0,00783748596580062;1,60104638750582e+112
"sa01";"dd05";"dk02";4;0,00765094145477449;5,93291607558542e+146
"sa01";"dd05";"dk02";5;0,00949601284145045;3,75054553148367e+125
"sa01";"dd05";"dk02";6;0,0102176917898648;1,48969455335021e+148
"sa01";"dd05";"dk02";7;0,0143252275953275;1,21484905376272e+140
"sa01";"dd05";"dk02";8;0,0063247768244621;2,0245705107895e+112
"sa01";"dd05";"dk02";9;0,00523369667494694;1,13397434685436e+148
"sa01";"dd05";"dk03";1;0,0125610586644299;1,51606370524886e+126
"sa01";"dd05";"dk03";10;0,00815157022655963;2,3838992172578e+132
"sa01";"dd05";"dk03";2;0,00610636066072855;1,3519024431616e+136
"sa01";"dd05";"dk03";3;0,0081707908943282;1,73561669529867e+129
"sa01";"dd05";"dk03";4;0,00702295397000421;7,84582863266313e+137
"sa01";"dd05";"dk03";5;0,00956372928786585;6,49895351500478e+122
"sa01";"dd05";"dk03";6;0,0123603955564854;2,08927192538875e+140
"sa01";"dd05";"dk03";7;0,0126311876563044;3,45787691147928e+129
"sa01";"dd05";"dk03";8;0,00707734272910691;1,94060552675417e+132
"sa01";"dd05";"dk03";9;0,00478501673577696;3,18449412725246e+145
"sa01";"dd05";"dk04";1;0,0160114987865523;4,11998267908926e+115
"sa01";"dd05";"dk04";10;0,00822829873456564;9,07728662907455e+140
"sa01";"dd05";"dk04";2;0,00757555771098345;2,06320400982106e+145
"sa01";"dd05";"dk04";3;0,00945397723803783;2,0286199499822e+142
"sa01";"dd05";"dk04";4;0,010147314708126;3,67470114067676e+104
"sa01";"dd05";"dk04";5;0,0131017890322222;3,07889148879785e+140
"sa01";"dd05";"dk04";6;0,0127697041383099;2,95350269582699e+135
"sa01";"dd05";"dk04";7;0,0160522437997882;5,33560313602411e+149
"sa01";"dd05";"dk04";8;0,00816883517578829;1,4302679063191e+149
"sa01";"dd05";"dk04";9;0,00676967942151319;3,03299549166996e+122
"sa01";"dd05";"dk05";1;0,0171009070586982;6,10431771330827e+113
"sa01";"dd05";"dk05";10;0,0112667165868229;2,20839005886571e+137
"sa01";"dd05";"dk05";2;0,00897643058367162;1,44723663413718e+152
"sa01";"dd05";"dk05";3;0,0117982381519345;5,87285246890972e+109
"sa01";"dd05";"dk05";4;0,0132107639337811;1,02547957983743e+137
"sa01";"dd05";"dk05";5;0,0159457528576078;1,66324716377965e+132
"sa01";"dd05";"dk05";6;0,016480447945754;4,86963804415866e+127
"sa01";"dd05";"dk05";7;0,019197311413449;9,73009081112993e+142
"sa01";"dd05";"dk05";8;0,0100787252891383;2,59260323923443e+139
"sa01";"dd05";"dk05";9;0,00839153757445975;2,79834897237615e+126
"sa02";"dd05";"dk01";1;0,00961880887101029;1,16262949074036e+135
"sa02";"dd05";"dk01";10;0,00612214879684087;6,16001960019086e+129
"sa02";"dd05";"dk01";2;0,00465397883020769;4,24985612693265e+130
"sa02";"dd05";"dk01";3;0,00730773587967801;1,8123247152677e+145
"sa02";"dd05";"dk01";4;0,00739294380745891;1,29060997883883e+138
"sa02";"dd05";"dk01";5;0,00687343035235492;1,23028651135229e+157
"sa02";"dd05";"dk01";6;0,00731650590010258;6,41611459096073e+130
"sa02";"dd05";"dk01";7;0,0106216105910554;9,69052711788444e+124
"sa02";"dd05";"dk01";8;0,0062086563028122;1,20676043092155e+105
"sa02";"dd05";"dk01";9;0,00317097375429878;2,11330357924798e+111
"sa02";"dd05";"dk02";1;0,00870415220080057;3,19813874209338e+129
"sa02";"dd05";"dk02";10;0,00627021129164516;6,38716521118779e+140
"sa02";"dd05";"dk02";2;0,00599354405489379;9,04333869692479e+128
"sa02";"dd05";"dk02";3;0,00898206862288386;2,32600150017672e+141
"sa02";"dd05";"dk02";4;0,0090776426785286;2,19618359216584e+142
"sa02";"dd05";"dk02";5;0,00829355685655824;1,60906819440451e+123
"sa02";"dd05";"dk02";6;0,0116596628716028;8,10204112395019e+142
"sa02";"dd05";"dk02";7;0,0117961790414465;4,28432463229615e+126
"sa02";"dd05";"dk02";8;0,00750771515955649;9,82735209662959e+117
"sa02";"dd05";"dk02";9;0,00495449910347623;1,82733714697996e+158
"sa02";"dd05";"dk03";1;0,0116949565383412;6,13431478147937e+110
"sa02";"dd05";"dk03";10;0,0081642768391565;1,95610020861233e+122
"sa02";"dd05";"dk03";2;0,00620661367151855;4,01229643063824e+140
"sa02";"dd05";"dk03";3;0,00909479688154491;1,31663139807766e+129
"sa02";"dd05";"dk03";4;0,00975797021112162;4,93574361266787e+132
"sa02";"dd05";"dk03";5;0,010862975307399;1,75241484756203e+138
"sa02";"dd05";"dk03";6;0,0112351330323745;4,80056836481981e+146
"sa02";"dd05";"dk03";7;0,0141150003497752;2,5876327339473e+133
"sa02";"dd05";"dk03";8;0,00697620938428485;1,88443154904669e+118
"sa02";"dd05";"dk03";9;0,00558910821713977;6,47274290958631e+137
"sa02";"dd05";"dk04";1;0,0138731525496069;1,45260709166884e+117
"sa02";"dd05";"dk04";10;0,00909895885823955;2,89586429711406e+117
"sa02";"dd05";"dk04";2;0,00722313362791981;6,09960135447586e+131
"sa02";"dd05";"dk04";3;0,0106988185781471;2,76321619822867e+126
"sa02";"dd05";"dk04";4;0,0114708658890182;6,76506667522932e+113
"sa02";"dd05";"dk04";5;0,0130128225461949;1,44829880151514e+137
"sa02";"dd05";"dk04";6;0,0133634367265724;3,15732877804424e+136
"sa02";"dd05";"dk04";7;0,0161562194356708;2,65764265131988e+138
"sa02";"dd05";"dk04";8;0,00849120790158783;1,81556458382119e+130
"sa02";"dd05";"dk04";9;0,00655095294372683;4,9675148155751e+115
"sa02";"dd05";"dk05";1;0,0164394741051262;2,8426009775772e+115
"sa02";"dd05";"dk05";10;0,0120699038025953;1,66749310412861e+142
"sa02";"dd05";"dk05";2;0,00939841793398803;6,56788767251048e+133
"sa02";"dd05";"dk05";3;0,0130260384134779;1,07954673357557e+112
"sa02";"dd05";"dk05";4;0,0144159454743728;4,78543450941102e+109
"sa02";"dd05";"dk05";5;0,0152230543898806;1,87539606873002e+135
"sa02";"dd05";"dk05";6;0,0174720194770028;8,72441477109229e+132
"sa02";"dd05";"dk05";7;0,0179139705269223;1,67491536687666e+117
"sa02";"dd05";"dk05";8;0,0113563653375331;6,6222329612896e+133
"sa02";"dd05";"dk05";9;0,00843154684535351;1,05984240234508e+127
"sa03";"dd05";"dk01";1;0,0103806700225809;4,05283191880363e+107
"sa03";"dd05";"dk01";10;0,00488006816418454;3,13364391597484e+123
"sa03";"dd05";"dk01";2;0,00500007811895102;2,33322083458073e+99
"sa03";"dd05";"dk01";3;0,006265126483697;5,35309253808143e+129
"sa03";"dd05";"dk01";4;0,00693968696582801;1,05618145380813e+124
"sa03";"dd05";"dk01";5;0,00851560314125003;9,1016121089031e+150
"sa03";"dd05";"dk01";6;0,0107187171088921;3,72438115180193e+153
"sa03";"dd05";"dk01";7;0,0122883764895397;7,29330138872945e+151
"sa03";"dd05";"dk01";8;0,00633855143978073;3,72520223085472e+113
"sa03";"dd05";"dk01";9;0,00356804286152391;8,71253494358328e+87
"sa03";"dd05";"dk02";1;0,0115257611629696;9,19254898502374e+131
"sa03";"dd05";"dk02";10;0,00578427069390502;1,10092126025857e+134
"sa03";"dd05";"dk02";2;0,00614991924222931;6,08139512632033e+127
"sa03";"dd05";"dk02";3;0,00751995398015286;3,67731617922454e+141
"sa03";"dd05";"dk02";4;0,0061346784558763;1,45648922321204e+139
"sa03";"dd05";"dk02";5;0,0122025093427148;4,98861051996036e+143
"sa03";"dd05";"dk02";6;0,011215247076266;1,02017311269513e+156
"sa03";"dd05";"dk02";7;0,0121866480220879;6,19748056351812e+145
"sa03";"dd05";"dk02";8;0,00651424306638555;7,65061748128817e+136
"sa03";"dd05";"dk02";9;0,00364142522532308;2,56968933483127e+132
"sa03";"dd05";"dk03";1;0,0138643544202668;3,55731405898559e+137
"sa03";"dd05";"dk03";10;0,00709475633106627;2,02068943966343e+155
"sa03";"dd05";"dk03";2;0,00826527137794956;1,21707890334679e+138
"sa03";"dd05";"dk03";3;0,00734268047021993;1,25852347001406e+109
"sa03";"dd05";"dk03";4;0,00999564266476235;4,59353666313591e+127
"sa03";"dd05";"dk03";5;0,0126929960147204;5,87098930475826e+140
"sa03";"dd05";"dk03";6;0,0122255590127409;7,33235733081704e+135
"sa03";"dd05";"dk03";7;0,0179919002463873;8,76720189547539e+152
"sa03";"dd05";"dk03";8;0,00837860327068547;4,51039441200945e+119
"sa03";"dd05";"dk03";9;0,00475552397135401;3,63060406207106e+125
"sa03";"dd05";"dk04";1;0,0167414703490795;1,80914472811973e+138
"sa03";"dd05";"dk04";10;0,00863088390036359;9,11496514699829e+136
"sa03";"dd05";"dk04";2;0,00802606102009762;6,4210755524121e+146
