"cell_id";"species";"deg"
1066;"Petroica_macrocephala";26
1066;"Prosthemadera_novaeseelandiae";34
1066;"Turdus_merula";38
1066;"Zosterops_lateralis";40
1067;"Beilschmiedia_tawa";1
1067;"Carpodetus_serratus";6
1067;"Coprosma_lucida";5
1067;"Dacrydium_cupressinum";7
1067;"Elaeocarpus_dentatus";2
1067;"Griselinia_littoralis";6
1067;"Hedycarya_arborea";3
1067;"Leucopogon_fasciculatus";3
1067;"Melicytus_ramiflorus";7
1067;"Myrsine_australis";6
1067;"Prumnopitys_ferruginea";5
1067;"Pseudopanax_crassifolius";7
1067;"Ripogonum_scandens";5
1067;"Rubus_cissoides";2
1067;"Anthornis_melanura";30
1067;"Gerygone_igata";31
1067;"Hemiphaga_novaeseelandiae";21
1067;"Mohoua_albicilla";11
1067;"Petroica_australis";8
1067;"Petroica_macrocephala";27
1067;"Prosthemadera_novaeseelandiae";32
1067;"Turdus_merula";38
1067;"Zosterops_lateralis";39
1068;"Melicytus_ramiflorus";3
1068;"Prosthemadera_novaeseelandiae";23
1068;"Turdus_merula";29
1068;"Zosterops_lateralis";28
1069;"Melicytus_ramiflorus";3
1069;"Prosthemadera_novaeseelandiae";17
1069;"Turdus_merula";29
1069;"Zosterops_lateralis";27
107;"Hedycarya_arborea";1
107;"Macropiper_excelsum";3
107;"Melicytus_ramiflorus";3
107;"Myrsine_australis";3
107;"Prosthemadera_novaeseelandiae";17
107;"Turdus_merula";17
107;"Zosterops_lateralis";18
1075;"Carpodetus_serratus";5
1075;"Coprosma_rhamnoides";3
1075;"Coprosma_tenuifolia";1
1075;"Griselinia_littoralis";5
1075;"Leucopogon_fasciculatus";3
1075;"Myrsine_divaricata";2
1075;"Podocarpus_cunninghamii";4
1075;"Pseudopanax_crassifolius";6
1075;"Raukaua_simplex";6
1075;"Rubus_cissoides";2
1075;"Acanthisitta_chloris";8
1075;"Anthornis_melanura";21
1075;"Gerygone_igata";29
1075;"Mohoua_albicilla";11
1075;"Petroica_australis";11
1075;"Petroica_macrocephala";18
1075;"Prosthemadera_novaeseelandiae";14
1075;"Turdus_merula";32
1075;"Zosterops_lateralis";34
1076;"Carpodetus_serratus";5
1076;"Coprosma_foetidissima";2
1076;"Coprosma_lucida";4
1076;"Coprosma_tenuifolia";1
1076;"Griselinia_littoralis";5
1076;"Leucopogon_fasciculatus";3
1076;"Podocarpus_cunninghamii";4
1076;"Pseudopanax_crassifolius";6
1076;"Raukaua_simplex";5
1076;"Rubus_cissoides";2
1076;"Anthornis_melanura";22
1076;"Gerygone_igata";29
1076;"Mohoua_albicilla";11
1076;"Petroica_australis";9
1076;"Petroica_macrocephala";20
