"species";"guild";"cell";"aggregated.communicability";"scaled.aggregated.communicability"
"Acanthisitta_chloris";"birds";"45";11077383,0712701;0,295599538439058
"Acanthisitta_chloris";"birds";"46";2458646,90972354;0,0656088768468401
"Acanthisitta_chloris";"birds";"5";6714095,59157175;0,179165370440023
"Acanthisitta_chloris";"birds";"57";11156759,3533;0,297717691643494
"Acanthisitta_chloris";"birds";"58";11584201,9927082;0,309123982959016
"Acanthisitta_chloris";"birds";"59";5700622,07082855;0,152120866330259
"Acanthisitta_chloris";"birds";"60";4077160,38553366;0,108798850193314
"Acanthisitta_chloris";"birds";"71";18995177,9878978;0,506885608356288
"Acanthisitta_chloris";"birds";"72";20213380,9332147;0,539393309728683
"Acanthisitta_chloris";"birds";"73";13209225,1708623;0,352487667476223
"Acanthisitta_chloris";"birds";"74";34785732,7190843;0,928255988126914
"Acanthisitta_chloris";"birds";"75";7287222,73594233;0,194459247481805
"Acanthisitta_chloris";"birds";"84";0,999999999999996;0
"Acanthisitta_chloris";"birds";"85";8063008,56907071;0,215161064276142
"Acanthisitta_chloris";"birds";"86";0,999999999999996;0
"Acanthisitta_chloris";"birds";"87";3944971,784917;0,105271402184589
"Acanthisitta_chloris";"birds";"88";19490215,2814278;0,520095660563219
"Acanthisitta_chloris";"birds";"89";8069529,44381751;0,215335073582038
"Acanthisitta_chloris";"birds";"99";25931738,9159948;0,691987484910482
"Acer_pseudoplatanus";"plants";"1";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"100";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"101";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"102";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"103";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"113";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"114";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"115";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"116";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"117";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"125";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"126";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"127";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"129";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"130";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"138";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"139";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"14";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"140";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"15";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"150";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"151";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"152";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"16";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"163";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"17";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"18";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"2";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"28";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"29";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"3";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"30";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"31";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"32";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"33";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"4";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"43";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"44";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"45";1777572,6216864;0,476391250122598
"Acer_pseudoplatanus";"plants";"46";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"5";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"57";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"58";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"59";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"60";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"71";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"72";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"73";3731328,18375695;1
"Acer_pseudoplatanus";"plants";"74";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"75";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"84";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"85";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"86";0,999999999999996;0
"Acer_pseudoplatanus";"plants";"87";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"88";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"89";2,71828182845905;4,60501516977392e-07
"Acer_pseudoplatanus";"plants";"99";2,71828182845905;4,60501516977392e-07
"Acridotheres_tristis";"birds";"1";0,999999999999996;0
"Acridotheres_tristis";"birds";"100";24704988,0475321;0,289273144208217
"Acridotheres_tristis";"birds";"101";17281352,0422972;0,20234905375798
"Acridotheres_tristis";"birds";"102";73940729,4788948;0,865779325080545
"Acridotheres_tristis";"birds";"103";48447307,2312896;0,567274314897625
"Acridotheres_tristis";"birds";"113";81264826,9442657;0,951537908892752
"Acridotheres_tristis";"birds";"114";71932080,3544271;0,842259853213268
"Acridotheres_tristis";"birds";"115";35553514,7475412;0,416299619571292
"Acridotheres_tristis";"birds";"116";38794325,3543616;0,454246592472536
"Acridotheres_tristis";"birds";"117";0,999999999999996;0
"Acridotheres_tristis";"birds";"125";9271824,41857295;0,108564700223225
"Acridotheres_tristis";"birds";"126";28134575,485341;0,32943052375119
"Acridotheres_tristis";"birds";"127";23122450,1005178;0,270743050390282
"Acridotheres_tristis";"birds";"129";11898250,9389182;0,139317788905699
"Acridotheres_tristis";"birds";"130";0,999999999999996;0
"Acridotheres_tristis";"birds";"138";10972425,9262693;0,128477211985731
"Acridotheres_tristis";"birds";"139";20354295,483983;0,238330453369329
"Acridotheres_tristis";"birds";"14";0,999999999999996;0
"Acridotheres_tristis";"birds";"140";7796594,06965682;0,0912910817169166
"Acridotheres_tristis";"birds";"15";0,999999999999996;0
"Acridotheres_tristis";"birds";"150";5903297,91457567;0,0691222892118277
"Acridotheres_tristis";"birds";"151";19057441,7420495;0,223145464250107
"Acridotheres_tristis";"birds";"152";1561215,34892216;0,0182804136924577
"Acridotheres_tristis";"birds";"16";0,999999999999996;0
"Acridotheres_tristis";"birds";"163";2526905,17279773;0,0295877716418832
"Acridotheres_tristis";"birds";"17";0,999999999999996;0
"Acridotheres_tristis";"birds";"18";0,999999999999996;0
"Acridotheres_tristis";"birds";"2";0,999999999999996;0
"Acridotheres_tristis";"birds";"28";0,999999999999996;0
"Acridotheres_tristis";"birds";"29";0,999999999999996;0
"Acridotheres_tristis";"birds";"3";0,999999999999996;0
"Acridotheres_tristis";"birds";"30";0,999999999999996;0
"Acridotheres_tristis";"birds";"31";0,999999999999996;0
"Acridotheres_tristis";"birds";"32";0,999999999999996;0
"Acridotheres_tristis";"birds";"33";0,999999999999996;0
"Acridotheres_tristis";"birds";"4";0,999999999999996;0
"Acridotheres_tristis";"birds";"43";0,999999999999996;0
"Acridotheres_tristis";"birds";"44";0,999999999999996;0
"Acridotheres_tristis";"birds";"45";0,999999999999996;0
"Acridotheres_tristis";"birds";"46";36275657,9005274;0,424755265390123
"Acridotheres_tristis";"birds";"5";0,999999999999996;0
"Acridotheres_tristis";"birds";"57";0,999999999999996;0
"Acridotheres_tristis";"birds";"58";0,999999999999996;0
"Acridotheres_tristis";"birds";"59";0,999999999999996;0
"Acridotheres_tristis";"birds";"60";0,999999999999996;0
"Acridotheres_tristis";"birds";"71";0,999999999999996;0
"Acridotheres_tristis";"birds";"72";0,999999999999996;0
"Acridotheres_tristis";"birds";"73";27149711,390253;0,317898652357946
"Acridotheres_tristis";"birds";"74";85403667,1963671;1
"Acridotheres_tristis";"birds";"75";13334238,1191957;0,156131905257282
"Acridotheres_tristis";"birds";"84";0,999999999999996;0
"Acridotheres_tristis";"birds";"85";0,999999999999996;0
"Acridotheres_tristis";"birds";"86";0,999999999999996;0
"Acridotheres_tristis";"birds";"87";10552250,0517513;0,123557330987275
"Acridotheres_tristis";"birds";"88";37520820,3422127;0,439334995946682
"Acridotheres_tristis";"birds";"89";19428268,5898771;0,227487512599355
"Acridotheres_tristis";"birds";"99";51646022,8146239;0,604728392992816
"Acrothamnus_colensoi";"plants";"1";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"100";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"101";43,1806623051633;4,46342486603702e-05
"Acrothamnus_colensoi";"plants";"102";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"103";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"113";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"114";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"115";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"116";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"117";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"125";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"126";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"127";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"129";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"130";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"138";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"139";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"14";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"140";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"15";283145,234698359;0,299614313470128
"Acrothamnus_colensoi";"plants";"150";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"151";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"152";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"16";347326,550020867;0,367528960393626
"Acrothamnus_colensoi";"plants";"163";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"17";1281,39822720028;0,00135487708665397
"Acrothamnus_colensoi";"plants";"18";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"2";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"28";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"29";206097,911261626;0,21808526188693
"Acrothamnus_colensoi";"plants";"3";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"30";160952,030824485;0,170313312768529
"Acrothamnus_colensoi";"plants";"31";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"32";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"33";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"4";723,691388793432;0,000764729271407525
"Acrothamnus_colensoi";"plants";"43";81589,3139118248;0,0863341847165583
"Acrothamnus_colensoi";"plants";"44";151738,078296694;0,160563398333925
"Acrothamnus_colensoi";"plants";"45";550514,994577689;0,582536574395763
"Acrothamnus_colensoi";"plants";"46";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"5";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"57";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"58";579287,828847338;0,61298308161663
"Acrothamnus_colensoi";"plants";"59";289439,36510126;0,306274564071966
"Acrothamnus_colensoi";"plants";"60";689515,588224667;0,729622625721677
"Acrothamnus_colensoi";"plants";"71";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"72";945030,065597659;1
"Acrothamnus_colensoi";"plants";"73";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"74";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"75";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"84";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"85";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"86";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"87";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"88";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"89";0,999999999999996;0
"Acrothamnus_colensoi";"plants";"99";0,999999999999996;0
"Actinidia_arguta";"plants";"1";0,999999999999996;0
"Actinidia_arguta";"plants";"100";0,999999999999996;0
"Actinidia_arguta";"plants";"101";0,999999999999996;0
"Actinidia_arguta";"plants";"102";0,999999999999996;0
"Actinidia_arguta";"plants";"103";0,999999999999996;0
"Actinidia_arguta";"plants";"113";0,999999999999996;0
"Actinidia_arguta";"plants";"114";0,999999999999996;0
"Actinidia_arguta";"plants";"115";0,999999999999996;0
"Actinidia_arguta";"plants";"116";0,999999999999996;0
"Actinidia_arguta";"plants";"117";0,999999999999996;0
"Actinidia_arguta";"plants";"125";0,999999999999996;0
"Actinidia_arguta";"plants";"126";0,999999999999996;0
"Actinidia_arguta";"plants";"127";0,999999999999996;0
"Actinidia_arguta";"plants";"129";0,999999999999996;0
"Actinidia_arguta";"plants";"130";0,999999999999996;0
"Actinidia_arguta";"plants";"138";0,999999999999996;0
"Actinidia_arguta";"plants";"139";0,999999999999996;0
"Actinidia_arguta";"plants";"14";0,999999999999996;0
"Actinidia_arguta";"plants";"140";0,999999999999996;0
"Actinidia_arguta";"plants";"15";0,999999999999996;0
"Actinidia_arguta";"plants";"150";0,999999999999996;0
"Actinidia_arguta";"plants";"151";0,999999999999996;0
"Actinidia_arguta";"plants";"152";0,999999999999996;0
"Actinidia_arguta";"plants";"16";0,999999999999996;0
"Actinidia_arguta";"plants";"163";0,999999999999996;0
"Actinidia_arguta";"plants";"17";0,999999999999996;0
"Actinidia_arguta";"plants";"18";0,999999999999996;0
"Actinidia_arguta";"plants";"2";0,999999999999996;0
"Actinidia_arguta";"plants";"28";0,999999999999996;0
"Actinidia_arguta";"plants";"29";0,999999999999996;0
"Actinidia_arguta";"plants";"3";0,999999999999996;0
"Actinidia_arguta";"plants";"30";0,999999999999996;0
"Actinidia_arguta";"plants";"31";0,999999999999996;0
"Actinidia_arguta";"plants";"32";0,999999999999996;0
"Actinidia_arguta";"plants";"33";0,999999999999996;0
"Actinidia_arguta";"plants";"4";0,999999999999996;0
"Actinidia_arguta";"plants";"43";0,999999999999996;0
"Actinidia_arguta";"plants";"44";0,999999999999996;0
"Actinidia_arguta";"plants";"45";0,999999999999996;0
"Actinidia_arguta";"plants";"46";0,999999999999996;0
"Actinidia_arguta";"plants";"5";0,999999999999996;0
"Actinidia_arguta";"plants";"57";0,999999999999996;0
"Actinidia_arguta";"plants";"58";0,999999999999996;0
"Actinidia_arguta";"plants";"59";0,999999999999996;0
"Actinidia_arguta";"plants";"60";0,999999999999996;0
"Actinidia_arguta";"plants";"71";0,999999999999996;0
"Actinidia_arguta";"plants";"72";0,999999999999996;0
"Actinidia_arguta";"plants";"73";0,999999999999996;0
"Actinidia_arguta";"plants";"74";0,999999999999996;0
"Actinidia_arguta";"plants";"75";25504747,7664305;1
"Actinidia_arguta";"plants";"84";0,999999999999996;0
"Actinidia_arguta";"plants";"85";0,999999999999996;0
"Actinidia_arguta";"plants";"86";0,999999999999996;0
"Actinidia_arguta";"plants";"87";0,999999999999996;0
"Actinidia_arguta";"plants";"88";0,999999999999996;0
"Actinidia_arguta";"plants";"89";0,999999999999996;0
"Actinidia_arguta";"plants";"99";0,999999999999996;0
"Actinidia_chinensis";"plants";"1";0,999999999999996;0
"Actinidia_chinensis";"plants";"100";0,999999999999996;0
"Actinidia_chinensis";"plants";"101";0,999999999999996;0
"Actinidia_chinensis";"plants";"102";0,999999999999996;0
"Actinidia_chinensis";"plants";"103";0,999999999999996;0
"Actinidia_chinensis";"plants";"113";0,999999999999996;0
"Actinidia_chinensis";"plants";"114";54866743,0723103;1
"Actinidia_chinensis";"plants";"115";0,999999999999996;0
"Actinidia_chinensis";"plants";"116";0,999999999999996;0
"Actinidia_chinensis";"plants";"117";0,999999999999996;0
"Actinidia_chinensis";"plants";"125";0,999999999999996;0
"Actinidia_chinensis";"plants";"126";0,999999999999996;0
"Actinidia_chinensis";"plants";"127";0,999999999999996;0
"Actinidia_chinensis";"plants";"129";0,999999999999996;0
"Actinidia_chinensis";"plants";"130";0,999999999999996;0
"Actinidia_chinensis";"plants";"138";0,999999999999996;0
"Actinidia_chinensis";"plants";"139";0,999999999999996;0
"Actinidia_chinensis";"plants";"14";0,999999999999996;0
"Actinidia_chinensis";"plants";"140";0,999999999999996;0
"Actinidia_chinensis";"plants";"15";0,999999999999996;0
"Actinidia_chinensis";"plants";"150";0,999999999999996;0
"Actinidia_chinensis";"plants";"151";0,999999999999996;0
"Actinidia_chinensis";"plants";"152";0,999999999999996;0
"Actinidia_chinensis";"plants";"16";0,999999999999996;0
"Actinidia_chinensis";"plants";"163";0,999999999999996;0
"Actinidia_chinensis";"plants";"17";0,999999999999996;0
"Actinidia_chinensis";"plants";"18";0,999999999999996;0
"Actinidia_chinensis";"plants";"2";0,999999999999996;0
"Actinidia_chinensis";"plants";"28";0,999999999999996;0
"Actinidia_chinensis";"plants";"29";0,999999999999996;0
"Actinidia_chinensis";"plants";"3";0,999999999999996;0
"Actinidia_chinensis";"plants";"30";0,999999999999996;0
"Actinidia_chinensis";"plants";"31";0,999999999999996;0
"Actinidia_chinensis";"plants";"32";0,999999999999996;0
"Actinidia_chinensis";"plants";"33";0,999999999999996;0
"Actinidia_chinensis";"plants";"4";0,999999999999996;0
"Actinidia_chinensis";"plants";"43";0,999999999999996;0
"Actinidia_chinensis";"plants";"44";0,999999999999996;0
"Actinidia_chinensis";"plants";"45";0,999999999999996;0
"Actinidia_chinensis";"plants";"46";0,999999999999996;0
"Actinidia_chinensis";"plants";"5";0,999999999999996;0
"Actinidia_chinensis";"plants";"57";0,999999999999996;0
"Actinidia_chinensis";"plants";"58";0,999999999999996;0
"Actinidia_chinensis";"plants";"59";0,999999999999996;0
"Actinidia_chinensis";"plants";"60";0,999999999999996;0
"Actinidia_chinensis";"plants";"71";0,999999999999996;0
"Actinidia_chinensis";"plants";"72";0,999999999999996;0
"Actinidia_chinensis";"plants";"73";0,999999999999996;0
"Actinidia_chinensis";"plants";"74";0,999999999999996;0
"Actinidia_chinensis";"plants";"75";0,999999999999996;0
"Actinidia_chinensis";"plants";"84";0,999999999999996;0
"Actinidia_chinensis";"plants";"85";0,999999999999996;0
"Actinidia_chinensis";"plants";"86";0,999999999999996;0
"Actinidia_chinensis";"plants";"87";13046762,3786166;0,237789977786942
"Actinidia_chinensis";"plants";"88";0,999999999999996;0
"Actinidia_chinensis";"plants";"89";0,999999999999996;0
"Actinidia_chinensis";"plants";"99";0,999999999999996;0
"Alectryon_excelsus";"plants";"1";0,999999999999996;0
"Alectryon_excelsus";"plants";"100";77025895,0942054;0,338451304819459
"Alectryon_excelsus";"plants";"101";45003249,4402189;0,197743996805513
"Alectryon_excelsus";"plants";"102";195480672,351023;0,858940867402601
"Alectryon_excelsus";"plants";"103";98758951,4199164;0,433946220622131
"Alectryon_excelsus";"plants";"113";194839646,123119;0,856124202100508
"Alectryon_excelsus";"plants";"114";171935691,158816;0,755484364882733
"Alectryon_excelsus";"plants";"115";109564032,83011;0,481423681870263
"Alectryon_excelsus";"plants";"116";120985960,416586;0,531611561422409
"Alectryon_excelsus";"plants";"117";0,999999999999996;0
"Alectryon_excelsus";"plants";"125";0,999999999999996;0
"Alectryon_excelsus";"plants";"126";67224701,8262879;0,295384921892994
"Alectryon_excelsus";"plants";"127";52189556,3811888;0,229320585297037
"Alectryon_excelsus";"plants";"129";0,999999999999996;0
"Alectryon_excelsus";"plants";"130";0,999999999999996;0
"Alectryon_excelsus";"plants";"138";25263490,0855684;0,111007615631768
"Alectryon_excelsus";"plants";"139";53697632,012269;0,235947060342965
"Alectryon_excelsus";"plants";"14";0,999999999999996;0
"Alectryon_excelsus";"plants";"140";0,999999999999996;0
"Alectryon_excelsus";"plants";"15";0,999999999999996;0
"Alectryon_excelsus";"plants";"150";9938434,65887443;0,0436694163600851
"Alectryon_excelsus";"plants";"151";43067307,9218099;0,189237481682712
"Alectryon_excelsus";"plants";"152";0,999999999999996;0
"Alectryon_excelsus";"plants";"16";0,999999999999996;0
"Alectryon_excelsus";"plants";"163";0,999999999999996;0
"Alectryon_excelsus";"plants";"17";0,999999999999996;0
"Alectryon_excelsus";"plants";"18";0,999999999999996;0
"Alectryon_excelsus";"plants";"2";0,999999999999996;0
"Alectryon_excelsus";"plants";"28";0,999999999999996;0
"Alectryon_excelsus";"plants";"29";0,999999999999996;0
"Alectryon_excelsus";"plants";"3";0,999999999999996;0
"Alectryon_excelsus";"plants";"30";0,999999999999996;0
"Alectryon_excelsus";"plants";"31";0,999999999999996;0
"Alectryon_excelsus";"plants";"32";0,999999999999996;0
"Alectryon_excelsus";"plants";"33";45315517,777989;0,199116101960733
"Alectryon_excelsus";"plants";"4";0,999999999999996;0
"Alectryon_excelsus";"plants";"43";0,999999999999996;0
"Alectryon_excelsus";"plants";"44";0,999999999999996;0
"Alectryon_excelsus";"plants";"45";0,999999999999996;0
"Alectryon_excelsus";"plants";"46";112851375,182465;0,495868243944182
"Alectryon_excelsus";"plants";"5";0,999999999999996;0
"Alectryon_excelsus";"plants";"57";0,999999999999996;0
"Alectryon_excelsus";"plants";"58";0,999999999999996;0
"Alectryon_excelsus";"plants";"59";0,999999999999996;0
"Alectryon_excelsus";"plants";"60";76996554,4427225;0,338322382177334
"Alectryon_excelsus";"plants";"71";0,999999999999996;0
"Alectryon_excelsus";"plants";"72";133184551,581277;0,585212095959525
"Alectryon_excelsus";"plants";"73";128513685,514941;0,564688339197223
"Alectryon_excelsus";"plants";"74";227583387,435143;1
"Alectryon_excelsus";"plants";"75";73292848,500318;0,32204832105003
"Alectryon_excelsus";"plants";"84";0,999999999999996;0
"Alectryon_excelsus";"plants";"85";0,999999999999996;0
"Alectryon_excelsus";"plants";"86";0,999999999999996;0
"Alectryon_excelsus";"plants";"87";40784392,2106375;0,179206364091345
"Alectryon_excelsus";"plants";"88";108510274,202154;0,476793472941298
"Alectryon_excelsus";"plants";"89";49913521,9080274;0,21931970382316
"Alectryon_excelsus";"plants";"99";152810829,597414;0,671449840829931
"Alepis_flavida";"plants";"1";3402945,48203562;0,0259562227605586
"Alepis_flavida";"plants";"100";48160646,26162;0,367349054121231
"Alepis_flavida";"plants";"101";30447302,3155941;0,232239150411486
"Alepis_flavida";"plants";"102";131103224,817547;1
"Alepis_flavida";"plants";"103";0,999999999999996;0
"Alepis_flavida";"plants";"113";0,999999999999996;0
"Alepis_flavida";"plants";"114";0,999999999999996;0
"Alepis_flavida";"plants";"115";0,999999999999996;0
"Alepis_flavida";"plants";"116";0,999999999999996;0
"Alepis_flavida";"plants";"117";0,999999999999996;0
"Alepis_flavida";"plants";"125";0,999999999999996;0
"Alepis_flavida";"plants";"126";0,999999999999996;0
"Alepis_flavida";"plants";"127";0,999999999999996;0
"Alepis_flavida";"plants";"129";0,999999999999996;0
"Alepis_flavida";"plants";"130";0,999999999999996;0
"Alepis_flavida";"plants";"138";0,999999999999996;0
"Alepis_flavida";"plants";"139";0,999999999999996;0
"Alepis_flavida";"plants";"14";0,999999999999996;0
"Alepis_flavida";"plants";"140";0,999999999999996;0
"Alepis_flavida";"plants";"15";15749031,3951367;0,120126949868557
"Alepis_flavida";"plants";"150";0,999999999999996;0
"Alepis_flavida";"plants";"151";0,999999999999996;0
"Alepis_flavida";"plants";"152";0,999999999999996;0
"Alepis_flavida";"plants";"16";22758897,744243;0,173595248702015
"Alepis_flavida";"plants";"163";0,999999999999996;0
"Alepis_flavida";"plants";"17";0,999999999999996;0
"Alepis_flavida";"plants";"18";0,999999999999996;0
"Alepis_flavida";"plants";"2";19965443,755308;0,152287961912312
"Alepis_flavida";"plants";"28";5331446,32362556;0,0406660123861271
"Alepis_flavida";"plants";"29";11283814,6237543;0,0860681628962664
"Alepis_flavida";"plants";"3";0,999999999999996;0
"Alepis_flavida";"plants";"30";9023771,57114833;0,0688295093620769
"Alepis_flavida";"plants";"31";0,999999999999996;0
"Alepis_flavida";"plants";"32";15745382,3571209;0,120099116548296
"Alepis_flavida";"plants";"33";0,999999999999996;0
"Alepis_flavida";"plants";"4";0,999999999999996;0
"Alepis_flavida";"plants";"43";0,999999999999996;0
"Alepis_flavida";"plants";"44";9153564,95072421;0,0698195184236124
"Alepis_flavida";"plants";"45";40103850,8265521;0,30589522254894
"Alepis_flavida";"plants";"46";74872264,4190459;0,571093991733137
"Alepis_flavida";"plants";"5";0,999999999999996;0
