"cell_id";"bin.communicability";"weighted.communicability";"scaled.bin.communicability";"scaled.weighted.communicability"
123;1090921210439,51;1491631,89152635;0,0141844352393766;0,0602983805772148
124;2461257660459,3;1087203,71871206;0,0320018985405364;0,0439495990721815
125;2637481058893,85;1355247,06768091;0,0342932000193579;0,0547851007526774
126;111158728247,51;565697,721876711;0,00144531407679115;0,022868012355569
127;308051744,377368;111332,910521101;4,00536718571762e-06;0,00450057031329688
128;0;0;0;0
129;0;0;0;0
130;457389133,636319;90562,0944983475;5,94708993021148e-06;0,0036609217535187
131;8507698114,64287;365019,733542218;0,00011061925626572;0,0147557175040015
132;157403402178,116;872523,307780277;0,00204659909743026;0,0352712641596776
133;2484479975332,3;1778534,67774437;0,0323038409890583;0,0718962644051982
134;908158690946,608;997307,447845951;0,0118081104442175;0,0403155928646513
135;2605264786080,36;1542167,57333158;0,0338743158405519;0,0623412571015982
136;4176025471197,07;774462,903056349;0,0542977460584138;0,0313072274310525
137;78231407134,3939;198109,407119218;0,00101718466701738;0,00800846140006921
138;1154264110,58874;365552,687838587;1,50080357491504e-05;0,0147772618817902
139;2410964,23216678;10046,3311197686;3,13479705851948e-08;0,000406117287184474
140;0;0;0;0
141;782492481,7415;65911,6197885094;1,01741664075719e-05;0,00266444017256922
142;17213028593,4967;243422,962098988;0,000223808178832297;0,00984023638356116
143;273016482920,126;380941,101614622;0,0035498297990766;0,0153993298568839
144;6250498643412;1566936,45448809;0,0812705742384178;0,0633425251965831
145;6031112051116,29;1130373,83212896;0,0784180539271183;0,0456947266355983
146;1972062731760,83;677149,770097715;0,0256412615677166;0,0273733987434019
147;247267651236,91;488558,508699277;0,00321503693593937;0,0197497030327239
148;2144326640,86325;124399,976864477;2,78810807584726e-05;0,00502879912355269
149;0;0;0;0
150;6825940,73962757;13292,6756850178;8,87526188349219e-08;0,000537348941047723
151;776352120,700219;53892,5373728052;1,00943278704686e-05;0,00217857552338326
152;58025513662,3755;156598,569874085;0,000754462497290645;0,00633040914300428
153;0;0;0;0
154;4270229228621,72;454514,53518387;0,0555226072891874;0,0183734945438506
155;1808379562466,61;467774,620809108;0,0235130113399166;0,0189095260500548
156;237515465286,667;442944,240801922;0,00308823653208816;0,0179057718986079
157;3568273765,91468;46110,810588267;4,63956037013818e-05;0,00186400359322572
158;20702316,2119295;10034,9810046584;2,69176784540567e-07;0,000405658465162501
159;2593278810,98865;39893,6713609523;3,37184711417393e-05;0,00161267923541345
160;140727800680,298;122192,956609206;0,00182977868248191;0,00493958157058274
161;3170669231489,14;436574,350801101;0,0412258483464837;0,0176482726766574
162;4780918856125,66;874396,071800662;0,0621627238067061;0,0353469695922807
163;672409121237,537;487518,581370325;0,00874283453588495;0,0197076645551276
164;17300581640,4223;288677,209667331;0,000224946565832423;0,0116696138982904
165;103018235,018681;33093,1735348611;1,33946931191176e-06;0,00133777293422639
166;0;0;0;0
167;119493819,961398;11330,6702244072;1,55368906070249e-06;0,00045803597339763
168;6830053037,95247;50259,1240062341;8,88060879844044e-05;0,00203169683084763
169;348570594502,317;192116,870756509;0,00453220358789904;0,00776621648678055
170;2609484231061,05;387370,260700892;0,0339291781381238;0,0156592249982909
171;1748020737574,81;616940,233011545;0,0227282105361467;0,0249394620582022
172;125159665339,806;649456,029984194;0,00162735782438338;0,0262538948695186
173;641196767,337815;105861,460105297;8,33700356631315e-06;0,00427939000644252
174;2987451,84689001;1668,55847908114;3,88436092794412e-08;6,74505384059739e-05
175;229103742,02111;19376,9721480542;2,97886516523776e-06;0,000783303204802003
176;81491413549,0811;118386,762511385;0,00105957210015791;0,00478571831412852
177;2062882727027,65;421376,525162893;0,026822126261679;0,0170339091198813
178;8387520252799,92;1060630,23254355;0,109056673118372;0,0428753808341868
179;560554241914,926;1352059,67879029;0,00728846892563098;0,0546562523488145
180;19770634827,3394;754802,218005821;0,0002570628260466;0,0305124552916794
181;161652101,950076;113846,441179736;2,10184177324426e-06;0,00460217837699398
182;0;0;0;0
183;29686470,8363586;12108,6721805043;3,85991049614228e-07;0,000489486265058099
184;4156285826,8599;51155,2223606489;5,40410861786081e-05;0,00206792110301295
185;324773653710,178;369071,140616815;0,00422278970692281;0,0149194933571762
186;8243189061495,71;3275561,84124023;0,107180042233863;0,132412745818406
187;3354583192988,13;2022789,36438343;0,0436171444836709;0,0817701227856726
188;147135939104,06;2295024,60155708;0,00191309892926692;0,0927750791900492
189;969299513,672217;1201353,31197507;1,26030789828567e-05;0,0485640322017014
190;1912745,08895968;10143,3569712179;2,4869998478491e-08;0,000410039502678626
191;0;0;0;0
192;210093081,813288;24906,5474516989;2,73168372262285e-06;0,00100683317756784
193;10281697170,491;56715,1536450081;0,000133685243508058;0,00229267819923217
194;880169939847,51;636648,137955028;0,0114441935787307;0,0257361430351996
195;12288520263618,7;6429708,95760196;0,159778468141473;0,259917369646398
196;481996104745,323;1460558,2950827;0,00626703603153648;0,059042247911437
197;3224745239,36727;409307,154103197;4,19289583643394e-05;0,0165460115805356
198;27250135,4231026;209265,378675962;3,54313196475039e-07;0,0084594352780471
199;4395361,06245253;4193,86358613326;5,7149603241207e-08;0,000169534577560431
200;1006774208,575;113007,454729495;1,30903345040413e-05;0,00456826282144498
201;127420283501,714;377042,057999855;0,001656750957097;0,0152417132109098
202;1490965139518,04;2811377,42247705;0,0193859082244275;0,113648351667544
203;775483009350,528;1977277,06226419;0,0100830274634938;0,0799303135608087
204;13048417745,1872;1743982,24672673;0,000169658848605917;0,0704995018076663
205;0;0;0;0
206;78688,6615264674;26143,4547815367;1,0231300050035e-09;0,00105683446095216
207;0;0;0;0
208;0;0;0;0
209;56499680,8461214;40736,6891987976;7,34623230658775e-07;0,00164675775753982
210;15090234396,9357;111967,675764816;0,000196207068395079;0,00452623034139104
211;666000647315,972;1634162,31871412;0,00865950992687213;0,0660600929616334
212;866753047245,982;1122784,34133036;0,0112697437262585;0,0453879257370917
213;10634520092,9787;595966,350313858;0,000138272736946726;0,0240916046422597
214;80757906,9084021;130406,025919915;1,0500348601237e-06;0,00527159027984772
215;0;0;0;0
216;264152,829924904;11082,2603833844;3,43458232685597e-09;0,00044799414523734
217;2531122,11193823;57678,5671192598;3,29102939205642e-08;0,00233162364727043
218;0;0;0;0
219;0;0;0;0
220;1615271194,00315;238243,582183642;2,10021671832171e-05;0,00963086286247753
221;148389776998,896;2209363,53073334;0,00192940164870237;0,0893122785630817
222;308390156674,287;1811586,37428771;0,00400976730853486;0,0732323606553616
223;37922408822,776;2286082,29562136;0,000493076811524379;0,0924135915002153
224;3614090,71090224;28544,4382240649;4,69913272814378e-08;0,00115389286671541
225;88155128,8987035;278812,013522193;1,14621542318238e-06;0,0112708188906162
226;236128231,008818;44926,8604499271;3,07019935892873e-06;0,00181614307453366
227;8972397,08093998;35962,6024558099;1,16661390500686e-07;0,00145376798508146
228;206744836,969957;314203,903773987;2,68814899097467e-06;0,0127015161557209
229;56327966494,6317;2441516,50530936;0,000732390556955974;0,0986969320373334
230;242883015006,257;1765978,19529151;0,00315802677969089;0,0713886756616516
231;165310234808,579;3878914,00339383;0,00214940574773842;0,156802917751774
232;1883320044,77152;118123,116981218;2,4487406564695e-05;0,00477506059180052
233;51170831,9558118;43885,6418869437;6,6533618108847e-07;0,00177405239952765
234;1340809035,43303;598523,378989485;1,74335403413859e-05;0,0241949710888379
235;6180885360,27299;499376,957686074;8,03654446130731e-05;0,0201870327505764
236;423387645,512933;274402,344263659;5,50499392757322e-06;0,0110925604900811
237;2971476,20830058;20779,8131384252;3,86358899603822e-08;0,000840012263120774
238;16221356,743452;56916,764361679;2,10914209037718e-07;0,00230082819910234
239;8080183118,26503;8420368,89620187;0,000105060597471708;0,340388678458846
240;252133508121,423;1966084,97862757;0,00327830404560959;0,0794778798723052
241;746878728859,61;3669440,32584125;0,00971110732819;0,148335062108751
242;48155598127,2966;934506,0528763;0,000626131343412868;0,0377768817817279
243;1051680809,14623;200726,509886485;1,36742215542952e-05;0,00811425630802663
244;67061750,7330988;157987,37244517;8,71953951587047e-07;0,00638655070611621
245;1178637008,11358;173386,527102082;1,53249383661577e-05;0,00700905287528055
246;27378509855,5759;2393898,1575295;0,000355982353519913;0,0967719871007177
247;52685023302,2494;1625386,20448588;0,000685024082366799;0,0657053234781373
248;6658148769,29518;420109,944163159;8,65709449302518e-05;0,0169827082950748
249;45810491,867504;44972,6659672266;5,95639674946652e-07;0,00181799473681734
250;0;0;0;0
251;857976869,624139;3068444,19564121;1,11556336311067e-05;0,124040131442477
252;112070665637,308;2903438,33955177;0,00145717131883959;0,117369862481032
253;739874797026,672;1583819,0539087;0,00962004042385757;0,0640249947862853
254;403228286842,229;314175,35847428;0,00524287681517721;0,0127003622280292
255;28135624584,3846;397358,562517983;0,000365826551924708;0,0160629964835403
256;2487818486,18891;464661,536700787;3,23472491569337e-05;0,01878368137524
257;370405997,447473;276803,015690255;4,81611305453822e-06;0,0111896062827756
258;0;0;0;0
259;0;0;0;0
260;100149356330,554;3891810,38897109;0,0013021674210218;0,157324246888021
261;153065072427,162;3447080,25514414;0,00199019102981677;0,139346281267956
262;36452696728,5623;3266148,20631962;0,000473967240804323;0,132032204919352
263;197531737,169139;167596,20790147;2,56835792244647e-06;0,0067749824770774
264;105117691,080855;380992,368670708;1,36676697398566e-06;0,0154014022988024
265;9633138466,6353;376021,9608367;0,000125252518169379;0,0152004763566168
266;416005476301,386;417469,501179113;0,00540900908457515;0,0168759698719766
267;8401393659292,72;798960,892309636;0,10923705868065;0,0322975448731525
268;1102544016509,31;666544,616258945;0,0143355579221325;0,0269446913619878
269;74525213837,6252;1414748,68269683;0,000968995798472562;0,0571904200862012
270;19794815371,6848;5357397,99862181;0,000257377227638612;0,216569802013247
271;26495252193,7743;539231,158084201;0,000344498012594449;0,0217981163945093
272;243342635027,545;4082109,17621047;0,00316400287619016;0,1650169683708
273;411971057604,705;3475805,2814908;0,00535655254584073;0,140507474307996
274;40236921598,4972;4088333,48077298;0,000523170695724046;0,165268582383259
275;521874109,529386;247040,667326846;6,78553999948776e-06;0,00998648008342088
276;0;0;0;0
277;594947637,22041;138424,180214482;7,73566060519908e-06;0,00559571965917192
278;135303466482,515;213238,702936696;0,00175925010864092;0,00862005467737172
279;2732262230807,67;565324,510914266;0,0355255689402832;0,022852925512242
280;7027166160146,51;853163,772403324;0,0913690029683988;0,034488665826544
281;1104626253694,5;831661,876024122;0,0143626316999852;0,0336194637543905
282;86543998799,6962;982372,902965288;0,00112526709957029;0,039711872284475
283;100992723284,357;566465,920313784;0,00131313309280888;0,0228990663454848
284;246514034510,669;4042444,72488793;0,00320523821945427;0,163413555226565
285;645761862427,305;10173280,0188963;0,0083963600945746;0,411249125057441
286;37365346296,9578;1913342,30664702;0,000485833742780148;0,077345787010917
287;642403624,233107;328806,342447065;8,35269542683492e-06;0,0132918115291751
288;69502292,4150338;33710,9112127305;9,0368649570218e-07;0,00136274463254463
289;21159212914,051;135976,685012735;0,000275117471750888;0,00549678104169252
290;760611451031,5;167517,438719929;0,00988966367712107;0,00677179827719987
291;6495622376995,28;486958,60622281;0,0844577354113547;0,0196850278746232
292;8607542690531,71;1812277,87116438;0,111917460853866;0,073260314027822
293;1121946423242,49;479466,085123737;0,0145878329527774;0,0193821469217009
294;211392702833,359;300005,75920664;0,00274858172590533;0,0121275641441853
295;198927713146,39;239147,302056474;0,00258650875740646;0,00966739523023983
296;385938806917,94;788985,531846701;0,00501807459668355;0,0318942965348688
297;394390431374,907;1314707,84292015;0,00512796476898031;0,0531463253840251
298;58218349536,0143;1154427,56943672;0,000756969798400279;0,0466670854425713
299;1222264799,96873;233237,775256816;1,5892198020003e-05;0,00942850593186713
300;7929750,65756647;5919,33106923359;1,03104636329639e-07;0,000239285630458025
301;2529562155,84667;55552,96209872;3,28900109744218e-05;0,00224569725939051
302;382665204593,057;353401,81770845;0,00497551038605824;0,0142860697883431
303;7351949500541,33;414541,81475851;0,0955919186240608;0,0167576197944521
304;9273726236393,51;320030,232760534;0,120579348874183;0,0129370422292747
305;2690591294466,81;326755,364401686;0,0349837528198935;0,0132089018948086
306;510807295683,943;178704,404614299;0,00664164646914409;0,00722402508385041
307;201278015092,162;216169,728330636;0,00261706798150419;0,00873853973101618
308;682037747565,402;406749,703731022;0,00886802838607761;0,0164426280871116
309;366882523045,923;722410,264373461;0,00477029994357464;0,0292030287777659
310;59331944809,2953;1160664,33196085;0,000771449047575723;0,0469192030611244
311;3209549624,99503;639851,391602947;4,17313811186841e-05;0,0258656327629567
312;492768401,412459;47591,5389940938;6,40710017456729e-06;0,00192386120652378
313;153095811985,258;204358,854955904;0,00199059071337497;0,00826109181525051
314;3913400364304,87;443600,980387803;0,0508830275752651;0,0179323202271295
315;9979980959798,82;421568,873877089;0,129762252543835;0,0170416847085088
316;3287926898272,18;209692,520280479;0,0427504623744155;0,00847670223725858
317;1245613475966,12;149843,546585966;0,0161957834480256;0,00605734112444768
318;489720004338,98;109920,955988842;0,00636746413993997;0,00444349284517116
319;513046517722,806;45224,7974852826;0,00667076140402014;0,00182818701167926
320;1844703654450,66;416479,180335776;0,0239853064291003;0,0168359367086712
321;110805942039,27;522783,804948919;0,00144072706072048;0,0211332413911838
322;2625699850,31814;310614,569409016;3,41400177469036e-05;0,0125564193320425
323;16606423,7816105;26471,0810819231;2,15920948675109e-07;0,00107007856994449
324;95005364,1037598;25967,6450147472;1,23528392484023e-06;0,00104972744997493
325;24431364625,4567;172934,299610612;0,000317662821130565;0,006990771833193
326;1745890749457,44;712295,694857103;0,0227005158885201;0,0287941529917649
327;10740466419715,1;533418,04558385;0,139650278052409;0,0215631245899793
328;3432128887697,73;245478,709159733;0,0446254133432136;0,00992333880269249
329;1592956106294,29;177678,852383029;0,0207120207331908;0,00718256771149588
330;1274635068666,21;125133,722027551;0,0165731295828872;0,00505846035923764
331;0;0;0;0
332;1919250980814,56;330212,665879896;0,0249545897402676;0,0133486613632724
333;282638184352,69;658405,004280343;0,00367493361001803;0,0266156521240734
334;16235633071,3279;756170,453853008;0,000211099833486372;0,0305677654565409
335;237491817,537717;46830,0322100816;3,08792905803748e-06;0,00189307772292079
336;50946869,8780906;25138,6488287428;6,62424169151116e-07;0,00101621574524086
337;7915286376,3064;209513,936763224;0,000102916568063247;0,00846948309897826
338;760316772271,635;582469,01122408;0,00988583218888367;0,0235459822981421
339;11861542543932,2;887337,349855478;0,154226795155749;0,0358701134816932
340;12366876821197,6;901491,28743535;0,160797280046423;0,0364422784506145
341;1457863326328,88;226395,19531905;0,0189555100242693;0,00915189848497541
342;1397563550016,55;143232,564747935;0,0181714769851586;0,00579009590052665
343;1527827299235,9;151633,734379037;0,0198651994072352;0,0061297084594882
344;1536611084376,05;258212,356375888;0,0199794084172762;0,0104380893321881
345;553499068500,523;594761,806736247;0,00719673576521433;0,0240429116453633
346;257561944619,686;982754,379159374;0,00334888595860554;0,0397272932451442
347;4040662615,14033;82313,3850509015;5,2537723751413e-05;0,003327472311764
348;0;0;0;0
349;8106363832,1718;226657,552441692;0,000105401005777439;0,00916250412415357
350;948354241498,892;882295,81979334;0,0123307432230689;0,0356663124634224
351;7239547033593,99;1929124,25153843;0,0941304331401381;0,0779837632600951
352;13991156576371,8;1007500,28642517;0,181916578834845;0,0407276326335136
353;3421326584203,33;326628,237461024;0,0444849590437774;0,0132037628597067
354;3179309198614,31;206280,57536531;0,0413381873980894;0,00833877628235503
355;1518579687629,95;173647,531288528;0,0197449596074327;0,00701960382277366
356;3611123912519,66;364653,575580003;0,0469527522137581;0,0147409157742433
357;2754389972919,49;372142,299098243;0,0358132794751734;0,0150436432120955
358;1843849653591,86;1623334,79555683;0,0239742024925739;0,0656223964255405
359;81796390145,3846;278724,058234322;0,00106353748348568;0,011267263347555
360;1620144934,64701;61745,4361930224;2,10655367995329e-05;0,00249602454306819
361;77186073,1162322;18346,5579530853;1,00359296805485e-06;0,00074164929029846
362;1420573,4738478;13328,9009443879;1,84706578712979e-08;0,000538813326790888
363;4201025,64457923;120123,188206951;5,46228046757722e-08;0,00485591234660405
364;5013457,83578487;183592,210256051;6,51862548060511e-08;0,00742161187885533
365;1707033,90732377;63399,2015729528;2,21952893372555e-08;0,0025628770787581
366;0;0;0;0
367;6873611930,29109;157904,626337368;8,93724517891994e-05;0,00638320574123053
368;1105822579669,05;1518458,9861188;0,0143781866347952;0,0613828507931616
369;8218526202298,83;2655206,48259152;0,106859369461395;0,107335229226401
370;11251532828946;945533,559590763;0,146295293581839;0,0382226625406831
371;10341934240697,9;616838,880785802;0,134468461226426;0,0249353649514596
372;8757273807816,29;288960,682538484;0,113864302950361;0,0116810731297303
373;885262286725,155;89158,8346868027;0,0115104055689379;0,00360419576458945
374;9181668416567,16;366533,397620923;0,119382389670246;0,0148169065233583
375;9006735783198,47;496300,896730102;0,117107871047337;0,0200626847158799
376;4108765654542,51;1310408,58185373;0,0534232168033041;0,0529725301725816
377;1433080367428,65;560115,39405172;0,0186332756848903;0,0226423498917867
378;94831276146,3744;409310,933023254;0,00123302038890944;0,0165461643412544
379;4338098622,25086;116922,670501003;5,64050624192699e-05;0,00472653321776289
380;207308292,171422;40493,0737986428;2,69547517891471e-06;0,00163690974195605
381;11777978,7692746;11276,6104215562;1,53140277689001e-07;0,000455850636261334
382;4943854,90738084;49458,6972982437;6,42812598156061e-08;0,0019993400311997
383;136273763,556181;549257,67979327;1,77186615815272e-06;0,0222034328974037
384;454169827,256108;739644,575575848;5,90523168927818e-06;0,029899716118504
385;0;0;0;0
386;1086296431,27809;658149,294415588;1,41243026836211e-05;0,026605315196558
387;109106678,122255;430552,862401017;1,41863279877483e-06;0,0174048573935355
388;9491797,89808437;433509,522711147;1,23414772123082e-07;0,0175243787242543
389;350576,307545335;22275,809905526;4,55828237937839e-09;0,000900487091339029
390;42923812,8919596;19969,2810423707;5,58106340189156e-07;0,000807246958841894
391;7905011549,03868;238480,297401005;0,000102782972143964;0,00964043194205141
392;879619758138,921;643752,414323601;0,0114370399761234;0,0260233294131736
393;16785770185253,4;1504919,99633583;0,218252856262516;0,0608355447431888
394;16568476479776,5;1076486,95691446;0,215427548198316;0,0435163800017811
395;4442284896946,63;436171,523746256;0,0577597188803527;0,0176319886194461
396;3953930237788,12;245094,659182615;0,0514100073059567;0,00990781379829128
397;3609945539639,26;174310,175801436;0,0469374307096476;0,00704639085465043
398;4040700998317,16;285455,99245754;0,0525382228192474;0,0115393980036443
399;4264430952718,44;428489,672338411;0,0554472166301159;0,0173214540952386
400;14849911933041,2;1654255,05642236;0,193082334552654;0,0668723305867823
401;12245613430053,6;1531014,12118567;0,159220582570813;0,0618903850693869
402;1679028817812,11;661411,805684122;0,0218311600355702;0,0267372003803122
403;480092168512,406;868791,888527722;0,00624228056804628;0,0351204236343028
404;26801864033,3257;161307,382875742;0,000348484657771134;0,00652076026116808
405;1626223371,08604;84485,4724882317;2,11445701771968e-05;0,00341527772520893
406;84296401,998812;20225,2696424277;1,0960432739069e-06;0,000817595154075153
407;0;0;0;0
408;22546631,7076271;56423,702150803;2,93157044030765e-07;0,00228089643644123
409;871275878,527792;1460966,49060908;1,13285507297355e-05;0,0590587489860919
410;5582047345,63528;2413078,99752601;7,25792003305154e-05;0,0975473617735646
411;33755443701,5693;3480010,19353707;0,00043889687044258;0,140677455513345
412;0;0;0;0
413;0;0;0;0
414;0;0;0;0
415;114192495,535746;926067,228170192;1,48475989122717e-06;0,0374357470375299
416;580678,78075853;25880,3346776836;7,55013330177269e-09;0,00104619797868748
417;117641622,733943;33608,2514449536;1,52960632092991e-06;0,00135859466915048
418;54671105122,3436;474012,246774179;0,000710847623689164;0,0191616785727226
419;2633874520038,43;1381129,26434998;0,0342463068832235;0,0558313740013198
420;17712595765064,8;1879176,68637886;0,23030367834685;0,0759646610204569
421;16149194379279,4;967247,467511519;0,209975935611983;0,039100435060205
422;4210536731078,56;436275,346377246;0,054746470243198;0,0176361855909318
