"dist";"hwi";"disp.rate";"species"
260;23,59;1,63444963784832e-05;"Acridotheres_tristis"
270;23,59;1,06972082045591e-05;"Acridotheres_tristis"
280;23,59;7,00114954427892e-06;"Acridotheres_tristis"
290;23,59;4,58213900337722e-06;"Acridotheres_tristis"
300;23,59;2,99893577668654e-06;"Acridotheres_tristis"
0;48,5;1;"Anas_chlorotis"
10;48,5;0,813682069723415;"Anas_chlorotis"
20;48,5;0,662078510589381;"Anas_chlorotis"
30;48,5;0,538721412815764;"Anas_chlorotis"
40;48,5;0,438347954184253;"Anas_chlorotis"
50;48,5;0,356675870619668;"Anas_chlorotis"
60;48,5;0,290220760626212;"Anas_chlorotis"
70;48,5;0,23614742918304;"Anas_chlorotis"
80;48,5;0,19214892893752;"Anas_chlorotis"
90;48,5;0,156348138193019;"Anas_chlorotis"
100;48,5;0,127217676682298;"Anas_chlorotis"
110;48,5;0,103514742468257;"Anas_chlorotis"
120;48,5;0,0842280898984573;"Anas_chlorotis"
130;48,5;0,0685348865174266;"Anas_chlorotis"
140;48,5;0,0557656083097591;"Anas_chlorotis"
150;48,5;0,04537547558887;"Anas_chlorotis"
160;48,5;0,0369212108918361;"Anas_chlorotis"
170;48,5;0,0300421272951639;"Anas_chlorotis"
180;48,5;0,0244447403164233;"Anas_chlorotis"
190;48,5;0,0198902468945187;"Anas_chlorotis"
200;48,5;0,0161843372604417;"Anas_chlorotis"
210;48,5;0,013168905039178;"Anas_chlorotis"
220;48,5;0,0107153019082695;"Anas_chlorotis"
230;48,5;0,00871884903443196;"Anas_chlorotis"
240;48,5;0,0070943711279426;"Anas_chlorotis"
250;48,5;0,00577256258277037;"Anas_chlorotis"
260;48,5;0,00469703066995654;"Anas_chlorotis"
270;48,5;0,0038218896370846;"Anas_chlorotis"
280;48,5;0,00310980307015747;"Anas_chlorotis"
290;48,5;0,00253039099855796;"Anas_chlorotis"
300;48,5;0,00205893378491614;"Anas_chlorotis"
0;19,125;1;"Anthornis_melanura"
10;19,125;0,592813271758992;"Anthornis_melanura"
20;19,125;0,351427575173601;"Anthornis_melanura"
30;19,125;0,208330930624991;"Anthornis_melanura"
40;19,125;0,123501340592397;"Anthornis_melanura"
50;19,125;0,0732132337832003;"Anthornis_melanura"
60;19,125;0,043401776655075;"Anthornis_melanura"
70;19,125;0,025729149219048;"Anthornis_melanura"
80;19,125;0,0152525811281192;"Anthornis_melanura"
90;19,125;0,00904193252132979;"Anthornis_melanura"
100;19,125;0,00536017760099355;"Anthornis_melanura"
110;19,125;0,00317758442085425;"Anthornis_melanura"
120;19,125;0,00188371421681701;"Anthornis_melanura"
130;19,125;0,00111669078793022;"Anthornis_melanura"
140;19,125;0,00066198911953604;"Anthornis_melanura"
150;19,125;0,000392435935821014;"Anthornis_melanura"
160;19,125;0,000232641231069857;"Anthornis_melanura"
170;19,125;0,000137912809336562;"Anthornis_melanura"
180;19,125;8,17565437202814e-05;"Anthornis_melanura"
190;19,125;4,84663641705271e-05;"Anthornis_melanura"
200;19,125;2,8731503914193e-05;"Anthornis_melanura"
210;19,125;1,7032416837929e-05;"Anthornis_melanura"
220;19,125;1,00970427516556e-05;"Anthornis_melanura"
230;19,125;5,9856609486994e-06;"Anthornis_melanura"
240;19,125;3,54837925063853e-06;"Anthornis_melanura"
250;19,125;2,10352631301275e-06;"Anthornis_melanura"
260;19,125;1,24699831584822e-06;"Anthornis_melanura"
270;19,125;7,39237151495934e-07;"Anthornis_melanura"
280;19,125;4,38229594384101e-07;"Anthornis_melanura"
290;19,125;2,59788319628455e-07;"Anthornis_melanura"
300;19,125;1,54005963723715e-07;"Anthornis_melanura"
0;22,6375;1;"Anthus_novaeseelandiae"
10;22,6375;0,642913626737671;"Anthus_novaeseelandiae"
20;22,6375;0,413337931444986;"Anthus_novaeseelandiae"
30;22,6375;0,265740588573543;"Anthus_novaeseelandiae"
40;22,6375;0,17084824557122;"Anthus_novaeseelandiae"
50;22,6375;0,109840665181961;"Anthus_novaeseelandiae"
60;22,6375;0,070618060415413;"Anthus_novaeseelandiae"
70;22,6375;0,0454013133348532;"Anthus_novaeseelandiae"
80;22,6375;0,0291891230147639;"Anthus_novaeseelandiae"
90;22,6375;0,0187660849387139;"Anthus_novaeseelandiae"
100;22,6375;0,0120649717276157;"Anthus_novaeseelandiae"
110;22,6375;0,00775673472988889;"Anthus_novaeseelandiae"
120;22,6375;0,00498691045683492;"Anthus_novaeseelandiae"
130;22,6375;0,00320615268801976;"Anthus_novaeseelandiae"
140;22,6375;0,00206127925252952;"Anthus_novaeseelandiae"
150;22,6375;0,00132522451996287;"Anthus_novaeseelandiae"
160;22,6375;0,000852004902371017;"Anthus_novaeseelandiae"
170;22,6375;0,000547765561781626;"Anthus_novaeseelandiae"
180;22,6375;0,000352165943927023;"Anthus_novaeseelandiae"
190;22,6375;0,000226412284223618;"Anthus_novaeseelandiae"
200;22,6375;0,000145563542788167;"Anthus_novaeseelandiae"
210;22,6375;9,35847852147245e-05;"Anthus_novaeseelandiae"
220;22,6375;6,01669336698645e-05;"Anthus_novaeseelandiae"
230;22,6375;3,86821415353775e-05;"Anthus_novaeseelandiae"
240;22,6375;2,48692759044895e-05;"Anthus_novaeseelandiae"
250;22,6375;1,59887963660951e-05;"Anthus_novaeseelandiae"
260;22,6375;1,02794150588963e-05;"Anthus_novaeseelandiae"
270;22,6375;6,60877601625685e-06;"Anthus_novaeseelandiae"
280;22,6375;4,24887215690864e-06;"Anthus_novaeseelandiae"
290;22,6375;2,73165780794285e-06;"Anthus_novaeseelandiae"
300;22,6375;1,75622002831081e-06;"Anthus_novaeseelandiae"
0;49,3625;1;"Branta_canadensis"
10;49,3625;0,816618755646323;"Branta_canadensis"
20;49,3625;0,666866192073349;"Branta_canadensis"
30;49,3625;0,544575439953541;"Branta_canadensis"
40;49,3625;0,444710518130409;"Branta_canadensis"
50;49,3625;0,363158949938486;"Branta_canadensis"
60;49,3625;0,296562409800592;"Branta_canadensis"
70;49,3625;0,242178426062835;"Branta_canadensis"
80;49,3625;0,197767444935817;"Branta_canadensis"
90;49,3625;0,16150060479084;"Branta_canadensis"
100;49,3625;0,131884422920424;"Branta_canadensis"
110;49,3625;0,10769929333441;"Branta_canadensis"
120;49,3625;0,0879492629067344;"Branta_canadensis"
130;49,3625;0,0718210176349088;"Branta_canadensis"
140;49,3625;0,0586503900502719;"Branta_canadensis"
150;49,3625;0,0478950085410245;"Branta_canadensis"
160;49,3625;0,0391119622764414;"Branta_canadensis"
170;49,3625;0,0319395619650735;"Branta_canadensis"
180;49,3625;0,026082445347807;"Branta_canadensis"
190;49,3625;0,0212994140641394;"Branta_canadensis"
200;49,3625;0,0173935010090533;"Branta_canadensis"
210;49,3625;0,0142038591503462;"Branta_canadensis"
220;49,3625;0,0115991377847313;"Branta_canadensis"
230;49,3625;0,00947207346433755;"Branta_canadensis"
240;49,3625;0,00773507284583789;"Branta_canadensis"
250;49,3625;0,0063166055622018;"Branta_canadensis"
260;49,3625;0,00515825857411388;"Branta_canadensis"
270;49,3625;0,00421233069809485;"Branta_canadensis"
280;49,3625;0,00343986825304903;"Branta_canadensis"
290;49,3625;0,00280906093239219;"Branta_canadensis"
300;49,3625;0,00229393184314481;"Branta_canadensis"
0;25,875;1;"Cacatua_galerita"
10;25,875;0,679448778121663;"Cacatua_galerita"
20;25,875;0,46165064209102;"Cacatua_galerita"
30;25,875;0,313667964687825;"Cacatua_galerita"
40;25,875;0,213121315343051;"Cacatua_galerita"
50;25,875;0,144805017301518;"Cacatua_galerita"
60;25,875;0,0983875920714024;"Cacatua_galerita"
70;25,875;0,0668493292152469;"Cacatua_galerita"
80;25,875;0,0454206950535523;"Cacatua_galerita"
90;25,875;0,0308610357555728;"Cacatua_galerita"
100;25,875;0,0209684930356928;"Cacatua_galerita"
110;25,875;0,0142470169721541;"Cacatua_galerita"
120;25,875;0,00968011827360869;"Cacatua_galerita"
130;25,875;0,0065771445330766;"Cacatua_galerita"
140;25,875;0,00446883281652847;"Cacatua_galerita"
150;25,875;0,00303634299682026;"Cacatua_galerita"
160;25,875;0,00206303953914779;"Cacatua_galerita"
170;25,875;0,00140172969409064;"Cacatua_galerita"
180;25,875;0,00095240352790674;"Cacatua_galerita"
190;25,875;0,000647109413314995;"Cacatua_galerita"
200;25,875;0,000439677700187899;"Cacatua_galerita"
210;25,875;0,000298738476160011;"Cacatua_galerita"
220;25,875;0,000202977492604847;"Cacatua_galerita"
230;25,875;0,000137912809336562;"Cacatua_galerita"
240;25,875;9,37046897910528e-05;"Cacatua_galerita"
250;25,875;6,36675369828003e-05;"Cacatua_galerita"
260;25,875;4,32588302089794e-05;"Cacatua_galerita"
270;25,875;2,93921593284635e-05;"Cacatua_galerita"
280;25,875;1,99704667420818e-05;"Cacatua_galerita"
290;25,875;1,35689092264268e-05;"Cacatua_galerita"
300;25,875;9,21937879433941e-06;"Cacatua_galerita"
0;NA;NA;"Callaeas_cinereus"
10;NA;NA;"Callaeas_cinereus"
20;NA;NA;"Callaeas_cinereus"
30;NA;NA;"Callaeas_cinereus"
40;NA;NA;"Callaeas_cinereus"
50;NA;NA;"Callaeas_cinereus"
60;NA;NA;"Callaeas_cinereus"
70;NA;NA;"Callaeas_cinereus"
80;NA;NA;"Callaeas_cinereus"
90;NA;NA;"Callaeas_cinereus"
100;NA;NA;"Callaeas_cinereus"
110;NA;NA;"Callaeas_cinereus"
120;NA;NA;"Callaeas_cinereus"
130;NA;NA;"Callaeas_cinereus"
140;NA;NA;"Callaeas_cinereus"
150;NA;NA;"Callaeas_cinereus"
160;NA;NA;"Callaeas_cinereus"
170;NA;NA;"Callaeas_cinereus"
180;NA;NA;"Callaeas_cinereus"
190;NA;NA;"Callaeas_cinereus"
200;NA;NA;"Callaeas_cinereus"
210;NA;NA;"Callaeas_cinereus"
220;NA;NA;"Callaeas_cinereus"
230;NA;NA;"Callaeas_cinereus"
240;NA;NA;"Callaeas_cinereus"
250;NA;NA;"Callaeas_cinereus"
260;NA;NA;"Callaeas_cinereus"
270;NA;NA;"Callaeas_cinereus"
280;NA;NA;"Callaeas_cinereus"
290;NA;NA;"Callaeas_cinereus"
300;NA;NA;"Callaeas_cinereus"
0;33,351724137931;1;"Carduelis_carduelis"
10;33,351724137931;0,740940781392941;"Carduelis_carduelis"
20;33,351724137931;0,548993241531183;"Carduelis_carduelis"
30;33,351724137931;0,406771481359558;"Carduelis_carduelis"
40;33,351724137931;0,301393579246915;"Carduelis_carduelis"
50;33,351724137931;0,223314794114025;"Carduelis_carduelis"
60;33,351724137931;0,165463038047449;"Carduelis_carduelis"
70;33,351724137931;0,122598312702527;"Carduelis_carduelis"
80;33,351724137931;0,0908380896112667;"Carduelis_carduelis"
90;33,351724137931;0,067305645096814;"Carduelis_carduelis"
100;33,351724137931;0,0498694972701893;"Carduelis_carduelis"
110;33,351724137931;0,0369503442750472;"Carduelis_carduelis"
120;33,351724137931;0,0273780169598917;"Carduelis_carduelis"
130;33,351724137931;0,0202854892792514;"Carduelis_carduelis"
140;33,351724137931;0,0150303462775066;"Carduelis_carduelis"
150;33,351724137931;0,0111365965154623;"Carduelis_carduelis"
160;33,351724137931;0,00825155852422452;"Carduelis_carduelis"
170;33,351724137931;0,0061139162206485;"Carduelis_carduelis"
180;33,351724137931;0,00453004986189828;"Carduelis_carduelis"
190;33,351724137931;0,0033564986844239;"Carduelis_carduelis"
200;33,351724137931;0,00248696675798142;"Carduelis_carduelis"
210;33,351724137931;0,00184269509295703;"Carduelis_carduelis"
220;33,351724137931;0,00136532794204452;"Carduelis_carduelis"
230;33,351724137931;0,00101162715223608;"Carduelis_carduelis"
240;33,351724137931;0,000749555812656118;"Carduelis_carduelis"
250;33,351724137931;0,000555376469527046;"Carduelis_carduelis"
260;33,351724137931;0,000411501075298622;"Carduelis_carduelis"
270;33,351724137931;0,000304897928275797;"Carduelis_carduelis"
280;33,351724137931;0,000225911309221758;"Carduelis_carduelis"
290;33,351724137931;0,000167386901980272;"Carduelis_carduelis"
300;33,351724137931;0,000124023781948206;"Carduelis_carduelis"
0;32,7068965517241;1;"Chloris_chloris"
10;32,7068965517241;0,736573748315733;"Chloris_chloris"
20;32,7068965517241;0,542540886707888;"Chloris_chloris"
30;32,7068965517241;0,39962137453697;"Chloris_chloris"
40;32,7068965517241;0,294350613749781;"Chloris_chloris"
50;32,7068965517241;0,216810934888713;"Chloris_chloris"
60;32,7068965517241;0,159697242986818;"Chloris_chloris"
70;32,7068965517241;0,117628796862489;"Chloris_chloris"
80;32,7068965517241;0,0866422838148731;"Chloris_chloris"
90;32,7068965517241;0,0638184317521566;"Chloris_chloris"
100;32,7068965517241;0,0470069814873177;"Chloris_chloris"
110;32,7068965517241;0,0346241085511219;"Chloris_chloris"
120;32,7068965517241;0,0255032094175906;"Chloris_chloris"
130;32,7068965517241;0,0187849945547958;"Chloris_chloris"
140;32,7068965517241;0,0138365338513166;"Chloris_chloris"
150;32,7068965517241;0,0101916276025618;"Chloris_chloris"
160;32,7068965517241;0,00750688534465701;"Chloris_chloris"
170;32,7068965517241;0,00552937467649045;"Chloris_chloris"
180;32,7068965517241;0,00407279223130467;"Chloris_chloris"
190;32,7068965517241;0,00299991183992327;"Chloris_chloris"
200;32,7068965517241;0,00220965630854903;"Chloris_chloris"
210;32,7068965517241;0,00162757482967747;"Chloris_chloris"
220;32,7068965517241;0,00119882889295987;"Chloris_chloris"
230;32,7068965517241;0,000883025891276651;"Chloris_chloris"
240;32,7068965517241;0,000650413690597484;"Chloris_chloris"
250;32,7068965517241;0,000479077650039258;"Chloris_chloris"
260;32,7068965517241;0,000352876020423709;"Chloris_chloris"
270;32,7068965517241;0,00025991921305423;"Chloris_chloris"
280;32,7068965517241;0,00019144966901863;"Chloris_chloris"
290;32,7068965517241;0,000141016800322859;"Chloris_chloris"
300;32,7068965517241;0,000103869273189299;"Chloris_chloris"
0;53,01;1;"Chroicocephalus_novaehollandiae"
10;53,01;0,828081539207996;"Chroicocephalus_novaehollandiae"
20;53,01;0,685719035577084;"Chroicocephalus_novaehollandiae"
30;53,01;0,567831274444895;"Chroicocephalus_novaehollandiae"
40;53,01;0,470210595752767;"Chroicocephalus_novaehollandiae"
50;53,01;0,38937271388286;"Chroicocephalus_novaehollandiae"
60;53,01;0,322432356237713;"Chroicocephalus_novaehollandiae"
70;53,01;0,267000281843787;"Chroicocephalus_novaehollandiae"
80;53,01;0,221098004358172;"Chroicocephalus_novaehollandiae"
90;53,01;0,183087175764731;"Chroicocephalus_novaehollandiae"
100;53,01;0,151611110316503;"Chroicocephalus_novaehollandiae"
110;53,01;0,125546361591924;"Chroicocephalus_novaehollandiae"
120;53,01;0,103962624349004;"Chroicocephalus_novaehollandiae"
130;53,01;0,0860895299910257;"Chroicocephalus_novaehollandiae"
140;53,01;0,0712891505046615;"Chroicocephalus_novaehollandiae"
150;53,01;0,0590332294787306;"Chroicocephalus_novaehollandiae"
160;53,01;0,0488843275311661;"Chroicocephalus_novaehollandiae"
170;53,01;0,0404802091851558;"Chroicocephalus_novaehollandiae"
180;53,01;0,0335209139295055;"Chroicocephalus_novaehollandiae"
190;53,01;0,0277580500024037;"Chroicocephalus_novaehollandiae"
200;53,01;0,022985928771403;"Chroicocephalus_novaehollandiae"
210;53,01;0,0190342232771487;"Chroicocephalus_novaehollandiae"
220;53,01;0,01576188890897;"Chroicocephalus_novaehollandiae"
230;53,01;0,0130521292285653;"Chroicocephalus_novaehollandiae"
240;53,01;0,0108082272615321;"Chroicocephalus_novaehollandiae"
250;53,01;0,00895009346683929;"Chroicocephalus_novaehollandiae"
260;53,01;0,00741140717407571;"Chroicocephalus_novaehollandiae"
270;53,01;0,0061372494604058;"Chroicocephalus_novaehollandiae"
280;53,01;0,00508214297967628;"Chroicocephalus_novaehollandiae"
290;53,01;0,00420842878108544;"Chroicocephalus_novaehollandiae"
300;53,01;0,00348492218268847;"Chroicocephalus_novaehollandiae"
0;36,1;1;"Cyanoramphus_auriceps"
10;36,1;0,758048197514824;"Cyanoramphus_auriceps"
20;36,1;0,574637069755474;"Cyanoramphus_auriceps"
30;36,1;0,435602594953338;"Cyanoramphus_auriceps"
40;36,1;0,330207761937158;"Cyanoramphus_auriceps"
50;36,1;0,250313398741867;"Cyanoramphus_auriceps"
60;36,1;0,189749620730081;"Cyanoramphus_auriceps"
70;36,1;0,14383935797356;"Cyanoramphus_auriceps"
80;36,1;0,109037166043547;"Cyanoramphus_auriceps"
90;36,1;0,0826554271814351;"Cyanoramphus_auriceps"
100;36,1;0,0626567975897047;"Cyanoramphus_auriceps"
110;36,1;0,0474968724749268;"Cyanoramphus_auriceps"
120;36,1;0,0360049185672098;"Cyanoramphus_auriceps"
130;36,1;0,0272934636215414;"Cyanoramphus_auriceps"
140;36,1;0,0206897609022459;"Cyanoramphus_auriceps"
150;36,1;0,0156838359589602;"Cyanoramphus_auriceps"
160;36,1;0,0118891035788079;"Cyanoramphus_auriceps"
170;36,1;0,00901251353798242;"Cyanoramphus_auriceps"
180;36,1;0,00683191964254552;"Cyanoramphus_auriceps"
190;36,1;0,00517892437059776;"Cyanoramphus_auriceps"
200;36,1;0,00392587428419722;"Cyanoramphus_auriceps"
210;36,1;0,00297600192480551;"Cyanoramphus_auriceps"
220;36,1;0,00225595289489946;"Cyanoramphus_auriceps"
230;36,1;0,00171012102565689;"Cyanoramphus_auriceps"
240;36,1;0,00129635416103141;"Cyanoramphus_auriceps"
250;36,1;0,0009826989351107;"Cyanoramphus_auriceps"
260;36,1;0,000744933156460403;"Cyanoramphus_auriceps"
270;36,1;0,000564695236523837;"Cyanoramphus_auriceps"
280;36,1;0,000428066206192102;"Cyanoramphus_auriceps"
290;36,1;0,000324494816020932;"Cyanoramphus_auriceps"
300;36,1;0,000245982710387572;"Cyanoramphus_auriceps"
0;35,275;1;"Cyanoramphus_malherbi"
10;35,275;0,753152996866571;"Cyanoramphus_malherbi"
20;35,275;0,567239436689097;"Cyanoramphus_malherbi"
30;35,275;0,427218081683299;"Cyanoramphus_malherbi"
40;35,275;0,321760578535364;"Cyanoramphus_malherbi"
50;35,275;0,242334943997431;"Cyanoramphus_malherbi"
60;35,275;0,182515289317158;"Cyanoramphus_malherbi"
70;35,275;0,137461937123187;"Cyanoramphus_malherbi"
80;35,275;0,103529869899412;"Cyanoramphus_malherbi"
90;35,275;0,0779738317799485;"Cyanoramphus_malherbi"
100;35,275;0,0587262250822381;"Cyanoramphus_malherbi"
110;35,275;0,0442298324153484;"Cyanoramphus_malherbi"
120;35,275;0,0333118308345259;"Cyanoramphus_malherbi"
130;35,275;0,0250889052241354;"Cyanoramphus_malherbi"
140;35,275;0,0188957841576589;"Cyanoramphus_malherbi"
150;35,275;0,0142314164664847;"Cyanoramphus_malherbi"
160;35,275;0,0107184339613892;"Cyanoramphus_malherbi"
170;35,275;0,00807262065973672;"Cyanoramphus_malherbi"
180;35,275;0,00607991844244771;"Cyanoramphus_malherbi"
190;35,275;0,00457910879563382;"Cyanoramphus_malherbi"
200;35,275;0,00344876951240969;"Cyanoramphus_malherbi"
210;35,275;0,00259745109377342;"Cyanoramphus_malherbi"
220;35,275;0,0019562780754898;"Cyanoramphus_malherbi"
230;35,275;0,00147337669525951;"Cyanoramphus_malherbi"
240;35,275;0,00110967807354807;"Cyanoramphus_malherbi"
250;35,275;0,00083575736664985;"Cyanoramphus_malherbi"
260;35,275;0,000629453165345648;"Cyanoramphus_malherbi"
270;35,275;0,000474074537867224;"Cyanoramphus_malherbi"
280;35,275;0,000357050658932835;"Cyanoramphus_malherbi"
290;35,275;0,000268913773808448;"Cyanoramphus_malherbi"
300;35,275;0,000202533214642532;"Cyanoramphus_malherbi"
0;38,06875;1;"Cyanoramphus_novaezelandiae"
10;38,06875;0,768985898936936;"Cyanoramphus_novaezelandiae"
20;38,06875;0,591339312763848;"Cyanoramphus_novaezelandiae"
30;38,06875;0,454731593002457;"Cyanoramphus_novaezelandiae"
40;38,06875;0,34968218282002;"Cyanoramphus_novaezelandiae"
50;38,06875;0,268900667698083;"Cyanoramphus_novaezelandiae"
60;38,06875;0,206780821674553;"Cyanoramphus_novaezelandiae"
70;38,06875;0,159011536038324;"Cyanoramphus_novaezelandiae"
80;38,06875;0,122277628981774;"Cyanoramphus_novaezelandiae"
90;38,06875;0,0940297724424264;"Cyanoramphus_novaezelandiae"
100;38,06875;0,0723075690884748;"Cyanoramphus_novaezelandiae"
110;38,06875;0,0556035010154454;"Cyanoramphus_novaezelandiae"
120;38,06875;0,0427583082124031;"Cyanoramphus_novaezelandiae"
130;38,06875;0,0328805360777374;"Cyanoramphus_novaezelandiae"
140;38,06875;0,0252846685932673;"Cyanoramphus_novaezelandiae"
150;38,06875;0,0194435536075161;"Cyanoramphus_novaezelandiae"
160;38,06875;0,0149518185494043;"Cyanoramphus_novaezelandiae"
170;38,06875;0,0114977376279556;"Cyanoramphus_novaezelandiae"
180;38,06875;0,00884159810557449;"Cyanoramphus_novaezelandiae"
190;38,06875;0,00679906426725431;"Cyanoramphus_novaezelandiae"
200;38,06875;0,00522838454748456;"Cyanoramphus_novaezelandiae"
210;38,06875;0,0040205539912354;"Cyanoramphus_novaezelandiae"
220;38,06875;0,00309174932517464;"Cyanoramphus_novaezelandiae"
230;38,06875;0,00237751163410708;"Cyanoramphus_novaezelandiae"
240;38,06875;0,00182827292118686;"Cyanoramphus_novaezelandiae"
250;38,06875;0,00140591609580094;"Cyanoramphus_novaezelandiae"
260;38,06875;0,00108112965275939;"Cyanoramphus_novaezelandiae"
270;38,06875;0,000831373457894557;"Cyanoramphus_novaezelandiae"
280;38,06875;0,000639314465871355;"Cyanoramphus_novaezelandiae"
290;38,06875;0,000491623809241471;"Cyanoramphus_novaezelandiae"
300;38,06875;0,000378051776888354;"Cyanoramphus_novaezelandiae"
0;20,16;1;"Finschia_novaeseelandiae"
10;20,16;0,608942309264163;"Finschia_novaeseelandiae"
20;20,16;0,370810736011972;"Finschia_novaeseelandiae"
30;20,16;0,225802345887074;"Finschia_novaeseelandiae"
40;20,16;0,13750060194174;"Finschia_novaeseelandiae"
50;20,16;0,0837299340716156;"Finschia_novaeseelandiae"
60;20,16;0,0509866994081058;"Finschia_novaeseelandiae"
70;20,16;0,0310479584793297;"Finschia_novaeseelandiae"
80;20,16;0,0189064155343408;"Finschia_novaeseelandiae"
90;20,16;0,0115129163353894;"Finschia_novaeseelandiae"
100;20,16;0,0070107018596371;"Finschia_novaeseelandiae"
110;20,16;0,00426911297996998;"Finschia_novaeseelandiae"
120;20,16;0,00259964351653253;"Finschia_novaeseelandiae"
130;20,16;0,00158303292622093;"Finschia_novaeseelandiae"
140;20,16;0,000963975725734178;"Finschia_novaeseelandiae"
150;20,16;0,000587005604503168;"Finschia_novaeseelandiae"
160;20,16;0,000357452548357165;"Finschia_novaeseelandiae"
170;20,16;0,000217667980248972;"Finschia_novaeseelandiae"
180;20,16;0,000132547242545675;"Finschia_novaeseelandiae"
190;20,16;8,07136239623606e-05;"Finschia_novaeseelandiae"
200;20,16;4,91499405647191e-05;"Finschia_novaeseelandiae"
210;20,16;2,99294783076764e-05;"Finschia_novaeseelandiae"
220;20,16;1,82253256357482e-05;"Finschia_novaeseelandiae"
230;20,16;1,10981718797238e-05;"Finschia_novaeseelandiae"
240;20,16;6,75814641304963e-06;"Finschia_novaeseelandiae"
250;20,16;4,11532128310776e-06;"Finschia_novaeseelandiae"
260;20,16;2,5059932454996e-06;"Finschia_novaeseelandiae"
270;20,16;1,52600531391492e-06;"Finschia_novaeseelandiae"
280;20,16;9,29249199804735e-07;"Finschia_novaeseelandiae"
290;20,16;5,6585915361097e-07;"Finschia_novaeseelandiae"
300;20,16;3,44575579718129e-07;"Finschia_novaeseelandiae"
0;27,6238095238095;1;"Fringilla_coelebs"
10;27,6238095238095;0,696277806793104;"Fringilla_coelebs"
20;27,6238095238095;0,484802784232615;"Fringilla_coelebs"
30;27,6238095238095;0,337557419332675;"Fringilla_coelebs"
40;27,6238095238095;0,235033739599695;"Fringilla_coelebs"
50;27,6238095238095;0,163648776730857;"Fringilla_coelebs"
60;27,6238095238095;0,113945011346535;"Fringilla_coelebs"
70;27,6238095238095;0,079337382595381;"Fringilla_coelebs"
80;27,6238095238095;0,0552408587502172;"Fringilla_coelebs"
90;27,6238095238095;0,0384629839759689;"Fringilla_coelebs"
100;27,6238095238095;0,0267809221255059;"Fringilla_coelebs"
