"x";"y";"direct.effect";"net.effect";"diag"
43;7;0;-1,36425159363851e-15;FALSE
44;7;0;7,36732981993561;FALSE
45;7;0;1,88461442632293e-15;FALSE
46;7;0;-7,1956329783518e-15;FALSE
47;7;0;-3,31980486338046e-15;FALSE
48;7;-0,0149121425903383;-3,76473801009379;FALSE
49;7;0;1,20736753927986e-15;FALSE
50;7;0;3,04595758338078e-15;FALSE
1;8;0;-1,83793952279743e-15;FALSE
2;8;0;6,09016689075842e-16;FALSE
3;8;0;-9,20964693396087e-15;FALSE
4;8;0;1,00164017705073e-15;FALSE
5;8;0;8,82478209604279;FALSE
6;8;0;-2,43462002402946e-15;FALSE
7;8;0;7,54005737244275;FALSE
8;8;-0,582396868535102;1,71704219927435;TRUE
9;8;0;5,79786827320545;FALSE
10;8;-0,503692030452357;-4,83926732098346;FALSE
11;8;0;6,41713514785694;FALSE
12;8;0;15,3675387876675;FALSE
13;8;0;-0,352788715153724;FALSE
14;8;0;-4,07844839443641e-15;FALSE
15;8;-0,428776793323892;2,89031048258907;FALSE
16;8;0;-4,72846424106224;FALSE
17;8;0;7,46950244712163e-15;FALSE
18;8;0;7,40618504024848e-16;FALSE
19;8;0;-4,15868797321924;FALSE
20;8;0;9,11040474221229e-16;FALSE
21;8;0;-3,24624973637971;FALSE
22;8;0;7,20604131920766e-15;FALSE
23;8;0;-4,1398091552014e-15;FALSE
24;8;-0,495600441839033;-11,0431651885192;FALSE
25;8;0;3,79796021021672e-16;FALSE
26;8;0;3,10168372420448;FALSE
27;8;0;1,13890015605485;FALSE
28;8;0;1,3988810110277e-14;FALSE
29;8;0;8,76252195802785e-16;FALSE
30;8;0;-2,01964926580716e-15;FALSE
31;8;0;-2,90975468546228e-15;FALSE
32;8;0;-6,18293393914171e-16;FALSE
33;8;0;1,05231572853663;FALSE
34;8;0;2,01878444516801e-15;FALSE
35;8;0;6,00214322687975e-15;FALSE
36;8;0;-2,81893920098947e-15;FALSE
37;8;0;-2,48358277719885;FALSE
38;8;0;-6,34834708496229;FALSE
39;8;0;4,57385255429703e-15;FALSE
40;8;0;7,42244807283576e-16;FALSE
41;8;0;-2,9149317508359e-15;FALSE
42;8;0;1,78849990373209e-15;FALSE
43;8;0;-1,63516661148833e-15;FALSE
44;8;0;10,2490568758317;FALSE
45;8;0;3,02655036449329e-15;FALSE
46;8;0;-8,86096751528953e-15;FALSE
47;8;0;-4,38597187398262e-15;FALSE
48;8;0;-5,45224639206652;FALSE
49;8;0;-7,52869988573934e-16;FALSE
50;8;0;4,68462074687537e-15;FALSE
1;9;0;-4,89625701094454e-16;FALSE
2;9;0;-7,74670499053892e-16;FALSE
3;9;0;-2,99456640040496e-16;FALSE
4;9;0;-1,75932131276507e-16;FALSE
5;9;0;-1,71181065130897;FALSE
6;9;0;6,92473998335861e-16;FALSE
7;9;0;-1,24613966519037;FALSE
8;9;0;-1,34934381376683e-15;FALSE
9;9;-0,564670754908871;0,410204544213483;TRUE
10;9;0;0,579087966946392;FALSE
11;9;0;-1,28756002202668;FALSE
12;9;0;-2,09537583595984;FALSE
13;9;0;0,0707849586128445;FALSE
14;9;0;1,45071332876244e-16;FALSE
15;9;0;-0,738615059531658;FALSE
16;9;0;0,917216466547495;FALSE
17;9;0;-3,23905399030044e-17;FALSE
18;9;0;-2,05547113617949e-15;FALSE
19;9;-0,192973590827002;-0,326274366904309;FALSE
20;9;0;-3,77154337017423e-16;FALSE
21;9;-0,382883974100784;-0,229675172109172;FALSE
22;9;0;-1,54303653188137e-15;FALSE
23;9;0;9,30746907497337e-16;FALSE
24;9;0;1,36516721694571;FALSE
25;9;0;1,46854506636804e-15;FALSE
26;9;0;0,64045818656871;FALSE
27;9;0;0,00585510738487031;FALSE
28;9;0;-2,52575738102223e-15;FALSE
29;9;0;-6,77355307260319e-16;FALSE
30;9;0;4,40978163713916e-16;FALSE
31;9;0;-3,67263321534098e-16;FALSE
32;9;0;-3,90993796584374e-16;FALSE
33;9;0;0,0744523113413905;FALSE
34;9;0;5,36137974294082e-16;FALSE
35;9;0;7,24247051220317e-16;FALSE
36;9;0;7,9499632517268e-16;FALSE
37;9;0;-0,292257624994839;FALSE
38;9;0;1,27375810610392;FALSE
39;9;0;-2,81336911232832e-16;FALSE
40;9;0;-8,06917466872337e-17;FALSE
41;9;0;4,29106891079029e-16;FALSE
42;9;0;-1,14199014827898e-15;FALSE
43;9;0;1,28353951816054e-15;FALSE
44;9;0;-1,48097316722093;FALSE
45;9;0;-4,04400634073515e-16;FALSE
46;9;0;-7,63278329429795e-17;FALSE
47;9;0;5,76512231641773e-16;FALSE
48;9;0;1,1060226140332;FALSE
49;9;0;-2,66540262083836e-15;FALSE
50;9;0;4,68754809274108e-16;FALSE
1;10;0;-1,62103810192812e-15;FALSE
2;10;0;-2,15752791253267e-17;FALSE
3;10;0;2,802486433022e-15;FALSE
4;10;0;-2,74273503485679e-16;FALSE
5;10;0;-2,25930385511219e-14;FALSE
6;10;0;7,04078137955008e-17;FALSE
7;10;0;-3,06282776918465e-14;FALSE
8;10;0;6,92862786458651e-16;FALSE
9;10;0;-2,33979502439752e-14;FALSE
10;10;-0,372184563689377;2,68683899753188;TRUE
11;10;0;-2,69159694532561e-14;FALSE
12;10;0;-5,81201753391269e-14;FALSE
13;10;0;4,40446290550511e-15;FALSE
14;10;0;6,94094531182636e-16;FALSE
15;10;0;-1,41588130109227e-14;FALSE
16;10;0;1,71182512609391e-14;FALSE
17;10;0;-4,48146667074e-15;FALSE
18;10;0;4,29612739155129e-15;FALSE
19;10;0;2,37587727269783e-14;FALSE
20;10;0;5,58820742380499e-16;FALSE
21;10;0;1,10432496480684e-14;FALSE
22;10;0;1,1643518180865e-15;FALSE
23;10;0;-6,91475346491048e-17;FALSE
24;10;0;3,68594044175552e-14;FALSE
25;10;0;-3,64637604100904e-15;FALSE
26;10;0;-2,09832151654155e-14;FALSE
27;10;0;-8,72999589285328e-16;FALSE
28;10;0;-2,87443679969357e-15;FALSE
29;10;0;8,8233728049586e-17;FALSE
30;10;0;2,6150084882857e-16;FALSE
31;10;0;2,3736488984202e-16;FALSE
32;10;0;5,7633222874014e-16;FALSE
33;10;0;1,42073852682501e-15;FALSE
34;10;0;-5,86140023236398e-16;FALSE
35;10;0;1,24954300378954e-16;FALSE
36;10;0;7,65298079492523e-16;FALSE
37;10;0;1,43149381237606e-14;FALSE
38;10;0;2,59861576701326e-14;FALSE
39;10;0;2,17677805974801e-16;FALSE
40;10;0;-5,94191918432997e-16;FALSE
41;10;0;-2,40756409762826e-16;FALSE
42;10;0;2,41768275321616e-15;FALSE
43;10;0;-5,19315899961612e-18;FALSE
44;10;0;-3,91076060424211e-14;FALSE
45;10;0;1,71175617761201e-16;FALSE
46;10;0;-3,47145272597271e-15;FALSE
47;10;0;-2,97643823878539e-17;FALSE
48;10;0;2,36199948489002e-14;FALSE
49;10;0;8,22909448916498e-16;FALSE
50;10;0;-2,16846194321142e-15;FALSE
1;11;0;7,25331253392802e-16;FALSE
2;11;0;1,9675779153747e-15;FALSE
3;11;0;-2,65792162584821e-15;FALSE
4;11;0;7,14455350350057e-16;FALSE
5;11;0;0,819860048108319;FALSE
6;11;0;-7,91166889218143e-17;FALSE
7;11;0;0,579858448897122;FALSE
8;11;0;7,16278165252549e-16;FALSE
9;11;0;1,13322295156602;FALSE
10;11;0;-0,439620859066939;FALSE
11;11;-0,696087220520144;1,65418519366708;TRUE
12;11;0;0,916510054395005;FALSE
13;11;-0,0528722152321583;-0,0909405608038387;FALSE
14;11;0;1,2682730198357e-16;FALSE
15;11;0;0,500082962367473;FALSE
16;11;0;-0,439294577244476;FALSE
17;11;0;3,28296417828611e-16;FALSE
18;11;0;9,19959095881107e-16;FALSE
19;11;0;-0,805478593239617;FALSE
20;11;0;9,42994898035516e-17;FALSE
21;11;0;-0,634496082772642;FALSE
22;11;0;5,22151766269019e-16;FALSE
23;11;0;-1,23760322736505e-15;FALSE
24;11;0;-0,63524480202017;FALSE
25;11;0;-2,22505390848338e-16;FALSE
26;11;-0,0737588616197665;0,598024402303556;FALSE
27;11;0;0,239762726231633;FALSE
28;11;0;6,80011602582908e-16;FALSE
29;11;0;1,1322052236723e-15;FALSE
30;11;0;-3,67361153839505e-16;FALSE
31;11;0;-5,0759974023519e-16;FALSE
32;11;0;7,6919061940163e-16;FALSE
33;11;0;0,205680481114541;FALSE
34;11;0;-4,81223134257691e-16;FALSE
35;11;0;1,97845212435155e-15;FALSE
36;11;0;-2,01464245405594e-16;FALSE
37;11;0;-0,405265633540876;FALSE
38;11;-0,308036685174471;-1,63645326305948;FALSE
39;11;0;-4,9380072649147e-16;FALSE
40;11;0;-2,18073714468303e-16;FALSE
41;11;0;-3,59812819730049e-16;FALSE
42;11;0;1,09591155594835e-15;FALSE
43;11;0;7,72441531853192e-16;FALSE
44;11;0;0,665166590142523;FALSE
45;11;0;8,88950913748021e-16;FALSE
46;11;0;-4,66293670342566e-15;FALSE
47;11;0;-5,01552592855323e-16;FALSE
48;11;0;-0,078120494979854;FALSE
49;11;0;4,77048955893622e-18;FALSE
50;11;0;-2,84874120820566e-16;FALSE
1;12;0;-1,19197186843056e-15;FALSE
2;12;0;1,83615567141051e-16;FALSE
3;12;0;5,37330596683816e-16;FALSE
4;12;0;2,25310763969644e-16;FALSE
5;12;0;0,994144244962142;FALSE
6;12;0;4,62962374464309e-16;FALSE
7;12;0;0,649335952329841;FALSE
8;12;0;1,67314079257963e-15;FALSE
9;12;0;1,33054919596288;FALSE
10;12;0;-0,609867696277003;FALSE
11;12;0;1,9014264603315;FALSE
12;12;-0,23363804331687;5,32264694153097;TRUE
13;12;0;-0,104532907978986;FALSE
14;12;0;-1,07637601156935e-15;FALSE
15;12;0;0,703883230554251;FALSE
16;12;0;-0,532678933213457;FALSE
17;12;0;1,72648353946592e-15;FALSE
18;12;0;-2,71519460560976e-15;FALSE
19;12;0;-0,946485919760628;FALSE
20;12;0;9,19082046203784e-16;FALSE
21;12;0;-0,744979839675924;FALSE
22;12;0;2,71787800598666e-15;FALSE
23;12;0;-2,03718877704595e-15;FALSE
24;12;0;-0,711358589784972;FALSE
25;12;0;4,22134115857231e-16;FALSE
26;12;-0,0168577831429675;0,576372142043232;FALSE
27;12;0;0,279761704848673;FALSE
28;12;0;2,35506059098611e-14;FALSE
29;12;0;-6,0774952778675e-16;FALSE
30;12;0;-2,56282311927761e-16;FALSE
31;12;0;-1,31578098026483e-15;FALSE
32;12;0;-1,82727029579381e-16;FALSE
33;12;0;0,241495284219253;FALSE
34;12;0;1,43548367637081e-16;FALSE
35;12;0;4,44783099240453e-15;FALSE
36;12;0;-5,05206025126249e-16;FALSE
37;12;0;-0,393367414248454;FALSE
38;12;0;-1,88104424304463;FALSE
39;12;0;5,75624109196236e-16;FALSE
40;12;0;9,74101441869601e-16;FALSE
41;12;0;-1,21880587219958e-15;FALSE
42;12;0;-2,90436077965417e-15;FALSE
43;12;0;-1,16726561142505e-15;FALSE
44;12;0;0,84739234457689;FALSE
45;12;0;1,24726617922732e-15;FALSE
46;12;0;-3,82159581757691e-15;FALSE
47;12;0;-9,74830776339339e-16;FALSE
48;12;-0,0874329644682473;-1,94781304032878;FALSE
49;12;0;-1,38083988687754e-15;FALSE
50;12;0;2,12422310644222e-15;FALSE
1;13;0;-2,14064876935538e-15;FALSE
2;13;0;-1,54576736610332e-16;FALSE
3;13;0;-4,33854341341799e-15;FALSE
4;13;0;2,05076840925633e-16;FALSE
5;13;0;4,91527204000116;FALSE
6;13;0;-1,48546709058828e-15;FALSE
7;13;0;4,32572795885387;FALSE
8;13;0;4,66293670342566e-15;FALSE
9;13;0;2,69565690093764;FALSE
10;13;0;-1,50386179577438;FALSE
11;13;0;3,41085206964181;FALSE
12;13;0;7,07915987749805;FALSE
13;13;-0,961731869919656;0,852275692306338;TRUE
14;13;0;-1,70744308584459e-15;FALSE
15;13;0;1,7602643051213;FALSE
16;13;0;-2,63368407551509;FALSE
17;13;0;5,42968447980741e-16;FALSE
18;13;0;8,24915222935596e-16;FALSE
19;13;-0,0875533969275077;-2,27366658341661;FALSE
20;13;0;6,53471942763063e-16;FALSE
21;13;0;-1,50930912737018;FALSE
22;13;0;3,20576898360514e-15;FALSE
23;13;0;-2,58880373735226e-15;FALSE
24;13;0;-4,73890861820102;FALSE
25;13;0;2,56332498629885e-16;FALSE
26;13;0;2,25474683869215;FALSE
27;13;-0,0526890480497487;-0,263640791430999;FALSE
28;13;0;5,99520433297585e-15;FALSE
29;13;0;9,79142981971659e-16;FALSE
30;13;0;-1,22080275237273e-15;FALSE
31;13;0;-1,0250047338678e-15;FALSE
32;13;0;-4,72847672475241e-16;FALSE
